Recipient,Transect,Gen,SegPos,Donor,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,leaf_area_mm2,leaf_dryweight_mg,SLA,d13C,sample_weight_mg,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
HR_156,8,G2,24R,HR_069,5,339,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,2.17,X,0,0,0,0,0,,0,,21.796,2024-04-20,,,,,,1,0,0,0
HR_158,1,G1,32L,HR_133,1,32,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,3.81,-,1,0,0,3,1,0,0,,19.92,2024-04-05,43.162,2.37,18.21181434599156,-31.68,1.76,1,1,1,0
HR_158,1,G1,39R,HR_133,5,39,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.3,-,1,1,2,6,2,2,4,1.36,,,61.935,3.06,20.240196078431374,,,0,1,1,1
HR_158,3,G2,12R,HR_133,2,102,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,,,,81.19,X,21,7,112,169,28,5.333333333,149.3333333,1.481833333,24.959,2024-04-05,81.297,4.8,16.936875,-30.51,4.84,1,1,1,1
HR_158,4,G2,21L,HR_133,2,156,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,12.64,X,2,1,4,10,3,2,6,3.3225,25.435,2024-04-20,16.577,1.06,15.63867924528302,-29.86,2.39,1,1,1,1
HR_158,8,G2,11L,HR_133,5,326,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,,X,0,0,0,0,0,,0,,,,,,,,,1,0,0,0
HR_159,3,G2,21R,HR_200,2,111,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,3.69,X,1,0,2,3,1,2,2,2.405,25.326,2024-04-05,24.364,1.19,20.473949579831935,-30.4,2.53,1,1,1,1
HR_159,4,G1,13L,HR_200,1,148,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,70.29,-,11,2,27,36,13,2.454545455,31.90909091,2.480369318,,,29.151,1.4,20.822142857142858,-30.67,2.02,1,1,1,1
HR_159,5,G2,14L,HR_200,3,194,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,6.31,X,1,0,0,5,1,0,0,,21.569,2024-04-05,,,,-30.47,2.8,1,1,1,0
HR_159,7,G1,42R,HR_200,2,312,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,3.7,-,1,1,3,4,2,3,6,0.55,21.53,2024-04-20,,,,-30.67,1.81,1,1,1,1
HR_159,8,G1,15R,HR_200,4,330,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,0.96,-,0,0,0,0,0,,0,,20.276,2024-04-05,,,,,,1,0,0,0
HR_159,9,G2,14R,HR_200,4,374,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,9.61,X,1,4,2,2,5,2,10,4.785,27.661,2024-04-05,,,,-30.83,3.29,1,1,1,1
HR_161,3,G2,32L,HR_133,5,122,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,2.61,X,2,0,4,4,2,2,4,2.9525,24.556,2024-04-20,29.646,1.44,20.587500000000002,,,1,1,1,1
HR_161,5,G1,45R,HR_133,1,225,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,1,-,0,0,0,0,0,,0,,20.266,2024-04-05,37.281,1.65,22.594545454545454,,,1,0,0,0
HR_161,6,G2,29L,HR_133,4,254,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-05,13,,2024-04-05,,,,2.76,X,2,4,3,7,6,1.5,9,1.433333333,25.238,2024-03-23,,,,-30.24,1.59,1,1,1,1
HR_161,7,G1,33R,HR_133,2,303,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,12.78,-,2,1,1,9,3,0.5,1.5,0.36,,,,,,-31.08,4.64,1,1,1,1
HR_161,7,G2,30L,HR_133,5,300,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,1.02,X,0,0,0,0,0,,0,,18.535,2024-04-20,,,,,,1,0,0,0
HR_161,9,G1,14L,HR_133,1,374,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,4.65,-,1,2,2,8,3,2,6,0.74,27.68,2024-04-05,22.163,0.89,24.902247191011234,-29.52,2.56,1,1,1,1
HR_162,1,G1,5L,HR_006,2,5,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,,-,2,0,5,6,2,2.5,5,2.084166667,22.079,2024-04-20,37.152,2.03,18.30147783251232,,,1,1,1,1
HR_162,1,G1,7L,HR_006,5,7,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,,-,0,0,0,0,0,,0,,,,,,,,,1,0,0,0
HR_162,3,G1,36R,HR_006,1,126,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.2,-,0,3,0,0,3,,,,22.936,2024-04-05,60.247,3.08,19.560714285714287,,,0,1,0,0
HR_162,4,G2,24L,HR_006,3,159,TRUE,2022-11-10,2022-11-13,,,,,,2024-05-05,,,,,5.13,X,1,0,2,3,1,2,2,3.195,,,19.347,0.97,19.94536082474227,-31.22,2.27,0,1,1,1
HR_162,9,G2,29L,HR_006,2,389,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,13.61,X,2,5,1,3,7,0.5,3.5,3.08,22.341,2024-04-05,19.958,0.86,23.206976744186044,-30.46,4.29,1,1,1,1
HR_164,3,G1,17L,HR_175,5,107,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,3.94,-,0,3,0,0,3,,,,,,,,,-30.6,1.53,1,1,0,0
HR_164,3,G1,35R,HR_175,2,125,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-20,,,,,-,3,2,14,15,5,4.666666667,23.33333333,3.02525,,,36.573,1.91,19.148167539267018,,,1,1,1,1
HR_164,3,G2,11R,HR_175,3,101,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,24.7,X,3,5,15,19,8,5,40,2.157954545,22.662,2024-04-05,39.073,1.84,21.235326086956523,-30.92,5.35,1,1,1,1
HR_164,4,G2,28R,HR_175,3,163,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,14.22,X,1,1,5,5,2,5,10,1.946,,,23.697,1.21,19.584297520661156,-30.29,3.01,1,1,1,1
HR_164,8,G2,29R,HR_175,2,344,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,2024-05-17,2023-04-05,,,,8.25,X,9,0,13,26,9,1.444444444,13,1.777954545,18.116,2024-04-05,23.6,1.15,20.521739130434785,-30.02,1.98,1,1,1,1
HR_165,2,G2,35L,HR_070,2,80,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,1.04,X,0,2,0,0,2,,,,25.562,2024-04-05,29.763,1.5,19.842000000000002,,,1,1,0,0
HR_165,3,G2,6R,HR_070,5,96,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,13.63,X,4,0,10,13,4,2.5,10,2.124,29.244,2024-04-05,,,,-30.36,4.35,1,1,1,1
HR_165,4,G1,2R,HR_070,2,137,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,42.61,-,3,5,6,15,8,2,16,1.923333333,25.428,2024-04-20,,,,-29.3,3.63,1,1,1,1
HR_165,5,G1,32R,HR_070,4,212,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,16.25,-,2,4,11,18,6,5.5,33,1.3,,,,,,-30.95,5.3,1,1,1,1
HR_165,5,G2,20R,HR_070,4,200,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,1.19,X,1,0,0,2,1,0,0,,22.427,2024-04-05,,,,-31.55,1.25,1,1,1,0
HR_165,8,G1,17L,HR_070,5,332,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,5.81,-,3,0,7,9,3,2.333333333,7,1.401428571,23.442,2024-04-05,,,,-30.85,3.72,1,1,1,1
HR_166,1,G2,31R,HR_059,1,31,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,4.49,X,3,0,4,13,3,1.333333333,4,1.8875,18.122,2024-04-20,23.789,1.48,16.07364864864865,-30.25,1.66,1,1,1,1
HR_166,2,G1,38L,HR_059,2,83,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,4.39,-,2,0,3,5,2,1.5,3,10.19,27.629,2024-04-05,,,,-30.27,1.62,1,1,1,1
HR_166,3,G1,41L,HR_059,5,131,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,1900-01-01,,,89.81,-,13,4,23,30,17,1.769230769,30.07692308,5.675652174,23.567,2024-04-05,,,,-29.29,4.15,1,1,1,1
HR_166,4,G1,13R,HR_059,1,148,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,2024-04-20,,,,20.24,-,4,0,11,18,4,2.75,11,2.475208333,22.513,2024-04-20,,,,-30.39,5.06,1,1,1,1
HR_166,7,G2,5R,HR_059,5,273,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,3.39,X,1,0,3,5,1,3,3,1.11,25.493,2024-04-05,,,,-30.16,1.46,1,1,1,1
HR_166,9,G2,45L,HR_059,5,405,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,6.11,X,0,3,0,0,3,,,,,,,,,-30.49,1.48,1,1,0,0
HR_168,1,G2,38R,HR_189,1,38,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,,,,9.87,X,5,1,8,10,6,1.6,9.6,3.11,22.303,2024-04-05,,,,-31.05,3.22,1,1,1,1
HR_168,2,G1,12R,HR_189,1,57,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,3.4,-,1,0,3,3,1,3,3,2.14,25.259,2024-04-05,28.198,1.64,17.19390243902439,,,1,1,1,1
HR_168,2,G2,17R,HR_189,4,62,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,6.14,X,1,1,4,4,2,4,8,0.8325,,,,,,-31.06,3.77,1,1,1,1
HR_168,5,G2,26R,HR_189,3,206,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,3.71,X,1,2,3,3,3,3,9,3.12,23.925,2024-04-05,54.115,3.05,17.742622950819673,-30.97,3.57,1,1,1,1
HR_168,7,G1,35L,HR_189,1,305,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,5.18,-,0,1,0,0,1,,,,24.43,2024-04-20,32.242,1.22,26.427868852459014,-29.87,1.09,1,1,0,0
HR_168,8,G1,17R,HR_189,1,332,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,2.58,-,0,1,0,0,1,,,,,,,,,,,1,1,0,0
HR_169,1,G2,23L,HR_053,5,23,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,2024-05-16,2024-04-20,,,,7.41,X,2,0,1,6,2,0.5,1,3.65,26.489,2024-04-20,28.402,1.38,20.581159420289858,-31.52,4.54,1,1,1,1
HR_169,2,G1,28L,HR_053,1,73,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0.83,-,1,0,0,1,1,0,0,,,,26.391,1.39,18.9863309352518,,,1,1,1,0
HR_169,2,G1,9L,HR_053,4,54,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,16.37,-,5,3,4,14,8,0.8,6.4,4.428333333,25.819,2024-04-05,,,,-31.1,2.6,1,1,1,1
HR_169,7,G1,39L,HR_053,2,309,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,2024-05-17,2024-04-20,,,,,-,2,0,2,4,2,1,2,5.41,19.745,2024-04-20,28.521,1.52,18.763815789473686,-30.39,2.46,1,1,1,1
HR_169,8,G2,34L,HR_053,1,349,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,6.96,X,2,0,1,2,2,0.5,1,2.38,19.385,2024-04-20,,,,-30.32,2.67,1,1,1,1
HR_169,9,G2,34L,HR_053,2,394,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2023-04-20,,,,10.13,X,1,2,0,1,3,0,0,,23.741,2024-04-20,14.914,0.99,15.064646464646465,-30.84,2.18,1,1,1,0
HR_170,3,G1,12L,HR_196,5,102,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,1900-01-01,,,64.86,-,11,3,48,56,14,4.363636364,61.09090909,2.936416667,21.011,2024-04-05,38.006,2.09,18.184688995215314,-29.89,4.14,1,1,1,1
HR_170,4,G2,16R,HR_196,5,151,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,3.12,X,1,0,0,1,1,0,0,,,,,,,,,1,1,1,0
HR_170,5,G1,11L,HR_196,1,191,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,22.94,-,2,6,4,6,8,2,16,1.24,24.257,2024-04-05,,,,-29.89,4.02,1,1,1,1
HR_170,6,G2,30L,HR_196,5,255,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,4.67,X,0,2,0,0,2,,,,24.904,2024-03-23,,,,-30.73,3.17,1,1,0,0
HR_170,7,G1,17L,HR_196,2,286,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,4.14,-,1,0,1,3,1,1,1,1.6,24.134,2024-04-20,,,,-31.17,1.11,0,1,1,1
HR_170,8,G2,18R,HR_196,4,333,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.66,X,0,0,0,0,0,,0,,18.854,2024-04-05,,,,,,0,0,0,0
HR_173,2,G2,38R,HR_160,1,83,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,,,3.5,X,1,0,1,3,1,1,1,24.25,26.483,2024-04-05,,,,-31.57,1.9,1,1,1,1
HR_173,3,G2,40L,HR_160,1,130,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,,,,,23.27,X,6,2,10,19,8,1.666666667,13.33333333,2.74,22.651,2024-04-05,44.209,2.07,21.357004830917877,-29.92,4.58,1,1,1,1
HR_173,5,G1,13L,HR_160,5,193,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,18.91,-,6,0,16,17,6,2.666666667,16,2.718666667,23.815,2024-04-05,96.86,5.08,19.066929133858267,-28.78,1.66,1,1,1,1
HR_173,5,G1,15L,HR_160,5,195,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,6.98,-,0,1,0,0,1,,,,,,25.8,1.42,18.169014084507044,-30.54,4.2,1,1,0,0
HR_173,5,G2,40L,HR_160,4,220,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,12.92,X,7,0,14,20,7,2,14,2.478333333,,,19.51,0.86,22.68604651162791,-30.4,2.59,1,1,1,1
HR_173,7,G1,26R,HR_160,1,296,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,1.11,-,0,0,0,0,0,,0,,,,,,,,,1,0,0,0
HR_174,1,G2,14L,HR_149,1,14,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,3.73,X,1,0,0,2,1,0,0,,23.663,2024-04-20,22.848,1.11,20.58378378378378,,,1,1,1,0
HR_174,2,G1,25R,HR_149,5,70,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,2024-04-20,1900-01-01,,1900-01-01,78.68,-,13,1,7,17,14,0.5384615385,7.538461538,4.886666667,26.116,2024-04-20,46.361,2.69,17.23457249070632,-29.59,4.41,1,1,1,1
HR_174,3,G2,20R,HR_149,5,110,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,5.17,X,0,2,0,0,2,,,,22.311,2024-04-20,18.123,0.89,20.362921348314607,-30.55,1.68,1,1,0,0
HR_174,4,G1,10L,HR_149,4,145,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,15.75,-,12,2,6,21,14,0.5,7,3.218333333,21.12,2024-04-05,44.089,2.5,17.6356,-30.74,5.95,1,1,1,1
HR_174,6,G1,32L,HR_149,2,257,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,,,,-,0,0,0,0,0,,0,,21.152,2024-04-05,,,,-31.11,1.98,1,0,0,0
HR_174,9,G2,16L,HR_149,4,376,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,3.07,X,0,1,0,0,1,,,,22.244,2024-04-05,,,,-29.95,1.17,1,1,0,0
HR_175,2,G1,20L,HR_108,4,65,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0.55,-,0,0,0,0,0,,0,,,,25.816,1.41,18.30921985815603,,,1,0,0,0
HR_175,2,G1,26R,HR_108,1,71,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,6.29,-,4,0,4,10,4,1,4,1.8,,,,,,-31.75,3.36,1,1,1,1
HR_175,2,G2,45L,HR_108,1,90,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,8.03,X,5,0,14,20,5,2.8,14,1.988333333,25.342,2024-04-05,,,,-30.04,3.44,1,1,1,1
HR_175,3,G1,22L,HR_108,1,112,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,18.95,-,3,3,10,17,6,3.333333333,20,1.841111111,22.42,2024-04-20,,,,-30.96,3.34,1,1,1,1
HR_175,8,G2,33L,HR_108,2,348,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,2024-04-20,1900-01-01,,,,X,3,0,0,3,3,0,0,,22.346,2024-04-20,81.75,4.03,20.285359801488834,-29.52,3.53,1,1,1,0
HR_175,8,G2,41R,HR_108,5,356,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0.63,X,0,0,0,0,0,,0,,,,,,,,,1,0,0,0
HR_176,2,G2,36L,HR_085,5,81,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,5.73,X,2,0,6,8,2,3,6,5.543333333,25.041,2024-04-05,33.563,1.91,17.572251308900526,,,1,1,1,1
HR_176,3,G1,16R,HR_085,1,106,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,5.33,-,0,0,0,0,0,,0,,25.105,2024-04-05,,,,-29.75,0.94,1,0,0,0
HR_176,6,G1,36R,HR_085,5,261,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,2024-03-23,,,,11.27,-,4,0,14,15,4,3.5,14,1.578333333,21.729,2024-03-23,,,,-30.18,4.12,1,1,1,1
HR_176,7,G1,29R,HR_085,3,299,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,5.19,-,0,0,0,0,0,,0,,25.186,2024-04-20,,,,,,0,0,0,0
HR_176,8,G2,9L,HR_085,4,324,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,2024-05-17,2024-04-20,1900-01-01,,,19.88,X,3,2,1,3,5,0.3333333333,1.666666667,1,23.569,2024-04-05,26.21,1.68,15.601190476190478,-30.34,4.49,1,1,1,1
HR_176,9,G2,24R,HR_085,4,384,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-05-04,395,,,1900-01-01,,,,X,0,2,0,0,2,,,,20.611,2024-04-05,,,,-30.69,5.34,1,1,0,0
HR_177,1,G1,21L,HR_108,2,21,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,0.84,-,0,0,0,0,0,,0,,25.889,2024-04-20,32.016,1.44,22.233333333333334,,,1,0,0,0
HR_177,4,G2,19L,HR_108,5,154,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.17,X,0,0,0,0,0,,0,,,,29.366,1.5,19.577333333333332,,,0,0,0,0
HR_177,4,G2,1R,HR_108,2,136,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,2.92,X,0,0,0,0,0,,0,,22.034,2024-04-05,,,,,,1,0,0,0
HR_177,6,G2,1L,HR_108,4,226,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-05-16,54,,2024-03-23,,1900-01-01,,,X,12,4,21,28,16,1.75,28,4.740555556,26.602,2024-03-23,10.641,0.61,17.444262295081966,-28.44,3.42,1,1,1,1
HR_177,7,G1,12R,HR_108,2,281,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,2.83,-,5,0,18,29,5,3.6,18,1.205194805,20.18,2024-04-05,,,,-31.09,4.24,1,1,1,1
HR_177,9,G1,45R,HR_108,2,405,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,,-,0,0,0,0,0,,0,,,,,,,-30.54,2.52,1,0,0,0
HR_178,1,G1,33R,HR_095,1,33,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,4.05,-,0,1,0,0,1,,,,,,,,,-30.98,2.91,0,1,0,0
HR_178,1,G1,43L,HR_095,4,43,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,4.11,-,1,0,1,1,1,1,1,2.73,20.864,2024-04-05,23.566,0.99,23.804040404040403,,,1,1,1,1
HR_178,1,G2,3L,HR_095,4,3,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,25.51,X,6,0,24,36,6,4,24,2.044421053,,,38.678,2.2,17.58090909090909,-30.53,3.58,1,1,1,1
HR_178,6,G2,26R,HR_095,4,251,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,2024-03-23,,,,24.38,X,1,2,2,2,3,2,6,2.415,24.353,2024-03-23,32.897,1.56,21.08782051282051,-30.88,4.18,1,1,1,1
HR_178,7,G1,13L,HR_095,1,282,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,-,1,0,1,5,1,1,1,1.16,21.573,2024-04-20,,,,-30.73,2.82,0,1,1,1
HR_178,8,G2,40L,HR_095,3,355,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,8.66,X,0,0,0,0,0,,0,,,,,,,-29.74,2.13,0,0,0,0
HR_179,1,G1,7R,HR_180,3,7,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,,,,,6.13,-,1,1,2,2,2,2,4,2.035,25.794,2024-04-05,,,,-30.81,2.21,1,1,1,1
HR_179,1,G2,33L,HR_180,4,33,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,,X,0,0,0,0,0,,0,,,,,,,-30.34,3,1,0,0,0
HR_179,2,G2,9R,HR_180,3,54,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,4.02,X,3,0,3,3,3,1,3,2.346666667,22.313,2024-04-05,,,,-30.94,1.72,1,1,1,1
HR_179,3,G1,26L,HR_180,2,116,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,10.42,-,6,2,11,18,8,1.833333333,14.66666667,1.793333333,,,45.359,2.35,19.301702127659574,-30.92,4.04,1,1,1,1
HR_179,3,G2,34L,HR_180,3,124,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,12.4,X,4,2,21,23,6,5.25,31.5,2.155,25.305,2024-04-05,44.013,2.16,20.376388888888886,-30.75,3.03,1,1,1,1
HR_179,5,G1,21R,HR_180,4,201,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,12.56,-,1,5,6,6,6,6,36,1.093333333,21.239,2024-04-05,33.124,1.67,19.83473053892216,-30.73,1.89,1,1,1,1
HR_180,4,G2,22L,HR_005,4,157,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,2024-05-05,2024-04-20,,,,3.9,X,1,0,5,7,1,5,5,1.81,,,22.875,1.06,21.580188679245282,,,1,1,1,1
HR_180,4,G2,45L,HR_005,5,180,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,,,,7.65,X,0,4,0,0,4,,,,19.959,2024-04-05,,,,-31.22,1.54,1,1,0,0
HR_180,6,G1,39R,HR_005,4,264,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,,-,4,1,14,15,5,3.5,17.5,0.8277083333,21.173,2024-04-05,,,,-31.18,2.01,1,1,1,1
HR_180,9,G2,38L,HR_005,1,398,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,2024-05-17,2024-04-20,1900-01-05,,,20.23,X,5,2,9,23,7,1.8,12.6,2.66,20.333,2024-04-20,37.99,1.78,21.342696629213485,-29.6,3.03,1,1,1,1
HR_181,4,G1,30R,HR_195,3,165,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,1.09,-,0,1,0,0,1,,,,,,,,,,,1,1,0,0
HR_181,4,G2,35L,HR_195,1,170,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,4.48,X,2,0,2,9,2,1,2,1.42,,,50.842,2.28,22.299122807017547,-30.48,0.91,1,1,1,1
HR_181,4,G2,44R,HR_195,1,179,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,20.04,X,2,4,9,9,6,4.5,27,2.558888889,,,,,,-31.11,3.29,1,1,1,1
HR_181,4,G2,9L,HR_195,5,144,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,6.18,X,0,0,0,0,0,,0,,22.303,2024-04-05,51.552,2.58,19.981395348837207,-30.53,1.54,1,0,0,0
