Recipient,Transect,Gen,SegPos,Donor,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,leaf_area_mm2,leaf_dryweight_mg,SLA,d13C,sample_weight_mg,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
HR_181,6,G1,16R,HR_195,2,241,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,9.65,-,1,4,4,6,5,4,20,2.41,,,,,,-30.62,2.49,1,1,1,1
HR_182,2,G1,3R,HR_088,1,48,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,2024-04-05,,,,26.38,-,12,1,16,54,13,1.333333333,17.33333333,2.3395,21.14,2024-04-05,53.622,2.62,20.46641221374046,-30.28,3.89,1,1,1,1
HR_182,2,G2,28R,HR_088,1,73,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,18.52,X,1,1,0,0,2,0,0,,,,39.616,2.1,18.864761904761902,-28.66,2.96,1,1,1,0
HR_182,2,G2,32L,HR_088,1,77,TRUE,2022-11-10,2022-11-13,2024-05-04,541,538,2024-05-04,0,,2024-05-05,1900-01-02,,,6.41,X,2,1,1,2,3,0.5,1.5,1.05,,,41.148,3.17,12.980441640378551,-29.92,2.11,1,1,1,1
HR_182,4,G1,35R,HR_088,1,170,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,13.63,-,4,2,4,8,6,1,6,4.5375,20.531,2024-03-23,34.124,1.56,21.874358974358977,-29.72,1.34,1,1,1,1
HR_182,6,G1,11R,HR_088,3,236,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,12.2,-,2,0,5,5,2,2.5,5,3.202,20.373,2024-04-20,,,,-28.78,4.86,1,1,1,1
HR_183,1,G1,28L,HR_196,3,28,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,,-,2,0,0,2,2,0,0,,27.231,2024-04-20,32.896,1.48,22.227027027027027,,,1,1,1,0
HR_183,4,G2,9R,HR_196,3,144,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,16.35,X,2,5,0,0,7,0,0,,24.607,2024-04-05,15.421,0.86,17.93139534883721,-30.19,4.12,1,1,1,0
HR_183,6,G2,31R,HR_196,1,256,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,5.68,X,1,2,4,4,3,4,12,2.1825,22.342,2024-03-23,,,,-29.74,3.56,1,1,1,1
HR_183,7,G1,45R,HR_196,1,315,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,1,-,0,0,0,0,0,,0,,12.933,2024-04-20,,,,,,1,0,0,0
HR_183,8,G1,35R,HR_196,3,350,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,4.62,-,1,0,2,3,1,2,2,1.77,,,,,,-29.95,2.17,1,1,1,1
HR_183,8,G2,11R,HR_196,5,326,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,6.16,X,0,3,0,0,3,,,,20.775,2024-04-05,33.811,1.92,17.609895833333333,-29.78,2.27,1,1,0,0
HR_184,1,G2,42L,HR_141,4,42,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,43.71,X,8,2,8,33,10,1,10,2.26375,21.53,2024-04-05,47.34,2.45,19.322448979591837,-31.4,4.38,1,1,1,1
HR_184,4,G1,6R,HR_141,3,141,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,10.73,-,1,1,0,0,2,0,0,,24.827,2024-04-05,,,,-30.39,5.06,1,1,1,0
HR_184,5,G1,30L,HR_141,2,210,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,7.23,-,0,2,0,0,2,,,,,,17.589,1.14,15.428947368421053,-30.67,5.24,1,1,0,0
HR_184,5,G2,25R,HR_141,4,205,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,,X,5,1,8,14,6,1.6,9.6,2.541,22.982,2024-04-05,21.157,1.16,18.238793103448277,-30.52,3.37,1,1,1,1
HR_184,7,G1,22L,HR_141,2,291,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.89,-,1,0,0,1,1,0,0,,21.798,2024-04-20,44.158,3.06,14.430718954248366,,,0,1,1,0
HR_184,7,G2,32R,HR_141,1,302,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-17,27,2024-05-17,2024-04-20,1900-01-02,1900-01-03,,36.36,X,2,1,1,3,3,0.5,1.5,4.29,,,34.334,2.21,15.535746606334843,-29.52,4.07,1,1,1,1
HR_190,3,G2,19L,HR_064,3,109,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,1.53,X,1,0,0,0,1,0,0,,23.883,2024-04-05,,,,,,1,1,1,0
HR_190,3,G2,31L,HR_064,3,121,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,8.66,X,1,2,3,7,3,3,9,1.17,,,26.933,1.54,17.488961038961037,-29.52,1.71,1,1,1,1
HR_190,4,G2,4L,HR_064,4,139,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,21.88,X,5,3,9,12,8,1.8,14.4,1.359375,29.077,2024-04-05,27.079,,,-30.22,4.64,1,1,1,1
HR_190,6,G1,27R,HR_064,1,252,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,11.39,-,1,3,5,5,4,5,20,2.144,22.253,2024-03-23,,,,-30.68,3.77,1,1,1,1
HR_190,8,G1,31L,HR_064,5,346,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,2.01,-,0,0,0,0,0,,0,,20.145,2024-04-20,,,,,,1,0,0,0
HR_190,9,G1,1L,HR_064,2,361,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,48.58,-,17,1,48,77,18,2.823529412,50.82352941,1.771166667,22.458,2024-04-05,,,,-30.21,4.12,1,1,1,1
HR_192,2,G2,41R,HR_100,5,86,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,2024-04-05,,,,38.11,X,8,1,46,74,9,5.75,51.75,1.697,18.829,2024-03-23,36.057,1.61,22.395652173913042,-30.28,3.65,1,1,1,1
HR_192,4,G1,15R,HR_100,1,150,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,3.36,-,0,1,0,0,1,,,,,,,,,,,1,1,0,0
HR_192,4,G1,20R,HR_100,3,155,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,1.05,-,0,0,0,0,0,,0,,28.52,2024-04-05,13.604,0.72,18.894444444444446,,,1,0,0,0
HR_192,5,G2,21L,HR_100,3,201,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,2024-04-20,1900-01-01,,,17.56,X,5,0,14,21,5,2.8,14,1.74525,19.692,2024-04-05,50.334,2.56,19.661718750000002,-30.9,3.22,1,1,1,1
HR_192,6,G2,37R,HR_100,4,262,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,16.4,X,1,0,0,0,1,0,0,,19.435,2024-03-23,,,,-29.9,5.08,1,1,1,0
HR_193,2,G1,37L,HR_156,2,82,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,,-,0,0,0,0,0,,0,,24.252,2024-04-05,,,,,,1,0,0,0
HR_193,3,G1,2L,HR_156,1,92,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,29.28,-,3,4,5,6,7,1.666666667,11.66666667,3.6525,24.01,2024-04-05,34.74,1.97,17.634517766497463,-31.29,5.29,1,1,1,1
HR_193,3,G2,13L,HR_156,5,103,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,,X,6,1,10,20,7,1.666666667,11.66666667,2.6875,,,92.06,5.2,17.703846153846154,-31.28,2.02,1,1,1,1
HR_193,3,G2,9L,HR_156,4,99,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,,X,1,0,4,4,1,4,4,1.86,,,54.259,3.38,16.052958579881658,-29.65,3.3,1,1,1,1
HR_193,5,G2,38R,HR_156,3,218,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-05,13,,2024-03-23,,,,2.16,X,2,1,0,4,3,0,0,,19.296,2024-03-23,,,,,,1,1,1,0
HR_193,7,G1,34R,HR_156,4,304,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,,-,7,0,8,18,7,1.142857143,8,2.24125,23.388,2024-04-20,64.346,2.57,25.037354085603116,,,1,1,1,1
HR_195,2,G1,19R,HR_100,4,64,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,1.45,-,0,0,0,0,0,,0,,,,,,,,,1,0,0,0
HR_195,2,G1,29R,HR_100,5,74,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,2024-05-05,2024-04-20,,,,14.35,-,0,3,0,0,3,,,,,,33.429,1.68,19.89821428571429,-31.87,2.08,1,1,0,0
HR_195,2,G2,37R,HR_100,4,82,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,1.92,X,0,0,0,0,0,,0,,21.924,2024-04-05,,,,,,1,0,0,0
HR_195,6,G1,22R,HR_100,1,247,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-03-23,353,,2024-03-23,,,,12.44,-,2,2,4,4,4,2,8,1.6775,23.131,2024-03-23,,,,-31.03,3.74,1,1,1,1
HR_195,7,G2,10L,HR_100,2,279,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,7.79,X,0,0,0,0,0,,0,,24.113,2024-04-05,41.35,2.15,19.232558139534884,-29.78,2.09,0,0,0,0
HR_195,7,G2,38L,HR_100,2,308,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,,X,3,2,4,7,5,1.333333333,6.666666667,1.1525,,,42.79,1.95,21.943589743589744,-31.97,4.49,1,1,1,1
HR_196,1,G1,8L,HR_175,3,8,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,2024-04-05,,,,6.5,-,1,0,2,3,1,2,2,2.395,24.547,2024-04-05,27.981,1.62,17.272222222222222,-30.93,1.61,1,1,1,1
HR_196,1,G2,9R,HR_175,1,9,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,,X,0,1,0,0,1,,,,,,,,,,,1,1,0,0
HR_196,5,G1,1R,HR_175,5,181,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,2024-03-23,,,,,-,0,0,0,0,0,,0,,22.496,2024-03-23,,,,,,1,0,0,0
HR_196,6,G2,33R,HR_175,5,258,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,2024-03-23,,,,8.97,X,3,0,8,8,3,2.666666667,8,2.3,23.762,2024-03-23,33.066,1.53,21.611764705882354,-31.16,3.57,1,1,1,1
HR_196,8,G1,15L,HR_175,1,330,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-17,27,2024-05-17,2024-04-20,,,,13,-,2,0,9,10,2,4.5,9,2.798928571,20.862,2024-04-05,11.452,0.97,11.80618556701031,-30.37,4.69,1,1,1,1
HR_196,9,G2,2R,HR_175,2,362,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,2023-04-05,,,,4.86,X,3,0,3,6,3,1,3,2.413333333,20.919,2024-04-05,,,,-31.19,3.55,1,1,1,1
HR_197,1,G1,38L,HR_156,3,38,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,1.54,-,1,1,1,2,2,1,2,3.71,23.15,2024-04-05,33.519,2.21,15.166968325791855,,,1,1,1,1
HR_197,5,G1,10R,HR_156,3,190,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,20.83,-,3,5,8,12,8,2.666666667,21.33333333,2.315,30.127,2024-04-05,,,,-30.65,3.24,1,1,1,1
HR_197,6,G1,40R,HR_156,4,265,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,2.06,-,2,0,2,5,2,1,2,1.115,21.358,2024-03-23,,,,-29.84,1.68,1,1,1,1
HR_197,6,G2,17L,HR_156,3,242,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,2024-05-16,,,,,6.28,X,5,1,1,17,6,0.2,1.2,3,,,25.326,1.33,19.042105263157893,-28.93,1.33,1,1,1,1
HR_197,7,G2,35R,HR_156,5,305,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,1.34,X,0,0,0,0,0,,0,,22.512,2024-04-20,,,,,,1,0,0,0
HR_197,7,G2,40L,HR_156,4,310,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,8.16,X,0,1,0,0,1,,,,,,,,,-30.5,2.18,1,1,0,0
HR_201,3,G2,35L,HR_164,1,125,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,8.55,X,2,0,4,8,2,2,4,3.815,21.31,2024-04-05,28.217,1.42,19.87112676056338,-30.79,2.66,1,1,1,1
HR_201,4,G2,23L,HR_164,3,158,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,5.23,X,4,0,5,31,4,1.25,5,2.272,21.924,2024-04-20,17.24,0.87,19.816091954022987,-30.38,0.78,0,1,1,1
HR_201,5,G1,2R,HR_164,3,182,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,2024-04-05,,,,,-,0,0,0,0,0,,0,,24.737,2024-04-05,,,,,,1,0,0,0
HR_201,6,G1,21L,HR_164,4,246,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,6.18,-,1,2,1,1,3,1,3,3.53,,,,,,-31.02,2.28,1,1,1,1
HR_201,9,G1,35L,HR_164,5,395,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,2024-04-20,,,,6.83,-,1,0,3,5,1,3,3,1.71,27.765,2024-04-20,,,,-30.69,3.57,1,1,1,1
HR_201,9,G2,41L,HR_164,3,401,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,1.75,X,0,1,0,0,1,,,,,,,,,-30.69,1.13,1,1,0,0
