Sample ID,δ13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
HR-112-G1-004-21R-2,-30.86,308.08,,Nemo2023HR3,C2,plant stem tissue,13C,1.73,2016407,699482,H
HR-043-G2-004-22R-1,-29.68,535.80,,Nemo2023HR3,C3,plant stem tissue,13C,2.27,2016408,699483,H
HR-201-G2-004-23L-3,-30.38,558.06,,Nemo2023HR3,C4,plant stem tissue,13C,0.78,2016409,699484,H
HR-088-G1-004-23R-3,-31.24,1588.28,,Nemo2023HR3,C5,plant stem tissue,13C,4.06,2016410,699485,H
HR-162-G2-004-24L-3,-31.22,931.59,,Nemo2023HR3,C6,plant stem tissue,13C,2.27,2016411,699486,H
HR-039-G2-004-24R-3,-29.85,602.54,,Nemo2023HR3,C7,plant stem tissue,13C,1.06,2016412,699487,H
HR-110-G2-004-26L-1,-29.55,350.90,,Nemo2023HR3,C8,plant stem tissue,13C,2.12,2016413,699488,H
HR-039-G2-004-26R-3,-30.89,615.25,,Nemo2023HR3,C9,plant stem tissue,13C,2.51,2016414,699489,H
HR-134-G2-004-27L-3,-30.10,1367.41,,Nemo2023HR3,C10,plant stem tissue,13C,4.58,2016415,699490,H
HR-123-G2-004-27R-3,-31.07,605.72,,Nemo2023HR3,C11,plant stem tissue,13C,2.57,2016416,699491,H
HR-050-G1-004-28L-3,-29.90,1513.75,,Nemo2023HR3,C12,plant stem tissue,13C,5.15,2016417,699492,H
HR-164-G2-004-28R-3,-30.29,972.54,,Nemo2023HR3,D1,plant stem tissue,13C,3.01,2016418,699499,H
HR-023-G1-004-29R-3,-30.11,430.70,,Nemo2023HR3,D2,plant stem tissue,13C,1.19,2016419,699500,H
HR-107-G2-004-30L-3,-29.38,631.12,,Nemo2023HR3,D3,plant stem tissue,13C,1.44,2016420,699501,H
HR-050-G1-004-31L-4,-29.71,1101.44,,Nemo2023HR3,D4,plant stem tissue,13C,2.88,2016421,699502,H
HR-062-G2-004-31R-4,-29.73,1582.07,,Nemo2023HR3,D5,plant stem tissue,13C,3.88,2016422,699503,H
HR-007-G1-004-32L-1,-30.06,1320.60,,Nemo2023HR3,D6,plant stem tissue,13C,4.15,2016423,699504,H
HR-042-G1-004-32R-3,-29.03,523.07,,Nemo2023HR3,D7,plant stem tissue,13C,1.36,2016424,699505,H
HR-018-G1-004-33L-2,-30.90,618.42,,Nemo2023HR3,D8,plant stem tissue,13C,1.47,2016425,699506,H
HR-005-G1-004-33R-4,-30.34,551.70,,Nemo2023HR3,D9,plant stem tissue,13C,0.76,2016426,699507,H
HR-009-G2-004-34L-5,-30.04,627.95,,Nemo2023HR3,D10,plant stem tissue,13C,2.18,2016427,699508,H
HR-033-G2-004-34R-4,-28.42,893.75,,Nemo2023HR3,D11,plant stem tissue,13C,2.16,2016428,699509,H
HR-181-G2-004-35L-1,-30.48,338.12,,Nemo2023HR3,D12,plant stem tissue,13C,0.91,2016429,699510,H
HR-182-G1-004-35R-1,-29.72,250.16,,Nemo2023HR3,E1,plant stem tissue,13C,1.34,2016430,699515,H
HR-083-G2-004-36L-1,-30.68,414.75,,Nemo2023HR3,E2,plant stem tissue,13C,1.98,2016431,699516,H
HR-115-G2-004-36R-4,-30.57,311.91,,Nemo2023HR3,E3,plant stem tissue,13C,0.96,2016432,699517,H
HR-016-G1-004-37L-5,-30.92,1712.19,,Nemo2023HR3,E4,plant stem tissue,13C,4.75,2016433,699518,H
HR-070-G2-004-38L-2,-31.00,757.89,,Nemo2023HR3,E5,plant stem tissue,13C,3.1,2016434,699519,H
HR-113-G2-004-38R-3,-30.88,757.89,,Nemo2023HR3,E6,plant stem tissue,13C,2.13,2016435,699520,H
HR-043-G1-004-39L-1,-30.56,1832.64,,Nemo2023HR3,E7,plant stem tissue,13C,5.51,2016436,699521,H
HR-017-G2-004-40L-5,-31.36,877.98,,Nemo2023HR3,E8,plant stem tissue,13C,2.92,2016437,699522,H
HR-079-G2-004-41L-5,-31.32,1693.63,,Nemo2023HR3,E9,plant stem tissue,13C,5.28,2016438,699523,H
HR-085-G2-004-42L-4,-30.50,966.24,,Nemo2023HR3,E10,plant stem tissue,13C,2.28,2016439,699524,H
HR-025-G2-004-42R-2,-30.04,1189.24,,Nemo2023HR3,E11,plant stem tissue,13C,4.13,2016440,699525,H
HR-004-G2-004-43L-3,-29.55,1420.40,,Nemo2023HR3,E12,plant stem tissue,13C,3.23,2016441,699526,H
HR-028-G1-004-43R-5,-30.39,618.42,,Nemo2023HR3,F1,plant stem tissue,13C,1.33,2016442,699530,H
HR-124-G2-004-44L-4,-30.82,1445.31,,Nemo2023HR3,F2,plant stem tissue,13C,3.98,2016443,699531,H
HR-181-G2-004-44R-1,-31.11,1467.10,,Nemo2023HR3,F3,plant stem tissue,13C,3.29,2016444,699532,H
HR-180-G2-004-45L-5,-31.22,751.56,,Nemo2023HR3,F4,plant stem tissue,13C,1.54,2016445,699533,H
HR-065-G1-004-45R-2,-30.22,1007.16,,Nemo2023HR3,F5,plant stem tissue,13C,3.86,2016446,699534,H
HR-059-G1-005-3L-1,-30.01,1267.48,,Nemo2023HR3,F6,plant stem tissue,13C,3,2016447,699535,H
HR-146-G1-005-3R-5,-30.98,1151.63,,Nemo2023HR3,F7,plant stem tissue,13C,3.08,2016448,699536,H
HR-071-G2-005-4L-2,-30.15,761.06,,Nemo2023HR3,F8,plant stem tissue,13C,2.52,2016449,699537,H
HR-145-G2-005-4R-4,-30.26,1510.64,,Nemo2023HR3,F9,plant stem tissue,13C,3.77,2016450,699538,H
HR-044-G1-005-5L-3,-31.09,1214.29,,Nemo2023HR3,F10,plant stem tissue,13C,2.81,2016451,699539,H
HR-078-G1-005-5R-1,-31.37,1662.67,,Nemo2023HR3,F11,plant stem tissue,13C,4.09,2016452,699540,H
HR-153-G1-005-6L-4,-30.79,561.24,,Nemo2023HR3,F12,plant stem tissue,13C,1.48,2016453,699541,H
HR-054-G1-005-6R-2,-29.47,1429.75,,Nemo2023HR3,G1,plant stem tissue,13C,3.52,2016454,699548,H
HR-139-G1-005-7L-1,-30.74,1179.84,,Nemo2023HR3,G2,plant stem tissue,13C,2.7,2016455,699549,H
HR-126-G1-005-7R-4,-30.98,1217.42,,Nemo2023HR3,G3,plant stem tissue,13C,4.28,2016456,699550,H
HR-061-G1-005-8R-1,-30.89,694.55,,Nemo2023HR3,G4,plant stem tissue,13C,2.55,2016457,699551,H
HR-053-G1-005-9L-2,-30.72,1426.63,,Nemo2023HR3,G5,plant stem tissue,13C,4.93,2016458,699552,H
HR-028-G1-005-9R-3,-30.49,1678.15,,Nemo2023HR3,G6,plant stem tissue,13C,3.76,2016459,699553,H
HR-011-G2-005-10L-5,-29.70,1066.89,,Nemo2023HR3,G7,plant stem tissue,13C,3.44,2016460,699554,H
HR-197-G1-005-10R-3,-30.65,1186.11,,Nemo2023HR3,G8,plant stem tissue,13C,3.24,2016461,699555,H
HR-170-G1-005-11L-1,-29.89,1283.11,,Nemo2023HR3,G9,plant stem tissue,13C,4.02,2016462,699556,H
HR-073-G1-005-11R-2,-30.00,1326.84,,Nemo2023HR3,G10,plant stem tissue,13C,3.49,2016463,699557,H
HR-061-G2-005-12L-5,-30.39,1761.65,,Nemo2023HR3,G11,plant stem tissue,13C,5.88,2016464,699558,H
HR-173-G1-005-13L-5,-28.78,650.16,,Nemo2023HR3,G12,plant stem tissue,13C,1.66,2016465,699559,H
HR-079-G1-005-13R-5,-29.40,1501.32,,Nemo2023HR3,H1,plant stem tissue,13C,4.8,2016466,699563,H
HR-159-G2-005-14L-3,-30.47,1120.27,,Nemo2023HR3,H2,plant stem tissue,13C,2.8,2016467,699564,H
HR-137-G1-005-14R-1,-28.48,1547.93,,Nemo2023HR3,H3,plant stem tissue,13C,3.67,2016468,699565,H
HR-173-G1-005-15L-5,-30.54,1383.00,,Nemo2023HR3,H4,plant stem tissue,13C,4.2,2016469,699566,H
HR-057-G2-005-15R-3,-30.42,840.09,,Nemo2023HR3,H5,plant stem tissue,13C,2.35,2016470,699567,H
HR-141-G1-005-16L-1,-30.71,1339.33,,Nemo2023HR3,H6,plant stem tissue,13C,3.11,2016471,699568,H
HR-012-G1-005-16R-3,-30.86,370.07,,Nemo2023HR3,H7,plant stem tissue,13C,0.91,2016472,699569,H
HR-110-G1-005-17L-5,-30.06,519.89,,Nemo2023HR3,H8,plant stem tissue,13C,2.16,2016473,699570,H
HR-042-G2-005-17R-1,-30.56,1079.46,,Nemo2023HR3,H9,plant stem tissue,13C,2.5,2016474,699571,H
HR-103-G2-005-18L-1,-30.96,646.99,,Nemo2023HR3,H10,plant stem tissue,13C,2.67,2016475,699572,H
HR-085-G1-005-18R-5,-30.19,906.37,,Nemo2023HR3,H11,plant stem tissue,13C,2.15,2016476,699573,H
HR-155-G1-005-19L-4,-31.34,1129.68,,Nemo2023HR3,H12,plant stem tissue,13C,2.66,2016477,699574,H
HR-042-G2-005-19R-5,-30.72,1367.41,,Nemo2023HR4,A1,plant stem tissue,13C,4.77,2016478,699579,H
HR-040-G1-005-20L-2,-30.38,1189.24,,Nemo2023HR4,A2,plant stem tissue,13C,3.22,2016479,699580,H
HR-165-G2-005-20R-4,-31.55,222.61,,Nemo2023HR4,A3,plant stem tissue,13C,1.25,2016480,699581,H
HR-192-G2-005-21L-3,-30.90,1254.97,,Nemo2023HR4,A4,plant stem tissue,13C,3.22,2016481,699582,H
HR-179-G1-005-21R-4,-30.73,944.19,,Nemo2023HR4,A5,plant stem tissue,13C,1.89,2016482,699583,H
HR-109-G2-005-22L-1,-29.35,836.93,,Nemo2023HR4,A6,plant stem tissue,13C,3.1,2016483,699584,H
HR-141-G1-005-22R-3,-30.83,824.30,,Nemo2023HR4,A7,plant stem tissue,13C,1.47,2016484,699585,H
HR-108-G2-005-23L-1,-29.46,1454.65,,Nemo2023HR4,A8,plant stem tissue,13C,3.39,2016485,699586,H
HR-037-G1-005-23R-4,-30.18,855.88,,Nemo2023HR4,A9,plant stem tissue,13C,2.14,2016486,699587,H
HR-101-G1-005-24L-5,-30.96,1613.09,,Nemo2023HR4,A10,plant stem tissue,13C,4.98,2016487,699588,H
HR-004-G2-005-24R-5,-29.65,1026.03,,Nemo2023HR4,A11,plant stem tissue,13C,3.34,2016488,699589,H
HR-124-G2-005-25L-3,-30.04,500.79,,Nemo2023HR4,A12,plant stem tissue,13C,0.85,2016489,699590,H
HR-184-G2-005-25R-4,-30.52,855.88,,Nemo2023HR4,B1,plant stem tissue,13C,3.37,2016490,699597,H
HR-092-G1-005-26L-5,-28.18,548.52,,Nemo2023HR4,B2,plant stem tissue,13C,2.03,2016491,699598,H
HR-168-G2-005-26R-3,-30.97,1329.96,,Nemo2023HR4,B3,plant stem tissue,13C,3.57,2016492,699599,H
HR-150-G2-005-27L-1,-30.61,1622.39,,Nemo2023HR4,B4,plant stem tissue,13C,4.8,2016493,699600,H
HR-040-G1-005-27R-2,-30.39,1467.10,,Nemo2023HR4,B5,plant stem tissue,13C,5,2016494,699601,H
HR-035-G2-005-28R-2,-30.22,849.56,,Nemo2023HR4,B6,plant stem tissue,13C,2.99,2016495,699602,H
HR-054-G2-005-29L-5,-29.82,805.33,,Nemo2023HR4,B7,plant stem tissue,13C,2.7,2016496,699603,H
HR-114-G1-005-29R-1,-29.49,1613.09,,Nemo2023HR4,B8,plant stem tissue,13C,4.81,2016497,699604,H
HR-184-G1-005-30L-2,-30.67,1625.49,,Nemo2023HR4,B9,plant stem tissue,13C,5.24,2016498,699605,H
HR-033-G2-005-30R-1,-29.85,1101.44,,Nemo2023HR4,B10,plant stem tissue,13C,2.73,2016499,699606,H
HR-057-G1-005-31L-1,-29.61,1395.47,,Nemo2023HR4,B11,plant stem tissue,13C,4.75,2016500,699607,H
HR-129-G2-005-31R-4,-29.49,1764.74,,Nemo2023HR4,B12,plant stem tissue,13C,4.49,2016501,699608,H
HR-133-G2-005-32L-4,-30.07,1482.66,,Nemo2023HR4,C1,plant stem tissue,13C,3.52,2016502,699613,H
HR-165-G1-005-32R-4,-30.95,1609.99,,Nemo2023HR4,C2,plant stem tissue,13C,5.3,2016503,699614,H
HR-147-G2-005-33L-1,-30.89,1777.09,,Nemo2023HR4,C3,plant stem tissue,13C,4.49,2016504,699615,H
HR-043-G2-005-33R-1,-31.60,363.68,,Nemo2023HR4,C4,plant stem tissue,13C,2.09,2016505,699616,H
HR-115-G2-005-34L-2,-30.17,1120.27,,Nemo2023HR4,C5,plant stem tissue,13C,2.77,2016506,699617,H
HR-155-G1-005-34R-4,-30.57,302.32,,Nemo2023HR4,C6,plant stem tissue,13C,1.26,2016507,699618,H
HR-105-G2-005-35L-3,-29.70,1182.97,,Nemo2023HR4,C7,plant stem tissue,13C,4.48,2016508,699619,H
HR-109-G2-005-35R-5,-29.76,1123.41,,Nemo2023HR4,C8,plant stem tissue,13C,4.17,2016509,699620,H
HR-032-G2-005-36L-4,-30.76,1572.76,,Nemo2023HR4,C9,plant stem tissue,13C,0.76,2016510,699621,H
HR-150-G2-005-36R-1,-30.27,271.29,,Nemo2023HR4,C10,plant stem tissue,13C,5.22,2016511,699622,H
HR-018-G2-005-37L-3,-29.95,1501.32,,Nemo2023HR4,C11,plant stem tissue,13C,2.53,2016512,699623,H
HR-051-G1-005-37R-4,-31.11,554.88,,Nemo2023HR4,C12,plant stem tissue,13C,2.08,2016513,699624,H
HR-108-G1-005-38L-3,-29.72,915.83,,Nemo2023HR4,D1,plant stem tissue,13C,3.78,2016514,699656,H
HR-080-G1-005-39L-3,-30.06,1539.19,,Nemo2023HR4,D2,plant stem tissue,13C,4.13,2016515,699657,H
HR-173-G2-005-40L-4,-30.40,1675.65,,Nemo2023HR4,D3,plant stem tissue,13C,2.59,2016516,699658,H
HR-134-G1-005-40R-3,-30.82,868.43,,Nemo2023HR4,D4,plant stem tissue,13C,2.72,2016517,699659,H
HR-028-G2-005-41R-1,-29.19,1439.63,,Nemo2023HR4,D5,plant stem tissue,13C,3.52,2016518,699660,H
HR-038-G2-005-42R-3,-30.02,1224.07,,Nemo2023HR4,D6,plant stem tissue,13C,3.59,2016519,699661,H
HR-119-G1-005-43L-3,-29.90,786.14,,Nemo2023HR4,D7,plant stem tissue,13C,1.81,2016520,699662,H
HR-123-G1-005-43R-3,-30.31,1445.86,,Nemo2023HR4,D8,plant stem tissue,13C,3.48,2016521,699663,H
HR-135-G2-005-44L-5,-29.81,1420.93,,Nemo2023HR4,D9,plant stem tissue,13C,3.57,2016522,699664,H
HR-083-G1-005-44R-1,-29.21,931.61,,Nemo2023HR4,D10,plant stem tissue,13C,4.08,2016523,699665,H
HR-177-G2-006-1L-4,-28.44,1514.32,,Nemo2023HR4,D11,plant stem tissue,13C,3.42,2016524,699666,H
HR-015-G1-006-1R-4,-29.33,770.29,,Nemo2023HR4,D12,plant stem tissue,13C,3.17,2016525,699667,H
HR-123-G2-006-2L-5,-30.13,941.08,,Nemo2023HR4,E1,plant stem tissue,13C,2.8,2016526,699674,H
HR-062-G1-006-2R-4,-29.06,915.83,,Nemo2023HR4,E2,plant stem tissue,13C,3.03,2016527,699675,H
HR-056-G1-006-3R-3,-29.74,877.91,,Nemo2023HR4,E3,plant stem tissue,13C,1.9,2016528,699676,H
HR-121-G1-006-4L-5,-30.54,442.47,,Nemo2023HR4,E4,plant stem tissue,13C,0.97,2016529,699677,H
HR-080-G2-006-4R-1,-30.94,1142.53,,Nemo2023HR4,E5,plant stem tissue,13C,2.4,2016530,699678,H
HR-049-G1-006-5L-5,-29.64,1217.80,,Nemo2023HR4,E6,plant stem tissue,13C,3.15,2016531,699679,H
HR-119-G1-006-6L-4,-30.08,1245.99,,Nemo2023HR4,E7,plant stem tissue,13C,3.41,2016532,699680,H
HR-051-G1-006-6R-4,-29.00,789.31,,Nemo2023HR4,E8,plant stem tissue,13C,1.73,2016533,699681,H
HR-087-G2-006-7L-5,-30.86,436.07,,Nemo2023HR4,E9,plant stem tissue,13C,0.73,2016534,699682,H
HR-107-G1-006-7R-1,-29.79,1486.33,,Nemo2023HR4,E10,plant stem tissue,13C,3.81,2016535,699683,H
HR-026-G1-006-8L-5,-32.04,509.52,,Nemo2023HR4,E11,plant stem tissue,13C,1.83,2016536,699684,H
HR-034-G2-006-8R-1,-30.96,1554.72,,Nemo2023HR4,E12,plant stem tissue,13C,3.2,2016537,699685,H
HR-061-G1-006-9L-5,-31.66,499.95,,Nemo2023HR4,F1,plant stem tissue,13C,1.18,2016538,699690,H
HR-142-G1-006-9R-1,-31.42,1355.43,,Nemo2023HR4,F2,plant stem tissue,13C,4.16,2016539,699691,H
HR-152-G2-006-10L-1,-29.52,1598.18,,Nemo2023HR4,F3,plant stem tissue,13C,5.34,2016540,699692,H
HR-110-G1-006-10R-1,-29.75,1489.44,,Nemo2023HR4,F4,plant stem tissue,13C,5.21,2016541,699693,H
HR-182-G1-006-11R-3,-28.78,1576.45,,Nemo2023HR4,F5,plant stem tissue,13C,4.86,2016542,699694,H
HR-118-G2-006-12R-2,-30.11,1239.73,,Nemo2023HR4,F6,plant stem tissue,13C,3.59,2016543,699695,H
HR-112-G2-006-13L-2,-30.18,1358.55,,Nemo2023HR4,F7,plant stem tissue,13C,4.04,2016544,699696,H
HR-126-G2-006-14L-4,-30.07,1392.87,,Nemo2023HR4,F8,plant stem tissue,13C,5.13,2016545,699697,H
HR-051-G2-006-15L-4,-29.59,754.44,,Nemo2023HR4,F9,plant stem tissue,13C,3.02,2016546,699698,H
HR-109-G1-006-16L-5,-30.33,255.07,,Nemo2023HR4,F10,plant stem tissue,13C,1.84,2016547,699699,H
HR-181-G1-006-16R-2,-30.62,868.43,,Nemo2023HR4,F11,plant stem tissue,13C,2.49,2016548,699700,H
HR-197-G2-006-17L-3,-28.93,662.38,,Nemo2023HR4,F12,plant stem tissue,13C,1.33,2016549,699701,H
HR-071-G2-006-17R-5,-31.20,1731.33,,Nemo2023HR4,G1,plant stem tissue,13C,5.18,2016550,699705,H
HR-066-G1-006-18L-5,-30.01,1236.60,,Nemo2023HR4,G2,plant stem tissue,13C,3.48,2016551,699706,H
HR-146-G1-006-18R-5,-30.48,1079.69,,Nemo2023HR4,G3,plant stem tissue,13C,3.95,2016552,699707,H
HR-012-G2-006-19L-3,-29.07,1139.39,,Nemo2023HR4,G4,plant stem tissue,13C,3.25,2016553,699708,H
HR-004-G2-006-19R-4,-30.78,1576.45,,Nemo2023HR4,G5,plant stem tissue,13C,5.33,2016554,699709,H
HR-016-G1-006-20L-2,-29.49,890.55,,Nemo2023HR4,G6,plant stem tissue,13C,2.4,2016555,699710,H
HR-059-G1-006-20R-4,-29.59,1148.81,,Nemo2023HR4,G7,plant stem tissue,13C,3.42,2016556,699711,H
HR-201-G1-006-21L-4,-31.02,868.43,,Nemo2023HR4,G8,plant stem tissue,13C,2.28,2016557,699712,H
HR-049-G2-006-21R-3,-31.19,445.66,,Nemo2023HR4,G9,plant stem tissue,13C,1.21,2016558,699713,H
HR-195-G1-006-22R-1,-31.03,1420.93,,Nemo2023HR4,G10,plant stem tissue,13C,3.74,2016559,699714,H
HR-119-G2-006-23R-5,-30.70,1342.94,,Nemo2023HR4,G11,plant stem tissue,13C,4.41,2016560,699715,H
HR-072-G1-006-24L-4,-30.49,503.14,,Nemo2023HR4,G12,plant stem tissue,13C,1.39,2016561,699716,H
HR-037-G2-006-24R-2,-29.50,827.30,,Nemo2023HR4,H1,plant stem tissue,13C,2.22,2016562,699723,H
HR-070-G2-006-25L-2,-29.85,448.86,,Nemo2023HR4,H2,plant stem tissue,13C,2.28,2016563,699724,H
HR-015-G1-006-26L-3,-30.53,1635.38,,Nemo2023HR4,H3,plant stem tissue,13C,4.41,2016564,699725,H
HR-178-G2-006-26R-4,-30.88,1230.34,,Nemo2023HR4,H4,plant stem tissue,13C,4.18,2016565,699726,H
HR-085-G2-006-27L-5,-30.75,887.39,,Nemo2023HR4,H5,plant stem tissue,13C,2.86,2016566,699727,H
HR-190-G1-006-27R-1,-30.68,1402.23,,Nemo2023HR4,H6,plant stem tissue,13C,3.77,2016567,699728,H
HR-014-G2-006-28L-1,-29.84,1638.48,,Nemo2023HR4,H7,plant stem tissue,13C,4.34,2016568,699729,H
HR-161-G2-006-29L-4,-30.24,490.38,,Nemo2023HR4,H8,plant stem tissue,13C,1.59,2016569,699730,H
HR-040-G2-006-29R-2,-31.36,1233.47,,Nemo2023HR4,H9,plant stem tissue,13C,4.25,2016570,699731,H
HR-170-G2-006-30L-5,-30.73,852.62,,Nemo2023HR4,H10,plant stem tissue,13C,3.17,2016571,699732,H
HR-058-G1-006-31L-4,-30.23,741.76,,Nemo2023HR4,H11,plant stem tissue,13C,2.17,2016572,699733,H
HR-183-G2-006-31R-1,-29.74,997.84,,Nemo2023HR4,H12,plant stem tissue,13C,3.56,2016573,699734,H
HR-174-G1-006-32L-2,-31.11,311.22,,Nemo2023HR5,A1,plant stem tissue,13C,1.98,2016574,699738,H
HR-057-G2-006-32R-2,-30.21,754.44,,Nemo2023HR5,A2,plant stem tissue,13C,2.48,2016575,699739,H
HR-087-G2-006-33L-4,-30.68,1520.54,,Nemo2023HR5,A3,plant stem tissue,13C,3.95,2016576,699740,H
HR-196-G2-006-33R-5,-31.16,1208.40,,Nemo2023HR5,A4,plant stem tissue,13C,3.57,2016577,699741,H
HR-004-G1-006-34L-3,-30.91,1420.93,,Nemo2023HR5,A5,plant stem tissue,13C,4.79,2016578,699742,H
HR-072-G2-006-34R-1,-30.58,493.57,,Nemo2023HR5,A6,plant stem tissue,13C,1.45,2016579,699743,H
HR-025-G1-006-35L-5,-30.02,1302.31,,Nemo2023HR5,A7,plant stem tissue,13C,4.41,2016580,699744,H
HR-036-G1-006-35R-2,-30.56,735.41,,Nemo2023HR5,A8,plant stem tissue,13C,2,2016581,699745,H
HR-016-G2-006-36L-2,-30.73,896.87,,Nemo2023HR5,A9,plant stem tissue,13C,3.13,2016582,699746,H
HR-176-G1-006-36R-5,-30.18,1567.14,,Nemo2023HR5,A10,plant stem tissue,13C,4.12,2016583,699747,H
HR-148-G1-006-37L-1,-32.04,1148.81,,Nemo2023HR5,A11,plant stem tissue,13C,2.84,2016584,699748,H
HR-192-G2-006-37R-4,-29.90,1414.70,,Nemo2023HR5,A12,plant stem tissue,13C,5.08,2016585,699749,H
HR-065-G2-006-39L-3,-30.30,305.77,,Nemo2023HR5,B1,plant stem tissue,13C,1.75,2016586,699754,H
HR-180-G1-006-39R-4,-31.18,725.89,,Nemo2023HR5,B2,plant stem tissue,13C,2.01,2016587,699755,H
HR-137-G1-006-40L-3,-29.39,304.48,,Nemo2023HR5,B3,plant stem tissue,13C,1.35,2016588,699756,H
HR-197-G1-006-40R-4,-29.84,346.47,,Nemo2023HR5,B4,plant stem tissue,13C,1.68,2016589,699757,H
HR-064-G2-006-41L-1,-30.40,1427.17,,Nemo2023HR5,B5,plant stem tissue,13C,4.16,2016590,699758,H
HR-133-G2-006-41R-1,-30.97,573.28,,Nemo2023HR5,B6,plant stem tissue,13C,2.62,2016591,699759,H
HR-101-G2-006-42L-1,-30.98,1098.55,,Nemo2023HR5,B7,plant stem tissue,13C,2.99,2016592,699760,H
HR-133-G2-006-42R-2,-30.10,621.04,,Nemo2023HR5,B8,plant stem tissue,13C,2.55,2016593,699761,H
HR-021-G2-006-43L-1,-29.44,557.35,,Nemo2023HR5,B9,plant stem tissue,13C,1.85,2016594,699762,H
HR-039-G1-006-43R-1,-30.61,808.31,,Nemo2023HR5,B10,plant stem tissue,13C,2.74,2016595,699763,H
HR-057-G1-006-44L-3,-30.98,1123.69,,Nemo2023HR5,B11,plant stem tissue,13C,3.28,2016596,699764,H
HR-139-G2-006-45L-4,-30.89,931.61,,Nemo2023HR5,B12,plant stem tissue,13C,3.4,2016597,699765,H
HR-113-G1-006-45R-1,-29.83,1067.11,,Nemo2023HR5,C1,plant stem tissue,13C,3.16,2016598,699772,H
HR-067-G2-007-1L-3,-29.05,1408.47,,Nemo2023HR5,C2,plant stem tissue,13C,3.9,2016599,699773,H
HR-149-G1-007-1R-1,-30.21,573.28,,Nemo2023HR5,C3,plant stem tissue,13C,2.49,2016600,699774,H
HR-009-G1-007-2L-3,-29.91,1151.95,,Nemo2023HR5,C4,plant stem tissue,13C,4.08,2016601,699775,H
HR-026-G1-007-2R-2,-30.26,535.04,,Nemo2023HR5,C5,plant stem tissue,13C,1.67,2016602,699776,H
HR-066-G2-007-3L-2,-30.79,496.76,,Nemo2023HR5,C6,plant stem tissue,13C,1.49,2016603,699777,H
HR-054-G1-007-3R-2,-30.40,1041.94,,Nemo2023HR5,C7,plant stem tissue,13C,3.99,2016604,699778,H
HR-056-G2-007-4L-5,-30.76,1504.99,,Nemo2023HR5,C8,plant stem tissue,13C,4.18,2016605,699779,H
HR-020-G1-007-5L-4,-30.51,1267.91,,Nemo2023HR5,C9,plant stem tissue,13C,3.48,2016606,699780,H
HR-166-G2-007-5R-5,-30.16,509.52,,Nemo2023HR5,C10,plant stem tissue,13C,1.46,2016607,699781,H
HR-095-G2-007-6L-5,-29.84,865.27,,Nemo2023HR5,C11,plant stem tissue,13C,2.57,2016608,699782,H
HR-083-G2-007-6R-1,-30.46,836.80,,Nemo2023HR5,C12,plant stem tissue,13C,2.36,2016609,699783,H
HR-139-G2-007-7L-3,-30.57,1066.75,,Nemo2023HR5,D1,plant stem tissue,13C,3.63,2016610,701203,H
HR-133-G1-007-7R-4,-30.15,591.19,,Nemo2023HR5,D2,plant stem tissue,13C,2.02,2016611,701204,H
HR-014-G2-007-8L-3,-29.62,1539.17,,Nemo2023HR5,D3,plant stem tissue,13C,4.09,2016612,701205,H
HR-092-G1-007-8R-4,-29.91,1104.29,,Nemo2023HR5,D4,plant stem tissue,13C,4.04,2016613,701206,H
HR-095-G1-007-9L-2,-29.61,666.28,,Nemo2023HR5,D5,plant stem tissue,13C,2.29,2016614,701207,H
HR-011-G1-007-9R-4,-29.64,847.74,,Nemo2023HR5,D6,plant stem tissue,13C,2.67,2016615,701208,H
HR-195-G2-007-10L-2,-29.78,644.38,,Nemo2023HR5,D7,plant stem tissue,13C,2.09,2016616,701209,H
HR-073-G2-007-11L-5,-30.73,1191.89,,Nemo2023HR5,D8,plant stem tissue,13C,4.34,2016617,701210,H
HR-072-G2-007-11R-2,-30.18,403.47,,Nemo2023HR5,D9,plant stem tissue,13C,1.18,2016618,701211,H
HR-135-G2-007-12L-4,-31.26,1658.06,,Nemo2023HR5,D10,plant stem tissue,13C,4.83,2016619,701212,H
HR-177-G1-007-12R-2,-31.09,1592.36,,Nemo2023HR5,D11,plant stem tissue,13C,4.24,2016620,701213,H
HR-178-G1-007-13L-1,-30.73,1116.80,,Nemo2023HR5,D12,plant stem tissue,13C,2.82,2016621,701214,H
HR-007-G1-007-13R-2,-31.49,1251.40,,Nemo2023HR5,E1,plant stem tissue,13C,3.44,2016622,699831,H
HR-134-G1-007-14L-4,-29.52,1251.40,,Nemo2023HR5,E2,plant stem tissue,13C,3.25,2016623,699832,H
HR-110-G1-007-14R-5,-30.41,1499.13,,Nemo2023HR5,E3,plant stem tissue,13C,4.35,2016624,699833,H
HR-047-G2-007-15L-5,-30.54,1099.04,,Nemo2023HR5,E4,plant stem tissue,13C,2.93,2016625,699834,H
HR-136-G1-007-15R-2,-29.82,1282.43,,Nemo2023HR5,E5,plant stem tissue,13C,3.83,2016626,699835,H
HR-014-G1-007-16R-3,-29.56,1279.33,,Nemo2023HR5,E6,plant stem tissue,13C,4.36,2016627,699836,H
HR-170-G1-007-17L-2,-31.17,307.05,,Nemo2023HR5,E7,plant stem tissue,13C,1.11,2016628,699837,H
