Year,Gen,Transect,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID_SEG,sample_ID,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds,Cohort,Block,Replicated,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,days_germ2flower,corolla_area_mm2,corolla_area_mm2_SEG,Needed Area Redo,nonfitness_fruits,sd_msm_all,est_fecundity_int,surv_to_germ
2022,G1,1,10,BO_065,BO_115,6,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,26.278,NA,NA,NA,49.162,2.95,16.665084745762712,NA,0.06000569545583988,NA,NA,NA,NA,NA,0,NA,NA,NA,5,1,n,FALSE,FALSE,5,5,NA,NA,NA,381.84,NA,NA,NA,NA,0
2022,G1,1,10,BO_065,BO_115,7,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,26.278,NA,NA,NA,49.162,2.95,16.665084745762712,NA,0.06000569545583988,NA,NA,NA,NA,NA,0,NA,NA,NA,5,1,n,FALSE,FALSE,5,5,NA,NA,NA,381.84,NA,NA,NA,NA,0
2022,G1,1,10,BO_065,BO_115,8,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,26.278,NA,NA,NA,49.162,2.95,16.665084745762712,NA,0.06000569545583988,NA,NA,NA,NA,NA,0,NA,NA,NA,5,1,n,FALSE,FALSE,5,5,NA,NA,NA,381.84,NA,NA,NA,NA,0
2022,G1,1,11,BO_106,BO_104,1,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2022,G1,1,11,BO_106,BO_104,2,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,2021-12-06,NA,NA,NA,NA,NA,NA,NA,1
2022,G1,1,11,BO_106,BO_104,3,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2022,G1,1,11,BO_106,BO_104,4,TRUE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,n,FALSE,TRUE,4,4,2021-12-06,NA,NA,NA,NA,0,NA,0,1
2022,G1,1,11,BO_106,BO_104,5,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2022,G1,1,11,BO_106,BO_104,6,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0
2022,G1,1,11,BO_106,BO_104,7,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,2021-12-06,NA,NA,NA,NA,NA,NA,NA,1
2022,G1,1,11,BO_106,BO_104,8,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,4,4,2021-12-06,NA,NA,NA,NA,NA,NA,NA,1
2022,G1,1,12,BO_040,BO_029,1,TRUE,NA,NA,NA,2021-11-11,2021-11-17,2022-04-21,161,155,2022-05-20,29,NA,NA,NA,NA,NA,2,1,3,NA,3,1.5,4.5,2.943333333333334,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6,1,n,FALSE,TRUE,1,1,2021-12-06,136,NA,554.345,NA,0,NA,4,1
2022,G1,1,12,BO_040,BO_029,2,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,NA,554.345,NA,NA,NA,NA,0
2022,G1,1,12,BO_040,BO_029,3,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,NA,554.345,NA,NA,NA,NA,0
2022,G1,1,12,BO_040,BO_029,4,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,2021-12-06,NA,NA,554.345,NA,NA,NA,NA,1
2022,G1,1,12,BO_040,BO_029,5,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,NA,554.345,NA,NA,NA,NA,0
2022,G1,1,12,BO_040,BO_029,6,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,30.17,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,554.345,554.345,NA,NA,NA,NA,0
2022,G1,1,12,BO_040,BO_029,7,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,NA,554.345,NA,NA,NA,NA,0
2022,G1,1,12,BO_040,BO_029,8,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,30.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,1,1,NA,NA,NA,554.345,NA,NA,NA,NA,0
2022,G1,1,13,BO_096,BO_012,1,TRUE,NA,NA,NA,2021-11-11,2021-11-17,2022-04-21,161,155,2022-05-12,21,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,20.25,NA,20.25,NA,NA,NA,144.457,11.9,12.13924369747899,NA,0.08237745488276789,NA,NA,NA,NA,NA,1,0,0,0,2,1,n,FALSE,TRUE,1,1,2021-12-06,136,246.748,246.748,NA,0,NA,0,1
2022,G1,1,13,BO_096,BO_012,2,FALSE,NA,NA,NA,2021-11-11,2021-11-17,2022-04-28,168,162,2022-05-12,14,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.25,NA,144.457,11.9,144.457,11.9,12.13924369747899,12.13924369747899,0.08237745488276789,0.08237745488276789,NA,NA,NA,NA,1,NA,NA,NA,2,1,n,FALSE,FALSE,1,1,2021-12-06,143,NA,246.748,NA,NA,NA,NA,1
2022,G1,1,13,BO_096,BO_012,3,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.25,NA,NA,NA,144.457,11.9,12.13924369747899,NA,0.08237745488276789,NA,NA,NA,NA,NA,0,NA,NA,NA,2,1,n,FALSE,FALSE,1,1,2021-12-15,NA,NA,246.748,NA,NA,NA,NA,1
2022,G1,1,13,BO_096,BO_012,4,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.25,NA,NA,NA,144.457,11.9,12.13924369747899,NA,0.08237745488276789,NA,NA,NA,NA,NA,0,NA,NA,NA,2,1,n,FALSE,FALSE,1,1,NA,NA,NA,246.748,NA,NA,NA,NA,0
2022,G1,1,13,BO_096,BO_012,5,FALSE,NA,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.25,NA,NA,NA,144.457,11.9,12.13924369747899,NA,0.08237745488276789,NA,NA,NA,NA,NA,0,NA,NA,NA,2,1,n,FALSE,FALSE,1,1,NA,NA,NA,246.748,NA,NA,NA,NA,0
