Year,Gen,Transect,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID_SEG,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds,Cohort,Block,Replicated,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,days_germ2flower,corolla_area_mm2,corolla_area_mm2_SEG,nonfitness_fruits,sd_msm_all,est_fecundity_int,surv_to_germ
2022,G1,3,77,AC_089,AC_032,7,TRUE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,NA,3,0,5,NA,3,1.6666666666666667,5,2.06,21.523,NA,21.523,NA,NA,NA,24.905,1.09,22.84862385321101,NA,0.04376631198554507,NA,-31.04,3.46,-31.04,NA,1,1,1,1,4,1,n,FALSE,TRUE,7,7,NA,NA,258.484,258.484,5,0.4384062043356595,5,0
2022,G1,3,77,AC_089,AC_032,8,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-13,198,190,2022-05-13,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.523,NA,NA,NA,24.905,1.09,22.84862385321101,NA,0.04376631198554507,NA,NA,NA,-31.04,NA,1,NA,NA,NA,4,1,n,FALSE,FALSE,7,7,NA,NA,NA,258.484,NA,NA,NA,0
2022,G1,3,77,AC_089,AC_032,9,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,20.604,NA,21.523,NA,24.905,1.09,24.905,1.09,22.84862385321101,22.84862385321101,0.04376631198554507,0.04376631198554507,NA,NA,-31.04,NA,1,NA,NA,NA,4,1,n,FALSE,FALSE,7,7,2021-11-03,181,208.68,258.484,NA,NA,NA,1
2022,G1,3,77,AC_089,AC_032,10,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.523,NA,NA,NA,24.905,1.09,22.84862385321101,NA,0.04376631198554507,NA,NA,NA,-31.04,NA,0,NA,NA,NA,4,1,n,FALSE,FALSE,7,7,2021-11-03,NA,NA,258.484,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,1,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-11-03,181,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,2,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-03,0,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-11-03,181,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,3,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,14.02,0.93,8.427,0.67,12.577611940298508,15.0752688172043,0.07950634864127211,0.06633380884450785,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-11-03,181,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,4,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,6,1,7,NA,7,1.1666666666666667,8.166666666666668,2.7525,19.442,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,1,1,1,3,1,R,TRUE,TRUE,10,4910,2021-12-05,149,229.617,229.617,0,1.276327740041718,8,1
2022,G1,3,78,AC_015,AC_197,5,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,8.427,0.67,8.427,0.67,12.577611940298508,12.577611940298508,0.07950634864127211,0.07950634864127211,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-11-03,181,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,6,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,0,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-12-05,NA,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,7,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-12-05,149,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,8,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,0,NA,0,NA,0,NA,NA,NA,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,NA,NA,NA,3,1,R,FALSE,FALSE,10,4910,2021-11-03,181,NA,229.617,NA,NA,NA,1
2022,G1,3,78,AC_015,AC_197,9,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,34.32,19,1,40,NA,20,2.1052631578947367,42.10526315789473,1.482905982905983,19.715,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,NA,NA,-32.01,NA,1,1,1,1,3,1,R,TRUE,TRUE,10,4910,2021-11-03,181,237.85,229.617,0,0.1753866563250736,42,1
2022,G1,3,78,AC_015,AC_197,10,TRUE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,34.32,34.32,9,2,22,NA,11,2.4444444444444446,26.888888888888893,2.2269444444444444,NA,NA,19.442,NA,NA,NA,8.427,0.67,12.577611940298508,NA,0.07950634864127211,NA,-32.01,3.37,-32.01,NA,1,1,1,1,3,1,R,TRUE,TRUE,10,4910,2021-11-03,181,NA,229.617,0,0.3508035308886596,27,1
2022,G1,3,79,AC_172,AC_208,1,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,21.743,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,138,261.195,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,2,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,17.937,1.25,16.547,1.18,14.022881355932205,14.3496,0.0713120203057956,0.0696883536823326,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,149,NA,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,3,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,5,3,18,NA,8,3.6,28.8,1.484705882352941,20.785,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,1,1,1,5,1,R,TRUE,TRUE,6,638,2021-12-05,149,214.126,261.195,0,0.30447186107561935,29,1
2022,G1,3,79,AC_172,AC_208,4,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,149,NA,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,5,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-11-03,181,NA,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,6,TRUE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-03,0,NA,NA,NA,3.86,3.86,1,0,0,NA,1,0,0,NA,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,1,1,0,5,1,R,TRUE,TRUE,6,638,2021-12-05,149,NA,261.195,0,NA,0,1
2022,G1,3,79,AC_172,AC_208,7,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,149,NA,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,8,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,5,2,4,NA,7,0.8,5.6000000000000005,2.035,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,1,1,1,5,1,R,TRUE,TRUE,6,638,2021-12-05,149,NA,261.195,0,0.3606244584051392,6,1
2022,G1,3,79,AC_172,AC_208,9,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,NA,NA,16.547,1.18,14.022881355932205,NA,0.0713120203057956,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,149,NA,261.195,NA,NA,NA,1
2022,G1,3,79,AC_172,AC_208,10,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,3.86,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.743,NA,16.547,1.18,16.547,1.18,14.022881355932205,14.022881355932205,0.0713120203057956,0.0713120203057956,NA,NA,NA,NA,1,NA,NA,NA,5,1,R,FALSE,FALSE,6,638,2021-12-05,149,NA,261.195,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,1,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-12-05,149,NA,259.114,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,2,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,NA,NA,NA,259.114,NA,NA,NA,0
2022,G1,3,80,AC_047,AC_113,3,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,20.579,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-12-05,138,259.114,259.114,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,4,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,NA,NA,NA,259.114,NA,NA,NA,0
2022,G1,3,80,AC_047,AC_113,5,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,19.758,1.02,19.758,1.02,19.37058823529412,19.37058823529412,0.05162465836623139,0.05162465836623139,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,NA,NA,NA,259.114,NA,NA,NA,0
2022,G1,3,80,AC_047,AC_113,6,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,0,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-12-05,NA,NA,259.114,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,7,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,0,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-12-05,NA,NA,259.114,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,8,TRUE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,19.47,19.47,10,0,24,NA,10,2.4,24,0.8153947368421053,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,-29.96,6.64,-29.96,NA,1,1,1,1,3,1,n,FALSE,TRUE,8,8,2021-12-05,149,NA,259.114,8,0.2115737921602906,24,1
2022,G1,3,80,AC_047,AC_113,9,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,0,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-12-05,NA,NA,259.114,NA,NA,NA,1
2022,G1,3,80,AC_047,AC_113,10,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,19.47,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.579,NA,NA,NA,19.758,1.02,19.37058823529412,NA,0.05162465836623139,NA,NA,NA,-29.96,NA,1,NA,NA,NA,3,1,n,FALSE,FALSE,8,8,2021-11-03,181,NA,259.114,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,1,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,0,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,2,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,0,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,3,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,0,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,4,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,0,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,5,TRUE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,4.05,4.05,2,0,3,NA,2,1.5,3,2.3466666666666667,20.972,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,-32.16,2.56,-32.16,NA,1,1,1,1,7,1,n,FALSE,TRUE,5,5,2021-12-05,149,252.308,252.308,2,NA,3,1
2022,G1,3,81,AC_169,AC_075,6,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-04-22,0,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,20.439,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,1,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,138,259.888,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,7,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,1,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,NA,NA,NA,252.308,NA,NA,NA,0
2022,G1,3,81,AC_169,AC_075,8,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,11.03,0.4,11.03,0.4,27.574999999999996,27.574999999999996,0.03626473254759747,0.03626473254759747,NA,NA,-32.16,NA,1,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,149,NA,252.308,NA,NA,NA,1
2022,G1,3,81,AC_169,AC_075,9,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,1,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,NA,NA,NA,252.308,NA,NA,NA,0
2022,G1,3,81,AC_169,AC_075,10,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,0,NA,0,NA,0,NA,NA,NA,NA,NA,20.972,NA,NA,NA,11.03,0.4,27.574999999999996,NA,0.03626473254759747,NA,NA,NA,-32.16,NA,0,NA,NA,NA,7,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,252.308,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,1,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-03,11,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,NA,NA,NA,331.138,NA,NA,NA,0
2022,G1,3,82,AC_156,AC_016,2,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,138,NA,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,3,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,138,NA,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,4,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,149,NA,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,5,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,NA,NA,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,6,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,10.946,0.44,10.946,0.44,24.877272727272725,24.877272727272725,0.04019733235885255,0.04019733235885255,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,NA,NA,NA,331.138,NA,NA,NA,0
2022,G1,3,82,AC_156,AC_016,7,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,138,NA,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,8,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,24.357,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,1,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,138,344.996,331.138,NA,NA,NA,1
2022,G1,3,82,AC_156,AC_016,9,TRUE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,12.38,12.38,10,0,13,NA,10,1.3,13,2.599166666666666,23.535,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,-32.01,3.46,-32.01,NA,1,1,1,1,1,1,n,FALSE,TRUE,9,9,2021-11-03,170,331.138,331.138,6,0.01532064692570841,13,1
2022,G1,3,82,AC_156,AC_016,10,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,0,NA,0,NA,0,NA,NA,NA,NA,NA,23.535,NA,NA,NA,10.946,0.44,24.877272727272725,NA,0.04019733235885255,NA,NA,NA,-32.01,NA,0,NA,NA,NA,1,1,n,FALSE,FALSE,9,9,2021-12-05,NA,NA,331.138,NA,NA,NA,1
2022,G1,3,83,AC_195,AC_179,1,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,NA,5.43,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.094,NA,NA,NA,9.918,0.62,15.996774193548386,NA,0.06251260334744908,NA,NA,NA,-32.75,NA,1,NA,NA,NA,6,1,n,FALSE,FALSE,5,5,2021-11-03,170,NA,258.329,NA,NA,NA,1
2022,G1,3,83,AC_195,AC_179,2,FALSE,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.094,NA,NA,NA,9.918,0.62,15.996774193548386,NA,0.06251260334744908,NA,NA,NA,-32.75,NA,0,NA,NA,NA,6,1,n,FALSE,FALSE,5,5,2021-12-05,NA,NA,258.329,NA,NA,NA,1
2022,G1,3,83,AC_195,AC_179,3,FALSE,NA,NA,2021-10-27,2021-11-04,2022-05-03,188,180,2022-05-13,10,NA,NA,NA,NA,5.43,0,NA,0,NA,0,NA,NA,NA,NA,NA,21.094,NA,NA,NA,9.918,0.62,15.996774193548386,NA,0.06251260334744908,NA,NA,NA,-32.75,NA,1,NA,NA,NA,6,1,n,FALSE,FALSE,5,5,2021-12-05,149,NA,258.329,NA,NA,NA,1
2022,G1,3,83,AC_195,AC_179,4,FALSE,NA,NA,2021-10-27,2021-11-04,2022-04-09,164,156,2022-05-13,34,NA,NA,NA,NA,5.43,0,NA,0,NA,0,NA,NA,NA,16.782,NA,21.094,NA,9.918,0.62,9.918,0.62,15.996774193548386,15.996774193548386,0.06251260334744908,0.06251260334744908,NA,NA,-32.75,NA,1,NA,NA,NA,6,1,n,FALSE,FALSE,5,5,2021-11-03,157,181.833,258.329,NA,NA,NA,1
2022,G1,3,83,AC_195,AC_179,5,TRUE,NA,NA,2021-10-27,2021-11-04,2022-04-22,177,169,2022-05-13,21,NA,NA,NA,5.43,5.43,5,0,23,NA,5,4.6,23,1.465,21.094,NA,21.094,NA,NA,NA,9.918,0.62,15.996774193548386,NA,0.06251260334744908,NA,-32.75,2.54,-32.75,NA,1,1,1,1,6,1,n,FALSE,TRUE,5,5,2021-12-05,138,258.329,258.329,7,0.3323401871576773,23,1
