traits,Va_mat,Va_sd_mat,Va_pat,Va_sd_pat,Vp,Vp_sd,h2
corolla_diam_mm,0,0,0.33322257389485815,0.5772543407327988,20.832028736136028,4.564211732176327,0.01599568520740554
skel_biomass_mg,0,0,0.05606011938710577,0.2367701826394231,0.8415246827455913,0.91734654452153,0.06661732036688672
delta Carbon 13,0.1161004450463679,0.34073515381652053,0.024284691631515806,0.15583546333077014,1.2633950596661876,1.1240084784672166,0.019221771880232198
estimated fecundity,0.045613109984843365,0.21357225939911617,0.024072661544113746,0.15515367074005612,2.745001004981659,1.6568044558672754,0.008769636696098256
LMA,0,0,8.231165435420826e-6,0.002869000772990629,6.691927772233194e-4,0.02586876064335745,0.012300140879545037
mean seed mass,0.016849221629532955,0.12980455165183136,0.014862915884189714,0.1219135590662077,0.22530207159526502,0.4746599536460444,0.0659688380979009
SLA,0,0,1.0638525325180552,1.0314322723853735,35.43732015935474,5.952925344681784,0.030020682369155376
