Year,Gen,Location,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_06,FD_07,FD_08,FD_09,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,latitude_SEG,longitude_SEG,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,sample_ID_SEG,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitpod,prod_closed_fruits,prod_filled_seeds,Cohort,Block,Replicated,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,days_germ2flower,corolla_area_mm2,corolla_area_mm2_SEG,Needed Area Redo,...36,nonfitness_fruits,sd_msm_all,est_fecundity_int,surv_to_germ
2023,G1,2,4,BB_005,BB_166,1,FALSE,BB-166-G1-002-4L-1,4L,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-166-G1-002-4L,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_005,BB_166,2,FALSE,BB-166-G1-002-4L-2,4L,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-166-G1-002-4L,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_005,BB_166,3,FALSE,BB-166-G1-002-4L-3,4L,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-166-G1-002-4L,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_005,BB_166,4,FALSE,BB-166-G1-002-4L-4,4L,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-166-G1-002-4L,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_005,BB_166,5,FALSE,BB-166-G1-002-4L-5,4L,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-166-G1-002-4L,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_169,BB_181,1,FALSE,BB-181-G1-002-4R-1,4R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,28.16,2024-03-15,NA,NA,68.91,5.49,12.55191256830601,NA,0.07966913365259035,NA,BB-181-G1-002-4R,NA,NA,-28.97,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_169,BB_181,2,FALSE,BB-181-G1-002-4R-2,4R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,28.16,2024-03-15,NA,NA,68.91,5.49,12.55191256830601,NA,0.07966913365259035,NA,BB-181-G1-002-4R,NA,NA,-28.97,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_169,BB_181,3,FALSE,BB-181-G1-002-4R-3,4R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,28.16,2024-03-15,NA,NA,68.91,5.49,12.55191256830601,NA,0.07966913365259035,NA,BB-181-G1-002-4R,NA,NA,-28.97,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_169,BB_181,4,FALSE,BB-181-G1-002-4R-4,4R,2022-10-03,2022-10-06,2023-04-11,190,187,2023-04-11,0,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,28.16,2024-03-15,NA,NA,68.91,5.49,12.55191256830601,NA,0.07966913365259035,NA,BB-181-G1-002-4R,NA,NA,-28.97,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,4,BB_169,BB_181,5,TRUE,BB-181-G1-002-4R-5,4R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,NA,NA,NA,NA,0,NA,83.4,83.4,4,0,16,16,4,4,16,38.31514,-123.06908,4.655833333,28.16,2024-03-15,28.16,2024-03-15,68.91,5.49,68.91,5.49,12.55191256830601,12.55191256830601,0.07966913365259035,0.07966913365259035,BB-181-G1-002-4R,-28.97,4.5,-28.97,4.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,5,BB_173,BB_044,1,FALSE,BB-044-G1-002-5R-1,5R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,30.703,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-044-G1-002-5R,NA,NA,-30.25,4.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,5,BB_173,BB_044,2,TRUE,BB-044-G1-002-5R-2,5R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,NA,NA,NA,NA,0,NA,16.84,16.84,1,0,0,0,1,0,0,38.31514,-123.06908,NA,30.703,2024-03-15,30.703,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-044-G1-002-5R,-30.25,4.55,-30.25,4.55,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,5,BB_173,BB_044,3,FALSE,BB-044-G1-002-5R-3,5R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,30.703,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-044-G1-002-5R,NA,NA,-30.25,4.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,2,5,BB_173,BB_044,4,FALSE,BB-044-G1-002-5R-4,5R,2022-10-03,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.84,NA,NA,NA,NA,NA,NA,NA,38.31514,-123.06908,NA,NA,NA,30.703,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-044-G1-002-5R,NA,NA,-30.25,4.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
