id,site,soil,region,u.block,nested.block,row,pos,pop,plant.doy,germ.doy,e.surv,mid.doy,m.surv,m.stage,final.doy,f.surv,f.stage,seed.pods,pods.counted,seeds.counted,avg.seed.weight
1267,KEN,loam,beyond,14,2,3,51,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1268,KEN,loam,beyond,14,2,3,52,GCD,161,182,1,216,1,1,273,1,4,82,10,125,0.0071
1269,KEN,loam,beyond,14,2,3,53,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1270,KEN,loam,beyond,14,2,3,54,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1271,KEN,loam,beyond,14,2,3,55,KZA,161,182,1,216,1,1,273,1,3,7,7,0,0
1272,KEN,loam,beyond,14,2,3,56,GCD,161,182,1,216,1,1,273,1,4,34,8,103,0.0061
1273,KEN,loam,beyond,14,2,3,57,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1274,KEN,loam,beyond,14,2,3,58,KZA,161,182,1,216,1,1,273,1,3,24,19,0,0
1275,KEN,loam,beyond,14,2,3,59,CRA,161,182,1,216,1,1,273,1,3,14,10,0,0
1276,KEN,loam,beyond,14,2,3,60,AFT,161,182,1,216,1,1,273,1,4,34,10,126,0.0072
1277,KEN,loam,beyond,14,2,3,61,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1278,KEN,loam,beyond,14,2,3,62,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1279,KEN,loam,beyond,14,2,3,63,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1280,KEN,loam,beyond,14,2,3,64,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1281,KEN,loam,beyond,14,2,3,65,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1282,KEN,loam,beyond,14,2,3,66,KZA,161,182,1,216,1,1,273,1,1,0,0,0,0
1283,KEN,loam,beyond,14,2,4,67,GCD,161,182,1,216,1,1,273,1,4,7,7,49,0.0048
1284,KEN,loam,beyond,14,2,4,68,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1285,KEN,loam,beyond,14,2,4,69,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1286,KEN,loam,beyond,14,2,4,70,CRA,161,182,1,216,1,1,273,1,3,96,10,72,0.0047
1287,KEN,loam,beyond,14,2,4,71,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1288,KEN,loam,beyond,14,2,4,72,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1289,KEN,loam,beyond,14,2,4,73,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1290,KEN,loam,beyond,14,2,4,74,KZA,161,182,1,216,1,1,273,1,3,42,10,0,0
1291,KEN,loam,beyond,14,2,4,75,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1292,KEN,loam,beyond,14,2,4,76,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1293,KEN,loam,beyond,14,2,4,77,GCD,161,182,1,216,1,1,273,1,4,21,20,138,0.0064
1294,KEN,loam,beyond,14,2,4,78,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1295,KEN,loam,beyond,14,2,4,79,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1296,KEN,loam,beyond,14,2,4,80,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1297,KEN,loam,beyond,14,2,4,81,KZA,161,182,1,216,1,1,273,1,3,34,10,0,0
1298,KEN,loam,beyond,14,2,4,82,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1299,KEN,loam,beyond,14,2,4,83,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1300,KEN,loam,beyond,14,2,4,84,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1301,KEN,loam,beyond,14,2,4,85,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1302,KEN,loam,beyond,14,2,4,86,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1303,KEN,loam,beyond,14,2,4,87,AFT,161,182,1,216,1,1,273,1,4,6,4,20,0.0057
1304,KEN,loam,beyond,14,2,4,88,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1305,KEN,loam,beyond,15,3,1,1,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1306,KEN,loam,beyond,15,3,1,2,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1307,KEN,loam,beyond,15,3,1,3,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1308,KEN,loam,beyond,15,3,1,4,KZA,161,182,1,216,1,2,273,1,3,33,10,0,0
1309,KEN,loam,beyond,15,3,1,5,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1310,KEN,loam,beyond,15,3,1,6,AFT,161,182,1,216,1,2,273,1,4,41,10,82,0.0091
1311,KEN,loam,beyond,15,3,1,7,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1312,KEN,loam,beyond,15,3,1,8,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1313,KEN,loam,beyond,15,3,1,9,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1314,KEN,loam,beyond,15,3,1,10,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1315,KEN,loam,beyond,15,3,1,11,GCD,161,182,1,216,1,1,273,1,4,3,3,21,0.0058
1316,KEN,loam,beyond,15,3,1,12,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1317,KEN,loam,beyond,15,3,1,13,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1318,KEN,loam,beyond,15,3,1,14,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1319,KEN,loam,beyond,15,3,1,15,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1320,KEN,loam,beyond,15,3,1,16,GCD,161,182,1,216,1,2,273,1,4,86,10,93,0.0051
1321,KEN,loam,beyond,15,3,1,17,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1322,KEN,loam,beyond,15,3,1,18,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1323,KEN,loam,beyond,15,3,1,19,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1324,KEN,loam,beyond,15,3,1,20,KZA,161,182,1,216,1,2,273,1,4,11,9,0,0
1325,KEN,loam,beyond,15,3,1,21,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1326,KEN,loam,beyond,15,3,1,22,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1327,KEN,loam,beyond,15,3,1,23,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1328,KEN,loam,beyond,15,3,1,24,KZA,,,,,,,,,,,,,
1329,KEN,loam,beyond,15,3,2,25,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1330,KEN,loam,beyond,15,3,2,26,CRA,161,182,1,216,1,2,273,1,3,0,0,0,0
1331,KEN,loam,beyond,15,3,2,27,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1332,KEN,loam,beyond,15,3,2,28,AFT,161,182,1,216,1,2,273,1,4,32,10,127,0.0071
1333,KEN,loam,beyond,15,3,2,29,CRA,161,182,1,216,1,1,273,1,3,19,10,0,0
1334,KEN,loam,beyond,15,3,2,30,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1335,KEN,loam,beyond,15,3,2,31,KZA,161,182,1,216,1,1,273,1,4,5,5,0,0
1336,KEN,loam,beyond,15,3,2,32,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1337,KEN,loam,beyond,15,3,2,33,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1338,KEN,loam,beyond,15,3,2,34,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1339,KEN,loam,beyond,15,3,2,35,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1340,KEN,loam,beyond,15,3,2,36,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1341,KEN,loam,beyond,15,3,2,37,AFT,161,182,1,216,1,2,273,1,4,6,6,48,0.0094
1342,KEN,loam,beyond,15,3,2,38,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1343,KEN,loam,beyond,15,3,2,39,KZA,161,182,1,216,1,1,273,1,3,80,7,0,0
1344,KEN,loam,beyond,15,3,2,40,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1345,KEN,loam,beyond,15,3,2,41,CRA,161,182,1,216,1,1,273,1,3,55,9,0,0
1346,KEN,loam,beyond,15,3,2,42,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1347,KEN,loam,beyond,15,3,2,43,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1348,KEN,loam,beyond,15,3,2,44,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1349,KEN,loam,beyond,15,3,3,45,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1350,KEN,loam,beyond,15,3,3,46,GCD,161,182,1,216,1,1,273,1,3,0,0,0,0
1351,KEN,loam,beyond,15,3,3,47,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1352,KEN,loam,beyond,15,3,3,48,KZA,161,182,1,216,1,1,273,1,3,5,1,0,0
1353,KEN,loam,beyond,15,3,3,49,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1354,KEN,loam,beyond,15,3,3,50,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1355,KEN,loam,beyond,15,3,3,51,KZA,161,182,1,216,1,1,273,1,1,0,0,0,0
1356,KEN,loam,beyond,15,3,3,52,KZA,161,182,1,216,1,1,273,0,0,0,0,0,0
1357,KEN,loam,beyond,15,3,3,53,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1358,KEN,loam,beyond,15,3,3,54,CRA,161,182,1,216,1,1,273,0,0,0,0,0,0
1359,KEN,loam,beyond,15,3,3,55,KZA,161,182,1,216,1,1,273,1,1,0,0,0,0
1360,KEN,loam,beyond,15,3,3,56,CRA,161,182,1,216,1,1,273,1,4,8,6,0,0
1361,KEN,loam,beyond,15,3,3,57,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1362,KEN,loam,beyond,15,3,3,58,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1363,KEN,loam,beyond,15,3,3,59,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1364,KEN,loam,beyond,15,3,3,60,GCD,161,182,1,216,1,1,273,1,4,5,5,20,0.0041
1365,KEN,loam,beyond,15,3,3,61,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1366,KEN,loam,beyond,15,3,3,62,GCD,161,182,1,216,1,2,273,0,0,0,0,0,0
1367,KEN,loam,beyond,15,3,3,63,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1368,KEN,loam,beyond,15,3,3,64,AFT,161,182,1,216,1,1,273,1,4,6,5,20,0.0052
1369,KEN,loam,beyond,15,3,3,65,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1370,KEN,loam,beyond,15,3,3,66,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1371,KEN,loam,beyond,15,3,4,67,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1372,KEN,loam,beyond,15,3,4,68,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1373,KEN,loam,beyond,15,3,4,69,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1374,KEN,loam,beyond,15,3,4,70,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1375,KEN,loam,beyond,15,3,4,71,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1376,KEN,loam,beyond,15,3,4,72,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1377,KEN,loam,beyond,15,3,4,73,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1378,KEN,loam,beyond,15,3,4,74,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1379,KEN,loam,beyond,15,3,4,75,AFT,161,182,1,216,1,1,273,0,0,0,0,0,0
1380,KEN,loam,beyond,15,3,4,76,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1381,KEN,loam,beyond,15,3,4,77,AFT,161,182,1,216,1,1,273,0,0,0,0,0,0
1382,KEN,loam,beyond,15,3,4,78,CRA,161,182,1,216,1,1,273,0,0,0,0,0,0
1383,KEN,loam,beyond,15,3,4,79,KZA,161,182,1,216,1,2,273,0,0,0,0,0,0
1384,KEN,loam,beyond,15,3,4,80,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1385,KEN,loam,beyond,15,3,4,81,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1386,KEN,loam,beyond,15,3,4,82,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1387,KEN,loam,beyond,15,3,4,83,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1388,KEN,loam,beyond,15,3,4,84,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1389,KEN,loam,beyond,15,3,4,85,CRA,161,182,1,216,1,2,273,1,4,0,0,0,0
1390,KEN,loam,beyond,15,3,4,86,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1391,KEN,loam,beyond,15,3,4,87,AFT,161,182,1,216,1,2,273,0,0,0,0,0,0
1392,KEN,loam,beyond,15,3,4,88,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1393,KEN,loam,beyond,16,4,1,1,KZA,161,182,1,216,1,1,273,1,1,0,0,0,0
1394,KEN,loam,beyond,16,4,1,2,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1395,KEN,loam,beyond,16,4,1,3,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1396,KEN,loam,beyond,16,4,1,4,KZA,161,182,1,216,1,1,273,1,4,1,0,0,0
1397,KEN,loam,beyond,16,4,1,5,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1398,KEN,loam,beyond,16,4,1,6,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1399,KEN,loam,beyond,16,4,1,7,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1400,KEN,loam,beyond,16,4,1,8,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1401,KEN,loam,beyond,16,4,1,9,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1402,KEN,loam,beyond,16,4,1,10,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1403,KEN,loam,beyond,16,4,1,11,KZA,161,182,1,216,1,1,273,0,0,0,0,0,0
1404,KEN,loam,beyond,16,4,1,12,KZA,161,182,1,216,1,1,273,0,0,0,0,0,0
1405,KEN,loam,beyond,16,4,1,13,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1406,KEN,loam,beyond,16,4,1,14,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1407,KEN,loam,beyond,16,4,1,15,AFT,161,182,1,216,1,1,273,0,0,0,0,0,0
1408,KEN,loam,beyond,16,4,1,16,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1409,KEN,loam,beyond,16,4,1,17,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1410,KEN,loam,beyond,16,4,1,18,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1411,KEN,loam,beyond,16,4,1,19,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1412,KEN,loam,beyond,16,4,1,20,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1413,KEN,loam,beyond,16,4,1,21,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1414,KEN,loam,beyond,16,4,1,22,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1415,KEN,loam,beyond,16,4,1,23,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1416,KEN,loam,beyond,16,4,1,24,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1417,KEN,loam,beyond,16,4,2,25,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1418,KEN,loam,beyond,16,4,2,26,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1419,KEN,loam,beyond,16,4,2,27,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1420,KEN,loam,beyond,16,4,2,28,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1421,KEN,loam,beyond,16,4,2,29,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1422,KEN,loam,beyond,16,4,2,30,KZA,161,182,1,216,1,1,273,0,0,0,0,0,0
1423,KEN,loam,beyond,16,4,2,31,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1424,KEN,loam,beyond,16,4,2,32,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1425,KEN,loam,beyond,16,4,2,33,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1426,KEN,loam,beyond,16,4,2,34,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1427,KEN,loam,beyond,16,4,2,35,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1428,KEN,loam,beyond,16,4,2,36,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1429,KEN,loam,beyond,16,4,2,37,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1430,KEN,loam,beyond,16,4,2,38,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1431,KEN,loam,beyond,16,4,2,39,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1432,KEN,loam,beyond,16,4,2,40,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1433,KEN,loam,beyond,16,4,2,41,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1434,KEN,loam,beyond,16,4,2,42,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1435,KEN,loam,beyond,16,4,2,43,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1436,KEN,loam,beyond,16,4,2,44,GCD,161,182,1,216,1,1,273,1,4,14,14,16,0.0043
1437,KEN,loam,beyond,16,4,3,45,AFT,161,182,1,216,1,1,273,1,4,0,0,0,0
1438,KEN,loam,beyond,16,4,3,46,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1439,KEN,loam,beyond,16,4,3,47,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1440,KEN,loam,beyond,16,4,3,48,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1441,KEN,loam,beyond,16,4,3,49,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1442,KEN,loam,beyond,16,4,3,50,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1443,KEN,loam,beyond,16,4,3,51,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1444,KEN,loam,beyond,16,4,3,52,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1445,KEN,loam,beyond,16,4,3,53,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1446,KEN,loam,beyond,16,4,3,54,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1447,KEN,loam,beyond,16,4,3,55,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1448,KEN,loam,beyond,16,4,3,56,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1449,KEN,loam,beyond,16,4,3,57,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1450,KEN,loam,beyond,16,4,3,58,GCD,161,182,1,216,1,1,273,0,0,0,0,0,0
1451,KEN,loam,beyond,16,4,3,59,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1452,KEN,loam,beyond,16,4,3,60,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1453,KEN,loam,beyond,16,4,3,61,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1454,KEN,loam,beyond,16,4,3,62,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1455,KEN,loam,beyond,16,4,3,63,KZA,161,182,1,216,0,0,273,0,0,0,0,0,0
1456,KEN,loam,beyond,16,4,3,64,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1457,KEN,loam,beyond,16,4,3,65,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1458,KEN,loam,beyond,16,4,3,66,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1459,KEN,loam,beyond,16,4,4,67,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1460,KEN,loam,beyond,16,4,4,68,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1461,KEN,loam,beyond,16,4,4,69,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1462,KEN,loam,beyond,16,4,4,70,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1463,KEN,loam,beyond,16,4,4,71,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1464,KEN,loam,beyond,16,4,4,72,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1465,KEN,loam,beyond,16,4,4,73,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1466,KEN,loam,beyond,16,4,4,74,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1467,KEN,loam,beyond,16,4,4,75,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1468,KEN,loam,beyond,16,4,4,76,KZA,161,182,1,216,1,1,273,1,3,0,0,0,0
1469,KEN,loam,beyond,16,4,4,77,KZA,161,182,1,216,1,1,273,1,3,1,1,0,0
1470,KEN,loam,beyond,16,4,4,78,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1471,KEN,loam,beyond,16,4,4,79,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1472,KEN,loam,beyond,16,4,4,80,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1473,KEN,loam,beyond,16,4,4,81,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1474,KEN,loam,beyond,16,4,4,82,AFT,161,182,0,216,0,0,273,0,0,0,0,0,0
1475,KEN,loam,beyond,16,4,4,83,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1476,KEN,loam,beyond,16,4,4,84,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1477,KEN,loam,beyond,16,4,4,85,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1478,KEN,loam,beyond,16,4,4,86,CRA,161,182,0,216,0,0,273,0,0,0,0,0,0
1479,KEN,loam,beyond,16,4,4,87,GCD,161,182,0,216,0,0,273,0,0,0,0,0,0
1480,KEN,loam,beyond,16,4,4,88,KZA,161,182,0,216,0,0,273,0,0,0,0,0,0
1481,MAR,sand,interior,17,1,1,1,CRA,146,170,1,218,1,3,282,1,4,51,10,56,0.0039
1482,MAR,sand,interior,17,1,1,2,AFT,146,170,1,218,1,3,282,1,4,41,18,80,0.0026
1483,MAR,sand,interior,17,1,1,3,KZA,146,170,1,218,1,3,282,1,4,354,36,418,0.0059
1484,MAR,sand,interior,17,1,1,4,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1485,MAR,sand,interior,17,1,1,5,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1486,MAR,sand,interior,17,1,1,6,KZA,146,170,1,218,1,1,282,1,4,651,68,638,0.0054
1487,MAR,sand,interior,17,1,1,7,CUI,146,170,1,218,1,1,282,1,4,119,9,75,0.0059
1488,MAR,sand,interior,17,1,1,8,AFT,146,170,1,218,1,3,282,1,3,336,28,58,0.0046
1489,MAR,sand,interior,17,1,1,9,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1490,MAR,sand,interior,17,1,1,10,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1491,MAR,sand,interior,17,1,1,11,CRA,146,170,1,218,1,3,282,1,4,414,34,326,0.0044
1492,MAR,sand,interior,17,1,1,12,GCD,,,,,,,,,,,,,
1493,MAR,sand,interior,17,1,1,13,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1494,MAR,sand,interior,17,1,1,14,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1495,MAR,sand,interior,17,1,1,15,AFT,146,170,1,218,1,3,282,1,3,125,10,39,0.0055
1496,MAR,sand,interior,17,1,1,16,CRA,146,170,1,218,1,3,282,1,4,257,20,84,0.0043
1497,MAR,sand,interior,17,1,1,17,GCD,146,170,1,218,1,3,282,1,4,139,22,69,0.0027
1498,MAR,sand,interior,17,1,1,18,AFT,146,170,1,218,1,3,282,1,3,118,12,69,0.0062
1499,MAR,sand,interior,17,1,1,19,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1500,MAR,sand,interior,17,1,1,20,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1501,MAR,sand,interior,17,1,1,21,KZA,146,170,1,218,1,1,282,1,4,130,13,172,0.0057
1502,MAR,sand,interior,17,1,1,22,KZA,146,170,1,218,1,1,282,1,4,146,16,92,0.0032
1503,MAR,sand,interior,17,1,1,23,GCD,146,170,0,218,0,0,282,0,0,0,0,0,0
1504,MAR,sand,interior,17,1,1,24,CUI,146,170,0,218,0,0,282,0,0,0,0,0,0
1505,MAR,sand,interior,17,1,2,25,AFT,146,170,0,218,0,0,282,0,0,0,0,0,0
1506,MAR,sand,interior,17,1,2,26,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1507,MAR,sand,interior,17,1,2,27,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1508,MAR,sand,interior,17,1,2,28,GCD,146,170,1,218,1,3,282,1,4,466,46,158,0.0041
1509,MAR,sand,interior,17,1,2,29,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1510,MAR,sand,interior,17,1,2,30,GCD,146,170,1,218,1,3,282,1,3,414,40,138,0.0056
1511,MAR,sand,interior,17,1,2,31,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1512,MAR,sand,interior,17,1,2,32,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1513,MAR,sand,interior,17,1,2,33,GCD,146,170,1,218,1,2,282,1,3,315,29,139,0.004
1514,MAR,sand,interior,17,1,2,34,CRA,146,170,1,218,1,3,282,1,4,139,15,151,0.0047
1515,MAR,sand,interior,17,1,2,35,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1516,MAR,sand,interior,17,1,2,36,GCD,146,170,0,218,0,0,282,0,0,0,0,0,0
1517,MAR,sand,interior,17,1,2,37,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1518,MAR,sand,interior,17,1,2,38,AFT,146,170,0,218,0,0,282,0,0,0,0,0,0
1519,MAR,sand,interior,17,1,2,39,KZA,146,170,0,218,0,0,282,0,0,0,0,0,0
1520,MAR,sand,interior,17,1,2,40,GCD,146,170,0,218,0,0,282,0,0,0,0,0,0
1521,MAR,sand,interior,17,1,2,41,GCD,146,170,1,218,1,3,282,1,4,140,9,51,0.0064
1522,MAR,sand,interior,17,1,2,42,CRA,146,170,1,218,1,3,282,1,4,145,14,98,0.0054
1523,MAR,sand,interior,17,1,2,43,KZA,146,170,1,218,1,1,282,1,4,133,14,153,0.006
1524,MAR,sand,interior,17,1,2,44,AFT,146,170,1,218,1,3,282,1,3,117,9,56,0.0062
1525,MAR,sand,interior,17,1,2,45,AFT,146,170,0,218,0,0,282,0,0,0,0,0,0
1526,MAR,sand,interior,17,1,2,46,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1527,MAR,sand,interior,17,1,2,47,GCD,146,170,0,218,0,0,282,0,0,0,0,0,0
1528,MAR,sand,interior,17,1,2,48,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
1529,MAR,sand,interior,17,1,3,49,GCD,146,170,1,218,1,3,282,1,4,202,0,0,0
1530,MAR,sand,interior,17,1,3,50,GCD,146,170,1,218,1,3,282,1,4,40,4,8,0.0033
1531,MAR,sand,interior,17,1,3,51,AFT,146,170,0,218,0,0,282,0,0,0,0,0,0
1532,MAR,sand,interior,17,1,3,52,CRA,146,170,0,218,0,0,282,0,0,0,0,0,0
