"cgplaid","newplantid","lds1","lds2","lds3","ld01","crosstype","yearcross","flat","site_patfam","SitemaxFloweringPl","DistNearestSite","mass","row","posi","ld.2004","fl.2004","hdct.2004","achct.2004","ld.2002","achct.2002","ld.2003","achct.2003","ld.2005","fl.2005","hdct.2005","achct.2005","ld.2006","fl.2006","hdct.2006","achct.2006","ld.2007","fl.2007","hdct.2007","achct.2007","ld.2008","fl.2008"
3122,145,1,1,1,1,"Br","2000","2","SPP",5044,9999,0.443195691202872,"11",0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,304,1,1,2,490,1,0
3123,178,1,1,1,1,"Br","2000","2","SPP",5044,9999,-1.68680430879713,"11",0.00500000000000078,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3124,1174,1,1,1,1,"Br","1999","1","Lf",144,9999,1.33319569120287,"11",0.0100000000000016,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,512,1,1,1,187,1,1
3127,11,1,1,1,1,"Br","2000","1","SPP",5044,9999,1.24319569120287,"11",0.0250000000000004,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3128,708,1,1,1,1,"Wi","2000","3","Stevens",56,170,-0.806804308797128,"11",0.0300000000000011,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3129,981,1,1,1,1,"Wr","1999","3","SPP",5044,600,-0.316804308797128,"11",0.0350000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3130,1039,1,1,1,1,"Br","1999","3","SPP",5044,9999,-1.12680430879713,"11",0.0400000000000009,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,211,1,0
3131,845,1,1,1,1,"Wi","2000","3","Stevens",56,170,2.01319569120287,"11",0.0449999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,187,1,1,1,1,"Wr","2000","1","NWLF",14,300,1.25319569120287,"11",0.0500000000000007,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3133,341,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.863195691202872,"11",0.0550000000000015,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,79,1,1,1,1,"Br","2000","3","Stevens",56,9999,0.123195691202872,"11",0.0600000000000005,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3135,534,1,1,1,1,"Br","2000","1","Lf",144,9999,0.983195691202873,"11",0.0650000000000013,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3137,1123,1,1,1,1,"Br","1999","3","Lf",144,9999,-1.10680430879713,"11",0.0750000000000011,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3138,1017,1,1,1,1,"Br","1999","2","SPP",5044,9999,-1.09680430879713,"11",0.0800000000000001,1,0,0,0,1,0,1,0,1,1,1,164,1,1,1,110,1,1,2,253,1,0
3139,425,1,1,1,1,"Wi","2000","2","Lf",144,10,-0.436804308797127,"11",0.0850000000000009,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3140,550,1,1,1,1,"Br","2000","2","Lf",144,9999,0.973195691202872,"11",0.0899999999999999,1,0,0,0,1,0,1,0,1,1,1,133,1,0,0,0,1,0,0,0,1,0
3141,903,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.583195691202872,"11",0.0950000000000006,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,109,1,1,1,1,"Wi","2000","3","SPP",5044,600,-1.19680430879713,"11",0.100000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,1173,1,1,1,1,"Br","1999","3","Lf",144,9999,-0.146804308797128,"11",0.105,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3144,986,1,1,1,1,"Br","1999","3","Eriley",25,9999,0.00319569120287211,"11",0.110000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3145,518,1,1,1,0,"Br","2000","2","SPP",5044,9999,0.00319569120287211,"11",0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,314,1,1,1,1,"Br","2000","3","Stevens",56,9999,1.41319569120287,"11",0.120000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,1095,1,1,1,1,"Br","1999","3","Eriley",25,9999,-0.526804308797128,"11",0.125,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3148,297,1,1,1,1,"Br","2000","1","Lf",144,9999,1.54319569120287,"11",0.130000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,985,1,1,1,1,"Wr","1999","2","SPP",5044,600,-0.136804308797128,"11",0.135000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,754,1,1,1,1,"Wr","2000","1","Lf",144,10,-2.21680430879713,"11",0.140000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3151,968,1,1,1,1,"Wr","1999","3","SPP",5044,600,0.963195691202873,"11",0.145000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,245,1,1,1,1,"Br","2000","1","NWLF",14,9999,0.203195691202872,"11",0.15,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3153,915,1,1,1,1,"Br","2000","2","Lf",144,9999,0.743195691202872,"11",0.155000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3154,513,1,1,1,1,"Br","2000","3","Lf",144,9999,1.11319569120287,"11",0.16,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3156,912,1,1,1,1,"Br","2000","1","Lf",144,9999,1.45319569120287,"11",0.17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3159,564,1,1,1,1,"Br","2000","1","Eriley",25,9999,1.32319569120287,"11",0.185,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3160,1079,1,1,1,1,"Br","1999","3","SPP",5044,9999,0.643195691202873,"11",0.190000000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,106,1,1,1,0,"Wi","2000","2","SPP",5044,600,-1.18680430879713,"11",0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,976,1,1,1,1,"Wr","1999","2","SPP",5044,600,-1.12680430879713,"11",0.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,785,1,1,1,1,"Wr","2000","1","Lf",144,10,0.193195691202872,"11",0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,606,1,1,1,1,"Br","2000","2","NWLF",14,9999,-1.92680430879713,"11",0.210000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,526,1,1,1,1,"Br","2000","3","Lf",144,9999,0.243195691202872,"11",0.215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,423,1,1,1,1,"Wi","2000","2","Lf",144,10,-0.306804308797128,"11",0.220000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,766,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.0968043087971275,"11",0.225000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,517,1,1,1,1,"Br","2000","2","SPP",5044,9999,0.0531956912028728,"11",0.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,336,1,1,1,1,"Wr","2000","1","Stevens",56,170,-0.296804308797128,"11",0.235000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3170,1235,1,1,1,1,"Wi","1999","3","Stevens",56,170,0.143195691202873,"11",0.24,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,1053,1,1,1,1,"Br","1999","3","SPP",5044,9999,-0.726804308797128,"11",0.245000000000001,1,0,0,0,-99199,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3172,698,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.626804308797127,"11",0.25,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3173,529,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.743195691202872,"11",0.255000000000001,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,486,1,1,1,1,"Wi","2000","3","SPP",5044,600,-0.206804308797128,"11",0.260000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,459,1,1,1,1,"Br","2000","1","Lf",144,9999,1.43319569120287,"11",0.265000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3176,477,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.256804308797127,"11",0.270000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3177,1146,1,1,1,1,"Br","1999","3","Eriley",25,9999,-1.31680430879713,"11",0.275,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3179,1093,1,1,1,1,"Br","1999","1","Eriley",25,9999,-1.11680430879713,"11",0.285,1,1,1,113,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3180,899,1,1,1,1,"Br","2000","2","NWLF",14,9999,0.643195691202873,"11",0.290000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3181,716,1,1,1,1,"Br","2000","3","Lf",144,9999,-0.306804308797128,"11",0.295,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3182,476,1,1,1,1,"Br","2000","2","Lf",144,9999,-0.216804308797128,"11",0.300000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,826,1,1,1,1,"Br","2000","3","Stevens",56,9999,1.44319569120287,"11",0.305000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3184,311,1,1,1,1,"Wi","2000","3","Lf",144,10,-1.57680430879713,"11",0.31,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3185,284,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.156804308797128,"11",0.315000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,773,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.303195691202873,"11",0.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,489,1,1,1,1,"Wi","2000","2","SPP",5044,600,0.193195691202872,"11",0.325000000000001,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,387,1,1,1,1,"Br","2000","2","Lf",144,9999,-0.166804308797128,"11",0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,815,1,1,1,1,"Br","2000","2","Lf",144,9999,0.783195691202872,"11",0.335000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,83,1,1,1,1,"Br","2000","3","Stevens",56,9999,0.803195691202872,"12",-0.35,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,204,1,0
3191,7,1,1,1,1,"Wr","2000","1","NWLF",14,300,0.863195691202872,"12",-0.344999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,83,1,0,0,0,1,1
3192,360,1,1,1,0,"Wi","2000","3","Stevens",56,170,-0.986804308797128,"12",-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,587,1,1,1,1,"Wr","2000","2","Lf",144,10,1.29319569120287,"12",-0.334999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,89,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.406804308797128,"12",-0.324999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,1101,1,1,1,1,"Br","1999","1","Lf",144,9999,-0.496804308797127,"12",-0.319999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,170,1,0,0,0,1,1
3197,1102,1,1,1,1,"Br","1999","3","Lf",144,9999,-0.606804308797127,"12",-0.315,1,1,1,85,1,0,1,0,1,0,0,0,1,1,1,109,1,0,0,0,1,1
3198,498,1,1,1,1,"Wi","2000","2","Lf",144,10,-0.376804308797128,"12",-0.309999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3199,1040,1,1,1,1,"Br","1999","2","SPP",5044,9999,-1.33680430879713,"12",-0.305,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3200,644,1,1,1,1,"Br","2000","2","Lf",144,9999,0.0931956912028729,"12",-0.299999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3201,767,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.166804308797128,"12",-0.295,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3202,193,1,1,1,1,"Wi","2000","2","NWLF",14,300,1.53319569120287,"12",-0.289999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,143,1,0,0,0,1,0
3203,1036,1,1,1,1,"Br","1999","1","SPP",5044,9999,-1.18680430879713,"12",-0.285,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3204,458,1,1,1,1,"Br","2000","3","Lf",144,9999,1.54319569120287,"12",-0.279999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,1029,1,1,1,1,"Wr","1999","1","Eriley",25,80,-1.28680430879713,"12",-0.274999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3206,896,1,1,1,1,"Wi","2000","2","NWLF",14,300,0.653195691202872,"12",-0.27,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3207,358,1,1,1,1,"Wi","2000","1","Stevens",56,170,-1.11680430879713,"12",-0.264999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3208,1012,1,1,1,1,"Wr","1999","1","SPP",5044,600,-1.21680430879713,"12",-0.26,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3209,1083,1,1,1,1,"Br","1999","2","SPP",5044,9999,0.843195691202872,"12",-0.254999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,134,1,1
3210,20,1,1,1,1,"Br","2000","2","NWLF",14,9999,-0.446804308797128,"12",-0.25,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,166,1,1,2,301,1,1
3211,490,1,1,1,1,"Wi","2000","3","SPP",5044,600,-0.00680430879712768,"12",-0.244999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3212,1027,1,1,1,1,"Wr","1999","2","Eriley",25,80,-0.616804308797128,"12",-0.239999999999998,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,184,0,0
3213,300,1,1,1,1,"Br","2000","3","Lf",144,9999,0.773195691202873,"12",-0.234999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,183,1,1,1,1,"Wr","2000","3","NWLF",14,300,2.04319569120287,"12",-0.229999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,381,1,1,1,1,"Wi","2000","1","Stevens",56,170,-1.05680430879713,"12",-0.225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,1137,1,1,1,1,"Br","1999","3","Lf",144,9999,-1.17680430879713,"12",-0.219999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3217,711,1,1,1,1,"Wi","2000","1","Stevens",56,170,-1.15680430879713,"12",-0.215,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3218,1122,1,1,1,1,"Br","1999","3","Lf",144,9999,-1.12680430879713,"12",-0.209999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3219,452,1,1,1,1,"Br","2000","3","Lf",144,9999,1.36319569120287,"12",-0.205,1,0,0,0,1,0,1,0,1,1,1,306,1,1,4,584,1,1,3,616,0,0
3220,1008,1,1,1,1,"Wr","1999","3","SPP",5044,600,-1.12680430879713,"12",-0.199999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,190,1,0,0,0,1,0
3221,14,1,1,1,1,"Br","2000","2","SPP",5044,9999,1.13319569120287,"12",-0.194999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,255,1,0,0,0,0,0
3222,1082,1,1,1,1,"Br","1999","3","SPP",5044,9999,0.623195691202873,"12",-0.19,1,1,1,123,1,0,1,0,1,1,1,203,1,1,6,524,1,1,5,750,0,0
3223,627,1,1,1,1,"Br","2000","1","Lf",144,9999,-1.62680430879713,"12",-0.184999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3224,363,1,1,1,1,"Wi","2000","1","Stevens",56,170,-0.756804308797128,"12",-0.18,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3225,675,1,1,1,1,"Wr","2000","1","Eriley",25,80,0.243195691202872,"12",-0.174999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3226,603,1,1,1,1,"Wr","2000","2","Lf",144,10,-0.706804308797128,"12",-0.17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3227,567,1,1,1,1,"Br","2000","1","Stevens",56,9999,1.74319569120287,"12",-0.164999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3228,607,1,1,1,1,"Br","2000","2","NWLF",14,9999,-2.54680430879713,"12",-0.16,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3229,984,1,1,1,1,"Wr","1999","3","SPP",5044,600,0.223195691202873,"12",-0.154999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3230,493,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.0568043087971275,"12",-0.149999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3231,393,1,1,1,1,"Wi","2000","1","SPP",5044,600,0.153195691202872,"12",-0.145,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3232,908,1,1,1,1,"Br","2000","2","Stevens",56,9999,-0.156804308797128,"12",-0.139999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3233,1149,1,1,1,1,"Br","1999","3","Eriley",25,9999,-1.35680430879713,"12",-0.135,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,286,0,0
3234,44,1,1,1,1,"Wi","2000","1","Stevens",56,170,0.113195691202872,"12",-0.129999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3236,612,1,1,1,1,"Br","2000","3","NWLF",14,9999,-1.76680430879713,"12",-0.119999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,140,1,0
3239,1022,1,1,1,1,"Br","1999","1","SPP",5044,9999,-1.38680430879713,"12",-0.104999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3240,983,1,1,1,1,"Wr","1999","2","SPP",5044,600,0.423195691202872,"12",-0.0999999999999996,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3241,678,1,1,1,1,"Br","2000","1","Lf",144,9999,0.323195691202872,"12",-0.0949999999999989,1,1,1,116,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3242,188,1,1,1,1,"Br","2000","2","Lf",144,9999,1.98319569120287,"12",-0.0899999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3243,301,1,1,1,1,"Br","2000","3","Lf",144,9999,0.823195691202872,"12",-0.0849999999999991,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,144,1,0
3244,750,1,1,1,1,"Br","2000","1","SPP",5044,9999,-2.25680430879713,"12",-0.0800000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,43,1,0,0,0,1,1
3245,364,1,1,1,1,"Wi","2000","1","Stevens",56,170,-0.956804308797127,"12",-0.0749999999999993,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,133,1,0,0,0,1,0
3246,1091,1,1,1,1,"Wr","1999","3","Eriley",25,80,1.08319569120287,"12",-0.0699999999999985,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,159,1,0,0,0,1,0
3247,1048,1,1,1,1,"Br","1999","3","SPP",5044,9999,-0.546804308797128,"12",-0.0649999999999995,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3248,726,1,1,1,0,"Wi","2000","3","NWLF",14,300,-0.0668043087971277,"12",-0.0599999999999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,457,1,1,1,1,"Br","2000","3","Lf",144,9999,1.11319569120287,"12",-0.0549999999999997,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3250,771,1,1,1,1,"Br","2000","2","Stevens",56,9999,0.633195691202872,"12",-0.0499999999999989,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,375,1,1,1,1,"Wi","2000","3","Lf",144,10,-1.58680430879713,"12",-0.0449999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3252,686,1,1,1,1,"Br","2000","1","Lf",144,9999,0.0831956912028722,"12",-0.0399999999999991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,760,1,1,1,1,"Wr","2000","2","Stevens",56,170,0.0931956912028729,"12",-0.0350000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,539,1,1,1,0,"Wr","2000","1","NWLF",14,300,0.713195691202872,"12",-0.0299999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,548,1,1,1,1,"Br","2000","3","Lf",144,9999,1.16319569120287,"12",-0.0249999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,329,1,1,1,1,"Br","2000","2","Lf",144,9999,0.493195691202873,"12",-0.0199999999999996,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3257,967,1,1,1,1,"Wr","1999","1","SPP",5044,600,0.623195691202873,"12",-0.0149999999999988,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,268,1,0,0,0,1,1
3258,280,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.426804308797128,"12",-0.00999999999999979,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,210,1,0,0,0,1,0
3259,516,1,1,1,1,"Br","2000","2","SPP",5044,9999,0.493195691202873,"12",-0.00499999999999901,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3260,549,1,1,1,1,"Br","2000","1","Lf",144,9999,0.873195691202872,"12",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3261,316,1,1,1,1,"Br","2000","2","Stevens",56,9999,1.50319569120287,"12",0.00500000000000078,1,0,0,0,1,0,1,0,1,1,1,224,1,0,0,0,1,0,0,0,1,0
3262,788,1,1,1,1,"Br","2000","3","Stevens",56,9999,0.603195691202873,"12",0.0100000000000016,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3263,713,1,1,1,1,"Wi","2000","2","Stevens",56,170,-0.876804308797128,"12",0.0150000000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3264,315,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.633195691202872,"12",0.0200000000000014,1,1,1,141,1,0,1,0,1,0,0,0,1,1,2,258,1,0,0,0,1,0
3265,1145,1,1,1,1,"Br","1999","2","Lf",144,9999,-1.13680430879713,"12",0.0250000000000004,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,155,1,0
3266,274,1,1,1,1,"Br","2000","2","NWLF",14,9999,-0.866804308797128,"12",0.0300000000000011,1,1,1,139,1,0,1,0,1,0,0,0,1,1,1,99,1,0,0,0,1,1
3267,1009,1,1,1,0,"Wr","1999","3","SPP",5044,600,-1.24680430879713,"12",0.0350000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,500,1,1,1,1,"Wi","2000","1","Lf",144,10,-0.366804308797128,"12",0.0400000000000009,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3270,1037,1,1,1,1,"Br","1999","2","SPP",5044,9999,-1.00680430879713,"12",0.0500000000000007,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3271,1143,1,1,1,1,"Br","1999","1","Lf",144,9999,-1.11680430879713,"12",0.0550000000000015,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3272,181,1,1,1,1,"Br","2000","3","Stevens",56,9999,2.37319569120287,"12",0.0600000000000005,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3273,537,1,1,1,1,"Br","2000","3","Lf",144,9999,0.483195691202873,"12",0.0650000000000013,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3274,509,1,1,1,1,"Br","2000","2","Stevens",56,9999,0.383195691202872,"12",0.0700000000000003,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3276,761,1,1,1,1,"Br","2000","3","NWLF",14,9999,-0.276804308797128,"12",0.0800000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,70,1,0
3277,50,1,1,1,1,"Wi","2000","3","Stevens",56,170,0.0831956912028722,"12",0.0850000000000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,928,1,1,1,1,"Br","2000","1","Lf",144,9999,0.683195691202872,"12",0.0899999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
