sample_ID_SEG,sample_ID,Transect,Recipient,Donor,Gen,SegPos,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
HR-001-G1-002-12L,HR-001-G1-002-12L-3,2,HR_001,HR_171,G1,12L,3,57,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,,,1,0,1,1,1,1,1,1.3,20.646,2024-04-05,20.646,2024-04-05,,,90.49,4.25,21.29176470588235,,0.046966515637086974,,,,,,1,1,1,1
HR-001-G1-008-2R,HR-001-G1-008-2R-2,8,HR_001,HR_171,G1,2R,2,317,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,15.39,15.39,5,0,13,30,5,2.6,13,1.540769231,22.443,2024-04-05,22.443,2024-04-05,,,,,,,,,-30.69,4.97,-30.69,4.97,1,1,1,1
HR-001-G1-009-2L,HR-001-G1-009-2L-3,9,HR_001,HR_171,G1,2L,3,362,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,6.56,6.56,3,3,7,12,6,2.333333333,14,1.798571429,24.239,2024-04-05,24.239,2024-04-05,,,,,,,,,-30.32,1.48,-30.32,1.48,1,1,1,1
HR-001-G2-004-17L,HR-001-G2-004-17L-1,4,HR_001,HR_171,G2,17L,1,152,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,3.43,3.43,2,0,1,1,2,0.5,1,2.12,19.463,2024-04-05,19.463,2024-04-05,,,14.697,0.93,15.80322580645161,,0.06327822004490713,,-31.38,1.94,-31.38,1.94,1,1,1,1
HR-001-G2-005-39R,HR-001-G2-005-39R-5,5,HR_001,HR_171,G2,39R,5,219,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,1.33,1.33,1,0,0,2,1,0,0,,20.997,2024-04-05,20.997,2024-04-05,,,12.353,0.66,18.716666666666665,,0.05342831700801425,,,,,,1,1,1,0
HR-001-G2-008-9R,HR-001-G2-008-9R-4,8,HR_001,HR_171,G2,9R,4,324,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,2.41,2.41,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,0
HR-004-G1-006-34L,HR-004-G1-006-34L-3,6,HR_004,HR_135,G1,34L,3,259,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-05,13,,,,5.89,5.89,1,5,2,3,6,2,12,2.895,22.995,2024-03-23,22.995,2024-03-23,,,,,,,,,-30.91,4.79,-30.91,4.79,1,1,1,1
HR-004-G1-008-28L,HR-004-G1-008-28L-2,8,HR_004,HR_135,G1,28L,2,343,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.05,4.05,0,1,0,0,1,,,,,,,,,,,,,,,,-30.06,2.08,-30.06,2.08,1,1,0,0
HR-004-G2-004-43L,HR-004-G2-004-43L-3,4,HR_004,HR_135,G2,43L,3,178,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,61.57,61.57,9,6,32,44,15,3.555555556,53.33333333,2.690625,23.517,2024-04-05,23.517,2024-04-05,,,,,,,,,-29.55,3.23,-29.55,3.23,1,1,1,1
HR-004-G2-005-24R,HR-004-G2-005-24R-5,5,HR_004,HR_135,G2,24R,5,204,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,10.66,10.66,2,2,5,9,4,2.5,10,2.34,,,23.021,2024-04-05,,,,,,,,,-29.65,3.34,-29.65,3.34,1,1,1,1
HR-004-G2-006-19R,HR-004-G2-006-19R-4,6,HR_004,HR_135,G2,19R,4,244,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,10.74,10.74,3,0,11,17,3,3.666666667,11,2.404545455,,,,,,,,,,,,,-30.78,5.33,-30.78,5.33,1,1,1,1
HR-005-G1-001-8R,HR-005-G1-001-8R-1,1,HR_005,HR_164,G1,8R,1,8,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,7.9,7.9,2,1,1,4,3,0.5,1.5,4.99,21.442,2024-04-05,21.442,2024-04-05,,,,,,,,,-31.37,4.08,-31.37,4.08,1,1,1,1
HR-005-G1-004-33R,HR-005-G1-004-33R-4,4,HR_005,HR_164,G1,33R,4,168,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,1900-01-01,,,,,3,0,0,1,3,0,0,,,,21.84,2024-04-05,,,11.984,0.63,19.022222222222222,,0.052570093457943924,,-30.34,0.76,-30.34,0.76,1,1,1,0
HR-005-G1-008-13L,HR-005-G1-008-13L-4,8,HR_005,HR_164,G1,13L,4,328,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,1900-01-01,,,11.49,11.49,1,2,2,11,3,2,6,0.715,24.79,2024-04-20,24.79,2024-04-20,,,41.275,2.25,18.344444444444445,,0.054512416717141125,,-30.48,5.28,-30.48,5.28,1,1,1,1
HR-005-G2-001-35L,HR-005-G2-001-35L-5,1,HR_005,HR_164,G2,35L,5,35,TRUE,2022-11-10,2022-11-13,,,,,,,,,1.64,1.64,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,0,0,0
HR-005-G2-001-36R,HR-005-G2-001-36R-3,1,HR_005,HR_164,G2,36R,3,36,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.98,2.98,1,0,4,5,1,4,4,1.3475,,,,,,,,,,,,,,,,,1,1,1,1
HR-005-G2-003-29R,HR-005-G2-003-29R-3,3,HR_005,HR_164,G2,29R,3,119,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,11.76,11.76,6,2,10,22,8,1.666666667,13.33333333,2.024,22.864,2024-04-05,22.864,2024-04-05,30.404,2,30.404,2,15.202,15.202,0.06578081831337981,0.06578081831337981,-32.35,5.17,-32.35,5.17,1,1,1,1
HR-006-G1-003-27R,HR-006-G1-003-27R-5,3,HR_006,HR_057,G1,27R,5,117,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.96,4.96,0,1,0,0,1,,,,27.173,2024-04-20,27.173,2024-04-20,,,,,,,,,-30.62,1.97,-30.62,1.97,1,1,0,0
HR-006-G1-004-6L,HR-006-G1-004-6L-1,4,HR_006,HR_057,G1,6L,1,141,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,3.77,3.77,1,0,1,2,1,1,1,2.71,,,21.981,2024-04-05,,,30.897,1.33,23.23082706766917,,0.04304625044502703,,,,,,1,1,1,1
HR-006-G2-003-10L,HR-006-G2-003-10L-5,3,HR_006,HR_057,G2,10L,5,100,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,17.02,17.02,2,1,7,13,3,3.5,10.5,1.91125,,,,,,,,,,,,,-30.04,2.05,-30.04,2.05,1,1,1,1
HR-006-G2-007-25L,HR-006-G2-007-25L-5,7,HR_006,HR_057,G2,25L,5,295,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.1,1.1,0,0,0,0,0,,0,,21.915,2024-04-20,21.915,2024-04-20,,,,,,,,,,,,,1,0,0,0
HR-006-G2-008-36L,HR-006-G2-008-36L-1,8,HR_006,HR_057,G2,36L,1,351,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,5.13,5.13,0,3,0,0,3,,,,20.341,2024-04-20,20.341,2024-04-20,,,,,,,,,-30.28,2.68,-30.28,2.68,1,1,0,0
HR-007-G1-002-10L,HR-007-G1-002-10L-3,2,HR_007,HR_149,G1,10L,3,55,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,5,2,16,19,7,3.2,22.4,1.846875,,,20.971,2024-04-05,,,41.445,2.31,17.941558441558442,,0.05573651827723489,,,,,,1,1,1,1
HR-007-G1-004-32L,HR-007-G1-004-32L-1,4,HR_007,HR_149,G1,32L,1,167,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,,,7.4,7.4,4,0,6,12,4,1.5,6,2.173333333,,,,,,,30.801,1.73,17.804046242774564,,0.05616700756468947,,-30.06,4.15,-30.06,4.15,1,1,1,1
HR-007-G1-007-13R,HR-007-G1-007-13R-2,7,HR_007,HR_149,G1,13R,2,282,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,8.41,8.41,3,0,14,15,3,4.666666667,14,1.387857143,19.902,2024-04-05,19.902,2024-04-05,,,31.28,1.33,23.518796992481203,,0.04251918158567775,,-31.49,3.44,-31.49,3.44,1,1,1,1
HR-007-G2-002-11L,HR-007-G2-002-11L-5,2,HR_007,HR_149,G2,11L,5,56,TRUE,2022-11-10,2022-11-13,,,,,,,,,4.5,4.5,2,0,3,12,2,1.5,3,1.136666667,,,,,,,34.429,1.89,18.21640211640212,,0.05489558221266955,,,,,,0,1,1,1
HR-007-G2-007-41L,HR-007-G2-007-41L-4,7,HR_007,HR_149,G2,41L,4,311,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,-31.55,1.54,-31.55,1.54,1,1,0,0
HR-009-G1-002-5R,HR-009-G1-002-5R-3,2,HR_009,HR_155,G1,5R,3,50,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,7.4,7.4,4,1,7,8,5,1.75,8.75,3.3575,23.441,2024-04-05,23.441,2024-04-05,,,41.118,1.73,23.76763005780347,,0.04207403083807578,,-30.87,3.09,-30.87,3.09,1,1,1,1
HR-009-G1-007-2L,HR-009-G1-007-2L-3,7,HR_009,HR_155,G1,2L,3,275,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,14,0,45,83,14,3.214285714,45,2.81580303,,,23.904,2024-04-05,46.24,2.21,46.24,2.21,20.923076923076923,20.923076923076923,0.04779411764705882,0.04779411764705882,-29.91,4.08,-29.91,4.08,1,1,1,1
HR-009-G1-009-9R,HR-009-G1-009-9R-4,9,HR_009,HR_155,G1,9R,4,369,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,44.56,44.56,11,2,20,21,13,1.818181818,23.63636364,3.1075,,,23.169,2024-03-23,,,,,,,,,-29.32,5.6,-29.32,5.6,1,1,1,1
HR-009-G2-004-12L,HR-009-G2-004-12L-1,4,HR_009,HR_155,G2,12L,1,147,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.57,4.57,0,0,0,0,0,,0,,,,23.769,2024-04-05,,,22.386,1.12,19.987499999999997,,0.05003126954346467,,-29.78,1.33,-29.78,1.33,1,0,0,0
HR-009-G2-004-34L,HR-009-G2-004-34L-5,4,HR_009,HR_155,G2,34L,5,169,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,,,32.48,32.48,11,5,32,53,16,2.909090909,46.54545455,2.000166667,,,,,,,48.19,2.16,22.310185185185183,,0.04482257729819465,,-30.04,2.18,-30.04,2.18,1,1,1,1
HR-009-G2-009-22R,HR-009-G2-009-22R-4,9,HR_009,HR_155,G2,22R,4,382,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,14.03,14.03,2,2,5,7,4,2.5,10,1.658,,,,,,,,,,,,,-31.12,1.23,-31.12,1.23,1,1,1,1
HR-010-G1-001-1R,HR-010-G1-001-1R-3,1,HR_010,HR_200,G1,1R,3,1,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,0,0,0,0,0,,0,,19.563,2024-04-05,19.563,2024-04-05,,,59.399,3.32,17.891265060240965,,0.05589319685516591,,,,-29.88,1.17,1,0,0,0
HR-010-G1-002-24L,HR-010-G1-002-24L-3,2,HR_010,HR_200,G1,24L,3,69,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,1900-01-02,,,21.31,21.31,3,6,10,12,9,3.333333333,30,3.252,25.054,2024-04-20,25.054,2024-04-20,,,,,,,,,-30.01,4.44,-30.01,4.44,1,1,1,1
HR-010-G1-008-10R,HR-010-G1-008-10R-5,8,HR_010,HR_200,G1,10R,5,325,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,8.19,8.19,0,2,0,0,2,,,,,,,,,,,,,,,,-30.88,4.6,-30.88,4.6,1,1,0,0
HR-011-G1-003-2R,HR-011-G1-003-2R-1,3,HR_011,HR_059,G1,2R,1,92,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,8.69,8.69,4,4,11,16,8,2.75,22,2.955166667,26.185,2024-04-05,26.185,2024-04-05,,,87.855,5.3,16.576415094339623,,0.060326674634340674,,-30.72,5.05,-30.72,5.05,1,1,1,1
HR-011-G1-007-9R,HR-011-G1-007-9R-4,7,HR_011,HR_059,G1,9R,4,278,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-05-04,395,,,,18.05,18.05,10,0,43,52,10,4.3,43,1.889,23.999,2024-04-05,23.999,2024-04-05,32.7,1.63,32.7,1.63,20.061349693251536,20.061349693251536,0.049847094801223235,0.049847094801223235,-29.64,2.67,-29.64,2.67,1,1,1,1
HR-011-G1-008-5L,HR-011-G1-008-5L-3,8,HR_011,HR_059,G1,5L,3,320,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.44,2.44,2,1,8,9,3,4,12,1.40125,,,,,,,,,,,,,,,,,1,1,1,1
HR-011-G2-005-10L,HR-011-G2-005-10L-5,5,HR_011,HR_059,G2,10L,5,190,TRUE,2022-11-10,2022-11-13,,,,,,,,,6.44,6.44,1,0,3,3,1,3,3,3.153333333,,,20.603,2024-04-05,,,36.512,1.88,19.421276595744683,,0.051489921121822955,,-29.7,3.44,-29.7,3.44,0,1,1,1
HR-011-G2-007-28L,HR-011-G2-007-28L-1,7,HR_011,HR_059,G2,28L,1,298,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.72,4.72,2,1,3,5,3,1.5,4.5,3.033333333,,,,,,,19.002,0.86,22.0953488372093,,0.04525839385327861,,-30.54,2.65,-30.54,2.65,1,1,1,1
HR-011-G2-008-2L,HR-011-G2-008-2L-1,8,HR_011,HR_059,G2,2L,1,317,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,10.61,10.61,2,0,6,10,2,3,6,1.848333333,,,27.45,2024-04-05,,,,,,,,,-30.43,3.46,-30.43,3.46,1,1,1,1
HR-012-G1-005-16R,HR-012-G1-005-16R-3,5,HR_012,HR_008,G1,16R,3,196,TRUE,2022-11-10,2022-11-13,,,,,,,,,5.88,5.88,1,0,0,0,1,0,0,,,,19.598,2024-04-05,,,,,,,,,-30.86,0.91,-30.86,0.91,0,1,1,0
HR-012-G1-007-40R,HR-012-G1-007-40R-3,7,HR_012,HR_008,G1,40R,3,310,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.74,1.74,11,1,12,27,12,1.090909091,13.09090909,3.218333333,22.242,2024-04-20,22.242,2024-04-20,,,,,,,,,,,,,1,1,1,1
HR-012-G1-009-35R,HR-012-G1-009-35R-4,9,HR_012,HR_008,G1,35R,4,395,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.95,4.95,0,1,0,0,1,,,,24.347,2024-04-20,24.347,2024-04-20,,,,,,,,,-30.15,2.05,-30.15,2.05,1,1,0,0
HR-012-G2-001-16R,HR-012-G2-001-16R-4,1,HR_012,HR_008,G2,16R,4,16,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.79,2.79,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,0
HR-012-G2-003-1R,HR-012-G2-003-1R-1,3,HR_012,HR_008,G2,1R,1,91,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,,,19.88,19.88,4,2,9,12,6,2.25,13.5,3.911111111,28.614,2024-04-05,28.614,2024-04-05,,,,,,,,,-30.45,4.93,-30.45,4.93,1,1,1,1
HR-012-G2-006-19L,HR-012-G2-006-19L-3,6,HR_012,HR_008,G2,19L,3,244,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,12.66,12.66,2,3,2,5,5,1,5,2.39,24.953,2024-04-05,24.953,2024-04-05,,,,,,,,,-29.07,3.25,-29.07,3.25,1,1,1,1
HR-014-G1-003-38L,HR-014-G1-003-38L-5,3,HR_014,HR_088,G1,38L,5,128,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,10.22,10.22,2,3,1,5,5,0.5,2.5,2.79,,,24.379,2024-04-20,,,32.951,1.86,17.71559139784946,,0.056447452277624356,,-29.97,3.55,-29.97,3.55,1,1,1,1
HR-014-G1-007-16R,HR-014-G1-007-16R-3,7,HR_014,HR_088,G1,16R,3,285,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,4,2,6,8,6,1.5,9,2.04875,,,,,,,,,,,,,-29.56,4.36,-29.56,4.36,1,1,1,1
HR-014-G1-007-31L,HR-014-G1-007-31L-5,7,HR_014,HR_088,G1,31L,5,301,TRUE,2022-11-10,2022-11-13,,,,,,,,,2.96,2.96,0,0,0,0,0,,0,,,,,,,,,,,,,,-30.6,1.03,-30.6,1.03,0,0,0,0
HR-014-G2-006-28L,HR-014-G2-006-28L-1,6,HR_014,HR_088,G2,28L,1,253,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,,,27.63,27.63,3,5,14,14,8,4.666666667,37.33333333,2.343571429,24.355,2024-03-23,24.355,2024-03-23,,,,,,,,,-29.84,4.34,-29.84,4.34,1,1,1,1
HR-014-G2-007-8L,HR-014-G2-007-8L-3,7,HR_014,HR_088,G2,8L,3,277,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,12.6,12.6,3,0,6,7,3,2,6,1.134,,,21.958,2024-04-05,,,,,,,,,-29.62,4.09,-29.62,4.09,1,1,1,1
HR-014-G2-008-6L,HR-014-G2-008-6L-1,8,HR_014,HR_088,G2,6L,1,321,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,5.06,5.06,3,0,4,7,3,1.333333333,4,1.5275,21.3,2024-04-05,21.3,2024-04-05,,,,,,,,,-31.21,1.68,-31.21,1.68,1,1,1,1
HR-015-G1-004-4R,HR-015-G1-004-4R-5,4,HR_015,HR_141,G1,4R,5,139,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,58.51,58.51,5,2,18,34,7,3.6,25.2,1.621111111,28.946,2024-04-05,28.946,2024-04-05,,,,,,,,,-30.2,4.55,-30.2,4.55,1,1,1,1
HR-015-G1-006-1R,HR-015-G1-006-1R-4,6,HR_015,HR_141,G1,1R,4,226,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,16.83,16.83,2,4,1,1,6,0.5,3,0.83,,,22.064,2024-03-23,18.246,,18.246,,,,,,-29.33,3.17,-29.33,3.17,1,1,1,1
HR-015-G1-006-26L,HR-015-G1-006-26L-3,6,HR_015,HR_141,G1,26L,3,251,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,22.33,22.33,3,0,3,9,3,1,3,2.506666667,,,,,,,18.737,0.96,19.51770833333333,,0.051235523296152004,,-30.53,4.41,-30.53,4.41,1,1,1,1
HR-015-G2-002-24R,HR-015-G2-002-24R-1,2,HR_015,HR_141,G2,24R,1,69,TRUE,2022-11-10,2022-11-13,2024-05-04,541,538,2024-05-04,0,,,,,,0,0,0,0,0,,0,,,,22.993,2024-04-05,,,58,3.21,18.068535825545172,,0.055344827586206895,,,,-29.07,4.2,1,0,0,0
HR-015-G2-003-30L,HR-015-G2-003-30L-4,3,HR_015,HR_141,G2,30L,4,120,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,5.06,5.06,1,2,4,6,3,4,12,2.075,,,21.641,2024-04-20,,,27.709,1.65,16.793333333333333,,0.05954743946010322,,-30.8,1.56,-30.8,1.56,1,1,1,1
HR-015-G2-009-10L,HR-015-G2-009-10L-5,9,HR_015,HR_141,G2,10L,5,370,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,6.58,6.58,2,0,3,4,2,1.5,3,1.51,19.869,2024-04-05,19.869,2024-04-05,,,18.547,1.08,17.173148148148147,,0.058230441580848655,,-29.24,2.08,-29.24,2.08,1,1,1,1
HR-016-G1-004-37L,HR-016-G1-004-37L-5,4,HR_016,HR_108,G1,37L,5,172,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,16.11,16.11,2,1,0,1,3,0,0,,,,,,,,,,,,,,-30.92,4.75,-30.92,4.75,1,1,1,0
HR-016-G1-006-20L,HR-016-G1-006-20L-2,6,HR_016,HR_108,G1,20L,2,245,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-05-04,14,,,,17.64,17.64,6,0,14,17,6,2.333333333,14,3.084285714,,,,,,,17.692,1.04,17.01153846153846,,0.05878363101966991,,-29.49,2.4,-29.49,2.4,1,1,1,1
HR-016-G1-009-20L,HR-016-G1-009-20L-3,9,HR_016,HR_108,G1,20L,3,380,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,3.16,3.16,1,1,0,3,2,0,0,,20.558,2024-04-05,20.558,2024-04-05,,,20.688,1.35,15.324444444444442,,0.06525522041763342,,-30.44,1.75,-30.44,1.75,1,1,1,0
HR-016-G2-004-19R,HR-016-G2-004-19R-5,4,HR_016,HR_108,G2,19R,5,154,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,18.28,18.28,5,0,8,17,5,1.6,8,1.866333333,,,,,,,10.306,0.43,23.967441860465115,,0.041723267999223754,,-31.23,3.85,-31.23,3.85,1,1,1,1
HR-016-G2-006-36L,HR-016-G2-006-36L-2,6,HR_016,HR_108,G2,36L,2,261,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,10.73,10.73,3,1,6,6,4,2,8,2.51,,,27.132,2024-03-23,,,,,,,,,-30.73,3.13,-30.73,3.13,1,1,1,1
HR-016-G2-008-18L,HR-016-G2-008-18L-1,8,HR_016,HR_108,G2,18L,1,333,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,3.74,3.74,1,0,0,0,1,0,0,,25.744,2024-04-05,25.744,2024-04-05,,,23.249,1.36,17.09485294117647,,0.058497139661920945,,-30.34,1.86,-30.34,1.86,1,1,1,0
HR-017-G1-002-30L,HR-017-G1-002-30L-4,2,HR_017,HR_034,G1,30L,4,75,TRUE,2022-11-10,2022-11-13,2024-05-04,541,538,2024-05-04,0,1900-01-01,,,,,0,0,0,0,0,,0,,,,22.549,2024-04-20,,,,,,,,,,,,,1,0,0,0
HR-017-G1-003-16L,HR-017-G1-003-16L-3,3,HR_017,HR_034,G1,16L,3,106,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,8.11,8.11,2,1,2,4,3,1,3,3.86,,,27.365,2024-04-05,,,,,,,,,-29.26,2.31,-29.26,2.31,1,1,1,1
HR-017-G1-004-7L,HR-017-G1-004-7L-3,4,HR_017,HR_034,G1,7L,3,142,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,7.92,7.92,3,0,0,3,3,0,0,,25.627,2024-04-05,25.627,2024-04-05,,,35.163,1.43,24.589510489510488,,0.04066774734806473,,-31.68,3.08,-31.68,3.08,1,1,1,0
HR-017-G2-004-40L,HR-017-G2-004-40L-5,4,HR_017,HR_034,G2,40L,5,175,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,5.09,5.09,2,2,9,10,4,4.5,18,1.38,,,,,,,27.263,1.24,21.986290322580647,,0.04548288889703994,,-31.36,2.92,-31.36,2.92,1,1,1,1
HR-017-G2-006-5R,HR-017-G2-006-5R-5,6,HR_017,HR_034,G2,5R,5,230,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,0,0,0,0,0,,0,,,,22.517,2024-03-23,,,,,,,,,,,,,0,0,0,0
HR-018-G1-001-44R,HR-018-G1-001-44R-5,1,HR_018,HR_189,G1,44R,5,44,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,3.03,3.03,3,0,15,16,3,5,15,1.778181818,27.091,2024-04-05,27.091,2024-04-05,,,19.969,0.98,20.3765306122449,,0.04907606790525314,,-30.38,2.66,-30.38,2.66,1,1,1,1
HR-018-G1-004-33L,HR-018-G1-004-33L-2,4,HR_018,HR_189,G1,33L,2,168,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,13.04,13.04,4,1,9,15,5,2.25,11.25,2.931785714,,,,,,,,,,,,,-30.9,1.47,-30.9,1.47,1,1,1,1
HR-018-G1-008-14R,HR-018-G1-008-14R-3,8,HR_018,HR_189,G1,14R,3,329,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,6.89,6.89,2,0,8,8,2,4,8,1.735,23.11,2024-04-05,23.11,2024-04-05,,,,,,,,,-30.29,1.61,-30.29,1.61,1,1,1,1
HR-018-G2-003-4L,HR-018-G2-003-4L-2,3,HR_018,HR_189,G2,4L,2,94,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,,,29.53,29.53,4,0,22,24,4,5.5,22,1.98625,,,20.173,2024-04-05,,,,,,,,,-30.15,2.4,-30.15,2.4,1,1,1,1
HR-018-G2-005-37L,HR-018-G2-005-37L-3,5,HR_018,HR_189,G2,37L,3,217,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,3.89,3.89,2,0,0,0,2,0,0,,,,23.25,2024-04-05,,,,,,,,,-29.95,2.53,-29.95,2.53,1,1,1,0
HR-018-G2-007-42L,HR-018-G2-007-42L-3,7,HR_018,HR_189,G2,42L,3,312,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.66,2.66,0,0,0,0,0,,0,,22.163,2024-04-20,22.163,2024-04-20,,,41.731,2.77,15.06534296028881,,0.06637751311974312,,,,,,1,0,0,0
HR-019-G1-001-10L,HR-019-G1-001-10L-5,1,HR_019,HR_064,G1,10L,5,10,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,18.09,18.09,0,7,0,0,7,,,,,,22.754,2024-04-05,,,21.327,1.12,19.041964285714286,,0.05251559056594927,,-31.83,4.49,-31.83,4.49,1,1,0,0
