sample_ID_SEG,sample_ID,Transect,Recipient,Donor,Gen,SegPos,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
HR-043-G1-004-39L,HR-043-G1-004-39L-1,4,HR_043,HR_027,G1,39L,1,174,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,23.95,23.95,8,1,13,19,9,1.625,14.625,2.2315,25.414,2024-04-05,25.414,2024-04-05,,,,,,,,,-30.56,5.51,-30.56,5.51,1,1,1,1
HR-043-G1-009-31R,HR-043-G1-009-31R-5,9,HR_043,HR_027,G1,31R,5,391,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,20.05,20.05,5,0,9,14,5,1.8,9,2.333333333,,,,,,,,,,,,,-29.29,5.69,-29.29,5.69,1,1,1,1
HR-043-G2-004-22R,HR-043-G2-004-22R-1,4,HR_043,HR_027,G2,22R,1,157,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,9.81,9.81,4,0,3,7,4,0.75,3,2.9075,,,,,,,27.218,1.63,16.698159509202455,,0.05988683959144683,,-29.68,2.27,-29.68,2.27,1,1,1,1
HR-043-G2-005-33R,HR-043-G2-005-33R-1,5,HR_043,HR_027,G2,33R,1,213,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,3.22,3.22,3,0,3,7,3,1,3,1.863333333,18.091,2024-04-05,18.091,2024-04-05,,,,,,,,,-31.6,2.09,-31.6,2.09,1,1,1,1
HR-043-G2-009-44L,HR-043-G2-009-44L-2,9,HR_043,HR_027,G2,44L,2,404,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-05-04,395,,,,25.12,25.12,7,0,12,26,7,1.714285714,12,2.57125,20.397,2024-04-05,20.397,2024-04-05,,,,,,,,,-29.64,3.23,-29.64,3.23,1,1,1,1
HR-044-G1-002-23L,HR-044-G1-002-23L-5,2,HR_044,HR_141,G1,23L,5,68,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,,,8.89,8.89,3,0,6,13,3,2,6,1.656666667,20.508,2024-04-05,20.508,2024-04-05,,,54.215,1.85,29.305405405405406,,0.03412339758369455,,-30.82,4.3,-30.82,4.3,1,1,1,1
HR-044-G1-005-5L,HR-044-G1-005-5L-3,5,HR_044,HR_141,G1,5L,3,185,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,12.79,12.79,2,0,0,4,2,0,0,,25.989,2024-04-05,25.989,2024-04-05,,,,,,,,,-31.09,2.81,-31.09,2.81,1,1,1,0
HR-044-G1-008-39R,HR-044-G1-008-39R-2,8,HR_044,HR_141,G1,39R,2,354,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,4.24,4.24,1,1,2,2,2,2,4,2.955,24.978,2024-04-20,24.978,2024-04-20,,,44.367,2.82,15.732978723404255,,0.06356075461491649,,-31.3,1.94,-31.3,1.94,1,1,1,1
HR-044-G2-001-15L,HR-044-G2-001-15L-3,1,HR_044,HR_141,G2,15L,3,15,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,7.09,7.09,3,0,5,6,3,1.666666667,5,2.770833333,,,,,,,17.223,0.98,17.574489795918367,,0.05690065609940196,,-31.64,3.66,-31.64,3.66,1,1,1,1
HR-044-G2-001-2R,HR-044-G2-001-2R-2,1,HR_044,HR_141,G2,2R,2,2,TRUE,2022-11-10,2022-11-13,,,,,,,,,9.65,9.65,2,0,3,5,2,1.5,3,2.386666667,,,22.625,2024-04-05,,,30.246,2.17,13.938248847926268,,0.07174502413542286,,-30.97,3.74,-30.97,3.74,0,1,1,1
HR-044-G2-001-31L,HR-044-G2-001-31L-4,1,HR_044,HR_141,G2,31L,4,31,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1,0,2,2,1,2,2,1.43,,,,,,,,,,,,,,,,,0,1,1,1
HR-046-G1-003-37R,HR-046-G1-003-37R-3,3,HR_046,HR_131,G1,37R,3,127,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,3.2,3.2,0,2,0,0,2,,,,,,,,,,40.802,2.27,17.974449339207048,,0.05563452771922945,,-30.92,1.16,-30.92,1.16,1,1,0,0
HR-046-G1-004-14R,HR-046-G1-004-14R-3,4,HR_046,HR_131,G1,14R,3,149,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,3.62,3.62,2,0,0,0,2,0,0,,,,,,,,10.057,0.54,18.624074074074073,,0.053693944516257336,,,,,,1,1,1,0
HR-046-G1-008-7L,HR-046-G1-008-7L-1,8,HR_046,HR_131,G1,7L,1,322,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,18.52,18.52,5,1,7,11,6,1.4,8.4,2.797142857,16.955,2024-04-05,16.955,2024-04-05,,,,,,,,,-30.87,4.63,-30.87,4.63,1,1,1,1
HR-046-G2-003-11L,HR-046-G2-003-11L-4,3,HR_046,HR_131,G2,11L,4,101,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,9.65,9.65,0,3,0,0,3,,,,,,25.369,2024-04-05,,,54.492,2.36,23.089830508474577,,0.043309109594068855,,-31.12,4.65,-31.12,4.65,1,1,0,0
HR-046-G2-008-8R,HR-046-G2-008-8R-3,8,HR_046,HR_131,G2,8R,3,323,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,4.54,4.54,2,0,2,4,2,1,2,2.39,,,,,,,,,,,,,-29.49,2.04,-29.49,2.04,1,1,1,1
HR-046-G2-009-29R,HR-046-G2-009-29R-3,9,HR_046,HR_131,G2,29R,3,389,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,17.2,17.2,6,0,21,30,6,3.5,21,1.1835,21.22,2024-04-05,21.22,2024-04-05,,,29.767,1.47,20.249659863945578,,0.04938354553700407,,-29.74,4.28,-29.74,4.28,1,1,1,1
HR-047-G1-001-11L,HR-047-G1-001-11L-2,1,HR_047,HR_155,G1,11L,2,11,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0,0,0,0,0,,0,,,,22.326,2024-04-20,,,24.174,1.45,16.671724137931033,,0.05998179862662365,,,,-30.73,1.06,1,0,0,0
HR-047-G1-001-20L,HR-047-G1-001-20L-1,1,HR_047,HR_155,G1,20L,1,20,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,3.21,3.21,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
HR-047-G1-001-22L,HR-047-G1-001-22L-3,1,HR_047,HR_155,G1,22L,3,22,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,6.02,6.02,1,0,0,5,1,0,0,,,,,,,,50.821,2.59,19.622007722007723,,0.05096318451034021,,-30.35,2.53,-30.35,2.53,1,1,1,0
HR-047-G2-003-33L,HR-047-G2-003-33L-5,3,HR_047,HR_155,G2,33L,5,123,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,6.29,6.29,2,1,4,4,3,2,6,2.125,,,20.421,2024-04-05,,,58.29,2.68,21.75,,0.04597701149425287,,-30.23,3.24,-30.23,3.24,1,1,1,1
HR-047-G2-007-15L,HR-047-G2-007-15L-5,7,HR_047,HR_155,G2,15L,5,284,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,7.44,7.44,2,0,3,6,2,1.5,3,1.986666667,17.414,2024-04-20,17.414,2024-04-20,,,,,,,,,-30.54,2.93,-30.54,2.93,1,1,1,1
HR-047-G2-008-24L,HR-047-G2-008-24L-4,8,HR_047,HR_155,G2,24L,4,339,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,31.2,31.2,4,0,2,14,4,0.5,2,2.045,21.66,2024-04-20,21.66,2024-04-20,33.274,1.94,33.274,1.94,17.15154639175258,17.15154639175258,0.058303780729698856,0.058303780729698856,-29.91,2.68,-29.91,2.68,1,1,1,1
HR-049-G1-003-14L,HR-049-G1-003-14L-1,3,HR_049,HR_131,G1,14L,1,104,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,3.12,3.12,0,1,0,0,1,,,,27.567,2024-04-20,27.567,2024-04-20,,,32.179,2.51,12.820318725099604,,0.0780011808943721,,-31.22,0.16,-31.22,0.16,1,1,0,0
HR-049-G1-006-5L,HR-049-G1-006-5L-4,6,HR_049,HR_131,G1,5L,4,230,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,,,1,0,3,5,1,3,3,1.483333333,,,18.889,2024-03-23,,,,,,,,,,,-29.64,3.15,1,1,1,1
HR-049-G2-002-8L,HR-049-G2-002-8L-2,2,HR_049,HR_131,G2,8L,2,53,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,9.01,9.01,3,1,6,8,4,2,8,2.2,,,21.113,2024-04-05,,,44.605,1.5,29.736666666666665,,0.03362851698240108,,-30.74,4.26,-30.74,4.26,1,1,1,1
HR-049-G2-006-21R,HR-049-G2-006-21R-3,6,HR_049,HR_131,G2,21R,3,246,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,5.61,5.61,2,0,4,6,2,2,4,1.59,,,,,,,,,,,,,-31.19,1.21,-31.19,1.21,1,1,1,1
HR-049-G2-007-31R,HR-049-G2-007-31R-2,7,HR_049,HR_131,G2,31R,2,301,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,6.46,6.46,2,1,6,10,3,3,9,1.01,22.198,2024-04-20,22.198,2024-04-20,,,,,,,,,-29.51,1.93,-29.51,1.93,1,1,1,1
HR-050-G1-004-28L,HR-050-G1-004-28L-3,4,HR_050,HR_148,G1,28L,3,163,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,11.54,11.54,5,1,7,9,6,1.4,8.4,3.4775,,,24.291,2024-04-05,,,34.893,1.35,25.846666666666664,,0.038689708537529025,,-29.9,5.15,-29.9,5.15,1,1,1,1
HR-050-G1-004-31L,HR-050-G1-004-31L-4,4,HR_050,HR_148,G1,31L,4,166,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,17.57,17.57,3,2,5,6,5,1.666666667,8.333333333,3.565,,,,,,,28.811,1.37,21.029927007299268,,0.04755128249626879,,-29.71,2.88,-29.71,2.88,1,1,1,1
HR-050-G1-009-27L,HR-050-G1-009-27L-5,9,HR_050,HR_148,G1,27L,5,387,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,6.5,6.5,2,1,4,6,3,2,6,1.5675,,,17.212,2024-04-05,,,,,,,,,-31.56,4.78,-31.56,4.78,1,1,1,1
HR-050-G2-001-17R,HR-050-G2-001-17R-2,1,HR_050,HR_148,G2,17R,2,17,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.67,1.67,0,0,0,0,0,,0,,,,23.953,2024-04-20,,,,,,,,,,,,,1,0,0,0
HR-050-G2-007-19R,HR-050-G2-007-19R-1,7,HR_050,HR_148,G2,19R,1,288,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.95,2.95,0,1,0,0,1,,,,16.885,2024-04-20,16.885,2024-04-20,,,,,,,,,-31.04,1.66,-31.04,1.66,1,1,0,0
HR-050-G2-009-33R,HR-050-G2-009-33R-1,9,HR_050,HR_148,G2,33R,1,393,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,2,0,4,4,2,2,4,3.4325,,,,,,,,,,,,,-30.54,1.4,-30.54,1.4,1,1,1,1
HR-051-G1-001-2L,HR-051-G1-001-2L-5,1,HR_051,HR_189,G1,2L,5,2,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,58.64,58.64,9,2,19,31,11,2.111111111,23.22222222,2.068285714,22.898,2024-04-05,22.898,2024-04-05,,,74.038,4.22,17.544549763033174,,0.05699775790810125,,-30,4.06,-30,4.06,1,1,1,1
HR-051-G1-005-37R,HR-051-G1-005-37R-4,5,HR_051,HR_189,G1,37R,4,217,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-05,13,,,,,,4,2,16,18,6,4,24,2.089642857,,,23.536,2024-04-05,,,18.545,0.97,19.11855670103093,,0.05230520355891075,,-31.11,2.08,-31.11,2.08,1,1,1,1
HR-051-G1-006-6R,HR-051-G1-006-6R-4,6,HR_051,HR_189,G1,6R,4,231,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-05-04,395,,,,33.57,33.57,15,6,27,43,21,1.8,37.8,2.347264706,,,21.059,2024-03-23,,,18.448,1.08,17.081481481481482,,0.0585429314830876,,-29,1.73,-29,1.73,1,1,1,1
HR-051-G2-005-42L,HR-051-G2-005-42L-5,5,HR_051,HR_189,G2,42L,5,222,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,8.57,8.57,1,1,4,5,2,4,8,1.5425,,,,,,,30.52,1.74,17.54022988505747,,0.05701179554390564,,,,,,1,1,1,1
HR-051-G2-006-15L,HR-051-G2-006-15L-4,6,HR_051,HR_189,G2,15L,4,240,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,6.66,6.66,1,1,0,1,2,0,0,,,,,,,,,,,,,,-29.59,3.02,-29.59,3.02,1,1,1,0
HR-051-G2-009-38R,HR-051-G2-009-38R-3,9,HR_051,HR_189,G2,38R,3,398,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.75,1.75,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,1,1,0,0
HR-053-G1-003-25R,HR-053-G1-003-25R-4,3,HR_053,HR_090,G1,25R,4,115,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,6.34,6.34,0,3,0,0,3,,,,,,,,,,30.723,1.34,22.927611940298505,,0.04361553233733685,,-30.78,3.3,-30.78,3.3,1,1,0,0
HR-053-G1-005-9L,HR-053-G1-005-9L-2,5,HR_053,HR_090,G1,9L,2,189,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,1900-01-04,,,44.42,44.42,11,2,10,18,13,0.9090909091,11.81818182,2.042,20.163,2024-04-05,20.163,2024-04-05,,,,,,,,,-30.72,4.93,-30.72,4.93,1,1,1,1
HR-053-G1-007-44R,HR-053-G1-007-44R-1,7,HR_053,HR_090,G1,44R,1,314,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,0,0,0,0,0,,0,,20.545,2024-04-20,20.545,2024-04-20,,,,,,,,,,,,,1,0,0,0
HR-053-G2-002-2R,HR-053-G2-002-2R-3,2,HR_053,HR_090,G2,2R,3,47,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,6.81,6.81,1,0,0,2,1,0,0,,18.848,2024-04-05,18.848,2024-04-05,,,,,,,,,-31.42,2.11,-31.42,2.11,1,1,1,0
HR-053-G2-003-23R,HR-053-G2-003-23R-1,3,HR_053,HR_090,G2,23R,1,113,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.91,1.91,1,1,2,3,2,2,4,1.725,,,19.736,2024-04-05,,,,,,,,,,,,,1,1,1,1
HR-053-G2-009-13L,HR-053-G2-009-13L-1,9,HR_053,HR_090,G2,13L,1,373,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,15.54,15.54,9,0,25,29,9,2.777777778,25,2.528668831,,,19.587,2024-03-23,,,,,,,,,-30.25,4.33,-30.25,4.33,1,1,1,1
HR-054-G1-005-6R,HR-054-G1-005-6R-2,5,HR_054,HR_196,G1,6R,2,186,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,62.13,62.13,12,4,28,28,16,2.333333333,37.33333333,4.073717949,24.389,2024-04-05,24.389,2024-04-05,,,29.262,1.64,17.84268292682927,,0.05604538309069783,,-29.47,3.52,-29.47,3.52,1,1,1,1
HR-054-G1-007-3R,HR-054-G1-007-3R-2,7,HR_054,HR_196,G1,3R,2,271,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,13.32,13.32,4,2,9,9,6,2.25,13.5,2.294444444,20.921,2024-04-05,20.921,2024-04-05,,,,,,,,,-30.4,3.99,-30.4,3.99,1,1,1,1
HR-054-G1-009-23L,HR-054-G1-009-23L-1,9,HR_054,HR_196,G1,23L,1,383,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,18.09,18.09,7,1,16,17,8,2.285714286,18.28571429,2.208333333,,,21.572,2024-04-05,,,26.233,1.54,17.034415584415584,,0.058704684938817524,,-30.33,4.09,-30.33,4.09,1,1,1,1
HR-054-G2-002-29L,HR-054-G2-002-29L-5,2,HR_054,HR_196,G2,29L,5,74,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,12.55,12.55,4,0,1,6,4,0.25,1,3.1,20.901,2024-04-20,20.901,2024-04-20,,,35.041,2.48,14.129435483870967,,0.07077423589509432,,-30.54,3.64,-30.54,3.64,1,1,1,1
HR-054-G2-005-29L,HR-054-G2-005-29L-5,5,HR_054,HR_196,G2,29L,5,209,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,8.97,8.97,4,1,7,13,5,1.75,8.75,2.54,,,,,,,39.009,1.97,19.801522842639596,,0.05050116639749801,,-29.82,2.7,-29.82,2.7,1,1,1,1
HR-056-G1-003-3R,HR-056-G1-003-3R-1,3,HR_056,HR_002,G1,3R,1,93,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,7.86,7.86,3,1,3,6,4,1,4,3.313333333,,,23.687,2024-04-05,,,,,,,,,-30.14,2.44,-30.14,2.44,1,1,1,1
HR-056-G1-004-25L,HR-056-G1-004-25L-1,4,HR_056,HR_002,G1,25L,1,160,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,4,0,3,7,4,0.75,3,2.486666667,,,,,,,23.385,1.15,20.334782608695654,,0.04917682274962582,,,,,,1,1,1,1
HR-056-G1-006-3R,HR-056-G1-006-3R-3,6,HR_056,HR_002,G1,3R,3,228,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,30.55,30.55,6,2,13,14,8,2.166666667,17.33333333,2.936428571,25.46,2024-04-05,25.46,2024-04-05,,,,,,,,,-29.74,1.9,-29.74,1.9,1,1,1,1
HR-056-G2-004-11R,HR-056-G2-004-11R-3,4,HR_056,HR_002,G2,11R,3,146,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,5.85,5.85,0,3,0,0,3,,,,,,,,,,,,,,,,-30.49,3.03,-30.49,3.03,1,1,0,0
HR-056-G2-007-4L,HR-056-G2-007-4L-5,7,HR_056,HR_002,G2,4L,5,272,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-04-20,381,,,,,,12,1,53,62,13,4.416666667,57.41666667,2.155166667,25.665,2024-04-05,25.665,2024-04-05,,,49.023,2.17,22.59124423963134,,0.04426493686636884,,-30.76,4.18,-30.76,4.18,1,1,1,1
HR-056-G2-008-32R,HR-056-G2-008-32R-4,8,HR_056,HR_002,G2,32R,4,347,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.79,2.79,1,0,2,3,1,2,2,2.125,,,22.589,2024-04-05,,,,,,,,,-32.05,1.86,-32.05,1.86,1,1,1,1
HR-057-G1-005-31L,HR-057-G1-005-31L-1,5,HR_057,HR_171,G1,31L,1,211,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,,,77.87,77.87,16,3,58,121,19,3.625,68.875,2.961777778,,,,,,,17.286,1,17.286,,0.05785028346638898,,-29.61,4.75,-29.61,4.75,1,1,1,1
HR-057-G1-006-44L,HR-057-G1-006-44L-3,6,HR_057,HR_171,G1,44L,3,269,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-05,13,,,,4.17,4.17,2,3,5,5,5,2.5,12.5,2.502,,,,,,,,,,,,,-30.98,3.28,-30.98,3.28,1,1,1,1
HR-057-G1-009-27R,HR-057-G1-009-27R-4,9,HR_057,HR_171,G1,27R,4,387,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2024-05-04,395,,,,15.83,15.83,8,0,24,35,8,3,24,2.695210526,20.983,2024-04-20,20.983,2024-04-20,,,,,,,,,-30,4.43,-30,4.43,1,1,1,1
HR-057-G2-005-15R,HR-057-G2-005-15R-3,5,HR_057,HR_171,G2,15R,3,195,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,3.87,3.87,0,0,0,0,0,,0,,18.345,2024-04-05,18.345,2024-04-05,,,,,,,,,-30.42,2.35,-30.42,2.35,1,0,0,0
HR-057-G2-006-32R,HR-057-G2-006-32R-2,6,HR_057,HR_171,G2,32R,2,257,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,9.13,9.13,5,3,16,16,8,3.2,25.6,1.52,20.434,2024-03-23,20.434,2024-03-23,,,,,,,,,-30.21,2.48,-30.21,2.48,1,1,1,1
HR-057-G2-007-36L,HR-057-G2-007-36L-2,7,HR_057,HR_171,G2,36L,2,306,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.14,2.14,0,1,0,0,1,,,,,,25.821,2024-04-20,,,,,,,,,,,,,1,1,0,0
HR-058-G1-001-22R,HR-058-G1-001-22R-4,1,HR_058,HR_008,G1,22R,4,22,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,1.79,1.79,1,0,3,4,1,3,3,1.126666667,20.534,2024-04-20,20.534,2024-04-20,,,32.093,1.96,16.373979591836736,,0.06107250802355653,,,,,,1,1,1,1
HR-058-G1-006-31L,HR-058-G1-006-31L-4,6,HR_058,HR_008,G1,31L,4,256,TRUE,2022-11-10,2022-11-13,2024-03-23,499,496,2024-04-20,28,,,,7.21,7.21,4,3,8,8,7,2,14,2.03,,,20.685,2024-03-23,,,30.311,1.23,24.64308943089431,,0.04057932763683151,,-30.23,2.17,-30.23,2.17,1,1,1,1
HR-058-G1-009-43L,HR-058-G1-009-43L-3,9,HR_058,HR_008,G1,43L,3,403,TRUE,2022-11-10,2022-11-13,,,,,,,,,4.32,4.32,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0
HR-058-G2-002-40R,HR-058-G2-002-40R-2,2,HR_058,HR_008,G2,40R,2,85,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,11.21,11.21,4,2,15,23,6,3.75,22.5,1.782666667,23.494,2024-04-05,23.494,2024-04-05,,,,,,,,,-28.34,3.53,-28.34,3.53,1,1,1,1
HR-058-G2-002-6L,HR-058-G2-002-6L-5,2,HR_058,HR_008,G2,6L,5,51,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-20,15,,,,15.05,15.05,4,0,9,9,4,2.25,9,3.2725,,,,,,,73.407,2.92,25.139383561643836,,0.03977822278529296,,-29.94,2.75,-29.94,2.75,1,1,1,1
HR-059-G1-002-1L,HR-059-G1-002-1L-3,2,HR_059,HR_002,G1,1L,3,46,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-16,41,1900-01-01,1900-01-01,,84.6,84.6,11,0,15,19,11,1.363636364,15,6.949181818,21.062,2024-04-05,21.062,2024-04-05,,,51.362,2.31,22.234632034632035,,0.04497488415560141,,-27.39,3.26,-27.39,3.26,1,1,1,1
HR-059-G1-005-3L,HR-059-G1-005-3L-1,5,HR_059,HR_002,G1,3L,1,183,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,1900-01-03,,,40.57,40.57,6,1,5,9,7,0.8333333333,5.833333333,4.97125,21.442,2024-04-05,21.442,2024-04-05,,,26.708,1.83,14.594535519125682,,0.06851879586640708,,-30.01,3,-30.01,3,1,1,1,1
HR-059-G1-006-20R,HR-059-G1-006-20R-4,6,HR_059,HR_002,G1,20R,4,245,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,7.24,7.24,3,3,2,8,6,0.6666666667,4,4.25,,,17.913,2024-03-23,,,39.66,1.84,21.554347826086953,,0.046394351991931426,,-29.59,3.42,-29.59,3.42,1,1,1,1
HR-059-G2-007-37L,HR-059-G2-007-37L-2,7,HR_059,HR_002,G2,37L,2,307,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,,,4,1,10,12,5,2.5,12.5,3.065,24.801,2024-04-20,24.801,2024-04-20,,,73.344,4.04,18.154455445544553,,0.05508289703315882,,-32,5.07,-32,5.07,1,1,1,1
HR-059-G2-007-45L,HR-059-G2-007-45L-4,7,HR_059,HR_002,G2,45L,4,315,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,3.6,3.6,1,0,0,3,1,0,0,,,,,,,,,,,,,,-31.53,1.26,-31.53,1.26,1,1,1,0
HR-059-G2-008-12L,HR-059-G2-008-12L-3,8,HR_059,HR_002,G2,12L,3,327,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,6.82,6.82,2,1,4,8,3,2,6,1.87,,,,,,,,,,,,,-28.63,3.21,-28.63,3.21,1,1,1,1
HR-061-G1-005-8R,HR-061-G1-005-8R-1,5,HR_061,HR_070,G1,8R,1,188,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,7.35,7.35,2,0,3,4,2,1.5,3,2.823333333,,,21.412,2024-04-05,,,,,,,,,-30.89,2.55,-30.89,2.55,1,1,1,1
HR-061-G1-006-9L,HR-061-G1-006-9L-5,6,HR_061,HR_070,G1,9L,5,234,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-04-05,0,,,,4.11,4.11,1,0,0,3,1,0,0,,22.535,2024-04-05,22.535,2024-04-05,,,,,,,,,-31.66,1.18,-31.66,1.18,1,1,1,0
HR-061-G2-001-21R,HR-061-G2-001-21R-3,1,HR_061,HR_070,G2,21R,3,21,TRUE,2022-11-10,2022-11-13,2024-04-20,527,524,2024-04-20,0,,,,2.94,2.94,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
HR-061-G2-005-12L,HR-061-G2-005-12L-5,5,HR_061,HR_070,G2,12L,5,192,TRUE,2022-11-10,2022-11-13,2024-04-05,512,509,2024-05-04,29,,,,18.11,18.11,7,2,18,23,9,2.571428571,23.14285714,2.403,,,,,,,,,,,,,-30.39,5.88,-30.39,5.88,1,1,1,1
