Year,Gen,Location,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_06,FD_07,FD_08,FD_09,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweights_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,latitude_SEG,longitude_SEG,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,sample_ID_SEG,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
2023,G1,8,24,BB_005,BB_195,2,TRUE,BB-195-G1-008-24R-2,24R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-06-07,112,2023-04-27,NA,NA,2023-06-07,NA,NA,1,443.54,443.54,18,0,10,23,18,0.5555555556,10,38.31505,-123.06922,8.176111111,NA,NA,23.13,2024-02-15,NA,NA,77.501,3.78,20.502910052910057,NA,0.048773564212074676,NA,BB-195-G1-008-24R,-30.37,4.76,-30.37,4.76,1,1,1,1
2023,G1,9,25,BB_141,BB_029,4,TRUE,BB-029-G1-009-25R-4,25R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,NA,NA,NA,NA,NA,NA,124.67,124.67,12,3,63,89,15,5.25,78.75,38.31496,-123.06918,2.240148148,29.362,2024-03-15,29.362,2024-03-15,NA,NA,29.856,2.06,14.493203883495147,NA,0.0689978563772776,NA,BB-029-G1-009-25R,-29.56,2.03,-29.56,2.03,1,1,1,1
2023,G1,9,25,BB_023,BB_190,3,TRUE,BB-190-G1-009-25L-3,25L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-03-29,14,NA,NA,NA,NA,NA,NA,NA,9.11,9.11,1,0,0,1,1,0,0,38.31496,-123.06918,NA,NA,NA,29.533,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-190-G1-009-25L,-31.23,3.67,-31.23,3.67,1,1,1,0
2023,G1,9,26,BB_174,BB_010,1,TRUE,BB-010-G1-009-26L-1,26L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,NA,NA,NA,NA,NA,NA,27.02,27.02,0,0,0,0,0,NA,0,38.31496,-123.06918,NA,NA,NA,20.483,2024-02-15,NA,NA,152.581,10.31,14.799321047526671,NA,0.06757066738322597,NA,BB-010-G1-009-26L,-27.3,2.36,-27.3,2.36,1,0,0,0
2023,G1,9,26,BB_169,BB_181,1,TRUE,BB-181-G1-009-26R-1,26R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,NA,NA,NA,NA,NA,NA,NA,10.99,10.99,1,0,4,7,1,4,4,38.31496,-123.06918,1.9425,26.874,2024-03-29,26.874,2024-03-29,NA,NA,70.446,4.22,16.693364928909954,NA,0.0599040399738807,NA,BB-181-G1-009-26R,-30.01,1.64,-30.01,1.64,1,1,1,1
2023,G1,9,27,BB_115,BB_020,1,TRUE,BB-020-G1-009-27R-1,27R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-26,2023-05-10,2023-05-24,NA,6,3,NA,343.14,343.14,5,10,30,40,15,6,90,38.31496,-123.06918,2.453582621,24.387,2024-05-24,24.387,2024-05-24,14.644,1.2,14.644,1.2,12.203333333333333,12.203333333333333,0.08194482381862879,0.08194482381862879,BB-020-G1-009-27R,-28.39,0.94,-28.39,0.94,1,1,1,1
2023,G2,9,27,BB_213,BB_132,2,TRUE,BB-132-G2-009-27L-2,27L,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-24,56,2023-04-26,2023-05-10,2023-05-24,NA,3,1,NA,407.71,407.71,3,0,23,25,3,7.666666667,23,38.31496,-123.06918,5.205277778,34.868,2024-03-29,34.868,2024-03-29,87.894,6.27,87.894,6.27,14.01818181818182,14.01818181818182,0.07133592736705577,0.07133592736705577,BB-132-G2-009-27L,-29.59,3.09,-29.59,3.09,1,1,1,1
2023,G2,10,28,BB_141,BB_029,1,TRUE,BB-029-G2-010-28R-1,28R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,NA,NA,NA,NA,NA,67.2,67.2,15,0,69,69,15,4.6,69,38.31495,-123.06921,4.759666667,NA,NA,NA,NA,NA,NA,95.313,4.16,22.911778846153847,NA,0.043645672678438406,NA,BB-029-G2-010-28R,-30.38,4.6,-30.38,4.6,1,1,1,1
2023,G2,10,28,BB_038,BB_149,2,TRUE,BB-149-G2-010-28L-2,28L,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,NA,NA,10,NA,NA,429.81,429.81,19,1,72,90,20,3.789473684,75.78947368,38.31495,-123.06921,4.700833333,33.27,2024-03-29,33.27,2024-03-29,NA,NA,62.576,4.91,12.744602851323828,NA,0.07846458706213245,NA,BB-149-G2-010-28L,-28.86,5.02,-28.86,5.02,1,1,1,1
2023,G1,10,29,BB_141,BB_029,5,TRUE,BB-029-G1-010-29L-5,29L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-27,NA,2023-05-24,NA,NA,1,NA,153.37,153.37,8,5,29,34,13,3.625,47.125,38.31495,-123.06921,3.051746881,26.132,2024-03-01,26.132,2024-03-01,NA,NA,23.572,2.57,9.171984435797665,NA,0.10902765993551672,NA,BB-029-G1-010-29L,-31.6,3.88,-31.6,3.88,1,1,1,1
2023,G1,10,29,BB_100,BB_135,1,TRUE,BB-135-G1-010-29R-1,29R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,NA,NA,2,NA,NA,115.73,115.73,4,6,28,29,10,7,70,38.31495,-123.06921,3.356428571,NA,NA,31.177,2024-03-15,NA,NA,192.126,11.11,17.293069306930693,NA,0.05782663460437421,NA,BB-135-G1-010-29R,-29.05,4.96,-29.05,4.96,1,1,1,1
2023,G2,10,30,BB_171,BB_039,4,TRUE,BB-039-G2-010-30L-4,30L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,NA,NA,NA,NA,NA,NA,63.76,63.76,4,0,13,20,4,3.25,13,38.31495,-123.06921,5.110375,NA,NA,32.026,2024-03-15,NA,NA,61.324,5.31,11.548775894538608,NA,0.0865892635835888,NA,BB-039-G2-010-30L,-29.9,4.96,-29.9,4.96,1,1,1,1
2023,G1,10,30,BB_091,BB_094,4,TRUE,BB-094-G1-010-30R-4,30R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,NA,NA,3,NA,NA,NA,NA,11,0,8,37,11,0.7272727273,8,38.31495,-123.06921,6.290555556,28.737,2024-03-15,28.737,2024-03-15,NA,NA,114.456,10.6,10.797735849056604,NA,0.0926120081079192,NA,BB-094-G1-010-30R,NA,NA,NA,NA,1,1,1,1
2023,G1,11,31,BB_015,BB_063,3,TRUE,BB-063-G1-011-31R-3,31R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-26,2023-05-10,NA,NA,4,NA,NA,379.75,379.75,9,2,22,64,11,2.444444444,26.88888889,38.31494,-123.06924,1.915416667,27.49,2024-03-15,27.49,2024-03-15,NA,NA,242.238,18.07,13.405534034311012,NA,0.07459605842188262,NA,BB-063-G1-011-31R,-29.44,3.84,-29.44,3.84,1,1,1,1
2023,G1,11,31,BB_194,BB_159,3,TRUE,BB-159-G1-011-31L-3,31L,2022-10-03,2022-10-06,2023-04-12,191,188,2023-06-07,56,2023-04-26,2023-05-10,2023-05-24,2023-06-07,6,3,3,391.84,391.84,7,10,2,3,17,0.2857142857,4.857142857,38.31494,-123.06924,15.095,NA,NA,26.187,2024-02-15,NA,NA,140.763,10.75,13.094232558139536,NA,0.07636950050794597,NA,BB-159-G1-011-31L,-29.84,5.05,-29.84,5.05,1,1,1,1
2023,G1,11,32,BB_215,BB_004,5,TRUE,BB-004-G1-011-32R-5,32R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,NA,NA,NA,NA,NA,118.06,118.06,13,2,28,64,15,2.153846154,32.30769231,38.31494,-123.06924,4.5058,32.39,2024-04-26,32.39,2024-04-26,NA,NA,74.268,4.7,15.801702127659574,NA,0.06328432164593095,NA,BB-004-G1-011-32R,-30.11,4.68,-30.11,4.68,1,1,1,1
2023,G1,11,32,BB_065,BB_192,5,TRUE,BB-192-G1-011-32L-5,32L,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-26,14,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,38.31494,-123.06924,NA,30.526,2024-04-12,30.526,2024-04-12,NA,NA,81.173,6.6,12.298939393939396,NA,0.0813078240301578,NA,BB-192-G1-011-32L,NA,NA,NA,NA,1,0,0,0
2023,G1,11,33,BB_198,BB_045,1,TRUE,BB-045-G1-011-33R-1,33R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,NA,NA,5,NA,NA,NA,NA,4,3,33,36,7,8.25,57.75,38.31494,-123.06924,3.592,35.281,2024-04-12,35.281,2024-04-12,NA,NA,33.419,12.17,2.7460147904683647,NA,0.36416409826745266,NA,BB-045-G1-011-33R,NA,NA,NA,NA,1,1,1,1
2023,G1,11,33,BB_196,BB_088,2,TRUE,BB-088-G1-011-33L-2,33L,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,NA,NA,13,NA,NA,726.72,726.72,15,29,80,108,44,5.333333333,234.6666667,38.31494,-123.06924,4.702712121,NA,NA,27.957,2024-03-15,NA,NA,133.361,7,19.051571428571428,NA,0.05248910850998418,NA,BB-088-G1-011-33L,-30.45,4.82,-30.45,4.82,1,1,1,1
2023,G2,12,34,BB_168,BB_058,2,TRUE,BB-058-G2-012-34L-2,34L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-10,56,2023-04-27,2023-05-10,NA,NA,17,NA,NA,1187.69,1187.69,15,10,106,123,25,7.066666667,176.6666667,38.31496,-123.06927,2.340545455,29.321,2024-03-15,29.321,2024-03-15,NA,NA,64.445,4.67,13.799785867237686,NA,0.0724648925440298,NA,BB-058-G2-012-34L,-29.25,5.1,-29.25,5.1,1,1,1,1
2023,G1,12,34,BB_175,BB_172,5,TRUE,BB-172-G1-012-34R-5,34R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-27,2023-05-10,NA,NA,3,NA,NA,NA,NA,19,2,111,130,21,5.842105263,122.6842105,38.31496,-123.06927,5.407333333,NA,NA,30.459,2024-03-01,NA,NA,113.394,6.5,17.44523076923077,NA,0.05732225690953666,NA,BB-172-G1-012-34R,-30.19,5.3,-30.19,5.3,1,1,1,1
2023,G1,12,35,BB_182,BB_103,3,TRUE,BB-103-G1-012-35L-3,35L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-27,2023-05-10,2023-05-24,NA,3,1,NA,274.36,274.36,3,6,17,17,9,5.666666667,51,38.31496,-123.06927,4.074318182,NA,NA,22.39,2024-02-15,NA,NA,143.685,4,35.92125,NA,0.027838674879075754,NA,BB-103-G1-012-35L,-29.97,4.36,-29.97,4.36,1,1,1,1
2023,G1,12,35,BB_055,BB_183,4,TRUE,BB-183-G1-012-35R-4,35R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,NA,NA,NA,NA,NA,28.51,28.51,1,0,7,8,1,7,7,38.31496,-123.06927,3.498571429,NA,NA,19.278,2024-02-15,NA,NA,166.6,7.3,22.82191780821918,NA,0.04381752701080432,NA,BB-183-G1-012-35R,-31.78,3.71,-31.78,3.71,1,1,1,1
2023,G2,12,36,BB_188,BB_009,4,TRUE,BB-009-G2-012-36L-4,36L,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-27,15,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,38.31496,-123.06927,NA,28.24,2024-04-26,28.24,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,BB-009-G2-012-36L,NA,NA,NA,NA,1,0,0,0
2023,G2,12,36,BB_215,BB_148,5,TRUE,BB-148-G2-012-36R-5,36R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,NA,NA,NA,NA,NA,NA,303.44,303.44,7,4,43,46,11,6.142857143,67.57142857,38.31496,-123.06927,4.778,28.28,2024-03-15,28.28,2024-03-15,NA,NA,180.174,8.4,21.449285714285715,NA,0.046621599120849844,NA,BB-148-G2-012-36R,-28.97,3.28,-28.97,3.28,1,1,1,1
2023,G1,13,37,BB_125,BB_024,1,TRUE,BB-024-G1-013-37R-1,37R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-24,84,2023-04-26,2023-05-10,2023-05-24,NA,3,1,NA,1343.67,1343.67,22,3,87,108,25,3.954545455,98.86363636,38.31494,-123.06931,4.126777778,NA,NA,15.928,2024-02-15,NA,NA,71.991,5.38,13.381226765799257,NA,0.07473156366768068,NA,BB-024-G1-013-37R,-29.73,1.93,-29.73,1.93,1,1,1,1
2023,G1,13,37,BB_099,BB_032,2,TRUE,BB-032-G1-013-37L-2,37L,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,NA,NA,6,NA,NA,96.52,96.52,13,8,51,78,21,3.923076923,82.38461538,38.31494,-123.06931,2.365777778,23.73,2024-02-15,23.73,2024-02-15,NA,NA,127.516,8.36,15.253110047846892,NA,0.06556040026349634,NA,BB-032-G1-013-37L,-29.2,4.45,-29.2,4.45,1,1,1,1
2023,G1,13,38,BB_202,BB_018,3,TRUE,BB-018-G1-013-38R-3,38R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,NA,NA,6,NA,NA,NA,NA,18,1,99,109,19,5.5,104.5,38.31494,-123.06931,3.707388889,23.131,2024-02-15,23.131,2024-02-15,NA,NA,153.112,6.17,24.815559157212316,NA,0.04029729870944146,NA,BB-018-G1-013-38R,NA,NA,NA,NA,1,1,1,1
2023,G1,13,38,BB_196,BB_089,1,TRUE,BB-089-G1-013-38L-1,38L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,NA,NA,NA,NA,NA,NA,32.59,32.59,6,1,14,16,7,2.333333333,16.33333333,38.31494,-123.06931,5.20125,NA,NA,27.377,2024-02-15,NA,NA,175.965,10.15,17.336453201970443,NA,0.057681925382888646,NA,BB-089-G1-013-38L,-30.23,3.23,-30.23,3.23,1,1,1,1
2023,G1,13,39,BB_014,BB_102,4,TRUE,BB-102-G1-013-39L-4,39L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,NA,NA,6,NA,NA,322.65,322.65,24,0,199,253,24,8.291666667,199,38.31494,-123.06931,2.154666667,24.788,2024-03-01,24.788,2024-03-01,NA,NA,154.851,8.66,17.881177829099308,NA,0.05592472764141013,NA,BB-102-G1-013-39L,-30.47,2.67,-30.47,2.67,1,1,1,1
2023,G1,13,39,BB_107,BB_179,2,TRUE,BB-179-G1-013-39R-2,39R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,NA,NA,11,NA,NA,NA,NA,16,1,94,106,17,5.875,99.875,38.31494,-123.06931,4.813833333,NA,NA,23.265,2024-02-15,NA,NA,250.424,11.76,21.294557823129253,NA,0.04696035523751717,NA,BB-179-G1-013-39R,NA,NA,NA,NA,1,1,1,1
2023,G1,14,40,BB_130,BB_048,2,TRUE,BB-048-G1-014-40L-2,40L,2022-10-03,2022-10-06,2023-02-15,135,132,2023-06-07,112,2023-04-27,2023-05-10,2023-05-24,2023-06-07,10,8,4,142.942,142.942,19,3,20,29,22,1.052631579,23.15789474,38.31494,-123.06935,3.473488889,26.154,2024-02-15,26.154,2024-02-15,NA,NA,37.429,11.85,3.158565400843882,NA,0.31659942825082155,NA,BB-048-G1-014-40L,-29.17,2.01,-29.17,2.01,1,1,1,1
2023,G1,14,40,BB_023,BB_078,2,TRUE,BB-078-G1-014-40R-2,40R,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,8,2,0,0,38.31494,-123.06935,NA,NA,NA,21.157,2024-02-15,NA,NA,194.695,11.92,16.333473154362416,NA,0.06122396568992527,NA,BB-078-G1-014-40R,NA,NA,NA,NA,1,1,1,0
2023,G2,14,41,BB_057,BB_200,2,TRUE,BB-200-G2-014-41L-2,41L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-05-24,70,2023-04-27,2023-05-10,2023-05-24,NA,20,1,NA,754.09,754.09,60,10,301,434,70,5.016666667,351.1666667,38.31494,-123.06935,5.672848485,29.764,2024-03-15,29.764,2024-03-15,NA,NA,78.971,5.71,13.83029772329247,NA,0.07230502336300668,NA,BB-200-G2-014-41L,-28.5,2.11,-28.5,2.11,1,1,1,1
2023,G1,14,41,BB_144,BB_207,1,TRUE,BB-207-G1-014-41R-1,41R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,NA,NA,18,NA,NA,198.39,198.39,5,0,15,29,5,3,15,38.31494,-123.06935,3.692037037,29.344,2024-03-15,29.344,2024-03-15,NA,NA,113.382,8.41,13.48180737217598,NA,0.07417403115132913,NA,BB-207-G1-014-41R,-29.64,2.19,-29.64,2.19,1,1,1,1
2023,G1,14,42,BB_188,BB_009,2,TRUE,BB-009-G1-014-42R-2,42R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,NA,0,38.31494,-123.06935,NA,NA,NA,NA,NA,NA,NA,165.344,9.19,17.991730141458106,NA,0.05558109154248113,NA,BB-009-G1-014-42R,NA,NA,NA,NA,1,0,0,0
2023,G1,14,42,BB_057,BB_121,2,TRUE,BB-121-G1-014-42L-2,42L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,NA,NA,9,NA,NA,NA,NA,0,1,0,0,1,NA,NA,38.31494,-123.06935,NA,23.113,2024-03-15,23.113,2024-03-15,NA,NA,218.897,11.45,19.11764192139738,NA,0.05230770636418042,NA,BB-121-G1-014-42L,-32.87,1.63,-32.87,1.63,1,1,0,0
2023,G1,15,43,BB_202,BB_101,1,TRUE,BB-101-G1-015-43R-1,43R,2022-10-03,2022-10-06,2023-03-29,177,174,2023-03-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,38.3149,-123.06934,NA,NA,NA,NA,NA,NA,NA,86.632,3.64,23.8,NA,0.04201680672268907,NA,BB-101-G1-015-43R,NA,NA,NA,NA,1,0,0,0
2023,G1,15,43,BB_108,BB_189,3,TRUE,BB-189-G1-015-43L-3,43L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,NA,NA,NA,NA,NA,NA,74.39,74.39,9,0,58,62,9,6.444444444,58,38.3149,-123.06934,3.613400794,NA,NA,32.093,2024-03-15,NA,NA,62.28,3.89,16.010282776349616,NA,0.062459858702633264,NA,BB-189-G1-015-43L,-29.61,2.39,-29.61,2.39,1,1,1,1
2023,G1,15,44,BB_162,BB_154,4,TRUE,BB-154-G1-015-44L-4,44L,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,2023-04-26,2023-05-10,NA,NA,4,NA,NA,258.39,258.39,8,6,24,35,14,3,42,38.3149,-123.06934,5.310777778,NA,NA,27.518,2024-03-01,NA,NA,52.459,3.8,13.805000000000001,NA,0.07243752263672582,NA,BB-154-G1-015-44L,-31.01,4.39,-31.01,4.39,1,1,1,1
2023,G1,15,44,BB_057,BB_200,1,TRUE,BB-200-G1-015-44R-1,44R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-26,2023-05-10,NA,NA,NA,NA,NA,116.09,116.09,6,0,20,20,6,3.333333333,20,38.3149,-123.06934,1.9390625,20.627,2024-02-15,20.627,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-200-G1-015-44R,-29.14,2.02,-29.14,2.02,1,1,1,1
2023,G2,15,45,BB_182,BB_103,2,TRUE,BB-103-G2-015-45R-2,45R,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-26,14,2023-04-26,NA,NA,NA,NA,NA,NA,10.53,10.53,1,0,0,0,1,0,0,38.3149,-123.06934,NA,NA,NA,20.384,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-103-G2-015-45R,-31.63,2.45,-31.63,2.45,1,1,1,0
2023,G2,15,45,BB_171,BB_157,2,TRUE,BB-157-G2-015-45L-2,45L,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,NA,NA,NA,NA,NA,NA,137.18,137.18,0,0,0,0,0,NA,0,38.3149,-123.06934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-157-G2-015-45L,-29.53,4.05,-29.53,4.05,1,0,0,0
2023,G1,16,46,BB_047,BB_071,1,TRUE,BB-071-G1-016-46L-1,46L,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,NA,NA,NA,NA,NA,NA,116.2,116.2,7,1,36,38,8,5.142857143,41.14285714,38.31488,-123.06934,2.195277778,NA,NA,25.788,2024-02-15,NA,NA,64.772,3.15,20.562539682539686,NA,0.048632124992280604,NA,BB-071-G1-016-46L,-29.54,2.29,-29.54,2.29,1,1,1,1
2023,G1,16,46,BB_177,BB_117,3,TRUE,BB-117-G1-016-46R-3,46R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-27,2023-05-10,NA,NA,1,NA,NA,211.25,211.25,20,6,63,84,26,3.15,81.9,38.31488,-123.06934,2.799205247,NA,NA,27.044,2024-02-15,NA,NA,53.938,3.51,15.366951566951569,NA,0.06507471541399384,NA,BB-117-G1-016-46R,-30.74,2.86,-30.74,2.86,1,1,1,1
2023,G1,16,47,BB_142,BB_093,2,TRUE,BB-093-G1-016-47L-2,47L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,38.31488,-123.06934,NA,NA,NA,22.079,2024-02-15,NA,NA,154.953,6.6,23.477727272727275,NA,0.04259356062806141,NA,BB-093-G1-016-47L,NA,NA,NA,NA,1,0,0,0
2023,G1,16,47,BB_107,BB_123,4,TRUE,BB-123-G1-016-47R-4,47R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,NA,NA,NA,NA,NA,NA,180.97,180.97,13,2,55,73,15,4.230769231,63.46153846,38.31488,-123.06934,2.618041667,NA,NA,19.851,2024-02-15,NA,NA,111.234,4.93,22.56267748478702,NA,0.04432098099501951,NA,BB-123-G1-016-47R,-31.1,4.7,-31.1,4.7,1,1,1,1
2023,G1,16,48,BB_073,BB_064,5,TRUE,BB-064-G1-016-48R-5,48R,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-04-27,NA,NA,NA,NA,NA,NA,131.01,131.01,2,0,0,2,2,0,0,38.31488,-123.06934,NA,NA,NA,NA,NA,NA,NA,59.337,3.49,17.002005730659025,NA,0.0588165899860121,NA,BB-064-G1-016-48R,-29.01,2.71,-29.01,2.71,1,1,1,0
2023,G1,16,48,BB_055,BB_119,5,TRUE,BB-119-G1-016-48L-5,48L,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-04-27,2023-05-10,NA,NA,NA,NA,NA,79.78,79.78,15,1,37,44,16,2.466666667,39.46666667,38.31488,-123.06934,2.737053571,27.418,2024-02-15,27.418,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-119-G1-016-48L,-30.77,3.92,-30.77,3.92,1,1,1,1
2023,G2,17,49,BB_169,BB_076,2,TRUE,BB-076-G2-017-49R-2,49R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,2023-04-26,NA,NA,NA,NA,NA,NA,330.07,330.07,4,0,5,9,4,1.25,5,38.31486,-123.06934,5.972,27.173,2024-03-15,27.173,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-076-G2-017-49R,-30.91,3.25,-30.91,3.25,1,1,1,1
2023,G1,17,49,BB_217,BB_205A,4,TRUE,BB-205A-G1-017-49L-4,49L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,NA,NA,NA,NA,NA,NA,199.05,199.05,9,4,93,97,13,10.33333333,134.3333333,38.31486,-123.06934,1.994333333,NA,NA,NA,NA,NA,NA,150.797,11.69,12.899657827202738,NA,0.07752143610284024,NA,BB-205A-G1-017-49L,-29.86,3.62,-29.86,3.62,1,1,1,1
2023,G2,17,50,BB_130,BB_120,1,TRUE,BB-120-G2-017-50R-1,50R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,NA,NA,1,NA,NA,219.88,219.88,3,4,6,7,7,2,14,38.31486,-123.06934,4.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BB-120-G2-017-50R,-28.2,2.35,-28.2,2.35,1,1,1,1
2023,G1,17,50,BB_107,BB_151,4,TRUE,BB-151-G1-017-50L-4,50L,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,7,0,6,40,7,0.8571428571,6,38.31486,-123.06934,0.51,NA,NA,28.367,2024-02-15,NA,NA,43.901,2.4,18.292083333333334,NA,0.054668458577253366,NA,BB-151-G1-017-50L,NA,NA,NA,NA,1,1,1,1
2023,G1,17,51,BB_066,BB_052,1,TRUE,BB-052-G1-017-51L-1,51L,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,2023-04-26,NA,NA,NA,NA,NA,NA,32.69,32.69,0,0,0,0,0,NA,0,38.31486,-123.06934,NA,NA,NA,24.033,2024-02-15,NA,NA,93.223,6.1,15.282459016393444,NA,0.06543449577893867,NA,BB-052-G1-017-51L,-30.19,1.78,-30.19,1.78,1,0,0,0
2023,G1,17,51,BB_194,BB_159,2,TRUE,BB-159-G1-017-51R-2,51R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,2023-04-26,2023-05-10,NA,NA,1,NA,NA,131.58,131.58,11,0,29,47,11,2.636363636,29,38.31486,-123.06934,4.037396825,NA,NA,25.923,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,BB-159-G1-017-51R,-28.96,3.23,-28.96,3.23,1,1,1,1
2023,G1,18,52,BB_100,BB_031,1,TRUE,BB-031-G1-018-52R-1,52R,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,2023-04-27,NA,NA,NA,NA,NA,NA,123.72,123.72,0,0,0,0,0,NA,0,38.31483,-123.06932,NA,NA,NA,15.349,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,BB-031-G1-018-52R,-27.71,5.8,-27.71,5.8,1,0,0,0
