Year,Gen,Transect,Sequence,Donor,Recipient,Plant_ID,F_plant,sample_ID_SEG,SegPos,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweights_mg_SEG,closed_fruits,open_fruits,filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,msm_all,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds,Cohort,Block,Replicated,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,days_germ2flower,corolla_area_mm2,corolla_area_mm2_SEG,sd_msm_all,est_fecundity_int,surv_to_germ,skel_dryweights_mg
2023,G2,3,99,AC_195,AC_179,5,TRUE,AC-179-G2-003-27R,27R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,10.62,10.62,2,0,1,2,2,0.5,1,3.3,18.259,2023-04-28,18.259,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,-32.14,3.09,-32.14,3.09,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.62
2023,G2,3,100,AC_007,AC_081,2,TRUE,AC-081-G2-003-28L,28L,2022-10-17,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,3,101,AC_102,AC_191,2,TRUE,AC-191-G1-003-29L,29L,2022-10-17,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.635,1.15,18.813043478260873,NA,0.05315461058470071,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,3,101,AC_161,AC_213,2,TRUE,AC-213-G2-003-29R,29R,2022-10-17,2022-10-21,2024-04-14,545,541,2024-04-28,14,NA,NA,NA,NA,NA,1,3,2,4,4,2,8,1.52,16.671,2023-04-14,16.671,2023-04-14,NA,NA,26.443,2.04,12.962254901960783,NA,0.07714707105850319,NA,-31.64,2.71,-31.64,2.71,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,3,102,AC_103,AC_144,5,TRUE,AC-144-G2-003-30L,30L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,9.37,9.37,2,1,2,3,3,1,3,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.41,3.65,-32.41,3.65,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37
2023,G2,3,102,AC_103,AC_154,3,TRUE,AC-154-G2-003-30R,30R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,6.76,6.76,5,0,11,14,5,2.2,11,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.26,3.32,-32.26,3.32,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76
2023,G2,3,103,AC_160,AC_015,2,TRUE,AC-015-G2-003-31L,31L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,1900-01-01,NA,9.13,9.13,1,0,0,0,1,0,0,NA,14.81,2023-05-26,14.81,2023-05-26,NA,NA,44.656,2.61,17.109578544061304,NA,0.05844679326406306,NA,-31.86,2.66,-31.86,2.66,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13
2023,G2,3,103,AC_179,AC_171,3,TRUE,AC-171-G2-003-31R,31R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,23.71,23.71,4,0,8,16,4,2,8,1.619166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.9,3.61,-31.9,3.61,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.71
2023,G1,3,104,AC_198,AC_051,5,TRUE,AC-051-G1-003-32L,32L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,2.56,2.56,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56
2023,G1,3,104,AC_015,AC_197,4,TRUE,AC-197-G1-003-32R,32R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,NA,NA,1,1,2,4,2,2,4,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.28,2.77,-31.28,2.77,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,3,105,AC_216,AC_058,5,TRUE,AC-058-G2-003-33L,33L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,21.11,21.11,1,5,0,1,6,0,0,NA,NA,NA,NA,NA,NA,NA,36.32,2.48,14.64516129032258,NA,0.06828193832599119,NA,-32.56,3.93,-32.56,3.93,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11
2023,G1,3,105,AC_172,AC_111,4,TRUE,AC-111-G1-003-33R,33R,2022-10-17,2022-10-21,2024-04-14,545,541,2024-04-14,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,19.828,2023-04-14,NA,NA,24.122,1.71,14.106432748538012,NA,0.07088964430810049,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,3,106,AC_015,AC_190,5,TRUE,AC-190-G1-003-34R,34R,2022-10-17,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,11.4,11.4,0,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.16,3.32,-31.16,3.32,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4
2023,G2,3,107,AC_216,AC_034,3,TRUE,AC-034-G2-003-35L,35L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,5.95,5.95,0,3,0,0,3,NA,NA,NA,NA,NA,18.593,2023-04-14,NA,NA,34.777,2.63,13.22319391634981,NA,0.07562469448198522,NA,-31.24,1.24,-31.24,1.24,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95
2023,G2,3,107,AC_096,AC_074,4,TRUE,AC-074-G2-003-35R,35R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,26.1,26.1,3,1,13,14,4,4.333333333,17.33333333,1.697692308,NA,NA,NA,NA,NA,NA,59.18,4.58,12.921397379912664,NA,0.07739101047651234,NA,-32.12,1.16,-32.12,1.16,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1
2023,G2,4,108,AC_172,AC_111,3,TRUE,AC-111-G2-004-1L,1L,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-26,14,NA,NA,NA,7.7,7.7,3,2,0,0,5,0,0,NA,NA,NA,20.519,2023-04-28,NA,NA,33.208,2.37,14.01181434599156,NA,0.07136834497711396,NA,-32.34,0.8,-32.34,0.8,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7
2023,G2,4,108,AC_007,AC_187,4,TRUE,AC-187-G2-004-1R,1R,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-12,0,NA,NA,NA,11.26,11.26,3,0,0,0,3,0,0,NA,21.676,2023-05-12,21.676,2023-05-12,NA,NA,53.821,4.47,12.040492170022372,NA,0.08305308336894521,NA,-32.37,1.21,-32.37,1.21,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.26
2023,G2,4,109,AC_054,AC_046,3,TRUE,AC-046-G2-004-2L,2L,2022-10-17,2022-10-21,2024-05-26,587,583,2024-05-26,0,NA,1900-01-01,NA,4.73,4.73,0,1,0,0,1,NA,NA,NA,NA,NA,19.18,2023-05-12,NA,NA,28.584,1.94,14.734020618556702,NA,0.06787013713965855,NA,-31.95,1.58,-31.95,1.58,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73
2023,G1,4,109,AC_045,AC_096,3,TRUE,AC-096-G1-004-2R,2R,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-26,14,1900-01-04,NA,NA,54.15,54.15,9,0,22,35,9,2.444444444,22,1.699871795,21.996,2023-05-12,21.996,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,-30.85,5.09,-30.85,5.09,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.15
2023,G1,4,110,AC_186,AC_011,2,TRUE,AC-011-G1-004-3R,3R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,1900-01-03,1900-01-01,NA,20.15,20.15,8,1,9,15,9,1.125,10.125,1.073214286,19.31,2023-04-28,19.31,2023-04-28,NA,NA,49.471,3.39,14.593215339233035,NA,0.06852499444118777,NA,-32.06,2.71,-32.06,2.71,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15
2023,G2,4,110,AC_207,AC_055,5,TRUE,AC-055-G2-004-3L,3L,2022-10-17,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,4,111,AC_002,AC_104,5,TRUE,AC-104-G1-004-4L,4L,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-12,0,1900-01-01,NA,NA,8.42,8.42,2,0,0,6,2,0,0,NA,NA,NA,19.315,2023-04-28,NA,NA,25.014,1.59,15.732075471698112,NA,0.06356440393379707,NA,-30.96,1.58,-30.96,1.58,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42
2023,G2,4,111,AC_177,AC_107,1,TRUE,AC-107-G2-004-4R,4R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,1900-01-05,1900-01-01,NA,45.72,45.72,12,7,55,60,19,4.583333333,87.08333333,1.682555556,20.731,2023-04-28,20.731,2023-04-28,NA,NA,33.559,1.66,20.216265060240964,NA,0.04946512112995024,NA,-31.4,3.09,-31.4,3.09,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72
2023,G2,4,112,AC_102,AC_178,4,TRUE,AC-178-G2-004-5L,5L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,6.72,6.72,3,0,3,4,3,1,3,1.13,NA,NA,21.616,2023-04-28,NA,NA,63.604,3.19,19.93855799373041,NA,0.05015407835985158,NA,-31.49,1.28,-31.49,1.28,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72
2023,G1,4,112,AC_103,AC_201,2,TRUE,AC-201-G1-004-5R,5R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,1900-01-03,1900-01-01,NA,30.03,30.03,10,3,9,41,13,0.9,11.7,1.543333333,NA,NA,20.058,2023-04-28,NA,NA,45.36,2.95,15.376271186440675,NA,0.0650352733686067,NA,-31.39,1.18,-31.39,1.18,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.03
2023,G2,4,113,AC_094,AC_109,1,TRUE,AC-109-G2-004-6R,6R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,1900-01-02,1900-01-04,NA,47.39,47.39,7,5,22,35,12,3.142857143,37.71428571,1.915877193,25.113,2023-04-28,25.113,2023-04-28,NA,NA,28.293,1.94,14.584020618556702,NA,0.06856819708054995,NA,-31.64,2.15,-31.64,2.15,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.39
2023,G1,4,113,AC_195,AC_179,4,TRUE,AC-179-G1-004-6L,6L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,1900-01-02,NA,NA,16.23,16.23,6,1,9,16,7,1.5,10.5,2.4125,23.516,2023-04-28,23.516,2023-04-28,NA,NA,44.909,2.7,16.63296296296296,NA,0.06012157919348016,NA,-30.68,0.74,-30.68,0.74,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.23
2023,G2,4,114,AC_124,AC_014,4,TRUE,AC-014-G2-004-7L,7L,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-26,14,1900-01-02,1900-01-01,NA,11.82,11.82,7,1,5,15,8,0.7142857143,5.714285714,1.318,NA,NA,19.133,2023-04-28,NA,NA,34.667,2.41,14.384647302904565,NA,0.06951856232151614,NA,-31.97,2.33,-31.97,2.33,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82
2023,G1,4,114,AC_179,AC_136,2,TRUE,AC-136-G1-004-7R,7R,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-12,0,1900-01-01,NA,NA,15.83,15.83,7,0,4,12,7,0.5714285714,4,2.3925,NA,NA,24.004,2023-04-28,NA,NA,65.814,4.45,14.789662921348311,NA,0.06761479320509314,NA,-32.09,3.71,-32.09,3.71,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83
2023,G2,4,115,AC_089,AC_057,2,TRUE,AC-057-G2-004-8R,8R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,20.48,20.48,6,2,10,15,8,1.666666667,13.33333333,2.545416667,20.294,2023-04-28,20.294,2023-04-28,NA,NA,47.593,3.43,13.875510204081634,NA,0.07206942197381967,NA,-30.96,4.25,-30.96,4.25,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.48
2023,G1,4,115,AC_039,AC_168,2,TRUE,AC-168-G1-004-8L,8L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,NA,NA,1,1,2,3,2,2,4,1.46,16.776,2023-04-28,16.776,2023-04-28,NA,NA,54.874,2.92,18.792465753424658,NA,0.05321281481211502,NA,-32.12,2.98,-32.12,2.98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,4,116,AC_007,AC_147,1,TRUE,AC-147-G1-004-9L,9L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,3.82,3.82,2,0,3,6,2,1.5,3,1.986666667,NA,NA,21.952,2023-04-28,NA,NA,37.299,3.33,11.2009009009009,NA,0.08927853293653985,NA,-31.77,2.01,-31.77,2.01,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82
2023,G1,4,116,AC_160,AC_186,2,TRUE,AC-186-G1-004-9R,9R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,18.24,18.24,4,1,15,21,5,3.75,18.75,1.302666667,19.268,2023-04-28,19.268,2023-04-28,NA,NA,73.917,5.94,12.443939393939392,NA,0.08036040423718495,NA,-31.91,4.13,-31.91,4.13,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.24
2023,G2,4,117,AC_150,AC_083,1,TRUE,AC-083-G2-004-10L,10L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,11.36,11.36,7,4,4,19,11,0.5714285714,6.285714286,2.295,23.294,2023-04-28,23.294,2023-04-28,NA,NA,46.992,2.91,16.148453608247422,NA,0.06192543411644535,NA,-31.44,3.63,-31.44,3.63,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.36
2023,G2,4,117,AC_150,AC_110,3,TRUE,AC-110-G2-004-10R,10R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,16.91,16.91,5,1,4,19,6,0.8,4.8,1.3475,23.201,2023-04-28,23.201,2023-04-28,NA,NA,30.43,1.82,16.71978021978022,NA,0.05980939861978311,NA,-31.77,4.37,-31.77,4.37,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91
2023,G1,4,118,AC_216,AC_058,3,TRUE,AC-058-G1-004-11L,11L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,20.44,20.44,6,2,4,35,8,0.6666666667,5.333333333,3.15,NA,NA,NA,NA,NA,NA,40.133,3.41,11.769208211143695,NA,0.08496748311863055,NA,-30.39,3.37,-30.39,3.37,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.44
2023,G2,4,118,AC_091,AC_204,3,TRUE,AC-204-G2-004-11R,11R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,NA,NA,8,2,3,22,10,0.375,3.75,1.8375,NA,NA,24.587,2023-04-28,NA,NA,44.169,2.28,19.37236842105263,NA,0.05161991441961557,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,4,119,AC_097,AC_054,5,TRUE,AC-054-G2-004-12L,12L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,3.92,3.92,1,1,6,8,2,6,12,0.6033333333,18.806,2023-04-28,18.806,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,-31.24,1.43,-31.24,1.43,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92
2023,G1,4,119,AC_096,AC_128,3,TRUE,AC-128-G1-004-12R,12R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,19.52,19.52,0,11,0,0,11,NA,NA,NA,21.459,2023-04-28,21.459,2023-04-28,NA,NA,77.402,4.77,16.226834381551363,NA,0.0616263145655151,NA,-31.68,3.29,-31.68,3.29,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52
2023,G2,4,120,AC_207,AC_070,4,TRUE,AC-070-G2-004-13R,13R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,7.18,7.18,5,0,10,15,5,2,10,1.547857143,NA,NA,25.132,2023-04-28,NA,NA,36.306,2.68,13.547014925373132,NA,0.0738169999449127,NA,-32.03,3.24,-32.03,3.24,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18
2023,G1,4,120,AC_039,AC_168,4,TRUE,AC-168-G1-004-13L,13L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,NA,NA,1,2,6,6,3,6,18,1.72,NA,NA,NA,NA,NA,NA,48.371,3.03,15.964026402640268,NA,0.06264083851894729,NA,-31.2,2.07,-31.2,2.07,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,4,121,AC_198,AC_072,3,TRUE,AC-072-G2-004-14L,14L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,1900-01-01,NA,7.64,7.64,3,0,1,2,3,0.3333333333,1,1.38,17.917,2023-04-28,17.917,2023-04-28,NA,NA,23.66,1.72,13.755813953488373,NA,0.07269653423499577,NA,-32.54,3.6,-32.54,3.6,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64
2023,G2,4,121,AC_045,AC_151,4,TRUE,AC-151-G2-004-14R,14R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,28.76,28.76,6,1,5,10,7,0.8333333333,5.833333333,3.91875,18.26,2023-04-28,18.26,2023-04-28,NA,NA,58.739,4.29,13.692074592074592,NA,0.0730349512249102,NA,-30.73,3.83,-30.73,3.83,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.76
2023,G2,4,122,AC_216,AC_099,3,TRUE,AC-099-G2-004-15L,15L,2022-10-17,2022-10-21,2024-05-12,573,569,2024-05-12,0,NA,NA,NA,5.07,5.07,1,0,5,6,1,5,5,1.612,NA,NA,15.445,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,-31.2,2.48,-31.2,2.48,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07
2023,G1,4,123,AC_186,AC_048,3,TRUE,AC-048-G1-004-16L,16L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,3.22,3.22,2,0,4,5,2,2,4,1.83,22.144,2023-04-28,22.144,2023-04-28,NA,NA,21.341,2.01,10.617412935323385,NA,0.09418490230073566,NA,-31.68,1.45,-31.68,1.45,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22
2023,G1,4,123,AC_002,AC_160,5,TRUE,AC-160-G1-004-16R,16R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,NA,NA,7,1,23,27,8,3.285714286,26.28571429,1.014347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G1,4,124,AC_008,AC_068,3,TRUE,AC-068-G1-004-17L,17L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,8.67,8.67,4,0,6,14,4,1.5,6,2.61,21.328,2023-04-28,21.328,2023-04-28,NA,NA,38.364,2.72,14.10441176470588,NA,0.07089980189761236,NA,-31.41,4.91,-31.41,4.91,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67
2023,G2,4,124,AC_094,AC_109,3,TRUE,AC-109-G2-004-17R,17R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,NA,NA,6,1,14,16,7,2.333333333,16.33333333,2.636666667,NA,NA,NA,NA,NA,NA,52.97,3.64,14.5521978021978,NA,0.06871814234472344,NA,-31.65,2.49,-31.65,2.49,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,G2,4,125,AC_186,AC_011,4,TRUE,AC-011-G2-004-18L,18L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,11.88,11.88,3,1,5,12,4,1.666666667,6.666666667,1.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.6,3.31,-32.6,3.31,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88
2023,G1,4,125,AC_161,AC_088,4,TRUE,AC-088-G1-004-18R,18R,2022-10-17,2022-10-21,2024-04-14,545,541,2024-05-12,28,NA,NA,NA,24.98,24.98,6,4,14,23,10,2.333333333,23.33333333,2.075151515,18.89,2023-04-14,18.89,2023-04-14,NA,NA,33.793,2.07,16.32512077294686,NA,0.06125528955700884,NA,-31.88,4.61,-31.88,4.61,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.98
2023,G1,4,126,AC_064,AC_017,3,TRUE,AC-017-G1-004-19R,19R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-04-28,0,NA,NA,NA,4.24,4.24,1,0,0,0,1,0,0,NA,19.151,2023-04-28,19.151,2023-04-28,NA,NA,38.167,3.13,12.193929712460063,NA,0.08200801739722796,NA,-31.41,0.93,-31.41,0.93,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24
2023,G2,4,126,AC_207,AC_055,3,TRUE,AC-055-G2-004-19L,19L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,6.32,6.32,4,1,2,14,5,0.5,2.5,1.41,21.874,2023-04-28,21.874,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,-32.51,3.02,-32.51,3.02,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32
2023,G2,4,127,AC_124,AC_030,3,TRUE,AC-030-G2-004-20R,20R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,6.62,6.62,5,0,9,10,5,1.8,9,2.81,21.395,2023-04-28,21.395,2023-04-28,NA,NA,31.248,1.78,17.55505617977528,NA,0.05696364567332309,NA,-32.33,3.5,-32.33,3.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62
2023,G1,4,127,AC_170,AC_203,1,TRUE,AC-203-G1-004-20L,20L,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-12,14,NA,NA,NA,12.76,12.76,4,2,10,10,6,2.5,15,1.865,17.392,2023-04-28,17.392,2023-04-28,NA,NA,81.576,4.98,16.38072289156626,NA,0.06104736687260961,NA,-32.28,3.42,-32.28,3.42,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.76
2023,G2,4,128,AC_002,AC_160,2,TRUE,AC-160-G2-004-21L,21L,2022-10-17,2022-10-21,2024-04-14,545,541,2024-05-12,28,NA,NA,NA,28.86,28.86,4,4,4,12,8,1,8,2.1525,18.593,2023-04-14,18.593,2023-04-14,NA,NA,39.121,3.11,12.579099678456592,NA,0.07949694537460698,NA,-32.34,2.45,-32.34,2.45,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.86
2023,G2,4,128,AC_068,AC_195,4,TRUE,AC-195-G2-004-21R,21R,2022-10-17,2022-10-21,2024-04-28,559,555,2024-05-26,28,NA,NA,NA,7.51,7.51,4,2,6,16,6,1.5,9,0.72,NA,NA,NA,NA,NA,NA,55.276,NA,NA,NA,NA,NA,-31.37,3.02,-31.37,3.02,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51
