Year,Site,Plant.ID,Trt,NumCf,pForbs,pGrasses,pLegumes,pWoody,pBare,weight.clipped,Initial.Height,Initial.LfNum,Survival,Stage,Final.Height,Fin.Branch,Fin.LeafNum,Fin.SeedPod
2009,TYSa,46,R,5,20,10,0,0,70,.,17,6,1,3,28,2,11,3
2009,TYSa,47,C,7,5,60,5,0,30,.,19,5,1,3,21,3,13,3
2009,TYSa,48,R,6,10,70,0,0,20,.,16,3,0,0,.,.,.,.
2009,TYSa,49,C,1,50,10,30,0,10,.,13,2,0,0,.,.,.,.
2009,TYSa,50,R,1,15,40,25,0,20,.,11,4,0,0,.,.,.,.
2009,KZA,1,C,1,15,80,0,0,5,.,22,4,1,5,48.1,1,.,8
2009,KZA,2,R,1,10,80,5,0,5,.,16,5,1,5,46.3,3,.,27
2009,KZA,3,C,2,10,80,5,0,5,.,16,5,.,.,.,.,.,.
2009,KZA,4,R,1,20,70,5,0,5,.,25,7,.,.,.,.,.,.
2009,KZA,5,C,2,50,40,5,0,5,.,26,7,1,5,66.9,7,.,45
2009,KZA,6,R,2,20,60,10,0,10,.,18,6,.,.,.,.,.,.
2009,KZA,7,C,1,15,75,5,0,5,.,30,7,1,5,42.5,5,.,22
2009,KZA,8,R,4,10,50,5,25,10,.,21,7,1,5,16.0,2,.,12
2009,KZA,9,C,1,10,80,0,0,10,.,21,7,1,5,.,.,.,.
2009,KZA,10,R,37,0,30,30,0,40,.,18,9,1,5,70.0,7,.,66
2009,KZA,11,C,4,15,40,40,0,5,.,14,6,1,5,70.0,1,.,27
2009,KZA,12,R,3,70,20,5,0,5,.,23,8,1,5,17.5,.,.,.
2009,KZA,13,C,7,0,50,50,0,0,.,23,5,.,.,.,.,.,.
2009,KZA,14,R,4,10,65,5,0,20,.,21,7,1,5,.,.,.,.
2009,KZA,15,C,19,20,30,30,0,20,.,14,7,1,5,.,.,.,.
2009,KZA,16,R,4,10,50,10,0,30,.,14,5,1,5,.,.,.,.
2009,KZA,17,C,10,5,20,10,0,65,.,16,8,1,5,.,.,.,.
2009,KZA,18,R,20,20,20,20,0,40,.,15,4,1,5,.,.,.,.
2009,KZA,19,C,5,5,75,10,0,10,.,24,8,1,5,.,.,.,.
2009,KZA,20,R,8,30,30,10,0,30,.,20,7,1,5,65.0,4,.,74
2009,KZA,21,C,4,10,60,10,0,20,.,20,8,.,.,.,.,.,.
2009,KZA,22,R,8,5,60,10,0,25,.,20,6,1,5,57.5,3,.,55
2009,KZA,23,C,4,10,20,40,0,30,.,20,7,1,5,70.0,3,.,48
2009,KZA,24,R,2,10,75,5,0,10,.,24,8,1,5,62.5,5,.,22
2009,KZA,25,C,1,0,90,5,0,5,.,21,5,1,4,11.9,.,.,.
2009,KZA,26,R,1,5,85,5,0,5,.,15,5,.,.,.,.,.,.
2009,KZA,27,C,1,0,40,10,0,50,.,16,8,1,4,.,.,.,.
2009,KZA,28,R,2,40,30,5,0,25,.,28,9,.,.,.,.,.,.
2009,KZA,29,C,2,10,10,5,30,45,.,18,7,.,.,.,.,.,.
2009,KZA,30,R,6,5,20,10,5,60,.,12,9,1,5,18.8,.,.,.
2009,KZA,31,C,5,5,40,10,5,40,.,15,7,1,5,37.5,1,.,6
2009,KZA,32,R,8,0,5,15,0,80,.,15,9,1,5,15.0,.,.,.
2009,KZA,33,C,4,0,75,5,5,15,.,16,5,1,5,53.8,1,.,6
2009,KZA,34,R,14,10,20,20,20,30,.,24,9,1,5,21.3,.,.,.
2009,KZA,35,C,9,5,35,20,5,35,.,18,7,1,5,62.5,1,.,14
2009,KZA,36,R,4,15,70,10,0,5,.,23,6,1,5,65.0,1,.,10
2009,KZA,37,C,5,40,40,10,0,10,.,14,5,.,.,.,.,.,.
2009,KZA,38,R,13,20,60,10,0,10,.,24,8,1,4,13.8,.,.,.
2009,KZA,39,C,3,20,40,10,0,30,.,20,6,1,4,13.8,.,.,.
2009,KZA,40,R,14,20,30,25,0,25,.,25,7,1,4,15.0,.,.,.
2009,KZA,41,C,7,5,70,10,10,5,.,36,6,1,5,60.0,4,.,20
2009,KZA,42,R,3,20,30,10,0,40,.,22,7,1,5,66.3,8,.,6
2009,KZA,43,C,45,15,60,10,15,0,.,17,6,.,.,.,.,.,.
2009,KZA,44,R,20,20,40,30,0,10,.,30,8,1,5,11.3,.,.,.
2009,KZA,45,C,26,15,50,20,0,15,.,23,6,1,5,95.0,1,.,21
2009,KZA,46,R,13,10,65,5,0,20,.,20,7,.,.,.,.,.,.
2009,KZA,47,C,21,5,75,10,0,10,.,27,8,1,5,20.0,.,.,.
2009,KZA,48,R,9,5,60,30,0,5,.,32,10,1,5,42.5,1,.,0
2009,KZA,49,C,5,30,15,20,0,35,.,13,5,1,5,50.0,1,.,3
2009,KZA,50,R,16,15,65,15,0,5,.,31,8,1,5,82.5,2,.,9
2009,KZA,51,C,22,15,60,10,0,15,.,24,8,.,.,.,.,.,.
2009,KZA,52,R,7,30,50,15,0,5,.,17,6,1,5,10.0,.,.,.
2009,KZA,53,C,63,10,30,30,0,30,.,23,7,1,5,73.8,1,.,15
2009,KZA,54,R,28,25,15,20,0,40,.,17,7,1,5,12.5,.,.,.
2009,KZA,55,C,20,40,30,10,0,20,.,13,5,1,5,7.5,.,.,.
2009,KZA,56,R,20,15,60,10,0,15,.,18,6,1,5,12.5,.,.,.
2009,KZA,57,C,13,15,60,5,0,20,.,24,7,1,5,11.3,.,.,.
2009,KZA,58,R,2,25,40,5,0,30,.,26,8,1,5,42.5,1,.,0
2009,KZA,59,C,9,20,40,15,0,25,.,25,5,1,5,18.8,.,.,.
2009,KZA,60,R,5,15,50,10,0,25,.,21,8,1,5,.,.,.,.
