ID	Block	Pop	CrossPop	SurvWin1	ReprS1	TotFr1	Seed1	Samp1	FruitSeed1	FruitSeedcr1	FruitSeedR1	SurvWin2	ReprS2	TotFr2	Seed2	Samp2	FruitSeed2	FruitSeedcr2	FruitSeedR2	SurvWin3	ReprS3	TotFr3	Seed3	Samp3	FruitSeed3	FruitSeedcr3	FruitSeedR3
1	S1	B	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	S1	C 	CA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
3	S1	D	DB	1	1	12	16	3	64	4	64	1	1	5	4	3	6.666666667	1.882072058	7	1	0	0	0	0	0	0	0
4	S1	A	A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	S1	D	DB	1	1	34	20	3	226.6666667	6.097182849	227	1	0	0	0	0	0	0	0	1	1	15	5	3	25	2.924017738	25
7	S1	D	DA 	1	1	19	34	3	215.3333333	5.993820799	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	S1	A	A	1	1	14	56	3	261.3333333	6.393395965	261	1	1	3	1	1	3	1.44224957	3	1	0	0	0	0	0	0	0
9	S1	D	DB	1	1	8	10	3	26.66666667	2.987603164	27	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
10	S1	B	B	1	1	7	30	3	70	4.1212853	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	S1	C 	CA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
14	S1	D	DB	1	1	1	2	1	2	1.25992105	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
15	S1	C 	CB	1	1	3	8	3	8	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	S1	D	DA 	1	0	0	0	3	0	0	0	1	1	18	2	3	12	2.289428485	12	1	1	24	1	3	8	2	8
18	S1	A	A	1	1	10	2	3	6.666666667	1.882072058	7	1	1	13	2	3	8.666666667	2.054080049	9	1	1	6	22	3	44	3.530348335	44
19	S1	D	DA 	1	1	4	13	3	17.33333333	2.587978692	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	S1	C 	CB	1	1	21	9	3	63	3.979057208	63	1	1	11	3	3	11	2.223980091	11	1	1	14	1	3	4.666666667	1.671099312	5
21	S1	D	DA 	1	1	12	28	3	112	4.820284528	112	1	0	0	0	0	0	0	0	1	1	4	2	3	2.666666667	1.386722549	3
23	S1	D	DB	1	1	20	25	3	166.6666667	5.503212082	167	1	1	8	16	3	42.66666667	3.494321859	43	1	1	6	3	3	6	1.817120593	6
24	S1	D	DB	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
25	S1	D	DA 	1	1	11	51	3	187	5.718479065	187	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
26	S1	D	DA 	1	1	46	7	3	107.3333333	4.752384152	107	1	1	6	4	3	8	2	8	1	1	5	6	1	30	3.107232506	30
27	S1	C 	CB	1	1	18	31	3	186	5.708267473	186	1	1	4	9	3	12	2.289428485	12	1	1	2	8	2	8	2	8
28	S1	D	DB	1	1	37	9	3	111	4.805895534	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	S1	D	DB	1	1	3	25	3	25	2.924017738	25	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
30	S1	B	B	1	1	3	5	1	15	2.466212074	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	S1	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	S1	A	A	1	1	3	37	3	37	3.332221852	37	1	0	0	0	0	0	0	0	1	1	2	9	2	9	2.080083823	9
33	S1	A	A	1	1	5	40	3	66.66666667	4.05480133	67	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
34	S1	D	DB	1	1	23	10	3	76.66666667	4.248172994	77	1	0	0	0	3	0	0	0	1	1	7	1	3	2.333333333	1.326352403	2
35	S1	C 	CA	1	1	36	22	3	264	6.41506866	264	1	1	22	6	3	44	3.530348335	44	1	1	16	3	3	16	2.5198421	16
36	S1	D	DA 	1	1	23	20	3	153.3333333	5.352362578	153	1	1	4	7	1	28	3.036588972	28	1	0	0	0	3	0	0	0
39	S1	B	B	1	1	15	18	3	90	4.481404747	90	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
40	S1	C 	CB	1	1	7	11	3	25.66666667	2.949781337	26	1	0	0	0	0	0	0	0	1	1	5	7	3	11.66666667	2.268030706	12
41	S1	D	DA 	1	1	22	17	3	124.6666667	4.9955516	125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	S1	A	A	1	1	8	17	3	45.33333333	3.565654161	45	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
43	S1	D	DA 	1	1	5	19	3	31.66666667	3.163739986	32	1	1	2	16	2	16	2.5198421	16	1	0	0	0	0	0	0	0
44	S1	C 	CA	1	1	24	28	3	224	6.073177944	224	1	0	0	0	0	0	0	0	1	1	9	3	3	9	2.080083823	9
45	S1	D	DA 	1	1	1	6	1	6	1.817120593	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	S1	C 	CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	S1	D	DB	1	1	9	33	3	99	4.626065009	99	1	1	6	29	3	58	3.870876641	58	1	1	4	6	3	8	2	8
49	S1	C	CA	1	1	4	6	3	8	2	8	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
51	S1	C 	CA	1	1	12	40	3	160	5.428835233	160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	S1	C 	DA 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	S1	C 	CB	1	1	19	18	3	114	4.848807586	114	1	1	7	10	3	23.33333333	2.857539627	23	1	0	0	0	0	0	0	0
61	S1	C 	CB	1	1	5	16	3	26.66666667	2.987603164	27	1	1	3	7	3	7	1.912931183	7	1	0	0	0	2	0	0	0
62	S1	D	DB	1	1	5	8	3	13.33333333	2.371262203	13	1	1	4	12	3	16	2.5198421	16	1	0	0	0	0	0	0	0
63	S1	C 	CA	1	1	7	4	3	9.333333333	2.105453199	9	1	1	13	3	3	13	2.351334688	13	1	1	6	2	3	4	1.587401052	4
66	S1	D	DA 	1	1	18	12	3	72	4.160167646	72	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
67	S1	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	S1	C 	CA	1	1	5	9	3	15	2.466212074	15	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
69	S1	B	B	1	1	41	37	3	505.6666667	7.966876936	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	S1	D	DB	1	1	24	2	3	16	2.5198421	16	1	1	11	3	3	11	2.223980091	11	1	0	0	0	1	0	0	0
72	S1	D	DB	1	1	42	7	3	98	4.610436292	98	1	0	0	0	0	0	0	0	1	1	8	24	3	64	4	64
74	S1	B	B	1	1	40	23	3	306.6666667	6.74355428	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	S1	D	DB	1	1	8	24	3	64	4	64	1	0	0	0	0	0	0	0	1	1	1	2	1	2	1.25992105	2
79	S1	A	A	1	1	7	27	3	63	3.979057208	63	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
80	S1	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	S1	C 	CB	1	1	2	3	2	3	1.44224957	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
82	S1	B	B	1	1	7	21	3	49	3.65930571	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	S1	D	DA 	1	1	3	30	3	30	3.107232506	30	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
86	S1	D	DA 	1	1	31	19	3	196.3333333	5.812076831	196	1	1	8	2	3	5.333333333	1.747160929	5	1	1	16	8	3	42.66666667	3.494321859	43
90	S1	A	A	1	1	16	39	3	208	5.924992137	208	1	1	6	36	3	72	4.160167646	72	1	1	1	9	1	9	2.080083823	9
92	S1	D	DA 	1	1	10	13	3	43.33333333	3.512427477	43	1	1	1	4	1	4	1.587401052	4	1	1	3	11	3	11	2.223980091	11
93	S1	D	DA 	1	1	22	29	3	212.6666667	5.968975661	213	1	1	8	6	3	16	2.5198421	16	1	1	4	7	1	28	3.036588972	28
94	S1	D	DB	1	1	16	5	3	26.66666667	2.987603164	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	S1	D	DB	1	1	7	32	3	74.66666667	4.210906399	75	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
96	S1	D	DA 	1	1	5	12	3	20	2.714417617	20	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
99	S1	D	DA 	1	1	50	8	3	133.3333333	5.108729549	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	S1	D	DB	1	1	72	16	3	384	7.268482371	384	1	0	0	0	3	0	0	0	1	1	13	25	3	108.3333333	4.767097509	108
105	S1	B	B	1	1	14	14	3	65.33333333	4.027587079	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	S1	B	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	S1	D	DA 	1	1	25	12	3	100	4.641588834	100	1	1	22	5	3	36.66666667	3.322184978	37	1	0	0	0	3	0	0	0
108	S1	D	DB	1	1	34	2	3	22.66666667	2.830061583	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	S1	D	DA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	S1	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	S1	D	DB	1	1	3	16	2	24	2.884499141	24	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
112	S1	B	B	1	1	9	11	3	33	3.20753433	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	S1	A	A	1	1	4	28	3	37.33333333	3.342198623	37	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
114	S1	D	DA 	1	1	11	15	3	55	3.802952461	55	1	0	0	0	0	0	0	0	1	1	2	4	2	4	1.587401052	4
115	S1	D	DA 	1	1	41	26	3	355.3333333	7.082914239	355	1	1	14	14	3	65.33333333	4.027587079	65	1	1	16	15	3	80	4.30886938	80
116	S1	A	A	1	1	12	34	3	136	5.142563181	136	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
117	S1	A	A	1	1	15	36	3	180	5.646216173	180	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
118	S1	C 	CA	1	1	25	23	3	191.6666667	5.765657807	192	1	1	9	12	3	36	3.301927249	36	1	1	4	1	2	2	1.25992105	2
120	S1	D	DB	1	1	36	15	3	180	5.646216173	180	1	1	6	3	1	18	2.620741394	18	1	1	34	1	3	11.33333333	2.246221367	11
121	S1	D	DB	1	1	16	22	3	117.3333333	4.895613641	117	1	1	18	21	3	126	5.013297935	126	1	1	16	9	3	48	3.634241186	48
125	S1	D	DA 	1	1	13	16	3	69.33333333	4.108160098	69	1	1	3	1	3	1	1	1	1	0	0	0	0	0	0	0
126	S1	B	B	1	1	12	23	3	92	4.514357435	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	S1	D	DA 	1	1	9	9	3	27	3	27	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
129	S1	D	DB	1	1	18	16	3	96	4.57885697	96	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
130	S1	D	DB	1	1	40	2	3	26.66666667	2.987603164	27	1	0	0	0	0	0	0	0	1	1	8	15	3	40	3.419951893	40
131	S1	D	DA 	1	1	95	24	3	760	9.125805271	760	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
132	S1	D	DB	1	1	20	12	3	80	4.30886938	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	S1	D	DB	1	1	25	13	3	108.3333333	4.767097509	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	S2	D	DB	1	1	7	11	3	25.66666667	2.949781337	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	S2	A	A	1	1	11	70	3	256.6666667	6.35511124	257	1	0	0	0	0	0	0	0	1	1	11	11	3	40.33333333	3.429425493	40
138	S2	B	B	1	1	21	22	3	154	5.360108411	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	S2	D	DA 	1	1	36	15	3	180	5.646216173	180	1	1	24	19	3	152	5.336803297	152	1	1	18	3	3	18	2.620741394	18
140	S2	D	DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	S2	A	A	1	1	6	11	3	22	2.802039331	22	1	1	11	20	3	73.33333333	4.185690785	73	1	1	11	50	3	183.3333333	5.680856403	183
142	S2	D	DB	1	1	24	20	3	160	5.428835233	160	1	1	7	20	3	46.66666667	3.600274328	47	1	1	2	7	2	7	1.912931183	7
143	S2	B	B	1	1	22	14	3	102.6666667	4.682485997	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	S2	D	DB	1	1	8	19	3	50.66666667	3.700332735	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	S2	C 	CB	1	1	9	22	3	66	4.041240021	66	1	1	3	7	3	7	1.912931183	7	1	1	9	1	3	3	1.44224957	3
147	S2	B	B	1	1	27	24	3	216	6	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	S2	D	DA 	1	1	11	19	3	69.66666667	4.114733166	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	S2	D	DA 	1	1	56	11	3	205.3333333	5.899562673	205	1	1	14	4	3	18.66666667	2.652704805	19	1	1	45	4	3	60	3.914867641	60
151	S2	D	DA 	1	1	62	39	3	806	9.306327832	806	1	1	24	11	3	88	4.447960181	88	1	1	30	2	3	20	2.714417617	20
152	S2	B	B	1	1	21	18	3	126	5.013297935	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	S2	D	DB	1	1	31	24	3	248	6.282761305	248	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
156	S2	D	DB	1	1	60	18	3	360	7.113786609	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	S2	D	DB	1	1	31	13	3	134.3333333	5.121469576	134	1	1	4	1	2	2	1.25992105	2	1	1	18	3	3	18	2.620741394	18
158	S2	D	DB	1	1	10	6	3	20	2.714417617	20	1	1	5	6	3	10	2.15443469	10	1	1	5	4	3	6.666666667	1.882072058	7
159	S2	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	S2	C 	CA	1	1	46	7	3	107.3333333	4.752384152	107	1	0	0	0	0	0	0	0	1	1	7	5	3	11.66666667	2.268030706	12
162	S2	D	DA 	1	1	13	14	3	60.66666667	3.929313778	61	1	0	0	0	3	0	0	0	1	1	7	5	3	11.66666667	2.268030706	12
163	S2	C	CA	1	1	22	23	3	168.6666667	5.525137461	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	S2	C 	CB	1	1	7	25	3	58.33333333	3.878277952	58	1	1	7	11	3	25.66666667	2.949781337	26	1	0	0	0	3	0	0	0
168	S2	C 	CA	1	1	21	7	3	49	3.65930571	49	1	1	8	25	3	66.66666667	4.05480133	67	1	1	8	1	3	2.666666667	1.386722549	3
169	S2	D	DA 	1	1	30	31	3	310	6.767899452	310	1	0	0	0	3	0	0	0	1	0	0	0	3	0	0	0
170	S2	B	B	1	1	37	26	3	320.6666667	6.844650425	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	S2	A	A	1	1	9	30	3	90	4.481404747	90	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
172	S2	D	DA 	1	1	47	4	3	62.66666667	3.972027057	63	1	1	3	2	2	3	1.44224957	3	1	1	22	1	3	7.333333333	1.942825561	7
173	S2	C 	CA	1	1	17	19	3	107.6666667	4.757298721	108	1	1	5	9	3	15	2.466212074	15	1	1	11	1	3	3.666666667	1.54202167	4
174	S2	C 	CA	1	0	0	0	0	0	0	0	1	1	5	1	3	1.666666667	1.185631102	2	1	0	0	0	3	0	0	0
175	S2	C 	CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	S2	D	DA 	1	1	28	22	3	205.3333333	5.899562673	205	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	S2	D	DA 	1	1	75	14	3	350	7.047298732	350	1	0	0	0	3	0	0	0	1	1	42	1	3	14	2.410142264	14
178	S2	D	DA 	1	1	15	25	3	125	5	125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	S2	D	DA 	1	1	32	27	3	288	6.603854498	288	1	1	17	2	3	11.33333333	2.246221367	11	1	1	16	1	3	5.333333333	1.747160929	5
181	S2	D	DB	1	1	13	31	3	134.3333333	5.121469576	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	S2	D	DA 	1	1	7	8	3	18.66666667	2.652704805	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	S2	C 	CB	1	1	47	12	3	188	5.728654316	188	1	1	8	3	3	8	2	8	1	0	0	0	3	0	0	0
185	S2	B	B	1	1	8	12	3	32	3.174802104	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	S2	D	DA 	1	1	27	9	3	81	4.326748711	81	1	1	18	17	3	102	4.672328728	102	1	0	0	0	3	0	0	0
190	S2	D	DB	1	1	21	5	3	35	3.27106631	35	1	0	0	0	3	0	0	0	1	1	20	6	3	40	3.419951893	40
191	S2	D	DA 	1	1	31	13	3	134.3333333	5.121469576	134	1	1	9	2	3	6	1.817120593	6	1	1	11	4	3	14.66666667	2.447806821	15
192	S2	C 	CB	1	1	8	24	3	64	4	64	1	1	6	5	3	10	2.15443469	10	1	1	3	2	3	2	1.25992105	2
193	S2	B	B	1	1	18	18	3	108	4.762203156	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	S2	D	DB	1	1	10	8	3	26.66666667	2.987603164	27	1	1	4	3	3	4	1.587401052	4	1	0	0	0	3	0	0	0
198	S2	D	DA 	1	1	27	10	3	90	4.481404747	90	1	0	0	0	0	0	0	0	1	1	12	1	3	4	1.587401052	4
199	S2	B	B	1	1	32	37	3	394.6666667	7.335169421	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	S2	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	S2	D	DA 	1	1	18	34	3	204	5.886765317	204	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
206	S2	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
207	S2	D	DB	1	1	47	29	3	454.3333333	7.687613375	454	1	1	24	5	3	40	3.419951893	40	1	1	11	7	3	25.66666667	2.949781337	26
208	S2	D	DA 	1	1	39	9	3	117	4.890973247	117	1	1	12	3	3	12	2.289428485	12	1	1	12	2	3	8	2	8
210	S2	B	B	1	1	13	34	3	147.3333333	5.281618216	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	S2	B	B	1	1	31	3	3	31	3.141380652	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	S2	D	DA 	1	1	23	5	3	38.33333333	3.37177714	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	S2	D	DB	1	1	35	13	3	151.6666667	5.332899271	152	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
219	S2	D	DB	1	1	67	3	3	67	4.0615481	67	1	1	22	2	3	14.66666667	2.447806821	15	1	1	21	1	3	7	1.912931183	7
220	S2	B	B	1	1	42	22	3	308	6.753313417	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	S2	D	DA 	1	1	28	10	3	93.33333333	4.536061411	93	1	1	2	1	1	2	1.25992105	2	1	0	0	0	3	0	0	0
223	S2	D	DB	1	1	11	14	3	51.33333333	3.716491598	51	1	0	0	0	0	0	0	0	1	1	5	1	3	1.666666667	1.185631102	2
224	S2	D	DB	1	1	48	14	3	224	6.073177944	224	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	S2	D	DA 	1	1	21	9	3	63	3.979057208	63	1	1	5	8	3	13.33333333	2.371262203	13	1	0	0	0	3	0	0	0
227	S2	D	DB	1	1	13	1	3	4.333333333	1.630324415	4	1	1	6	5	3	10	2.15443469	10	1	1	5	2	3	3.333333333	1.493801582	3
229	S2	D	DB	1	1	19	3	3	19	2.668401649	19	1	0	0	0	0	0	0	0	1	1	7	1	3	2.333333333	1.326352403	2
231	S2	D	DA 	1	1	73	23	3	559.6666667	8.240934845	560	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
232	S2	A	A	1	1	9	60	3	180	5.646216173	180	1	0	0	0	0	0	0	0	1	1	2	22	2	22	2.802039331	22
233	S2	D	DA 	1	1	51	23	3	391	7.312382812	391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	S2	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	S2	C 	CB	1	1	7	42	3	98	4.610436292	98	1	1	8	27	3	72	4.160167646	72	1	0	0	0	0	0	0	0
236	S2	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	S2	B	B	1	1	38	18	3	228	6.109114744	228	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
239	S2	A	A	1	1	11	22	3	80.66666667	4.320805367	81	1	0	0	0	0	0	0	0	1	1	6	23	3	46	3.583047871	46
240	S2	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	S2	C	CA	1	1	10	19	3	63.33333333	3.986062605	63	1	1	2	2	2	2	1.25992105	2	1	1	14	2	3	9.333333333	2.105453199	9
244	S2	B	B	1	1	5	7	3	11.66666667	2.268030706	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	S2	D	DB	1	1	3	16	3	16	2.5198421	16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
246	S2	D	DA 	1	1	16	23	3	122.6666667	4.968693276	123	1	0	0	0	0	0	0	0	1	1	6	2	3	4	1.587401052	4
249	S2	A	A	1	1	38	57	3	722	8.971100718	722	1	1	18	46	3	276	6.510830072	276	1	0	0	0	3	0	0	0
251	S2	C 	CA	1	1	17	22	3	124.6666667	4.9955516	125	1	1	9	5	3	15	2.466212074	15	1	1	8	5	3	13.33333333	2.371262203	13
252	S2	D	DB	1	1	16	24	3	128	5.0396842	128	1	1	7	11	3	25.66666667	2.949781337	26	1	1	6	1	3	2	1.25992105	2
253	S2	A	A	1	1	10	19	3	63.33333333	3.986062605	63	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
254	S2	D	DB	1	1	46	35	3	536.6666667	8.12646259	537	1	1	11	1	3	3.666666667	1.54202167	4	1	1	21	3	3	21	2.758924176	21
255	S2	D	DA 	1	1	34	25	3	283.3333333	6.567991121	283	1	1	8	5	3	13.33333333	2.371262203	13	1	1	17	6	3	34	3.239611801	34
256	S2	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	S2	D	DB	1	1	11	12	3	44	3.530348335	44	1	1	7	7	3	16.33333333	2.53722087	16	1	1	5	12	3	20	2.714417617	20
263	S2	D	DB	1	1	26	35	3	303.3333333	6.719032047	303	1	0	0	0	0	0	0	0	1	1	9	1	3	3	1.44224957	3
265	S2	A	A	1	1	31	35	3	361.6666667	7.124747777	362	1	0	0	0	0	0	0	0	1	1	4	48	3	64	4	64
266	S2	D	DB	1	1	36	18	3	216	6	216	1	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0
268	S2	A	A	1	1	5	11	3	18.33333333	2.636819964	18	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
269	S2	D	DA 	1	1	14	31	3	144.6666667	5.249559046	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	S2	D	DA 	1	1	17	31	3	175.6666667	5.600538497	176	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
272	S3	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	S3	D	DB	1	1	26	9	3	78	4.272658682	78	1	1	10	1	3	3.333333333	1.493801582	3	1	1	27	1	3	9	2.080083823	9
274	S3	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	S3	D	DB	1	1	3	27	3	27	3	27	1	1	2	3	2	3	1.44224957	3	1	1	2	4	2	4	1.587401052	4
276	S3	D	DA 	1	1	6	18	3	36	3.301927249	36	1	1	2	1	1	2	1.25992105	2	1	0	0	0	0	0	0	0
278	S3	A	A	1	1	12	45	3	180	5.646216173	180	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
279	S3	C 	CB	1	1	39	5	3	65	4.020725759	65	1	1	23	1	3	7.666666667	1.971827233	8	1	1	36	3	3	36	3.301927249	36
280	S3	C 	CB	1	1	19	8	3	50.66666667	3.700332735	51	1	0	0	0	0	0	0	0	1	1	5	2	3	3.333333333	1.493801582	3
281	S3	D	DB	1	1	43	22	3	315.3333333	6.806491302	315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	S3	C	CA	1	1	24	18	3	144	5.241482788	144	1	1	5	1	3	1.666666667	1.185631102	2	1	1	22	5	3	36.66666667	3.322184978	37
283	S3	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285	S3	D	DB	1	1	11	11	3	40.33333333	3.429425493	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	S3	A	A	1	1	6	35	3	70	4.1212853	70	1	1	4	4	3	5.333333333	1.747160929	5	1	0	0	0	0	0	0	0
289	S3	C 	CA	1	1	3	29	3	29	3.072316826	29	1	0	0	0	3	0	0	0	1	1	5	1	3	1.666666667	1.185631102	2
291	S3	D	DA 	1	1	26	15	3	130	5.065797019	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	S3	A	A	1	1	5	26	3	43.33333333	3.512427477	43	1	1	8	12	3	32	3.174802104	32	1	1	4	23	3	30.66666667	3.130080624	31
294	S3	C 	CA	1	1	16	31	3	165.3333333	5.48849754	165	1	1	17	28	3	158.6666667	5.413713052	159	1	1	11	3	3	11	2.223980091	11
295	S3	D	DB	1	1	6	3	3	6	1.817120593	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	S3	D	DA 	1	1	5	10	3	16.66666667	2.554364775	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	S3	B	B	1	1	8	13	3	34.66666667	3.260648831	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	S3	C 	CB	1	1	6	20	3	40	3.419951893	40	1	1	6	18	3	36	3.301927249	36	1	1	7	11	3	25.66666667	2.949781337	26
