ID	Block	Pop	CrossPop	SurvWin1	ReprS1	TotFr1	Seed1	Samp1	FruitSeed1	FruitSeedcr1	FruitSeedR1	SurvWin2	ReprS2	TotFr2	Seed2	Samp2	FruitSeed2	FruitSeedcr2	FruitSeedR2	SurvWin3	ReprS3	TotFr3	Seed3	Samp3	FruitSeed3	FruitSeedcr3	FruitSeedR3
829	S7	C 	CA	1	1	24	5	3	40	3.419951893	40	1	1	10	2	3	6.666666667	1.882072058	7	1	1	13	4	3	17.33333333	2.587978692	17
831	S7	C 	CA	1	1	72	18	3	432	7.559526299	432	1	1	29	3	3	29	3.072316826	29	1	1	44	4	3	58.66666667	3.885651122	59
834	S7	D	DB	1	1	10	27	3	90	4.481404747	90	1	1	12	18	3	72	4.160167646	72	1	1	10	3	3	10	2.15443469	10
835	S7	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836	S7	B	B	1	1	3	7	2	10.5	2.18975957	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	S7	D	DB	1	1	9	15	3	45	3.556893304	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	S7	D	DB	1	1	9	17	3	51	3.708429769	51	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
839	S7	C 	CB	1	1	34	20	3	226.6666667	6.097182849	227	1	1	11	3	3	11	2.223980091	11	1	1	13	2	3	8.666666667	2.054080049	9
840	S7	D	DA 	1	1	15	40	3	200	5.848035476	200	1	0	0	0	0	0	0	0	1	1	4	15	2	30	3.107232506	30
842	S7	B	B	1	1	17	22	3	124.6666667	4.9955516	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	S7	C 	CB	1	1	14	30	3	140	5.192494102	140	1	0	0	0	0	0	0	0	1	1	8	14	3	37.33333333	3.342198623	37
845	S7	A	A	1	1	10	34	3	113.3333333	4.839337234	113	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
847	S7	D	DB	1	1	9	16	3	48	3.634241186	48	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
851	S7	D	DB	1	1	4	13	3	17.33333333	2.587978692	17	1	0	0	0	0	0	0	0	1	1	4	3	3	4	1.587401052	4
852	S7	D	DB	1	1	9	21	3	63	3.979057208	63	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
854	S7	C 	CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	S7	C 	CB	1	1	7	38	3	88.66666667	4.459164158	89	1	0	0	0	0	0	0	0	1	1	5	3	3	5	1.709975947	5
860	S7	D	DA 	1	1	6	5	1	30	3.107232506	30	1	1	4	2	3	2.666666667	1.386722549	3	1	1	4	1	1	4	1.587401052	4
864	S7	D	DA 	1	1	12	30	3	120	4.932424149	120	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
865	S7	C 	CA	1	1	4	26	3	34.66666667	3.260648831	35	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
867	S7	B	B	1	1	19	29	3	183.6666667	5.684297262	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
868	S7	D	DA 	1	1	21	13	3	91	4.497941445	91	1	1	9	22	3	66	4.041240021	66	1	1	9	25	3	75	4.217163327	75
870	S7	D	DB	1	1	2	18	2	18	2.620741394	18	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
871	S7	D	DA 	1	1	67	34	3	759.3333333	9.123136126	759	1	1	7	2	3	4.666666667	1.671099312	5	1	1	11	2	3	7.333333333	1.942825561	7
875	S7	D	DA 	1	1	10	14	3	46.66666667	3.600274328	47	1	1	6	2	3	4	1.587401052	4	1	0	0	0	2	0	0	0
876	S7	C 	CB	1	1	8	12	3	32	3.174802104	32	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
877	S7	D	DA 	1	1	12	22	3	88	4.447960181	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	S7	B	B	1	1	6	43	3	86	4.414004962	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
880	S7	D	DA 	1	1	28	4	3	37.33333333	3.342198623	37	1	1	6	7	3	14	2.410142264	14	1	1	3	2	3	2	1.25992105	2
884	S7	B	B	1	1	6	28	3	56	3.825862366	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	S7	D	DA 	1	1	7	33	3	77	4.254320865	77	1	1	5	9	3	15	2.466212074	15	1	1	4	9	3	12	2.289428485	12
887	S7	D	DB	1	1	45	41	3	615	8.504034993	615	1	1	8	14	3	37.33333333	3.342198623	37	1	1	24	18	3	144	5.241482788	144
888	S7	D	DB	1	1	31	33	3	341	6.986368028	341	1	1	5	22	3	36.66666667	3.322184978	37	1	1	3	11	2	16.5	2.545821685	17
889	S7	D	DA 	1	1	15	13	3	65	4.020725759	65	1	1	4	2	1	8	2	8	1	1	3	7	2	10.5	2.18975957	11
891	S7	D	DA 	1	1	23	14	3	107.3333333	4.752384152	107	1	0	0	0	0	0	0	0	1	1	7	3	3	7	1.912931183	7
896	S7	A	A	1	1	8	39	3	104	4.702669375	104	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
897	S7	C 	CB	1	1	18	30	3	180	5.646216173	180	1	1	6	20	3	40	3.419951893	40	1	0	0	0	0	0	0	0
898	S7	C 	CA	1	1	10	11	3	36.66666667	3.322184978	37	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
899	S7	D	DA 	1	1	31	28	3	289.3333333	6.614029944	289	1	1	7	12	2	42	3.476026645	42	1	1	4	15	2	30	3.107232506	30
900	S7	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
901	S7	D	DA 	1	1	27	12	3	108	4.762203156	108	1	1	10	3	3	10	2.15443469	10	1	1	36	10	3	120	4.932424149	120
902	S7	D	DB	1	1	19	36	3	228	6.109114744	228	1	1	14	10	3	46.66666667	3.600274328	47	1	1	10	2	3	6.666666667	1.882072058	7
903	S7	C 	CB	1	1	16	27	3	144	5.241482788	144	1	1	14	9	3	42	3.476026645	42	1	0	0	0	3	0	0	0
904	S7	D	DA 	1	1	7	37	3	86.33333333	4.419700459	86	1	1	11	1	3	3.666666667	1.54202167	4	1	0	0	0	0	0	0	0
906	S7	D	DB	1	1	26	11	3	95.33333333	4.568233134	95	1	1	17	6	3	34	3.239611801	34	1	1	18	1	3	6	1.817120593	6
907	S7	C 	CB	1	1	50	28	3	466.6666667	7.756555905	467	1	1	22	8	3	58.66666667	3.885651122	59	1	1	10	4	3	13.33333333	2.371262203	13
908	S7	D	DB	1	1	8	9	2	36	3.301927249	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	S7	D	DA 	1	1	11	19	3	69.66666667	4.114733166	70	1	1	4	7	1	28	3.036588972	28	1	1	10	13	3	43.33333333	3.512427477	43
911	S7	D	DB	1	0	0	0	0	0	0	0	1	1	5	9	3	15	2.466212074	15	1	0	0	0	0	0	0	0
912	S7	B	B	1	1	13	9	3	39	3.391211443	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
913	S7	B	B	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	S7	D	DB	1	1	12	24	3	96	4.57885697	96	1	1	6	9	3	18	2.620741394	18	1	0	0	0	0	0	0	0
918	S7	C 	CA	1	1	31	25	3	258.3333333	6.368837224	258	1	1	22	3	3	22	2.802039331	22	1	1	16	1	3	5.333333333	1.747160929	5
919	S7	A	A	1	1	7	25	3	58.33333333	3.878277952	58	1	1	3	36	3	36	3.301927249	36	1	0	0	0	0	0	0	0
921	S7	C 	CA	1	1	7	35	3	81.66666667	4.33858666	82	1	1	5	29	3	48.33333333	3.642634382	48	1	1	5	7	3	11.66666667	2.268030706	12
925	S7	D	DB	1	1	3	9	3	9	2.080083823	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	S7	B	B	1	1	9	27	3	81	4.326748711	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
927	S7	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
928	S7	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
929	S7	D	DA 	1	1	1	2	1	2	1.25992105	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
930	S7	D	DB	1	1	4	28	3	37.33333333	3.342198623	37	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
931	S7	C 	CA	1	1	67	15	3	335	6.945149558	335	1	1	53	1	3	17.66666667	2.604463078	18	1	1	73	18	3	438	7.594363318	438
932	S7	D	DA 	1	1	35	21	3	245	6.257324746	245	1	1	27	3	3	27	3	27	1	1	21	6	3	42	3.476026645	42
934	S7	D	DA 	1	1	45	21	3	315	6.804092116	315	1	1	13	14	3	60.66666667	3.929313778	61	1	0	0	0	3	0	0	0
935	S7	D	DB	1	1	24	23	3	184	5.68773396	184	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
936	S7	D	DB	1	1	11	21	3	77	4.254320865	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	S7	C	CA	1	1	7	26	3	60.66666667	3.929313778	61	1	1	6	4	3	8	2	8	1	1	5	7	3	11.66666667	2.268030706	12
941	S7	B	B	1	1	26	27	3	234	6.162240148	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	S7	D	DB	1	1	9	35	3	105	4.71769398	105	1	0	0	0	0	0	0	0	1	1	4	12	3	16	2.5198421	16
943	S7	B	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	S7	B	B	1	1	3	27	3	27	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	S8	D	DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952	S8	A	A	1	1	8	43	3	114.6666667	4.858241088	115	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
953	S8	D	DA 	1	1	13	15	3	65	4.020725759	65	1	1	8	18	3	48	3.634241186	48	1	1	10	4	3	13.33333333	2.371262203	13
954	S8	C 	CB	1	1	16	22	3	117.3333333	4.895613641	117	1	1	4	16	3	21.33333333	2.773445097	21	1	1	3	16	2	24	2.884499141	24
955	S8	A	A	1	1	22	37	3	271.3333333	6.473925788	271	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
956	S8	A	A	1	1	13	38	3	164.6666667	5.48111059	165	1	1	11	4	3	14.66666667	2.447806821	15	1	1	6	53	3	106	4.732623491	106
957	S8	B	B	1	1	10	28	3	93.33333333	4.536061411	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958	S8	D	DB	1	1	4	7	2	14	2.410142264	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	S8	B	B	1	1	3	19	3	19	2.668401649	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	S8	C 	CB	1	1	5	41	3	68.33333333	4.088313605	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961	S8	D	DA 	1	1	36	21	3	252	6.316359598	252	1	1	11	24	3	88	4.447960181	88	1	1	9	9	3	27	3	27
962	S8	D	DB	1	1	9	24	3	72	4.160167646	72	1	1	6	9	2	27	3	27	1	1	10	8	2	40	3.419951893	40
964	S8	C 	CA	1	1	9	28	3	84	4.37951914	84	1	1	4	18	3	24	2.884499141	24	1	1	4	13	3	17.33333333	2.587978692	17
965	S8	D	DB	1	1	6	17	3	34	3.239611801	34	1	1	3	2	2	3	1.44224957	3	1	0	0	0	1	0	0	0
966	S8	C 	CB	1	1	14	42	3	196	5.808785734	196	1	1	6	11	3	22	2.802039331	22	1	1	5	2	3	3.333333333	1.493801582	3
968	S8	C 	CA	1	1	1	7	1	7	1.912931183	7	1	0	0	0	0	0	0	0	1	1	2	3	1	6	1.817120593	6
969	S8	D	DA 	1	1	7	40	3	93.33333333	4.536061411	93	1	1	5	26	3	43.33333333	3.512427477	43	1	1	7	12	3	28	3.036588972	28
970	S8	C 	CA	1	1	44	30	3	440	7.605904922	440	1	1	12	29	3	116	4.876998961	116	1	1	23	51	3	391	7.312382812	391
971	S8	D	DB	1	1	29	15	3	145	5.253587872	145	1	1	8	4	3	10.66666667	2.201284833	11	1	1	20	4	3	26.66666667	2.987603164	27
972	S8	D	DA 	1	1	35	23	3	268.3333333	6.449977632	268	1	1	7	16	3	37.33333333	3.342198623	37	1	1	7	7	3	16.33333333	2.53722087	16
973	S8	D	DB	1	1	28	8	3	74.66666667	4.210906399	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
974	S8	D	DA 	1	1	14	14	3	65.33333333	4.027587079	65	1	0	0	0	0	0	0	0	1	1	7	8	3	18.66666667	2.652704805	19
975	S8	D	DA 	1	1	6	25	3	50	3.684031499	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	S8	B	B	1	1	11	18	3	66	4.041240021	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	S8	C 	CA	1	1	48	23	3	368	7.166095742	368	1	1	22	7	3	51.33333333	3.716491598	51	1	1	29	2	3	19.33333333	2.68391596	19
979	S8	D	DB	1	1	26	11	3	95.33333333	4.568233134	95	1	0	0	0	3	0	0	0	1	1	13	1	3	4.333333333	1.630324415	4
980	S8	B	B	1	1	11	17	3	62.33333333	3.964971932	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	S8	D	DB	1	1	10	24	3	80	4.30886938	80	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
982	S8	D	DB	1	1	7	30	3	70	4.1212853	70	1	0	0	0	0	0	0	0	1	1	4	14	3	18.66666667	2.652704805	19
983	S8	A	A	1	1	5	38	3	63.33333333	3.986062605	63	1	0	0	0	0	0	0	0	1	1	6	15	3	30	3.107232506	30
984	S8	D	DA 	1	1	26	27	3	234	6.162240148	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
985	S8	D	DA 	1	1	34	25	3	283.3333333	6.567991121	283	1	1	7	6	3	14	2.410142264	14	1	1	31	4	3	41.33333333	3.457536792	41
986	S8	C 	CB	1	1	5	11	3	18.33333333	2.636819964	18	1	1	3	4	3	4	1.587401052	4	1	0	0	0	3	0	0	0
988	S8	C	CA	1	1	20	18	3	120	4.932424149	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
989	S8	D	DB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
990	S8	D	DA 	1	1	8	14	3	37.33333333	3.342198623	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
992	S8	D	DB	1	1	12	16	3	64	4	64	1	1	1	9	1	9	2.080083823	9	1	1	5	8	1	40	3.419951893	40
993	S8	D	DB	1	1	29	13	3	125.6666667	5.008873134	126	1	1	16	8	3	42.66666667	3.494321859	43	1	0	0	0	3	0	0	0
994	S8	D	DB	1	1	3	14	3	14	2.410142264	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995	S8	D	DA 	1	1	13	24	3	104	4.702669375	104	1	0	0	0	0	0	0	0	1	1	6	13	3	26	2.962496068	26
996	S8	D	DA 	1	1	19	19	3	120.3333333	4.936986985	120	1	1	2	1	2	1	1	1	1	1	12	4	3	16	2.5198421	16
997	S8	A	A	1	1	9	31	3	93	4.530654896	93	1	0	0	0	0	0	0	0	1	1	5	12	3	20	2.714417617	20
998	S8	C 	CA	1	1	25	20	3	166.6666667	5.503212082	167	1	1	11	9	3	33	3.20753433	33	1	1	9	1	3	3	1.44224957	3
999	S8	D	DA 	1	1	16	23	3	122.6666667	4.968693276	123	1	1	2	1	2	1	1	1	1	1	6	1	3	2	1.25992105	2
1001	S8	C 	CB	1	1	15	22	3	110	4.791419857	110	1	0	0	0	0	0	0	0	1	1	18	5	3	30	3.107232506	30
1002	S8	D	DA 	1	1	18	9	3	54	3.77976315	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	S8	D	DB	1	1	12	42	3	168	5.517848353	168	1	1	5	6	3	10	2.15443469	10	1	1	18	9	3	54	3.77976315	54
1004	S8	B	B	1	1	12	28	3	112	4.820284528	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1006	S8	D	DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	S8	A	A	1	1	12	25	3	100	4.641588834	100	1	0	0	0	0	0	0	0	1	1	4	8	3	10.66666667	2.201284833	11
1010	S8	D	DA 	1	1	14	17	3	79.33333333	4.296866896	79	1	0	0	0	1	0	0	0	1	1	8	16	3	42.66666667	3.494321859	43
1011	S8	B	B	1	1	6	9	3	18	2.620741394	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012	S8	A	A	1	1	4	50	3	66.66666667	4.05480133	67	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1013	S8	A	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	S8	B	B	1	1	5	18	3	30	3.107232506	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	S8	D	DA 	1	1	30	29	3	290	6.619105948	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1016	S8	D	DA 	1	1	31	11	3	113.6666667	4.844077039	114	1	1	4	3	3	4	1.587401052	4	1	1	18	2	3	12	2.289428485	12
1020	S8	D	DB	1	1	1	5	1	5	1.709975947	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1022	S8	D	DA 	1	1	7	3	3	7	1.912931183	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1023	S8	B	B	1	1	1	10	1	10	2.15443469	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1024	S8	B	B	1	1	4	20	3	26.66666667	2.987603164	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1025	S8	A	A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1026	S8	D	DA 	1	1	9	10	3	30	3.107232506	30	1	1	4	18	3	24	2.884499141	24	1	1	2	11	2	11	2.223980091	11
1028	S8	B	B	1	1	25	27	3	225	6.082201996	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1031	S8	A	A	1	1	2	8	2	8	2	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1032	S8	C 	CB	1	1	18	34	3	204	5.886765317	204	1	0	0	0	0	0	0	0	1	1	16	4	3	21.33333333	2.773445097	21
1035	S8	D	DA 	1	1	13	16	3	69.33333333	4.108160098	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1036	S8	D	DB	1	1	20	27	3	180	5.646216173	180	1	0	0	0	3	0	0	0	1	1	11	7	3	25.66666667	2.949781337	26
1037	S8	C 	CB	1	1	19	9	3	57	3.848501131	57	1	0	0	0	0	0	0	0	1	1	17	24	3	136	5.142563181	136
1039	S8	B	B	1	1	3	12	1	36	3.301927249	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1041	S8	D	DB	1	1	10	21	3	70	4.1212853	70	1	1	3	7	3	7	1.912931183	7	1	1	3	10	2	15	2.466212074	15
1044	S8	D	DB	1	1	14	31	3	144.6666667	5.249559046	145	1	1	4	27	3	36	3.301927249	36	1	0	0	0	1	0	0	0
1048	S8	B	B	1	1	11	20	3	73.33333333	4.185690785	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	S8	D	DA 	1	1	13	43	3	186.3333333	5.711675395	186	1	1	3	20	3	20	2.714417617	20	1	1	2	7	1	14	2.410142264	14
1050	S8	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1053	S8	D	DB	1	1	8	31	3	82.66666667	4.356223385	83	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1054	S8	C 	CB	1	1	18	23	3	138	5.167649252	138	1	1	8	2	3	5.333333333	1.747160929	5	1	1	7	5	3	11.66666667	2.268030706	12
1056	S8	D	DB	1	1	8	19	3	50.66666667	3.700332735	51	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1057	S8	C 	CA	1	1	9	28	3	84	4.37951914	84	1	1	6	9	3	18	2.620741394	18	1	1	7	7	3	16.33333333	2.53722087	16
1058	S8	D	DB	1	1	17	37	3	209.6666667	5.940775355	210	1	0	0	0	0	0	0	0	1	1	6	1	3	2	1.25992105	2
1060	S8	D	DB	1	1	12	35	3	140	5.192494102	140	1	1	3	7	1	21	2.758924176	21	1	1	8	14	3	37.33333333	3.342198623	37
1061	S8	D	DA 	1	1	29	28	3	270.6666667	6.46861929	271	1	1	4	8	3	10.66666667	2.201284833	11	1	1	16	1	3	5.333333333	1.747160929	5
1062	S8	D	DA 	1	1	7	24	3	56	3.825862366	56	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
1063	S8	C 	CA	1	1	41	26	3	355.3333333	7.082914239	355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1064	S8	C 	CB	1	1	12	25	3	100	4.641588834	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	S8	D	DA 	1	1	7	20	3	46.66666667	3.600274328	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1066	S8	B	B	1	1	2	11	1	22	2.802039331	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1067	S8	D	DA 	1	1	25	16	3	133.3333333	5.108729549	133	1	0	0	0	1	0	0	0	1	1	10	8	3	26.66666667	2.987603164	27
1068	S8	D	DB	1	1	9	20	3	60	3.914867641	60	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1069	S8	D	DB	1	1	2	13	3	8.666666667	2.054080049	9	1	0	0	0	0	0	0	0	1	1	1	2	1	2	1.25992105	2
1070	S8	D	DB	1	1	3	23	2	34.5	3.255415036	35	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1072	S8	C 	CA	1	1	14	21	3	98	4.610436292	98	1	1	8	8	3	21.33333333	2.773445097	21	1	1	7	16	3	37.33333333	3.342198623	37
1073	S8	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1075	S8	C 	CB	1	1	11	31	3	113.6666667	4.844077039	114	1	1	4	10	3	13.33333333	2.371262203	13	1	1	5	22	3	36.66666667	3.322184978	37
1078	S8	D	DB	1	1	19	20	3	126.6666667	5.022124182	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1079	S8	C 	CB	1	1	6	33	3	66	4.041240021	66	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1080	S8	D	DB	1	1	10	23	3	76.66666667	4.248172994	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
