Population,Pool,Sire,Dam,Treatment,RepbyDam, Replicate,Bin ,Column,Row,IfPlantGerm,IfFlowered,numberinflors,inflorwt
Dales,1,14,B,Nino,2,D14BN2,5N,F,10,1,1,2,7.78
Dales,1,14,B,Nino,3,D14BN3,9N,E,1,1,1,3,24.18
Dales,1,14,B,Nina,1,D14BS1,7S,G,1,1,0,,
Dales,1,14,B,Nina,2,D14BS2,5S,A,9,1,1,1,6.233
Dales,1,14,B,Nina,3,D14BS3,6S,B,10,1,1,1,5.191
Dales,3,14,C,Normal,1,D14CC1,10C,E,19,1,1,2,20.86
Dales,3,14,C,Normal,2,D14CC2,4C,H,16,1,1,3,16.89
Dales,3,14,C,Normal,3,D14CC3,6C,J,20,1,1,1,12.34
Dales,3,14,C,Nino,1,D14CN1,6N,J,14,1,1,2,9.41
Dales,3,14,C,Nino,2,D14CN2,11N,H,2,1,1,2,6.18
Dales,3,14,C,Nino,3,D14CN3,3N,G,15,1,1,1,8.33
Dales,3,14,C,Nina,1,D14CS1,8S,J,6,1,1,1,6.546
Dales,3,14,C,Nina,2,D14CS2,9S,B,8,1,1,2,9.025
Dales,3,14,C,Nina,3,D14CS3,5S,B,12,1,1,1,3.924
Dales,1,15,A,Normal,1,D15AC1,1C,J,8,1,1,1,6.86
Dales,1,15,A,Normal,2,D15AC2,10C,H,14,1,1,5,16.93
Dales,1,15,A,Normal,3,D15AC3,7C,E,15,1,1,2,3.7
Dales,1,15,A,Nino,1,D15AN1,8N,J,8,1,1,2,10.64
Dales,1,15,A,Nino,2,D15AN2,3N,C,5,1,1,2,12.94
Dales,1,15,A,Nino,3,D15AN3,5N,J,10,1,1,2,6.55
Dales,1,15,A,Nina,1,D15AS1,10S,E,3,1,0,,
Dales,1,15,A,Nina,2,D15AS2,4S,J,16,1,1,1,6.098
Dales,1,15,A,Nina,3,D15AS3,4S,A,13,1,1,2,14.431
Dales,2,15,B,Normal,1,D15BC1,8C,D,20,1,1,3,13.13
Dales,2,15,B,Normal,2,D15BC2,11C,I,7,1,1,2,4.59
Dales,2,15,B,Normal,3,D15BC3,9C,C,13,1,1,3,9.74
Dales,2,15,B,Nino,1,D15BN1,6N,J,4,1,1,3,13.46
Dales,2,15,B,Nino,2,D15BN2,8N,G,11,1,1,3,10.32
Dales,2,15,B,Nino,3,D15BN3,5N,G,19,1,1,3,14.41
Dales,2,15,B,Nina,1,D15BS1,7S,E,19,1,0,,
Dales,2,15,B,Nina,2,D15BS2,9S,D,14,0,0,,
Dales,2,15,B,Nina,3,D15BS3,1S,D,16,1,0,,
Dales,1,15,C,Normal,1,D15CC1,7C,D,2,0,0,,
Dales,1,15,C,Normal,2,D15CC2,10C,D,6,1,1,4,16.6
Dales,1,15,C,Normal,3,D15CC3,2C,G,5,1,0,,
Dales,1,15,C,Nino,1,D15CN1,9N,J,8,1,1,2,8.67
Dales,1,15,C,Nino,2,D15CN2,5N,C,15,1,1,3,3.54
Dales,1,15,C,Nino,3,D15CN3,11N,I,5,1,1,2,5.29
Dales,1,15,C,Nina,1,D15CS1,9S,G,13,1,1,1,3.348
Dales,1,15,C,Nina,2,D15CS2,11S,H,16,1,1,1,4.889
Dales,1,15,C,Nina,3,D15CS3,4S,G,17,1,1,2,8.11
Dales,2,16,A,Normal,1,D16AC1,4C,E,3,1,1,1,14.01
Dales,2,16,A,Normal,2,D16AC2,8C,D,18,1,1,2,11.09
Dales,2,16,A,Normal,3,D16AC3,10C,I,17,1,1,3,10.43
Dales,2,16,A,Nino,1,D16AN1,5N,C,9,0,0,,
Dales,2,16,A,Nino,2,D16AN2,9N,B,8,1,0,,
Dales,2,16,A,Nino,3,D16AN3,11N,I,7,1,1,1,2.32
Dales,2,16,A,Nina,1,D16AS1,5S,D,4,1,1,1,5.749
Dales,2,16,A,Nina,2,D16AS2,2S,G,15,1,0,,
Dales,2,16,A,Nina,3,D16AS3,9S,F,12,1,0,,
Dales,3,16,B,Normal,1,D16BC1,9C,B,8,1,1,3,9.25
Dales,3,16,B,Normal,2,D16BC2,3C,J,8,1,1,1,11.75
Dales,3,16,B,Normal,3,D16BC3,8C,D,16,1,1,1,7.27
Dales,3,16,B,Nino,1,D16BN1,5N,H,10,1,1,3,10.1
Dales,3,16,B,Nino,2,D16BN2,6N,E,19,1,1,4,14.83
Dales,3,16,B,Nino,3,D16BN3,3N,B,16,1,1,2,4.95
Dales,3,16,B,Nina,1,D16BS1,1S,J,10,1,1,1,9.108
Dales,3,16,B,Nina,2,D16BS2,8S,H,14,1,1,1,3.994
Dales,3,16,B,Nina,3,D16BS3,3S,A,5,1,1,1,4.06
Dales,4,16,C,Normal,1,D16CC1,4C,D,14,1,1,1,6.5
Dales,4,16,C,Normal,2,D16CC2,8C,H,2,1,1,1,8.75
Dales,4,16,C,Normal,3,D16CC3,2C,J,12,1,1,1,14.19
Dales,4,16,C,Nino,1,D16CN1,8N,H,4,1,1,2,15.5
Dales,4,16,C,Nino,2,D16CN2,5N,D,2,1,1,2,9.03
Dales,4,16,C,Nino,3,D16CN3,11N,D,18,1,1,1,3.25
Dales,4,16,C,Nina,1,D16CS1,9S,J,20,1,0,,
Dales,4,16,C,Nina,2,D16CS2,3S,D,10,1,1,1,7.412
Dales,4,16,C,Nina,3,D16CS3,8S,E,13,1,1,1,4.616
Dales,3,17,A,Normal,1,D17AC1,2C,A,13,1,1,4,24.56
Dales,3,17,A,Normal,2,D17AC2,4C,B,2,1,1,1,7.72
Dales,3,17,A,Normal,3,D17AC3,10C,H,6,0,0,,
Dales,3,17,A,Nino,1,D17AN1,8N,A,19,0,0,0,
Dales,3,17,A,Nino,2,D17AN2,3N,A,9,1,0,0,
Dales,3,17,A,Nino,3,D17AN3,11N,B,6,1,1,2,5.6
Dales,3,17,A,Nina,1,D17AS1,8S,A,7,1,1,1,5.029
Dales,3,17,A,Nina,2,D17AS2,4S,D,16,1,1,3,9.433
Dales,3,17,A,Nina,3,D17AS3,6S,D,12,1,1,1,10.576
Dales,4,17,B,Normal,1,D17BC1,3C,G,15,1,1,2,10.51
Dales,4,17,B,Normal,2,D17BC2,11C,E,5,1,1,3,4.51
Dales,4,17,B,Normal,3,D17BC3,5C,I,3,1,0,,
Dales,4,17,B,Nino,1,D17BN1,9N,I,5,1,1,3,8.65
Dales,4,17,B,Nino,2,D17BN2,4N,D,14,0,0,0,
Dales,4,17,B,Nino,3,D17BN3,8N,B,12,1,1,2,13
Dales,4,17,B,Nina,1,D17BS1,1S,B,6,1,0,,
Dales,4,17,B,Nina,2,D17BS2,5S,B,2,1,0,,
Dales,4,17,B,Nina,3,D17BS3,3S,D,8,1,1,1,4.54
Dales,2,17,C,Normal,1,D17CC1,7C,I,17,1,1,2,18.65
Dales,2,17,C,Normal,2,D17CC2,11C,G,13,0,1,1,2.57
Dales,2,17,C,Normal,3,D17CC3,2C,C,3,1,1,2,5.3
Dales,2,17,C,Nino,1,D17CN1,8N,A,1,1,1,2,16.16
Dales,2,17,C,Nino,2,D17CN2,9N,A,13,1,1,2,8.72
Dales,2,17,C,Nino,3,D17CN3,1N,B,16,1,1,1,4.44
Dales,2,17,C,Nina,1,D17CS1,3S,D,6,1,0,,
Dales,2,17,C,Nina,2,D17CS2,4S,H,4,1,1,2,7.795
Dales,2,17,C,Nina,3,D17CS3,5S,A,11,1,0,,
Dales,4,18,A,Normal,1,D18AC1,4C,H,10,1,1,1,12
Dales,4,18,A,Normal,2,D18AC2,11C,C,3,1,1,1,1.35
Dales,4,18,A,Normal,3,D18AC3,7C,G,11,0,0,,
Dales,4,18,A,Nino,1,D18AN1,5N,C,1,1,1,2,10.98
Dales,4,18,A,Nino,2,D18AN2,4N,C,9,1,1,4,12.61
Dales,4,18,A,Nino,3,D18AN3,9N,B,12,1,1,2,8.75
Dales,4,18,A,Nina,1,D18AS1,5S,E,7,1,1,2,6.772
Dales,4,18,A,Nina,2,D18AS2,3S,C,3,1,1,1,8.409
Dales,4,18,A,Nina,3,D18AS3,11S,E,1,1,1,1,9.834
Dales,3,18,B,Normal,1,D18BC1,11C,I,9,1,1,4,15.54
Dales,3,18,B,Normal,2,D18BC2,9C,A,9,1,1,8,14.18
Dales,3,18,B,Normal,3,D18BC3,8C,E,13,1,1,4,9.17
Dales,3,18,B,Nino,1,D18BN1,2N,D,14,1,1,1,3.25
Dales,3,18,B,Nino,2,D18BN2,9N,H,18,1,1,4,6.6
Dales,3,18,B,Nino,3,D18BN3,5N,B,4,1,1,3,10.79
Dales,3,18,B,Nina,1,D18BS1,2S,B,6,1,0,,
Dales,3,18,B,Nina,2,D18BS2,6S,C,7,1,0,,
Dales,3,18,B,Nina,3,D18BS3,3S,J,18,1,1,1,3.995
Dales,1,18,C,Normal,1,D18CC1,4C,B,16,1,1,3,9.15
Dales,1,18,C,Normal,2,D18CC2,6C,E,13,1,1,1,2.04
Dales,1,18,C,Normal,3,D18CC3,8C,E,5,1,1,3,10.4
Dales,1,18,C,Nino,1,D18CN1,9N,D,16,1,1,2,2.88
Dales,1,18,C,Nino,2,D18CN2,7N,B,18,1,1,5,14.71
Dales,1,18,C,Nino,3,D18CN3,1N,E,9,1,1,5,25.49
Dales,1,18,C,Nina,1,D18CS1,7S,G,9,1,0,,
Dales,1,18,C,Nina,2,D18CS2,1S,B,8,1,0,,
Dales,1,18,C,Nina,3,D18CS3,8S,C,9,1,0,,
Dales,1,19,A,Normal,1,D19AC1,5C,D,4,1,1,5,18.65
Dales,1,19,A,Normal,2,D19AC2,4C,I,1,1,1,6,20.93
Dales,1,19,A,Normal,3,D19AC3,7C,G,1,1,1,2,0.24
Dales,1,19,A,Nino,1,D19AN1,6N,H,18,1,1,4,13.55
Dales,1,19,A,Nino,2,D19AN2,7N,G,19,1,1,2,8.57
Dales,1,19,A,Nino,3,D19AN3,9N,A,9,1,1,4,14.03
Dales,1,19,A,Nina,1,D19AS1,9S,A,3,1,0,,
Dales,1,19,A,Nina,2,D19AS2,2S,I,7,1,0,,
Dales,1,19,A,Nina,3,D19AS3,7S,H,8,1,0,,
Dales,3,19,B,Normal,1,D19BC1,8C,E,9,1,1,4,5.59
Dales,3,19,B,Normal,2,D19BC2,11C,I,11,1,1,3,7.78
Dales,3,19,B,Normal,3,D19BC3,3C,E,11,1,1,2,9.45
Dales,3,19,B,Nino,1,D19BN1,2N,I,19,1,1,3,11.06
Dales,3,19,B,Nino,2,D19BN2,7N,F,2,1,1,4,18.02
Dales,3,19,B,Nino,3,D19BN3,8N,D,6,1,1,1,4.3
Dales,3,19,B,Nina,1,D19BS1,11S,G,19,1,0,,
Dales,3,19,B,Nina,2,D19BS2,4S,H,18,1,1,2,12.301
Dales,3,19,B,Nina,3,D19BS3,1S,E,9,1,0,,
Dales,3,19,C,Normal,1,D19CC1,3C,C,5,1,1,1,7.32
Dales,3,19,C,Normal,2,D19CC2,6C,F,4,1,0,,
Dales,3,19,C,Normal,3,D19CC3,10C,C,17,1,1,3,8.41
Dales,3,19,C,Nino,1,D19CN1,10N,G,3,1,1,2,3.6
Dales,3,19,C,Nino,2,D19CN2,11N,I,9,1,1,1,4.1
Dales,3,19,C,Nino,3,D19CN3,5N,D,12,1,1,1,9.22
Dales,3,19,C,Nina,1,D19CS1,5S,B,14,1,1,1,2.362
Dales,3,19,C,Nina,2,D19CS2,2S,E,15,1,0,,
Dales,3,19,C,Nina,3,D19CS3,8S,E,1,1,1,1,6.579
Dales,4,20,A,Normal,1,D20AC1,7C,F,10,1,1,2,7.64
Dales,4,20,A,Normal,2,D20AC2,2C,H,16,1,1,2,8.84
Dales,4,20,A,Normal,3,D20AC3,6C,I,13,1,1,4,15.99
Dales,4,20,A,Nino,1,D20AN1,1N,C,3,1,1,3,7.16
Dales,4,20,A,Nino,2,D20AN2,2N,D,6,1,1,3,12.82
Dales,4,20,A,Nino,3,D20AN3,11N,H,4,1,1,5,21.64
Dales,4,20,A,Nina,1,D20AS1,1S,I,9,1,0,,
Dales,4,20,A,Nina,2,D20AS2,3S,J,16,1,0,,
Dales,4,20,A,Nina,3,D20AS3,4S,A,7,1,1,1,5.076
Dales,1,20,B,Normal,1,D20BC1,6C,C,11,1,1,2,8.82
Dales,1,20,B,Normal,2,D20BC2,5C,D,14,1,1,2,6.72
Dales,1,20,B,Normal,3,D20BC3,11C,G,5,1,1,5,18.56
Dales,1,20,B,Nino,1,D20BN1,2N,G,9,0,0,,
Dales,1,20,B,Nino,2,D20BN2,7N,C,5,1,1,3,10.02
Dales,1,20,B,Nino,3,D20BN3,11N,D,6,1,1,1,2.23
Dales,1,20,B,Nina,1,D20BS1,9S,F,20,1,1,1,4.068
Dales,1,20,B,Nina,2,D20BS2,5S,D,14,1,1,1,2.541
Dales,1,20,B,Nina,3,D20BS3,2S,D,6,1,1,1,0.463
Dales,1,20,C,Normal,1,D20CC1,4C,I,3,1,1,3,8.58
Dales,1,20,C,Normal,2,D20CC2,9C,D,12,1,1,2,15.11
Dales,1,20,C,Normal,3,D20CC3,2C,D,14,1,1,2,9.94
Dales,1,20,C,Nino,1,D20CN1,9N,H,14,1,1,1,1.51
Dales,1,20,C,Nino,2,D20CN2,6N,H,12,1,1,4,17.42
Dales,1,20,C,Nino,3,D20CN3,10N,H,12,1,1,3,1.4
Dales,1,20,C,Nina,1,D20CS1,11S,B,18,1,1,1,3.978
Dales,1,20,C,Nina,2,D20CS2,7S,D,6,1,1,1,1.467
Dales,1,20,C,Nina,3,D20CS3,2S,C,3,1,0,,
Dales,2,22,A,Normal,1,D22AC1,1C,E,19,1,0,,
Dales,2,22,A,Normal,2,D22AC2,4C,F,10,1,1,4,8.94
Dales,2,22,A,Normal,3,D22AC3,9C,G,3,1,1,2,13.35
Dales,2,22,A,Nino,1,D22AN1,5N,D,16,1,1,1,0.91
Dales,2,22,A,Nino,2,D22AN2,8N,B,8,1,1,3,10.83
Dales,2,22,A,Nino,3,D22AN3,3N,E,19,1,1,2,11.16
Dales,2,22,A,Nina,1,D22AS1,11S,I,9,1,0,,
Dales,2,22,A,Nina,2,D22AS2,10S,F,12,1,0,,
Dales,2,22,A,Nina,3,D22AS3,7S,F,12,1,0,,
Dales,2,22,B,Normal,1,D22BC1,10C,G,17,1,1,4,8.43
Dales,2,22,B,Normal,2,D22BC2,2C,G,11,1,1,2,16.87
Dales,2,22,B,Normal,3,D22BC3,4C,C,5,1,1,3,7.09
Dales,2,22,B,Nino,1,D22BN1,4N,A,19,1,1,2,4.72
Dales,2,22,B,Nino,2,D22BN2,9N,H,6,0,0,0,
Dales,2,22,B,Nino,3,D22BN3,3N,F,14,0,0,0,
Dales,2,22,B,Nina,1,D22BS1,2S,F,10,1,0,,
Dales,2,22,B,Nina,2,D22BS2,9S,F,18,1,0,,
Dales,2,22,B,Nina,3,D22BS3,11S,C,7,1,0,,
Dales,4,22,C,Normal,1,D22CC1,5C,I,17,1,1,3,4.46
Dales,4,22,C,Normal,2,D22CC2,9C,A,15,1,1,3,9.95
Dales,4,22,C,Normal,3,D22CC3,11C,C,5,1,1,2,7.23
Dales,4,22,C,Nino,1,D22CN1,4N,B,20,0,0,0,
Dales,4,22,C,Nino,2,D22CN2,6N,C,1,1,1,2,5.38
Dales,4,22,C,Nino,3,D22CN3,10N,B,12,1,1,1,2.12
Dales,4,22,C,Nina,1,D22CS1,4S,B,20,1,1,1,4.406
Dales,4,22,C,Nina,2,D22CS2,2S,C,9,1,0,,
Dales,4,22,C,Nina,3,D22CS3,10S,H,10,1,0,,
Dales,2,23,A,Normal,1,D23AC1,10C,A,1,1,1,2,3.93
Dales,2,23,A,Normal,2,D23AC2,11C,G,19,1,1,3,9.22
Dales,2,23,A,Normal,3,D23AC3,6C,D,14,1,1,6,15.29
Dales,2,23,A,Nino,1,D23AN1,5N,F,2,1,1,2,7.02
Dales,2,23,A,Nino,2,D23AN2,8N,F,2,1,1,1,3.4
Dales,2,23,A,Nino,3,D23AN3,3N,B,20,1,1,2,8.24
Dales,2,23,A,Nina,1,D23AS1,9S,I,7,1,0,,
Dales,2,23,A,Nina,2,D23AS2,2S,C,17,1,0,,
Dales,2,23,A,Nina,3,D23AS3,3S,B,16,1,0,,
Dales,1,23,B,Normal,1,D23BC1,9C,I,11,1,1,5,7.66
Dales,1,23,B,Normal,2,D23BC2,1C,I,7,1,1,2,9.65
Dales,1,23,B,Normal,3,D23BC3,5C,D,8,1,1,1,0.92
Dales,1,23,B,Nino,1,D23BN1,11N,I,11,1,1,3,18.04
Dales,1,23,B,Nino,2,D23BN2,10N,D,2,1,1,2,9.66
Dales,1,23,B,Nino,3,D23BN3,7N,A,11,1,1,3,11.25
Dales,1,23,B,Nina,1,D23BS1,6S,C,17,1,1,1,4.753
Dales,1,23,B,Nina,2,D23BS2,11S,I,19,1,1,1,1.093
Dales,1,23,B,Nina,3,D23BS3,2S,I,3,1,0,,
Dales,1,23,C,Normal,1,D23CC1,8C,H,12,1,1,4,6.89
Dales,1,23,C,Normal,2,D23CC2,1C,G,3,0,0,,
Dales,1,23,C,Normal,3,D23CC3,4C,B,4,1,1,2,3.17
Dales,1,23,C,Nino,1,D23CN1,8N,E,13,1,1,3,14.91
Dales,1,23,C,Nino,2,D23CN2,11N,I,13,1,1,2,6.19
Dales,1,23,C,Nino,3,D23CN3,10N,J,2,0,0,0,
Dales,1,23,C,Nina,1,D23CS1,4S,G,15,1,0,,
Dales,1,23,C,Nina,2,D23CS2,7S,H,6,1,0,,
Dales,1,23,C,Nina,3,D23CS3,9S,G,17,0,0,,
Dales,4,24,A,Normal,1,D24AC1,10C,J,18,1,1,2,25.48
Dales,4,24,A,Normal,2,D24AC2,7C,A,3,1,1,3,9.09
Dales,4,24,A,Normal,3,D24AC3,8C,J,20,1,1,3,8.81
Dales,4,24,A,Nino,1,D24AN1,8N,D,2,1,1,3,9.82
Dales,4,24,A,Nino,2,D24AN2,6N,I,17,1,1,1,4.96
Dales,4,24,A,Nino,3,D24AN3,3N,J,8,1,1,2,10.44
Dales,4,24,A,Nina,1,D24AS1,11S,E,19,1,0,,
Dales,4,24,A,Nina,2,D24AS2,10S,E,15,1,1,1,2.356
Dales,4,24,A,Nina,3,D24AS3,2S,B,2,1,0,,
Dales,2,24,B,Normal,1,D24BC1,4C,J,10,1,1,1,6.54
Dales,2,24,B,Normal,2,D24BC2,6C,D,8,1,1,2,23.11
Dales,2,24,B,Normal,3,D24BC3,1C,F,6,1,1,2,8
Dales,2,24,B,Nino,1,D24BN1,11N,H,12,1,0,0,
Dales,2,24,B,Nino,2,D24BN2,7N,D,18,1,1,1,3.02
Dales,2,24,B,Nino,3,D24BN3,3N,C,7,1,1,2,8.52
Dales,2,24,B,Nina,1,D24BS1,7S,A,15,1,0,,
Dales,2,24,B,Nina,2,D24BS2,1S,F,14,1,1,1,6.486
Dales,2,24,B,Nina,3,D24BS3,2S,J,16,1,0,,
Dales,2,24,C,Normal,1,D24CC1,8C,G,1,1,1,1,2.96
Dales,2,24,C,Normal,2,D24CC2,9C,F,20,1,1,1,5.84
Dales,2,24,C,Normal,3,D24CC3,1C,D,8,1,1,5,23.96
Dales,2,24,C,Nino,1,D24CN1,11N,I,15,1,1,1,6.57
Dales,2,24,C,Nino,2,D24CN2,4N,F,14,1,1,4,9.31
Dales,2,24,C,Nino,3,D24CN3,3N,G,19,1,1,2,6.07
Dales,2,24,C,Nina,1,D24CS1,9S,J,18,1,1,1,7.964
Dales,2,24,C,Nina,2,D24CS2,5S,F,12,1,1,1,3.758
Dales,2,24,C,Nina,3,D24CS3,1S,I,7,1,0,,
Dales,2,25,A,Normal,1,D25AC1,1C,D,18,1,1,2,8.89
Dales,2,25,A,Normal,2,D25AC2,3C,H,18,1,1,1,8.61
Dales,2,25,A,Normal,3,D25AC3,11C,H,10,1,1,4,10.19
Dales,2,25,A,Nino,1,D25AN1,1N,H,10,1,1,1,5.96
Dales,2,25,A,Nino,2,D25AN2,3N,D,6,1,1,1,7.05
Dales,2,25,A,Nino,3,D25AN3,6N,F,14,1,1,1,1.86
Dales,2,25,A,Nina,1,D25AS1,7S,D,8,1,1,1,1.721
Dales,2,25,A,Nina,2,D25AS2,11S,H,12,1,1,1,6.334
Dales,2,25,A,Nina,3,D25AS3,5S,F,10,1,1,1,11.736
Dales,1,25,B,Normal,1,D25BC1,9C,B,6,1,1,3,12.93
Dales,1,25,B,Normal,2,D25BC2,6C,A,5,1,1,4,12.53
Dales,1,25,B,Normal,3,D25BC3,11C,F,20,1,1,1,7.87
Dales,1,25,B,Nino,1,D25BN1,11N,E,5,1,1,3,10.02
Dales,1,25,B,Nino,2,D25BN2,11N,I,17,1,1,3,9.58
Dales,1,25,B,Nino,3,D25BN3,6N,I,3,1,1,2,11.96
Dales,1,25,B,Nina,1,D25BS1,6S,A,1,1,0,,
Dales,1,25,B,Nina,2,D25BS2,8S,C,3,1,0,,
Dales,1,25,B,Nina,3,D25BS3,1S,C,3,1,0,,
Dales,1,25,C,Normal,1,D25CC1,7C,I,11,1,1,2,16.05
Dales,1,25,C,Normal,2,D25CC2,10C,B,8,1,1,2,17.46
Dales,1,25,C,Normal,3,D25CC3,5C,D,10,1,1,2,10.88
Dales,1,25,C,Nino,1,D25CN1,1N,G,7,1,1,4,16.85
Dales,1,25,C,Nino,2,D25CN2,7N,I,15,1,1,4,11.38
Dales,1,25,C,Nino,3,D25CN3,11N,A,11,1,1,2,5.23
Dales,1,25,C,Nina,1,D25CS1,5S,I,3,1,1,1,4.223
Dales,1,25,C,Nina,2,D25CS2,9S,F,10,1,1,1,10.673
Dales,1,25,C,Nina,3,D25CS3,10S,B,18,1,0,,
Dales,1,26,A,Normal,1,D26AC1,5C,H,12,1,1,1,0.28
Dales,1,26,A,Normal,2,D26AC2,7C,B,8,1,1,2,16.87
Dales,1,26,A,Normal,3,D26AC3,10C,B,12,1,1,5,11.77
Dales,1,26,A,Nino,1,D26AN1,3N,E,11,1,1,2,12.15
Dales,1,26,A,Nino,2,D26AN2,4N,E,15,1,1,2,5.61
Dales,1,26,A,Nino,3,D26AN3,5N,I,17,1,1,7,19.57
Dales,1,26,A,Nina,1,D26AS1,9S,C,1,0,0,,
Dales,1,26,A,Nina,2,D26AS2,1S,F,4,1,1,1,2.31
Dales,1,26,A,Nina,3,D26AS3,7S,A,13,1,0,,
Dales,2,26,B,Normal,1,D26BC1,8C,B,20,1,1,2,4.53
Dales,2,26,B,Normal,2,D26BC2,11C,H,6,1,1,1,3.47
Dales,2,26,B,Normal,3,D26BC3,5C,C,7,1,1,5,16.65
Dales,2,26,B,Nino,1,D26BN1,9N,J,14,0,0,0,
Dales,2,26,B,Nino,2,D26BN2,11N,I,19,0,0,0,
Dales,2,26,B,Nino,3,D26BN3,8N,E,19,1,1,3,4.24
Dales,2,26,B,Nina,1,D26BS1,4S,D,12,1,1,1,2.883
Dales,2,26,B,Nina,2,D26BS2,10S,H,4,0,0,,
Dales,2,26,B,Nina,3,D26BS3,2S,E,11,1,0,,
Dales,4,26,C,Normal,1,D26CC1,10C,B,14,1,1,3,10.46
Dales,4,26,C,Normal,2,D26CC2,5C,J,10,1,1,2,5.14
Dales,4,26,C,Normal,3,D26CC3,3C,G,3,1,1,6,16.28
Dales,4,26,C,Nino,1,D26CN1,9N,F,14,1,1,2,7.94
Dales,4,26,C,Nino,2,D26CN2,3N,J,18,1,1,3,10.63
Dales,4,26,C,Nino,3,D26CN3,11N,I,1,1,1,2,5.02
Dales,4,26,C,Nina,1,D26CS1,10S,E,17,1,0,,
Dales,4,26,C,Nina,2,D26CS2,5S,E,9,1,1,1,8.713
Dales,4,26,C,Nina,3,D26CS3,8S,B,18,1,0,,
Dales,4,27,A,Normal,1,D27AC1,7C,A,11,1,1,3,6.43
Dales,4,27,A,Normal,2,D27AC2,11C,I,13,1,1,3,14.28
Dales,4,27,A,Normal,3,D27AC3,8C,H,10,1,1,3,13.39
Dales,4,27,A,Nino,1,D27AN1,8N,H,2,1,1,2,3.48
Dales,4,27,A,Nino,2,D27AN2,9N,I,13,1,1,4,10.54
Dales,4,27,A,Nino,3,D27AN3,11N,H,16,1,1,3,6.94
Dales,4,27,A,Nina,1,D27AS1,11S,H,18,1,0,,
Dales,4,27,A,Nina,2,D27AS2,1S,B,20,1,1,1,5.263
Dales,4,27,A,Nina,3,D27AS3,9S,A,9,1,0,,
Dales,4,27,B,Normal,1,D27BC1,2C,J,8,1,1,3,18.28
Dales,4,27,B,Normal,2,D27BC2,4C,G,3,1,1,3,25.42
Dales,4,27,B,Normal,3,D27BC3,7C,F,6,1,1,4,11.04
Dales,4,27,B,Nino,1,D27BN1,8N,C,9,1,1,5,14.4
Dales,4,27,B,Nino,2,D27BN2,11N,J,2,1,1,2,5.58
Dales,4,27,B,Nino,3,D27BN3,5N,H,8,1,1,3,7.1
Dales,4,27,B,Nina,1,D27BS1,10S,A,17,1,0,,
Dales,4,27,B,Nina,2,D27BS2,6S,G,9,1,0,,
Dales,4,27,B,Nina,3,D27BS3,4S,A,17,1,0,,
Dales,2,27,C,Normal,1,D27CC1,9C,D,16,1,1,5,12.97
Dales,2,27,C,Normal,2,D27CC2,3C,D,14,1,1,3,13.8
Dales,2,27,C,Normal,3,D27CC3,8C,E,19,1,1,3,9.71
Dales,2,27,C,Nino,1,D27CN1,11N,C,3,1,1,1,5.86
Dales,2,27,C,Nino,2,D27CN2,1N,C,11,1,1,2,11.61
Dales,2,27,C,Nino,3,D27CN3,1N,D,10,1,1,5,12.54
Dales,2,27,C,Nina,1,D27CS1,3S,A,13,1,1,1,3.799
Dales,2,27,C,Nina,2,D27CS2,6S,H,4,1,1,1,8.063
Dales,2,27,C,Nina,3,D27CS3,11S,G,15,1,0,,
Dales,4,28,A,Normal,1,D28AC1,7C,C,11,1,1,3,9.33
Dales,4,28,A,Normal,2,D28AC2,1C,I,19,1,1,2,7.1
Dales,4,28,A,Normal,3,D28AC3,10C,F,12,1,1,3,9.78
Dales,4,28,A,Nino,1,D28AN1,2N,C,1,1,1,4,13.84
Dales,4,28,A,Nino,2,D28AN2,2N,G,17,1,1,4,9.35
Dales,4,28,A,Nino,3,D28AN3,4N,E,7,1,1,2,5.13
Dales,4,28,A,Nina,1,D28AS1,8S,D,10,1,0,,
Dales,4,28,A,Nina,2,D28AS2,1S,D,6,1,1,2,21.989
Dales,4,28,A,Nina,3,D28AS3,9S,D,12,1,0,,
Dales,3,28,B,Normal,1,D28BC1,8C,E,15,1,1,4,8.42
Dales,3,28,B,Normal,2,D28BC2,4C,D,2,1,1,6,20.96
Dales,3,28,B,Normal,3,D28BC3,7C,J,4,1,1,3,22.34
Dales,3,28,B,Nino,1,D28BN1,7N,E,15,1,1,4,20.4
Dales,3,28,B,Nino,2,D28BN2,8N,J,16,1,1,2,9.75
Dales,3,28,B,Nino,3,D28BN3,3N,H,18,1,1,2,15.78
Dales,3,28,B,Nina,1,D28BS1,3S,B,4,1,1,1,4.467
Dales,3,28,B,Nina,2,D28BS2,6S,F,12,1,0,,
Dales,3,28,B,Nina,3,D28BS3,4S,B,8,1,1,2,8.879
Dales,2,28,C,Normal,1,D28CC1,9C,D,10,1,1,3,18.46
Dales,2,28,C,Normal,2,D28CC2,1C,E,3,1,1,5,6.72
Dales,2,28,C,Normal,3,D28CC3,3C,C,3,0,0,,
Dales,2,28,C,Nino,1,D28CN1,3N,A,17,1,1,2,2.33
Dales,2,28,C,Nino,2,D28CN2,7N,A,3,1,1,3,5.31
Dales,2,28,C,Nino,3,D28CN3,11N,G,7,1,1,5,12.64
Dales,2,28,C,Nina,1,D28CS1,2S,H,14,1,0,,
Dales,2,28,C,Nina,2,D28CS2,11S,I,7,1,1,1,4.389
Dales,2,28,C,Nina,3,D28CS3,6S,G,19,1,0,,
Dales,2,29,A,Normal,1,D29AC1,6C,B,14,1,1,3,14.3
