Population,Pool,Sire,Dam,Treatment,RepbyDam, Replicate,Bin ,Column,Row,IfPlantGerm,IfFlowered,numberinflors,inflorwt
pixley,2,31,B,Normal,1,P31BC1,5C,A,11,1,1,4,14.88
pixley,2,31,B,Normal,2,P31BC2,6C,E,17,1,1,1,6.53
pixley,2,31,B,Normal,3,P31BC3,8C,G,13,1,1,1,5.61
pixley,2,31,B,Nino,1,P31BN1,6N,D,20,1,1,4,25.33
pixley,2,31,B,Nino,2,P31BN2,9N,G,3,1,1,4,7.53
pixley,2,31,B,Nino,3,P31BN3,10N,B,14,1,1,1,1.4
pixley,2,31,B,Nina,1,P31BS1,10S,F,20,1,0,,
pixley,2,31,B,Nina,2,P31BS2,2S,H,6,1,1,1,1.737
pixley,2,31,B,Nina,3,P31BS3,7S,G,17,1,0,,
pixley,1,31,C,Normal,1,P31CC1,9C,A,19,1,1,2,4.05
pixley,1,31,C,Normal,2,P31CC2,11C,C,9,1,1,2,5.57
pixley,1,31,C,Normal,3,P31CC3,5C,F,8,1,1,1,3.97
pixley,1,31,C,Nino,1,P31CN1,9N,A,5,1,1,1,2.75
pixley,1,31,C,Nino,2,P31CN2,11N,D,10,1,1,2,8.84
pixley,1,31,C,Nino,3,P31CN3,1N,A,17,1,1,5,14.21
pixley,1,31,C,Nina,1,P31CS1,5S,G,1,1,1,2,17.224
pixley,1,31,C,Nina,2,P31CS2,6S,J,12,1,1,1,9.633
pixley,1,31,C,Nina,3,P31CS3,3S,A,15,1,1,1,8.646
pixley,4,32,A,Normal,1,P32AC1,10C,E,5,1,1,1,1.66
pixley,4,32,A,Normal,2,P32AC2,7C,D,10,1,1,2,9.1
pixley,4,32,A,Normal,3,P32AC3,11C,D,14,1,1,2,9.29
pixley,4,32,A,Nino,1,P32AN1,6N,G,19,1,1,5,15.3
pixley,4,32,A,Nino,2,P32AN2,7N,H,8,1,1,1,9.19
pixley,4,32,A,Nino,3,P32AN3,3N,E,15,1,1,1,4.56
pixley,4,32,A,Nina,1,P32AS1,6S,E,3,1,1,3,14.792
pixley,4,32,A,Nina,2,P32AS2,7S,H,18,1,1,1,5.494
pixley,4,32,A,Nina,3,P32AS3,11S,D,4,1,1,1,2.419
pixley,4,32,B,Normal,1,P32BC1,4C,I,9,1,1,7,18.18
pixley,4,32,B,Normal,2,P32BC2,10C,G,9,1,1,3,6.33
pixley,4,32,B,Normal,3,P32BC3,11C,B,8,1,1,2,14.32
pixley,4,32,B,Nino,1,P32BN1,1N,D,18,1,1,2,14.84
pixley,4,32,B,Nino,2,P32BN2,3N,J,2,1,1,4,16.28
pixley,4,32,B,Nino,3,P32BN3,4N,D,10,1,1,2,9.49
pixley,4,32,B,Nina,1,P32BS1,8S,D,6,1,1,1,7.351
pixley,4,32,B,Nina,2,P32BS2,11S,C,1,1,1,2,8.724
pixley,4,32,B,Nina,3,P32BS3,1S,G,1,1,1,1,5.695
pixley,2,32,C,Normal,1,P32CC1,2C,J,10,1,1,3,9.7
pixley,2,32,C,Normal,2,P32CC2,3C,J,2,1,1,4,9.76
pixley,2,32,C,Normal,3,P32CC3,5C,G,7,1,1,1,4.01
pixley,2,32,C,Nino,1,P32CN1,7N,F,14,1,1,6,6.66
pixley,2,32,C,Nino,2,P32CN2,9N,F,16,1,1,5,16.35
pixley,2,32,C,Nino,3,P32CN3,11N,A,7,1,1,3,18.6
pixley,2,32,C,Nina,1,P32CS1,3S,H,14,1,1,1,2.349
pixley,2,32,C,Nina,2,P32CS2,2S,C,13,1,1,1,4.306
pixley,2,32,C,Nina,3,P32CS3,10S,A,5,1,1,1,5.375
pixley,4,33,A,Normal,1,P33AC1,4C,E,7,1,1,2,7.99
pixley,4,33,A,Normal,2,P33AC2,2C,A,1,1,1,1,4.4
pixley,4,33,A,Normal,3,P33AC3,6C,D,6,1,0,,
pixley,4,33,A,Nino,1,P33AN1,2N,E,13,1,1,1,1.77
pixley,4,33,A,Nino,2,P33AN2,5N,E,9,0,0,0,
pixley,4,33,A,Nino,3,P33AN3,11N,G,19,1,1,2,12.45
pixley,4,33,A,Nina,1,P33AS1,11S,D,2,1,1,1,8.423
pixley,4,33,A,Nina,2,P33AS2,9S,I,5,1,1,1,9.127
pixley,4,33,A,Nina,3,P33AS3,3S,H,2,1,1,1,9.307
pixley,4,33,B,Normal,1,P33BC1,10C,J,2,1,1,3,4.96
pixley,4,33,B,Normal,2,P33BC2,9C,A,7,1,1,2,6.33
pixley,4,33,B,Normal,3,P33BC3,2C,A,15,1,1,2,6.02
pixley,4,33,B,Nino,1,P33BN1,6N,A,9,1,1,3,4.48
pixley,4,33,B,Nino,2,P33BN2,2N,J,2,1,0,0,
pixley,4,33,B,Nino,3,P33BN3,8N,D,18,1,1,3,1.11
pixley,4,33,B,Nina,1,P33BS1,9S,I,9,1,1,2,18.874
pixley,4,33,B,Nina,2,P33BS2,6S,G,15,1,1,2,5.973
pixley,4,33,B,Nina,3,P33BS3,11S,D,18,1,1,2,13.31
pixley,2,33,C,Normal,1,P33CC1,7C,J,18,1,1,1,7.13
pixley,2,33,C,Normal,2,P33CC2,5C,H,10,1,1,1,7.13
pixley,2,33,C,Normal,3,P33CC3,8C,B,4,1,1,3,10.81
pixley,2,33,C,Nino,1,P33CN1,5N,B,2,1,1,3,8.97
pixley,2,33,C,Nino,2,P33CN2,9N,C,13,1,1,2,6.61
pixley,2,33,C,Nino,3,P33CN3,6N,E,17,1,1,4,12.96
pixley,2,33,C,Nina,1,P33CS1,5S,I,9,1,1,2,6.838
pixley,2,33,C,Nina,2,P33CS2,3S,H,18,1,1,1,6.549
pixley,2,33,C,Nina,3,P33CS3,11S,J,4,1,1,2,6.474
pixley,1,34,A,Normal,1,P34AC1,5C,D,6,1,1,1,1.76
pixley,1,34,A,Normal,2,P34AC2,11C,J,20,1,1,2,21.2
pixley,1,34,A,Normal,3,P34AC3,9C,F,12,1,1,1,3.92
pixley,1,34,A,Nino,1,P34AN1,7N,C,13,1,1,3,12.56
pixley,1,34,A,Nino,2,P34AN2,10N,I,13,1,1,9,28.19
pixley,1,34,A,Nino,3,P34AN3,3N,D,4,1,1,4,18.32
pixley,1,34,A,Nina,1,P34AS1,4S,C,19,1,1,3,18.74
pixley,1,34,A,Nina,2,P34AS2,11S,J,20,1,1,1,6.498
pixley,1,34,A,Nina,3,P34AS3,6S,H,6,1,1,1,3.083
pixley,1,34,B,Normal,1,P34BC1,2C,C,9,1,1,4,15.88
pixley,1,34,B,Normal,2,P34BC2,7C,H,18,1,1,3,15.58
pixley,1,34,B,Normal,3,P34BC3,9C,D,14,1,1,2,5.25
pixley,1,34,B,Nino,1,P34BN1,4N,E,17,1,1,1,9.37
pixley,1,34,B,Nino,2,P34BN2,3N,F,20,1,1,3,8.77
pixley,1,34,B,Nino,3,P34BN3,11N,C,19,1,1,2,13.71
pixley,1,34,B,Nina,1,P34BS1,8S,H,8,1,1,1,7.924
pixley,1,34,B,Nina,2,P34BS2,2S,I,1,1,1,1,10.411
pixley,1,34,B,Nina,3,P34BS3,7S,J,14,1,0,,
pixley,2,34,C,Normal,1,P34CC1,1C,D,14,1,1,2,9.85
pixley,2,34,C,Normal,2,P34CC2,7C,B,18,1,0,,
pixley,2,34,C,Normal,3,P34CC3,9C,E,11,1,1,5,13.18
pixley,2,34,C,Nino,1,P34CN1,1N,B,18,1,1,3,21.73
pixley,2,34,C,Nino,2,P34CN2,5N,A,7,1,1,5,11.87
pixley,2,34,C,Nino,3,P34CN3,9N,J,16,1,1,2,14.69
pixley,2,34,C,Nina,1,P34CS1,8S,A,19,1,1,1,5.121
pixley,2,34,C,Nina,2,P34CS2,3S,F,14,1,1,2,17.032
pixley,2,34,C,Nina,3,P34CS3,6S,B,18,1,1,1,3.088
pixley,2,35,A,Normal,1,P35AC1,11C,H,4,1,1,1,6.1
pixley,2,35,A,Normal,2,P35AC2,8C,D,4,1,1,3,12.03
pixley,2,35,A,Normal,3,P35AC3,4C,E,13,1,1,1,9.03
pixley,2,35,A,Nino,1,P35AN1,9N,H,2,1,1,2,11.3
pixley,2,35,A,Nino,2,P35AN2,2N,F,10,1,1,2,10.63
pixley,2,35,A,Nino,3,P35AN3,5N,G,5,1,1,2,6.19
pixley,2,35,A,Nina,1,P35AS1,6S,H,12,1,1,1,3.318
pixley,2,35,A,Nina,2,P35AS2,7S,A,17,1,1,1,6.227
pixley,2,35,A,Nina,3,P35AS3,4S,G,3,1,1,1,10.454
pixley,3,35,B,Normal,1,P35BC1,9C,D,2,1,1,2,16.5
pixley,3,35,B,Normal,2,P35BC2,6C,A,1,1,1,3,17.6
pixley,3,35,B,Normal,3,P35BC3,1C,J,14,1,1,1,5.71
pixley,3,35,B,Nino,1,P35BN1,8N,I,15,1,1,4,16.91
pixley,3,35,B,Nino,2,P35BN2,7N,H,6,1,1,2,8.18
pixley,3,35,B,Nino,3,P35BN3,5N,G,9,1,1,5,17.73
pixley,3,35,B,Nina,1,P35BS1,7S,E,11,1,1,1,5.69
pixley,3,35,B,Nina,2,P35BS2,2S,F,4,1,1,1,5.31
pixley,3,35,B,Nina,3,P35BS3,11S,E,13,1,1,1,2.324
pixley,2,35,C,Normal,1,P35CC1,8C,C,3,1,1,2,10.84
pixley,2,35,C,Normal,2,P35CC2,9C,H,14,1,1,2,5.94
pixley,2,35,C,Normal,3,P35CC3,11C,A,7,1,1,1,0.46
pixley,2,35,C,Nino,1,P35CN1,2N,C,5,1,1,3,9.9
pixley,2,35,C,Nino,2,P35CN2,1N,I,17,1,1,3,26.54
pixley,2,35,C,Nino,3,P35CN3,5N,H,2,1,1,3,7.4
pixley,2,35,C,Nina,1,P35CS1,3S,J,14,1,1,2,9.431
pixley,2,35,C,Nina,2,P35CS2,4S,A,1,1,1,1,6.194
pixley,2,35,C,Nina,3,P35CS3,8S,J,2,1,1,1,4.399
pixley,2,36,A,Normal,1,P36AC1,6C,B,20,1,1,4,17.8
pixley,2,36,A,Normal,2,P36AC2,4C,H,20,1,1,1,2.5
pixley,2,36,A,Normal,3,P36AC3,10C,D,8,1,1,2,9.32
pixley,2,36,A,Nino,1,P36AN1,10N,D,6,1,1,5,7.58
pixley,2,36,A,Nino,2,P36AN2,5N,I,9,1,1,5,7.73
pixley,2,36,A,Nino,3,P36AN3,10N,J,10,1,1,4,2.69
pixley,2,36,A,Nina,1,P36AS1,6S,F,2,1,1,1,5.667
pixley,2,36,A,Nina,2,P36AS2,9S,H,6,1,1,1,6.186
pixley,2,36,A,Nina,3,P36AS3,11S,E,3,1,1,2,11.613
pixley,4,36,B,Normal,1,P36BC1,2C,A,9,1,1,2,1.52
pixley,4,36,B,Normal,2,P36BC2,7C,C,3,1,1,1,11.62
pixley,4,36,B,Normal,3,P36BC3,11C,F,14,0,0,,
pixley,4,36,B,Nino,1,P36BN1,6N,D,10,1,0,0,
pixley,4,36,B,Nino,2,P36BN2,7N,E,13,0,1,2,9.71
pixley,4,36,B,Nino,3,P36BN3,8N,E,15,1,1,1,4.45
pixley,4,36,B,Nina,1,P36BS1,7S,E,1,1,0,,
pixley,4,36,B,Nina,2,P36BS2,6S,J,16,1,0,,
pixley,4,36,B,Nina,3,P36BS3,6S,B,12,1,0,,
pixley,1,36,C,Normal,1,P36CC1,3C,G,1,1,1,2,6.1
pixley,1,36,C,Normal,2,P36CC2,10C,F,16,0,0,,
pixley,1,36,C,Normal,3,P36CC3,1C,C,7,1,0,,
pixley,1,36,C,Nino,1,P36CN1,2N,G,5,1,1,5,16.14
pixley,1,36,C,Nino,2,P36CN2,5N,E,7,0,0,0,
pixley,1,36,C,Nino,3,P36CN3,6N,D,18,0,0,0,
pixley,1,36,C,Nina,1,P36CS1,6S,H,18,1,0,,
pixley,1,36,C,Nina,2,P36CS2,11S,H,8,1,1,1,1.136
pixley,1,36,C,Nina,3,P36CS3,10S,B,8,1,1,1,2.549
