Pop	FamFixed	Fam	Seed	Rep	Row	Col	Surv306	BoltDate	FlowerDate	Diam1_306	Diam2_306	Area_306	ShootHt306	S06TotalShoots	S06TotalShootsZ	S06Flowered	S06SampledShoots	AfterColl(1/0)	S06AdjSiliques	S06TotalSiliques	S06CollSiliques	S06SilPerShoot	S06Seeds	S06SeedPerSil	S06SeedWt	S06WtPer100	ReprodOutput	ReprodOutputZ	CollDate	Surv606	Shoots606	Flowering606	Diam1_606	Diam2_606	Area_606	dDiam1	dDiam2	dArea	Surv1106	Diam1_1206	Diam2_1206	Final
S	S	S5	25	R4	26	U	1			10	7	70			0	0												0		1	0	0	37	31	1147	27	24	1077	0			825
S	S	S9	1	R6	27	AG	1	38803		50	46	2300			0	0												0		1	0	0	60	40	2400	10	-6	100	0			826
S	S	S9	2	R6	14	AF	1	38783	38789	60	55	3300	12	1	1	1	1		1	1	1	1	9	9	1.1	12.22222222	9	9	38826	1	0	0	90	60	5400	30	5	2100	0			827
S	S	S9	3	R2	23	I	1	38783	38783	40	29	1160	13	1	1	1	1		8	8	5	8	60	12	8	13.33333333	96	96	38826	1	0	0	35	25	875	-5	-4	-285	0			828
S	S	S9	4	R8	3	AS	1	38783	38824	30	25	750	42		0	0												0		1	0	0	79	73	5767	49	48	5017	0			829
S	S	S9	5	R8	25	AS	1	38783	38824	47	43	2021	31	5	5	1	3	1	20	16	7	6.666666667	53	7.571428571	8.2	15.47169811	252.3809524	252.3809524	38869	1	0	0	50	30	1500	3	-13	-521	0			830
S	S	S9	6	R2	12	G	1	38783	38803	38	31	1178	20		0	0												0		1	0	0	28	25	700	-10	-6	-478	0			831
S	S	S9	7	R2	1	I	1	38783	38786	28	23	644	23	1	1	1	1		9	9	5	9	127	25.4	25.7	20.23622047	228.6	228.6	38840	1	0	0	39	38	1482	11	15	838	1	58	54	832
S	S	S9	8	R8	10	AQ	1	38783		53	43	2279		5	5	1	3	1	21	14	12	7	190	15.83333333	26	13.68421053	554.1666667	554.1666667	38868	1	0	0	0	0	0	-53	-43	-2279	0			833
S	S	S9	9	R7	18	AM	1	38783		55	59	3245			0	0												0		1	1	1	90	50	4500	35	-9	1255	0			834
S	S	S9	10	R3	17	O	1	38786	38824	40	39	1560	31		0	0												0		1	0	0	100	97	9700	60	58	8140	0			835
S	S	S9	11	R3	4	P	1	38793		34	33	1122			0	0												0		1	0	0	50	46	2300	16	13	1178	0			836
S	S	S9	12	R7	26	AM	1	38786	38789	56	58	3248	14	2	2	1	2		6	6	0	3							38881	1	0	0	90	80	7200	34	22	3952	0			837
S	S	S9	13	R3	7	O	1	38783	38783	61	44	2684	9		0	0												0		1	0	0	75	56	4200	14	12	1516	0			838
S	S	S9	14	R3	14	N	1	38783	38783	48	43	2064	8	7	7	1	3		23	23	11	7.666666667	210	19.09090909	47	22.38095238	1024.545455	1024.545455	38840	1	1	0	111	101	11211	63	58	9147	0			839
S	S	S9	15	R4	10	U	1	38783	38831	52	41	2132	67	1	1	1	1	1											38863	1	0	0	63	52	3276	11	11	1144	0			840
S	S	S9	16	R1	14	B	1	38783	38783	50	35	1750	6	6	6	1	3		26	26	10	8.666666667	152	15.2	25.7	16.90789474	790.4	790.4	38826	1	0	0	48	31	1488	-2	-4	-262	0			841
S	S	S9	17	R5	19	AB	1	38793	38793	61	45	2745	7		0	0		1										0	38881	1	0	0	100	70	7000	39	25	4255	0			842
S	S	S9	18	R1	27	A	0																							0									0			843
S	S	S9	19	R4	12	V	1	38783	38783	46	41	1886	21	1	1	1	1		14	14	9	14	32	3.555555556	6.6	20.625	49.77777778	49.77777778	38826	1	0	0	72	49	3528	26	8	1642	0			844
S	S	S9	20	R1	9	B	1			26	13	338			0	0												0		1	0	0	31	28	868	5	15	530	0			845
S	S	S9	21	R5	23	AB	1	38783	38783	61	49	2989	10	1	1	1	1	1	15	9	6	15	103	17.16666667	12.6	12.23300971	257.5	257.5	38826	1	0	0	0	0	0	-61	-49	-2989	0			846
S	S	S10	1	R6	14	AG	1	38786		66	61	4026			0	0												0		1	0	0	70	50	3500	4	-11	-526	0			847
S	S	S10	2	R5	27	Y	1	38789	38838	69	61	4209	50		0	0												0		1	0	0	80	70	5600	11	9	1391	1	60	40	848
S	S	S10	3	R2	4	H	1	38789		52	46	2392			0	0												0		1	0	0	88	57	5016	36	11	2624	1	20	15	849
S	S	S10	4	R1	7	C	1	38793		76	73	5548			0	0												0		1	0	0	95	92	8740	19	19	3192	0			850
S	S	S10	5	R6	20	AF	1	38783		68	65	4420			0	0												0		1	0	0	80	70	5600	12	5	1180	0			851
S	S	S10	6	R1	12	B	1	38789		54	42	2268			0	0												0		1	0	0	55	48	2640	1	6	372	0			852
S	S	S10	7	R2	7	H	1	38789		48	40	1920			0	0												0		1	1	0	78	73	5694	30	33	3774	0			853
S	S	S10	8	R8	6	AR	1	38783	38783	76	53	4028	30	6	6	1	3	1	27	23	8	9	61	7.625	7.7	12.62295082	411.75	411.75	38868	1	0	0	87	81	7047	11	28	3019	0			854
S	S	S10	9	R7	2	AL	1	38803	38838	71	60	4260	35		0	0												0		1	0	0	90	70	6300	19	10	2040	0			855
S	S	S10	10	R7	16	AK	1	38789	38824	95	90	8550	88		0	0												0		1	0	0	90	70	6300	-5	-20	-2250	0			856
S	S	S10	11	R3	16	M	1	38789		61	39	2379			0	0												0		1	0	0	74	53	3922	13	14	1543	0			857
S	S	S10	12	R4	3	T	1	38793	38811	81	55	4455	41	1	1	1	1		13	13	13	13	54	4.153846154	3.1	5.740740741	54	54	38828	1	0	0	59	46	2714	-22	-9	-1741	0			858
S	S	S10	13	R4	3	S	1			66	61	4026			0	0												0		1	0	0	25	20	500	-41	-41	-3526	0			859
F1	SN	SN	1	R8	26	AQ	1	38793	38824	95	95	9025	84	78	78	1	3	1	21	21	8	7	79	9.875	13.2	16.70886076	5391.75	5391.75	38868	1	0	0	130	100	13000	35	5	3975	0			860
F1	SN	SN	2	R6	21	AG	1	38798	38811	147	144	21168	84	65	65	1	3	1	33	33	10	11	84	8.4	13.9	16.54761905	6006	6006	38863	1	1	1	190	160	30400	43	16	9232	0			861
F1	SN	SN	3	R3	24	O	1	38793	38803	83	71	5893	44	47	47	1	3	1	14	14	2	4.666666667	66	33	11.5	17.42424242	7238	7238	38875	1	1	1	133	127	16891	50	56	10998	0			862
F1	SN	SN	4	R1	21	B	1	38789	38793	65	52	3380	34	4	4	1	3						14		1.9	13.57142857				1	0	0	101	89	8989	36	37	5609	0			863
F1	SN	SN	5	R4	6	T	1	38793	38793	100	92	9200	71	27	27	1	3	1	34	34	6	11.33333333	35	5.833333333	3.2	9.142857143	1785	1785	38863	1	0	0	98	93	9114	-2	1	-86	1	75	70	864
F1	SN	SN	6	R2	12	I	1	38789	38824	63	61	3843	95	57	57	1	3		60	60	12	20	175	14.58333333	28.5	16.28571429	16625	16625	38854	1	0	0	114	82	9348	51	21	5505	0			865
