positionID,packID,row,group.position,position,maternalID,paternalID,planting.notes,presence1,leafnumber1,notes1,presence2,leafnumber2,notes2,presence3,leafnumber3,notes3,presence4,branch4,flowering4,munched4,notes4,presence5,flowering5,munched5,notes5,presence6,notes6,presence7,notes7,notes8,presence9,flowering9,crispy.pods9,green.pods9,ground.pods9,pods.on.plant9,seed.ct,ground.seed.ct,green.seed.ct,notes9
1,1,100,1,0.8,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2,1,100,1,0.9,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
3,1,100,1,1,148,204,,0,NA,,1,3,,1,4,,1,0,0,0,,1,1,0,,1,,1,2 green pods collected off of ground,,1,1,0,0,2,0,NA,16,NA,
4,1,100,1,1.1,148,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
5,1,100,1,1.2,148,204,,0,NA,,1,2,,1,4,,1,0,0,0,,1,1,0,,1,,1,only stem remaining; 4 partly green pods collected off of ground,,1,1,0,0,4,0,NA,38,NA,
6,2,100,3,2.8,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
7,2,100,3,2.9,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
8,2,100,3,3,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
9,2,100,3,3.1,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
10,2,100,3,3.2,83,204,,1,2,,1,4,,1,7,,1,1,1,0,,1,1,0,,1,4 pods collected off ground; stem + 1 leaf,1,,,1,1,0,0,4,0,NA,49,NA,
11,3,100,5,4.8,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
12,3,100,5,4.9,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
13,3,100,5,5,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
14,3,100,5,5.1,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
15,3,100,5,5.2,83,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
16,4,100,7,6.8,40,127,,0,NA,,0,NA,,1,0,munched,1,1,0,0,,1,1,0,,1,,1,,,1,1,1,3,0,3,11,NA,10,munched; pods nearby
17,4,100,7,6.9,40,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
18,4,100,7,7,40,127,,1,1,,1,3,,1,6,,1,1,1,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
19,4,100,7,7.1,40,127,,1,1,,1,3,,1,5,,1,3,0,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
20,4,100,7,7.2,40,127,,1,2,,1,4,,1,7,,1,1,1,0,,1,1,0,,1,stem + 1 leaf,1,,,1,1,0,0,0,0,NA,NA,NA,
21,5,100,9,8.8,147,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
22,5,100,9,8.9,147,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
23,5,100,9,9,147,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
24,5,100,9,9.1,147,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
25,5,100,9,9.2,147,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
26,6,100,11,10.8,66,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
27,6,100,11,10.9,66,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
28,6,100,11,11,66,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
29,6,100,11,11.1,66,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
30,6,100,11,11.2,66,152,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
31,7,100,13,12.8,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
32,7,100,13,12.9,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
33,7,100,13,13,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
34,7,100,13,13.1,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
35,7,100,13,13.2,41,38,,1,2,,1,3,,1,5,,1,0,0,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
36,8,100,15,14.8,64,112,,1,2,,1,3,,1,5,,1,0,0,0,,1,1,0,,1,munched,1,,,1,1,1,0,0,0,6,NA,NA,
37,8,100,15,14.9,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
38,8,100,15,15,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
39,8,100,15,15.1,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
40,8,100,15,15.2,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
41,9,100,17,16.8,90,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
42,9,100,17,16.9,90,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
43,9,100,17,17,90,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
44,9,100,17,17.1,90,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
45,9,100,17,17.2,90,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
46,10,100,19,18.8,39,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
47,10,100,19,18.9,39,28,,1,3,,1,6,,1,9,,1,1,1,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
48,10,100,19,19,39,28,,1,3,,1,5,,1,8,,1,0,1,0,,1,1,0,,1,stem + 1 leaf,1,,,1,1,0,0,0,0,NA,NA,NA,
49,10,100,19,19.1,39,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
50,10,100,19,19.2,39,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
51,11,100,21,20.8,168,110,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
52,11,100,21,20.9,168,110,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
53,11,100,21,21,168,110,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
54,11,100,21,21.1,168,110,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
55,11,100,21,21.2,168,110,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
56,12,100,23,22.8,136,16,,1,3,,1,3,,1,4,,1,0,0,0,,1,0,0,,1,,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
57,12,100,23,22.9,136,16,,1,3,,1,3,,1,7,,1,0,1,0,,1,1,0,,1,,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
58,12,100,23,23,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
59,12,100,23,23.1,136,16,,1,3,,1,4,,1,8,,1,0,1,0,,1,1,0,,1,,1,,,1,1,9,1,0,24,98,NA,10,munched
60,12,100,23,23.2,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
61,13,100,25,24.8,95,204,,0,NA,,1,1,,1,3,,1,0,0,0,,1,1,0,,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining
62,13,100,25,24.9,95,204,,1,2,,1,4,,1,7,,1,1,1,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
63,13,100,25,25,95,204,,1,2,,1,4,,1,6,,1,0,1,0,,1,1,1,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
64,13,100,25,25.1,95,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
65,13,100,25,25.2,95,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
66,14,100,27,26.8,169,112,,1,2,,1,4,,1,6,,1,0,1,0,,1,1,0,,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining
67,14,100,27,26.9,169,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
68,14,100,27,27,169,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
69,14,100,27,27.1,169,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
70,14,100,27,27.2,169,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
71,16,100,29,28.8,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
72,16,100,29,28.9,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
73,16,100,29,29,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
74,16,100,29,29.1,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
75,16,100,29,29.2,129,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
76,17,100,31,30.8,128,44,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
77,17,100,31,30.9,128,44,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
78,17,100,31,31,128,44,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
79,17,100,31,31.1,128,44,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
80,17,100,31,31.2,128,44,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
81,18,100,33,32.8,21,58,,0,NA,,1,2,,1,5,,1,0,1,0,,1,1,0,,1,,1,1 pod collected off ground; 2nd pod of uncertain ID collected off ground,,1,1,0,0,1,0,NA,12,NA,1 pod collected of uncertain ID; only stem remaining
82,18,100,33,32.9,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
83,18,100,33,33,21,58,,1,2,,1,4,,1,7,,1,0,1,0,,1,1,0,,1,,1,,only stem remaining; pods nearby,1,1,8,0,0,0,71,NA,NA,1 pod collected of uncertain ID
84,18,100,33,33.1,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
85,18,100,33,33.2,21,58,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
86,19,100,35,34.8,86,115,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
87,19,100,35,34.9,86,115,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
88,19,100,35,35,86,115,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
89,19,100,35,35.1,86,115,,1,3,,1,4,,1,6,,1,0,0,0,,1,1,0,,1,,1,,munched; no pods remaining on plant; pods on ground nearby; collected pod fragments,1,1,0,0,0,0,NA,NA,NA,partial pods collected off ground
90,19,100,35,35.2,86,115,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
91,20,100,37,36.8,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
92,20,100,37,36.9,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
93,20,100,37,37,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
94,20,100,37,37.1,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
95,20,100,37,37.2,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
96,21,100,39,38.8,52,126,,1,1,,1,3,,1,5,,1,2,1,0,,1,1,0,,1,,1,stem breaking,,1,1,6,0,0,17,42,NA,NA,stem hanging on by a thread
97,21,100,39,38.9,52,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
98,21,100,39,39,52,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
99,21,100,39,39.1,52,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
100,21,100,39,39.2,52,126,,1,1,,1,2,,1,5,,1,0,1,0,,1,1,0,,1,only stem remaining,1,,,1,1,0,0,0,0,NA,NA,NA,
101,22,100,41,40.8,165,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
102,22,100,41,40.9,165,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
103,22,100,41,41,165,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
104,22,100,41,41.1,165,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
105,22,100,41,41.2,165,81,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
106,23,100,43,42.8,150,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
107,23,100,43,42.9,150,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
108,23,100,43,43,150,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
109,23,100,43,43.1,150,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
110,23,100,43,43.2,150,119,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
111,24,100,45,44.8,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
112,24,100,45,44.9,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
113,24,100,45,45,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
114,24,100,45,45.1,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
115,24,100,45,45.2,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
116,25,100,47,46.8,113,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
117,25,100,47,46.9,113,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
118,25,100,47,47,113,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
119,25,100,47,47.1,113,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
120,25,100,47,47.2,113,99,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
121,26,100,49,48.8,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
122,26,100,49,48.9,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
123,26,100,49,49,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
124,26,100,49,49.1,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
125,26,100,49,49.2,75,36,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
126,27,212,1,0.8,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
127,27,212,1,0.9,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
128,27,212,1,1,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
129,27,212,1,1.1,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
130,27,212,1,1.2,13,139,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
131,28,212,3,2.8,40,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
132,28,212,3,2.9,40,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
133,28,212,3,3,40,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
134,28,212,3,3.1,40,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
135,28,212,3,3.2,40,127,,1,3,,1,5,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
136,29,212,5,4.8,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
137,29,212,5,4.9,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
138,29,212,5,5,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
139,29,212,5,5.1,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
140,29,212,5,5.2,77,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
141,30,212,7,6.8,153,36,7.0 m seed at large,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
142,30,212,7,6.9,153,36,7.0 m seed at large,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
143,30,212,7,7,153,36,7.0 m seed at large,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
144,30,212,7,7.1,153,36,7.0 m seed at large,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
145,30,212,7,7.2,153,36,7.0 m seed at large,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
146,31,212,9,8.8,121,166,,1,3,,1,4,,1,7,,1,0,0,0,,1,1,0,,1,,1,,only stem remaining; 3 pods collected off ground,1,1,2,0,3,0,20,28,NA,
147,31,212,9,8.9,121,166,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
148,31,212,9,9,121,166,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
149,31,212,9,9.1,121,166,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
