Site,Dam,Sire,Packet_ID,Planting_position,Germination,Surv_flwr,total_pods_collected,total_seeds,total_pods,Xloc,Yloc
ML,35,133,223,138-45.4,0,0,0,0,0,-5,-5
ML,35,133,223,138-45.5,0,0,0,0,0,-5,-5
ML,78,47,224,138-47.1,0,0,0,0,0,-5,-3
ML,78,47,224,138-47.2,0,0,0,0,0,-5,-3
ML,78,47,224,138-47.3,0,0,0,0,0,-5,-3
ML,78,47,224,138-47.4,1,1,56,545,667,-5,-3
ML,78,47,224,138-47.5,0,0,0,0,0,-5,-3
ML,82,62,225,138-49.1,0,0,0,0,0,-5,-1
ML,82,62,225,138-49.2,0,0,0,0,0,-5,-1
ML,82,62,225,138-49.3,0,0,0,0,0,-5,-1
ML,82,62,225,138-49.4,0,0,0,0,0,-5,-1
ML,82,62,225,138-49.5,0,0,0,0,0,-5,-1
ML,28,61,203,138-5.1,0,0,0,0,0,-5,-45
ML,28,61,203,138-5.2,1,1,51,490,308,-5,-45
ML,28,61,203,138-5.3,0,0,0,0,0,-5,-45
ML,28,61,203,138-5.4,0,0,0,0,0,-5,-45
ML,28,61,203,138-5.5,0,0,0,0,0,-5,-45
ML,60,198,204,138-7.1,0,0,0,0,0,-5,-43
ML,60,198,204,138-7.2,0,0,0,0,0,-5,-43
ML,60,198,204,138-7.3,0,0,0,0,0,-5,-43
ML,60,198,204,138-7.4,0,0,0,0,0,-5,-43
ML,60,198,204,138-7.5,0,0,0,0,0,-5,-43
ML,148,44,205,138-9.1,0,0,0,0,0,-5,-41
ML,148,44,205,138-9.2,0,0,0,0,0,-5,-41
ML,148,44,205,138-9.3,0,0,0,0,0,-5,-41
ML,148,44,205,138-9.4,0,0,0,0,0,-5,-41
ML,148,44,205,138-9.5,0,0,0,0,0,-5,-41
ML,166,85,226,140-1.1,0,0,0,0,0,-4,-49
ML,166,85,226,140-1.2,0,0,0,0,0,-4,-49
ML,166,85,226,140-1.3,0,0,0,0,0,-4,-49
ML,166,85,226,140-1.4,0,0,0,0,0,-4,-49
ML,166,85,226,140-1.5,0,0,0,0,0,-4,-49
ML,18,67,231,140-11.1,0,0,0,0,0,-4,-39
ML,18,67,231,140-11.2,0,0,0,0,0,-4,-39
ML,18,67,231,140-11.3,0,0,0,0,0,-4,-39
ML,18,67,231,140-11.4,0,0,0,0,0,-4,-39
ML,18,67,231,140-11.5,0,0,0,0,0,-4,-39
ML,41,141,232,140-13.1,0,0,0,0,0,-4,-37
ML,41,141,232,140-13.2,0,0,0,0,0,-4,-37
ML,41,141,232,140-13.3,0,0,0,0,0,-4,-37
ML,41,141,232,140-13.4,0,0,0,0,0,-4,-37
ML,41,141,232,140-13.5,0,0,0,0,0,-4,-37
ML,28,61,233,140-15.1,0,0,0,0,0,-4,-35
ML,28,61,233,140-15.2,0,0,0,0,0,-4,-35
ML,28,61,233,140-15.3,0,0,0,0,0,-4,-35
ML,28,61,233,140-15.4,0,0,0,0,0,-4,-35
ML,28,61,233,140-15.5,0,0,0,0,0,-4,-35
ML,54,177,234,140-17.1,0,0,0,0,0,-4,-33
ML,54,177,234,140-17.2,0,0,0,0,0,-4,-33
ML,54,177,234,140-17.3,0,0,0,0,0,-4,-33
ML,54,177,234,140-17.4,0,0,0,0,0,-4,-33
ML,54,177,234,140-17.5,0,0,0,0,0,-4,-33
ML,50,158,235,140-19.1,0,0,0,0,0,-4,-31
ML,50,158,235,140-19.2,0,0,0,0,0,-4,-31
ML,50,158,235,140-19.3,0,0,0,0,0,-4,-31
ML,50,158,235,140-19.4,0,0,0,0,0,-4,-31
ML,50,158,235,140-19.5,0,0,0,0,0,-4,-31
ML,31,113,236,140-21.1,0,0,0,0,0,-4,-29
ML,31,113,236,140-21.2,0,0,0,0,0,-4,-29
ML,31,113,236,140-21.3,0,0,0,0,0,-4,-29
ML,31,113,236,140-21.4,0,0,0,0,0,-4,-29
ML,31,113,236,140-21.5,0,0,0,0,0,-4,-29
ML,22,69,237,140-23.1,0,0,0,0,0,-4,-27
ML,22,69,237,140-23.2,0,0,0,0,0,-4,-27
ML,22,69,237,140-23.3,0,0,0,0,0,-4,-27
ML,22,69,237,140-23.4,0,0,0,0,0,-4,-27
ML,22,69,237,140-23.5,0,0,0,0,0,-4,-27
ML,12,61,238,140-25.1,0,0,0,0,0,-4,-25
ML,12,61,238,140-25.2,0,0,0,0,0,-4,-25
ML,12,61,238,140-25.3,0,0,0,0,0,-4,-25
ML,12,61,238,140-25.4,0,0,0,0,0,-4,-25
ML,12,61,238,140-25.5,0,0,0,0,0,-4,-25
ML,60,198,239,140-27.1,0,0,0,0,0,-4,-23
ML,60,198,239,140-27.2,0,0,0,0,0,-4,-23
ML,60,198,239,140-27.3,0,0,0,0,0,-4,-23
ML,60,198,239,140-27.4,0,0,0,0,0,-4,-23
ML,60,198,239,140-27.5,1,1,50,512,706,-4,-23
ML,197,198,240,140-29.1,0,0,0,0,0,-4,-21
ML,197,198,240,140-29.2,0,0,0,0,0,-4,-21
ML,197,198,240,140-29.3,0,0,0,0,0,-4,-21
ML,197,198,240,140-29.4,0,0,0,0,0,-4,-21
ML,197,198,240,140-29.5,0,0,0,0,0,-4,-21
ML,125,196,227,140-3.1,0,0,0,0,0,-4,-47
ML,125,196,227,140-3.2,0,0,0,0,0,-4,-47
ML,125,196,227,140-3.3,0,0,0,0,0,-4,-47
ML,125,196,227,140-3.4,0,0,0,0,0,-4,-47
ML,125,196,227,140-3.5,1,1,52,525,232,-4,-47
ML,121,164,241,140-31.1,0,0,0,0,0,-4,-19
ML,121,164,241,140-31.2,0,0,0,0,0,-4,-19
ML,121,164,241,140-31.3,0,0,0,0,0,-4,-19
ML,121,164,241,140-31.4,0,0,0,0,0,-4,-19
ML,121,164,241,140-31.5,0,0,0,0,0,-4,-19
ML,35,133,242,140-33.1,0,0,0,0,0,-4,-17
ML,35,133,242,140-33.2,0,0,0,0,0,-4,-17
ML,35,133,242,140-33.3,0,0,0,0,0,-4,-17
ML,35,133,242,140-33.4,0,0,0,0,0,-4,-17
ML,35,133,242,140-33.5,0,0,0,0,0,-4,-17
ML,173,133,243,140-35.1,0,0,0,0,0,-4,-15
ML,173,133,243,140-35.2,0,0,0,0,0,-4,-15
ML,173,133,243,140-35.3,0,0,0,0,0,-4,-15
ML,173,133,243,140-35.4,0,0,0,0,0,-4,-15
ML,173,133,243,140-35.5,0,0,0,0,0,-4,-15
ML,181,141,244,140-37.1,0,0,0,0,0,-4,-13
ML,181,141,244,140-37.2,0,0,0,0,0,-4,-13
ML,181,141,244,140-37.3,0,0,0,0,0,-4,-13
ML,181,141,244,140-37.4,0,0,0,0,0,-4,-13
ML,181,141,244,140-37.5,0,0,0,0,0,-4,-13
ML,96,83,245,140-39.1,0,0,0,0,0,-4,-11
ML,96,83,245,140-39.2,0,0,0,0,0,-4,-11
ML,96,83,245,140-39.3,0,0,0,0,0,-4,-11
ML,96,83,245,140-39.4,0,0,0,0,0,-4,-11
ML,96,83,245,140-39.5,0,0,0,0,0,-4,-11
ML,179,139,246,140-41.1,0,0,0,0,0,-4,-9
ML,179,139,246,140-41.2,0,0,0,0,0,-4,-9
ML,179,139,246,140-41.3,0,0,0,0,0,-4,-9
ML,179,139,246,140-41.4,0,0,0,0,0,-4,-9
ML,179,139,246,140-41.5,0,0,0,0,0,-4,-9
ML,116,147,247,140-43.1,0,0,0,0,0,-4,-7
ML,116,147,247,140-43.2,0,0,0,0,0,-4,-7
ML,116,147,247,140-43.3,0,0,0,0,0,-4,-7
ML,116,147,247,140-43.4,0,0,0,0,0,-4,-7
ML,116,147,247,140-43.5,0,0,0,0,0,-4,-7
ML,192,177,248,140-45.1,0,0,0,0,0,-4,-5
ML,192,177,248,140-45.2,0,0,0,0,0,-4,-5
ML,192,177,248,140-45.3,0,0,0,0,0,-4,-5
ML,192,177,248,140-45.4,0,0,0,0,0,-4,-5
ML,192,177,248,140-45.5,0,0,0,0,0,-4,-5
ML,152,20,249,140-47.1,0,0,0,0,0,-4,-3
ML,152,20,249,140-47.2,0,0,0,0,0,-4,-3
ML,152,20,249,140-47.3,0,0,0,0,0,-4,-3
ML,152,20,249,140-47.4,0,0,0,0,0,-4,-3
ML,152,20,249,140-47.5,0,0,0,0,0,-4,-3
ML,100,127,250,140-49.1,0,0,0,0,0,-4,-1
ML,100,127,250,140-49.2,0,0,0,0,0,-4,-1
ML,100,127,250,140-49.3,0,0,0,0,0,-4,-1
ML,100,127,250,140-49.4,0,0,0,0,0,-4,-1
ML,100,127,250,140-49.5,0,0,0,0,0,-4,-1
ML,71,19,228,140-5.1,0,0,0,0,0,-4,-45
ML,71,19,228,140-5.2,0,0,0,0,0,-4,-45
ML,71,19,228,140-5.3,0,0,0,0,0,-4,-45
ML,71,19,228,140-5.4,0,0,0,0,0,-4,-45
ML,71,19,228,140-5.5,0,0,0,0,0,-4,-45
ML,55,178,229,140-7.1,0,0,0,0,0,-4,-43
ML,55,178,229,140-7.2,0,0,0,0,0,-4,-43
ML,55,178,229,140-7.3,0,0,0,0,0,-4,-43
ML,55,178,229,140-7.4,0,0,0,0,0,-4,-43
ML,55,178,229,140-7.5,0,0,0,0,0,-4,-43
ML,191,164,230,140-9.1,0,0,0,0,0,-4,-41
ML,191,164,230,140-9.2,0,0,0,0,0,-4,-41
ML,191,164,230,140-9.3,0,0,0,0,0,-4,-41
ML,191,164,230,140-9.4,0,0,0,0,0,-4,-41
ML,191,164,230,140-9.5,0,0,0,0,0,-4,-41
ML,186,149,251,144-1.1,0,0,0,0,0,-2,-49
ML,186,149,251,144-1.2,0,0,0,0,0,-2,-49
ML,186,149,251,144-1.3,0,0,0,0,0,-2,-49
ML,186,149,251,144-1.4,0,0,0,0,0,-2,-49
ML,186,149,251,144-1.5,0,0,0,0,0,-2,-49
ML,118,154,256,144-11.1,0,0,0,0,0,-2,-39
ML,118,154,256,144-11.2,0,0,0,0,0,-2,-39
ML,118,154,256,144-11.3,0,0,0,0,0,-2,-39
ML,118,154,256,144-11.4,1,1,50,504,167,-2,-39
ML,118,154,256,144-11.5,1,1,3,10,3,-2,-39
ML,128,102,257,144-13.1,0,0,0,0,0,-2,-37
ML,128,102,257,144-13.2,0,0,0,0,0,-2,-37
ML,128,102,257,144-13.3,0,0,0,0,0,-2,-37
ML,128,102,257,144-13.4,0,0,0,0,0,-2,-37
ML,128,102,257,144-13.5,0,0,0,0,0,-2,-37
ML,120,163,258,144-15.1,0,0,0,0,0,-2,-35
ML,120,163,258,144-15.2,0,0,0,0,0,-2,-35
ML,120,163,258,144-15.3,0,0,0,0,0,-2,-35
ML,120,163,258,144-15.4,0,0,0,0,0,-2,-35
ML,120,163,258,144-15.5,0,0,0,0,0,-2,-35
ML,55,178,259,144-17.1,0,0,0,0,0,-2,-33
ML,55,178,259,144-17.2,0,0,0,0,0,-2,-33
ML,55,178,259,144-17.3,0,0,0,0,0,-2,-33
ML,55,178,259,144-17.4,0,0,0,0,0,-2,-33
ML,55,178,259,144-17.5,0,0,0,0,0,-2,-33
ML,95,44,260,144-19.1,0,0,0,0,0,-2,-31
ML,95,44,260,144-19.2,0,0,0,0,0,-2,-31
ML,95,44,260,144-19.3,0,0,0,0,0,-2,-31
ML,95,44,260,144-19.4,0,0,0,0,0,-2,-31
ML,95,44,260,144-19.5,0,0,0,0,0,-2,-31
ML,165,83,261,144-21.1,0,0,0,0,0,-2,-29
ML,165,83,261,144-21.2,0,0,0,0,0,-2,-29
ML,165,83,261,144-21.3,0,0,0,0,0,-2,-29
ML,165,83,261,144-21.4,0,0,0,0,0,-2,-29
ML,165,83,261,144-21.5,0,0,0,0,0,-2,-29
ML,189,158,262,144-23.1,0,0,0,0,0,-2,-27
ML,189,158,262,144-23.2,0,0,0,0,0,-2,-27
ML,189,158,262,144-23.3,0,0,0,0,0,-2,-27
ML,189,158,262,144-23.4,0,0,0,0,0,-2,-27
ML,189,158,262,144-23.5,0,0,0,0,0,-2,-27
ML,59,196,263,144-25.1,0,0,0,0,0,-2,-25
ML,59,196,263,144-25.2,0,0,0,0,0,-2,-25
ML,59,196,263,144-25.3,0,0,0,0,0,-2,-25
ML,59,196,263,144-25.4,0,0,0,0,0,-2,-25
ML,59,196,263,144-25.5,0,0,0,0,0,-2,-25
ML,110,142,264,144-27.1,0,0,0,0,0,-2,-23
ML,110,142,264,144-27.2,0,0,0,0,0,-2,-23
ML,110,142,264,144-27.3,0,0,0,0,0,-2,-23
ML,110,142,264,144-27.4,0,0,0,0,0,-2,-23
ML,110,142,264,144-27.5,0,0,0,0,0,-2,-23
ML,199,200,265,144-29.1,0,0,0,0,0,-2,-21
ML,199,200,265,144-29.2,0,0,0,0,0,-2,-21
ML,199,200,265,144-29.3,0,0,0,0,0,-2,-21
ML,199,200,265,144-29.4,0,0,0,0,0,-2,-21
ML,199,200,265,144-29.5,0,0,0,0,0,-2,-21
ML,90,75,252,144-3.1,0,0,0,0,0,-2,-47
ML,90,75,252,144-3.2,0,0,0,0,0,-2,-47
ML,90,75,252,144-3.3,0,0,0,0,0,-2,-47
ML,90,75,252,144-3.4,0,0,0,0,0,-2,-47
ML,90,75,252,144-3.5,0,0,0,0,0,-2,-47
ML,8,44,266,144-31.1,0,0,0,0,0,-2,-19
ML,8,44,266,144-31.2,0,0,0,0,0,-2,-19
ML,8,44,266,144-31.3,0,0,0,0,0,-2,-19
ML,8,44,266,144-31.4,0,0,0,0,0,-2,-19
ML,8,44,266,144-31.5,0,0,0,0,0,-2,-19
ML,42,142,267,144-33.1,0,0,0,0,0,-2,-17
ML,42,142,267,144-33.2,0,0,0,0,0,-2,-17
ML,42,142,267,144-33.3,0,0,0,0,0,-2,-17
ML,42,142,267,144-33.4,0,0,0,0,0,-2,-17
ML,42,142,267,144-33.5,0,0,0,0,0,-2,-17
ML,114,144,268,144-35.1,0,0,0,0,0,-2,-15
ML,114,144,268,144-35.2,0,0,0,0,0,-2,-15
ML,114,144,268,144-35.3,0,0,0,0,0,-2,-15
ML,114,144,268,144-35.4,0,0,0,0,0,-2,-15
ML,114,144,268,144-35.5,1,1,50,610,597,-2,-15
ML,60,198,269,144-37.1,0,0,0,0,0,-2,-13
ML,60,198,269,144-37.2,0,0,0,0,0,-2,-13
ML,60,198,269,144-37.3,0,0,0,0,0,-2,-13
ML,60,198,269,144-37.4,1,1,61,594,1160,-2,-13
ML,60,198,269,144-37.5,0,0,0,0,0,-2,-13
ML,124,187,270,144-39.1,0,0,0,0,0,-2,-11
ML,124,187,270,144-39.2,0,0,0,0,0,-2,-11
ML,124,187,270,144-39.3,0,0,0,0,0,-2,-11
ML,124,187,270,144-39.4,0,0,0,0,0,-2,-11
ML,124,187,270,144-39.5,0,0,0,0,0,-2,-11
ML,155,62,271,144-41.1,0,0,0,0,0,-2,-9
ML,155,62,271,144-41.2,0,0,0,0,0,-2,-9
ML,155,62,271,144-41.3,0,0,0,0,0,-2,-9
ML,155,62,271,144-41.4,0,0,0,0,0,-2,-9
ML,155,62,271,144-41.5,0,0,0,0,0,-2,-9
ML,121,164,272,144-43.1,0,0,0,0,0,-2,-7
ML,121,164,272,144-43.2,0,0,0,0,0,-2,-7
ML,121,164,272,144-43.3,0,0,0,0,0,-2,-7
ML,121,164,272,144-43.4,0,0,0,0,0,-2,-7
ML,121,164,272,144-43.5,0,0,0,0,0,-2,-7
ML,188,154,273,144-45.1,0,0,0,0,0,-2,-5
ML,188,154,273,144-45.2,0,0,0,0,0,-2,-5
ML,188,154,273,144-45.3,0,0,0,0,0,-2,-5
ML,188,154,273,144-45.4,0,0,0,0,0,-2,-5
ML,188,154,273,144-45.5,0,0,0,0,0,-2,-5
ML,72,20,274,144-47.1,0,0,0,0,0,-2,-3
ML,72,20,274,144-47.2,0,0,0,0,0,-2,-3
ML,72,20,274,144-47.3,0,0,0,0,0,-2,-3
ML,72,20,274,144-47.4,0,0,0,0,0,-2,-3
ML,72,20,274,144-47.5,0,0,0,0,0,-2,-3
ML,12,61,275,144-49.1,0,0,0,0,0,-2,-1
ML,12,61,275,144-49.2,0,0,0,0,0,-2,-1
ML,12,61,275,144-49.3,0,0,0,0,0,-2,-1
ML,12,61,275,144-49.4,0,0,0,0,0,-2,-1
ML,12,61,275,144-49.5,0,0,0,0,0,-2,-1
ML,116,147,253,144-5.1,0,0,0,0,0,-2,-45
ML,116,147,253,144-5.2,0,0,0,0,0,-2,-45
ML,116,147,253,144-5.3,0,0,0,0,0,-2,-45
ML,116,147,253,144-5.4,0,0,0,0,0,-2,-45
ML,116,147,253,144-5.5,0,0,0,0,0,-2,-45
ML,115,146,254,144-7.1,0,0,0,0,0,-2,-43
ML,115,146,254,144-7.2,0,0,0,0,0,-2,-43
ML,115,146,254,144-7.3,0,0,0,0,0,-2,-43
ML,115,146,254,144-7.4,0,0,0,0,0,-2,-43
ML,115,146,254,144-7.5,0,0,0,0,0,-2,-43
ML,40,134,255,144-9.1,0,0,0,0,0,-2,-41
ML,40,134,255,144-9.2,0,0,0,0,0,-2,-41
ML,40,134,255,144-9.3,0,0,0,0,0,-2,-41
ML,40,134,255,144-9.4,0,0,0,0,0,-2,-41
ML,40,134,255,144-9.5,0,0,0,0,0,-2,-41
ML,90,75,276,200-1.1,0,0,0,0,0,1,-49
ML,90,75,276,200-1.2,0,0,0,0,0,1,-49
ML,90,75,276,200-1.3,0,0,0,0,0,1,-49
ML,90,75,276,200-1.4,0,0,0,0,0,1,-49
ML,90,75,276,200-1.5,0,0,0,0,0,1,-49
ML,40,134,281,200-11.1,0,0,0,0,0,1,-39
ML,40,134,281,200-11.2,0,0,0,0,0,1,-39
ML,40,134,281,200-11.3,0,0,0,0,0,1,-39
ML,40,134,281,200-11.4,0,0,0,0,0,1,-39
ML,40,134,281,200-11.5,0,0,0,0,0,1,-39
ML,151,144,282,200-13.1,0,0,0,0,0,1,-37
ML,151,144,282,200-13.2,0,0,0,0,0,1,-37
ML,151,144,282,200-13.3,0,0,0,0,0,1,-37
ML,151,144,282,200-13.4,0,0,0,0,0,1,-37
ML,151,144,282,200-13.5,0,0,0,0,0,1,-37
ML,31,113,283,200-15.1,0,0,0,0,0,1,-35
ML,31,113,283,200-15.2,0,0,0,0,0,1,-35
ML,31,113,283,200-15.3,0,0,0,0,0,1,-35
ML,31,113,283,200-15.4,0,0,0,0,0,1,-35
ML,31,113,283,200-15.5,0,0,0,0,0,1,-35
ML,121,164,284,200-17.1,0,0,0,0,0,1,-33
ML,121,164,284,200-17.2,0,0,0,0,0,1,-33
ML,121,164,284,200-17.3,0,0,0,0,0,1,-33
ML,121,164,284,200-17.4,0,0,0,0,0,1,-33
ML,121,164,284,200-17.5,0,0,0,0,0,1,-33
ML,22,69,285,200-19.1,0,0,0,0,0,1,-31
ML,22,69,285,200-19.2,0,0,0,0,0,1,-31
ML,22,69,285,200-19.3,0,0,0,0,0,1,-31
ML,22,69,285,200-19.4,0,0,0,0,0,1,-31
ML,22,69,285,200-19.5,0,0,0,0,0,1,-31
ML,37,136,286,200-21.1,0,0,0,0,0,1,-29
ML,37,136,286,200-21.2,0,0,0,0,0,1,-29
ML,37,136,286,200-21.3,0,0,0,0,0,1,-29
ML,37,136,286,200-21.4,0,0,0,0,0,1,-29
ML,37,136,286,200-21.5,1,1,50,462,389,1,-29
ML,108,140,287,200-23.1,0,0,0,0,0,1,-27
ML,108,140,287,200-23.2,0,0,0,0,0,1,-27
ML,108,140,287,200-23.3,0,0,0,0,0,1,-27
ML,108,140,287,200-23.4,0,0,0,0,0,1,-27
ML,108,140,287,200-23.5,0,0,0,0,0,1,-27
ML,42,142,288,200-25.1,0,0,0,0,0,1,-25
ML,42,142,288,200-25.2,0,0,0,0,0,1,-25
ML,42,142,288,200-25.3,0,0,0,0,0,1,-25
ML,42,142,288,200-25.4,0,0,0,0,0,1,-25
ML,42,142,288,200-25.5,0,0,0,0,0,1,-25
ML,176,138,289,200-27.1,0,0,0,0,0,1,-23
ML,176,138,289,200-27.2,0,0,0,0,0,1,-23
ML,176,138,289,200-27.3,0,0,0,0,0,1,-23
ML,176,138,289,200-27.4,0,0,0,0,0,1,-23
ML,176,138,289,200-27.5,0,0,0,0,0,1,-23
ML,11,57,290,200-29.1,0,0,0,0,0,1,-21
ML,11,57,290,200-29.2,0,0,0,0,0,1,-21
ML,11,57,290,200-29.3,0,0,0,0,0,1,-21
ML,11,57,290,200-29.4,0,0,0,0,0,1,-21
ML,11,57,290,200-29.5,0,0,0,0,0,1,-21
ML,60,198,277,200-3.1,0,0,0,0,0,1,-47
ML,60,198,277,200-3.2,0,0,0,0,0,1,-47
ML,60,198,277,200-3.3,0,0,0,0,0,1,-47
ML,60,198,277,200-3.4,0,0,0,0,0,1,-47
ML,60,198,277,200-3.5,0,0,0,0,0,1,-47
ML,186,149,291,200-31.1,0,0,0,0,0,1,-19
ML,186,149,291,200-31.2,0,0,0,0,0,1,-19
ML,186,149,291,200-31.3,0,0,0,0,0,1,-19
ML,186,149,291,200-31.4,0,0,0,0,0,1,-19
ML,186,149,291,200-31.5,0,0,0,0,0,1,-19
ML,189,158,292,200-33.1,0,0,0,0,0,1,-17
ML,189,158,292,200-33.2,0,0,0,0,0,1,-17
ML,189,158,292,200-33.3,0,0,0,0,0,1,-17
ML,189,158,292,200-33.4,0,0,0,0,0,1,-17
ML,189,158,292,200-33.5,0,0,0,0,0,1,-17
ML,167,102,293,200-35.1,0,0,0,0,0,1,-15
ML,167,102,293,200-35.2,0,0,0,0,0,1,-15
ML,167,102,293,200-35.3,0,0,0,0,0,1,-15
ML,167,102,293,200-35.4,0,0,0,0,0,1,-15
ML,167,102,293,200-35.5,0,0,0,0,0,1,-15
ML,129,198,294,200-37.1,0,0,0,0,0,1,-13
ML,129,198,294,200-37.2,0,0,0,0,0,1,-13
ML,129,198,294,200-37.3,0,0,0,0,0,1,-13
ML,129,198,294,200-37.4,0,0,0,0,0,1,-13
ML,129,198,294,200-37.5,0,0,0,0,0,1,-13
ML,192,177,295,200-39.1,0,0,0,0,0,1,-11
ML,192,177,295,200-39.2,0,0,0,0,0,1,-11
ML,192,177,295,200-39.3,0,0,0,0,0,1,-11
ML,192,177,295,200-39.4,0,0,0,0,0,1,-11
ML,192,177,295,200-39.5,0,0,0,0,0,1,-11
ML,194,187,296,200-41.1,0,0,0,0,0,1,-9
ML,194,187,296,200-41.2,0,0,0,0,0,1,-9
ML,194,187,296,200-41.3,0,0,0,0,0,1,-9
ML,194,187,296,200-41.4,0,0,0,0,0,1,-9
ML,194,187,296,200-41.5,0,0,0,0,0,1,-9
ML,159,67,297,200-43.1,0,0,0,0,0,1,-7
ML,159,67,297,200-43.2,0,0,0,0,0,1,-7
ML,159,67,297,200-43.3,0,0,0,0,0,1,-7
ML,159,67,297,200-43.4,0,0,0,0,0,1,-7
ML,159,67,297,200-43.5,0,0,0,0,0,1,-7
ML,116,147,298,200-45.1,0,0,0,0,0,1,-5
ML,116,147,298,200-45.2,0,0,0,0,0,1,-5
ML,116,147,298,200-45.3,0,0,0,0,0,1,-5
ML,116,147,298,200-45.4,0,0,0,0,0,1,-5
ML,116,147,298,200-45.5,0,0,0,0,0,1,-5
ML,7,30,299,200-47.1,0,0,0,0,0,1,-3
ML,7,30,299,200-47.2,0,0,0,0,0,1,-3
ML,7,30,299,200-47.3,0,0,0,0,0,1,-3
ML,7,30,299,200-47.4,1,1,61,674,801,1,-3
ML,7,30,299,200-47.5,0,0,0,0,0,1,-3
ML,51,163,300,200-49.1,0,0,0,0,0,1,-1
ML,51,163,300,200-49.2,0,0,0,0,0,1,-1
ML,51,163,300,200-49.3,0,0,0,0,0,1,-1
ML,51,163,300,200-49.4,0,0,0,0,0,1,-1
ML,51,163,300,200-49.5,0,0,0,0,0,1,-1
ML,76,30,278,200-5.1,0,0,0,0,0,1,-45
ML,76,30,278,200-5.2,0,0,0,0,0,1,-45
ML,76,30,278,200-5.3,0,0,0,0,0,1,-45
ML,76,30,278,200-5.4,0,0,0,0,0,1,-45
ML,76,30,278,200-5.5,0,0,0,0,0,1,-45
ML,151,144,279,200-7.1,0,0,0,0,0,1,-43
ML,151,144,279,200-7.2,0,0,0,0,0,1,-43
ML,151,144,279,200-7.3,0,0,0,0,0,1,-43
ML,151,144,279,200-7.4,0,0,0,0,0,1,-43
ML,151,144,279,200-7.5,0,0,0,0,0,1,-43
ML,180,140,280,200-9.1,0,0,0,0,0,1,-41
ML,180,140,280,200-9.2,0,0,0,0,0,1,-41
ML,180,140,280,200-9.3,0,0,0,0,0,1,-41
ML,180,140,280,200-9.4,0,0,0,0,0,1,-41
ML,180,140,280,200-9.5,0,0,0,0,0,1,-41
ML,175,136,301,206-1.1,0,0,0,0,0,4,-49
ML,175,136,301,206-1.2,0,0,0,0,0,4,-49
ML,175,136,301,206-1.3,0,0,0,0,0,4,-49
ML,175,136,301,206-1.4,0,0,0,0,0,4,-49
ML,175,136,301,206-1.5,0,0,0,0,0,4,-49
ML,95,44,306,206-11.1,0,0,0,0,0,4,-39
ML,95,44,306,206-11.2,0,0,0,0,0,4,-39
ML,95,44,306,206-11.3,0,0,0,0,0,4,-39
ML,95,44,306,206-11.4,0,0,0,0,0,4,-39
ML,95,44,306,206-11.5,0,0,0,0,0,4,-39
ML,153,69,307,206-13.1,0,0,0,0,0,4,-37
ML,153,69,307,206-13.2,1,1,25,260,832,4,-37
ML,153,69,307,206-13.3,0,0,0,0,0,4,-37
ML,153,69,307,206-13.4,0,0,0,0,0,4,-37
ML,153,69,307,206-13.5,0,0,0,0,0,4,-37
ML,22,69,308,206-15.1,0,0,0,0,0,4,-35
ML,22,69,308,206-15.2,0,0,0,0,0,4,-35
ML,22,69,308,206-15.3,0,0,0,0,0,4,-35
ML,22,69,308,206-15.4,0,0,0,0,0,4,-35
ML,22,69,308,206-15.5,0,0,0,0,0,4,-35
ML,40,134,309,206-17.1,0,0,0,0,0,4,-33
ML,40,134,309,206-17.2,0,0,0,0,0,4,-33
ML,40,134,309,206-17.3,0,0,0,0,0,4,-33
ML,40,134,309,206-17.4,0,0,0,0,0,4,-33
ML,40,134,309,206-17.5,0,0,0,0,0,4,-33
ML,48,149,310,206-19.1,0,0,0,0,0,4,-31
ML,48,149,310,206-19.2,0,0,0,0,0,4,-31
ML,48,149,310,206-19.3,0,0,0,0,0,4,-31
ML,48,149,310,206-19.4,0,0,0,0,0,4,-31
ML,48,149,310,206-19.5,0,0,0,0,0,4,-31
ML,115,146,311,206-21.1,0,0,0,0,0,4,-29
ML,115,146,311,206-21.2,0,0,0,0,0,4,-29
ML,115,146,311,206-21.3,0,0,0,0,0,4,-29
ML,115,146,311,206-21.4,0,0,0,0,0,4,-29
ML,115,146,311,206-21.5,1,1,50,553,733,4,-29
ML,148,44,312,206-23.1,0,0,0,0,0,4,-27
ML,148,44,312,206-23.2,0,0,0,0,0,4,-27
ML,148,44,312,206-23.3,0,0,0,0,0,4,-27
ML,148,44,312,206-23.4,0,0,0,0,0,4,-27
ML,148,44,312,206-23.5,0,0,0,0,0,4,-27
ML,165,83,313,206-25.1,0,0,0,0,0,4,-25
ML,165,83,313,206-25.2,0,0,0,0,0,4,-25
ML,165,83,313,206-25.3,0,0,0,0,0,4,-25
ML,165,83,313,206-25.4,0,0,0,0,0,4,-25
ML,165,83,313,206-25.5,0,0,0,0,0,4,-25
ML,18,67,314,206-27.1,0,0,0,0,0,4,-23
ML,18,67,314,206-27.2,0,0,0,0,0,4,-23
ML,18,67,314,206-27.3,0,0,0,0,0,4,-23
ML,18,67,314,206-27.4,0,0,0,0,0,4,-23
ML,18,67,314,206-27.5,0,0,0,0,0,4,-23
ML,86,66,315,206-29.1,0,0,0,0,0,4,-21
ML,86,66,315,206-29.2,0,0,0,0,0,4,-21
ML,86,66,315,206-29.3,0,0,0,0,0,4,-21
