Site,Dam,Sire,Packet_ID,Planting_position,Germination,Surv_flwr,total_pods_collected,total_seeds,total_pods,Xloc,Yloc
ML,33,139,134,124-17.3,0,0,0,0,0,-12,-33
ML,33,139,134,124-17.4,0,0,0,0,0,-12,-33
ML,33,139,134,124-17.5,1,1,113,860,986,-12,-33
ML,114,144,135,124-19.1,0,0,0,0,0,-12,-31
ML,114,144,135,124-19.2,1,1,50,560,297,-12,-31
ML,114,144,135,124-19.3,0,0,0,0,0,-12,-31
ML,114,144,135,124-19.4,0,0,0,0,0,-12,-31
ML,114,144,135,124-19.5,1,1,37,355,174,-12,-31
ML,157,66,136,124-21.1,0,0,0,0,0,-12,-29
ML,157,66,136,124-21.2,0,0,0,0,0,-12,-29
ML,157,66,136,124-21.3,0,0,0,0,0,-12,-29
ML,157,66,136,124-21.4,0,0,0,0,0,-12,-29
ML,157,66,136,124-21.5,0,0,0,0,0,-12,-29
ML,189,158,137,124-23.1,0,0,0,0,0,-12,-27
ML,189,158,137,124-23.2,0,0,0,0,0,-12,-27
ML,189,158,137,124-23.3,0,0,0,0,0,-12,-27
ML,189,158,137,124-23.4,1,1,55,618,286,-12,-27
ML,189,158,137,124-23.5,0,0,0,0,0,-12,-27
ML,153,69,138,124-25.1,0,0,0,0,0,-12,-25
ML,153,69,138,124-25.2,1,1,50,454,779,-12,-25
ML,153,69,138,124-25.3,0,0,0,0,0,-12,-25
ML,153,69,138,124-25.4,1,1,50,485,856,-12,-25
ML,153,69,138,124-25.5,0,0,0,0,0,-12,-25
ML,98,113,139,124-27.1,0,0,0,0,0,-12,-23
ML,98,113,139,124-27.2,1,1,57,462,1009,-12,-23
ML,98,113,139,124-27.3,0,0,0,0,0,-12,-23
ML,98,113,139,124-27.4,0,0,0,0,0,-12,-23
ML,98,113,139,124-27.5,0,0,0,0,0,-12,-23
ML,58,187,140,124-29.1,0,0,0,0,0,-12,-21
ML,58,187,140,124-29.2,0,0,0,0,0,-12,-21
ML,58,187,140,124-29.3,0,0,0,0,0,-12,-21
ML,58,187,140,124-29.4,0,0,0,0,0,-12,-21
ML,58,187,140,124-29.5,0,0,0,0,0,-12,-21
ML,122,177,127,124-3.1,0,0,0,0,0,-12,-47
ML,122,177,127,124-3.2,1,1,50,452,595,-12,-47
ML,122,177,127,124-3.3,0,0,0,0,0,-12,-47
ML,122,177,127,124-3.4,0,0,0,0,0,-12,-47
ML,122,177,127,124-3.5,0,0,0,0,0,-12,-47
ML,145,30,141,124-31.1,0,0,0,0,0,-12,-19
ML,145,30,141,124-31.2,0,0,0,0,0,-12,-19
ML,145,30,141,124-31.3,0,0,0,0,0,-12,-19
ML,145,30,141,124-31.4,0,0,0,0,0,-12,-19
ML,145,30,141,124-31.5,0,0,0,0,0,-12,-19
ML,52,164,142,124-33.1,0,0,0,0,0,-12,-17
ML,52,164,142,124-33.2,0,0,0,0,0,-12,-17
ML,52,164,142,124-33.3,0,0,0,0,0,-12,-17
ML,52,164,142,124-33.4,0,0,0,0,0,-12,-17
ML,52,164,142,124-33.5,0,0,0,0,0,-12,-17
ML,16,6,143,124-35.1,0,0,0,0,0,-12,-15
ML,16,6,143,124-35.2,0,0,0,0,0,-12,-15
ML,16,6,143,124-35.3,0,0,0,0,0,-12,-15
ML,16,6,143,124-35.4,0,0,0,0,0,-12,-15
ML,16,6,143,124-35.5,0,0,0,0,0,-12,-15
ML,185,147,144,124-37.1,0,0,0,0,0,-12,-13
ML,185,147,144,124-37.2,0,0,0,0,0,-12,-13
ML,185,147,144,124-37.3,0,0,0,0,0,-12,-13
ML,185,147,144,124-37.4,0,0,0,0,0,-12,-13
ML,185,147,144,124-37.5,0,0,0,0,0,-12,-13
ML,55,178,145,124-39.1,0,0,0,0,0,-12,-11
ML,55,178,145,124-39.2,0,0,0,0,0,-12,-11
ML,55,178,145,124-39.3,0,0,0,0,0,-12,-11
ML,55,178,145,124-39.4,0,0,0,0,0,-12,-11
ML,55,178,145,124-39.5,0,0,0,0,0,-12,-11
ML,34,127,146,124-41.1,0,0,0,0,0,-12,-9
ML,34,127,146,124-41.2,1,1,10,53,23,-12,-9
ML,34,127,146,124-41.3,1,1,232,829,747,-12,-9
ML,34,127,146,124-41.4,0,0,0,0,0,-12,-9
ML,34,127,146,124-41.5,0,0,0,0,0,-12,-9
ML,100,127,147,124-43.1,0,0,0,0,0,-12,-7
ML,100,127,147,124-43.2,0,0,0,0,0,-12,-7
ML,100,127,147,124-43.3,0,0,0,0,0,-12,-7
ML,100,127,147,124-43.4,0,0,0,0,0,-12,-7
ML,100,127,147,124-43.5,0,0,0,0,0,-12,-7
ML,119,158,148,124-45.1,0,0,0,0,0,-12,-5
ML,119,158,148,124-45.2,0,0,0,0,0,-12,-5
ML,119,158,148,124-45.3,0,0,0,0,0,-12,-5
ML,119,158,148,124-45.4,0,0,0,0,0,-12,-5
ML,119,158,148,124-45.5,0,0,0,0,0,-12,-5
ML,13,62,149,124-47.1,0,0,0,0,0,-12,-3
ML,13,62,149,124-47.2,0,0,0,0,0,-12,-3
ML,13,62,149,124-47.3,0,0,0,0,0,-12,-3
ML,13,62,149,124-47.4,0,0,0,0,0,-12,-3
ML,13,62,149,124-47.5,0,0,0,0,0,-12,-3
ML,143,21,150,124-49.1,0,0,0,0,0,-12,-1
ML,143,21,150,124-49.2,0,0,0,0,0,-12,-1
ML,143,21,150,124-49.3,0,0,0,0,0,-12,-1
ML,143,21,150,124-49.4,0,0,0,0,0,-12,-1
ML,143,21,150,124-49.5,0,0,0,0,0,-12,-1
ML,82,62,128,124-5.1,0,0,0,0,0,-12,-45
ML,82,62,128,124-5.2,0,0,0,0,0,-12,-45
ML,82,62,128,124-5.3,0,0,0,0,0,-12,-45
ML,82,62,128,124-5.4,0,0,0,0,0,-12,-45
ML,82,62,128,124-5.5,0,0,0,0,0,-12,-45
ML,36,134,129,124-7.1,0,0,0,0,0,-12,-43
ML,36,134,129,124-7.2,0,0,0,0,0,-12,-43
ML,36,134,129,124-7.3,0,0,0,0,0,-12,-43
ML,36,134,129,124-7.4,0,0,0,0,0,-12,-43
ML,36,134,129,124-7.5,0,0,0,0,0,-12,-43
ML,18,67,130,124-9.1,0,0,0,0,0,-12,-41
ML,18,67,130,124-9.2,0,0,0,0,0,-12,-41
ML,18,67,130,124-9.3,0,0,0,0,0,-12,-41
ML,18,67,130,124-9.4,0,0,0,0,0,-12,-41
ML,18,67,130,124-9.5,0,0,0,0,0,-12,-41
ML,95,44,151,132-1.1,0,0,0,0,0,-8,-49
ML,95,44,151,132-1.2,0,0,0,0,0,-8,-49
ML,95,44,151,132-1.3,0,0,0,0,0,-8,-49
ML,95,44,151,132-1.4,0,0,0,0,0,-8,-49
ML,95,44,151,132-1.5,0,0,0,0,0,-8,-49
ML,71,19,156,132-11.1,0,0,0,0,0,-8,-39
ML,71,19,156,132-11.2,0,0,0,0,0,-8,-39
ML,71,19,156,132-11.3,0,0,0,0,0,-8,-39
ML,71,19,156,132-11.4,0,0,0,0,0,-8,-39
ML,71,19,156,132-11.5,0,0,0,0,0,-8,-39
ML,2,17,157,132-13.1,0,0,0,0,0,-8,-37
ML,2,17,157,132-13.2,0,0,0,0,0,-8,-37
ML,2,17,157,132-13.3,0,0,0,0,0,-8,-37
ML,2,17,157,132-13.4,0,0,0,0,0,-8,-37
ML,2,17,157,132-13.5,0,0,0,0,0,-8,-37
ML,92,105,158,132-15.1,0,0,0,0,0,-8,-35
ML,92,105,158,132-15.2,0,0,0,0,0,-8,-35
ML,92,105,158,132-15.3,0,0,0,0,0,-8,-35
ML,92,105,158,132-15.4,0,0,0,0,0,-8,-35
ML,92,105,158,132-15.5,0,0,0,0,0,-8,-35
ML,157,66,159,132-17.1,0,0,0,0,0,-8,-33
ML,157,66,159,132-17.2,0,0,0,0,0,-8,-33
ML,157,66,159,132-17.3,1,1,51,378,873,-8,-33
ML,157,66,159,132-17.4,0,0,0,0,0,-8,-33
ML,157,66,159,132-17.5,0,0,0,0,0,-8,-33
ML,14,65,160,132-19.1,0,0,0,0,0,-8,-31
ML,14,65,160,132-19.2,0,0,0,0,0,-8,-31
ML,14,65,160,132-19.3,0,0,0,0,0,-8,-31
ML,14,65,160,132-19.4,0,0,0,0,0,-8,-31
ML,14,65,160,132-19.5,0,0,0,0,0,-8,-31
ML,97,111,161,132-21.1,0,0,0,0,0,-8,-29
ML,97,111,161,132-21.2,0,0,0,0,0,-8,-29
ML,97,111,161,132-21.3,0,0,0,0,0,-8,-29
ML,97,111,161,132-21.4,0,0,0,0,0,-8,-29
ML,97,111,161,132-21.5,0,0,0,0,0,-8,-29
ML,51,163,162,132-23.1,0,0,0,0,0,-8,-27
ML,51,163,162,132-23.2,0,0,0,0,0,-8,-27
ML,51,163,162,132-23.3,0,0,0,0,0,-8,-27
ML,51,163,162,132-23.4,0,0,0,0,0,-8,-27
ML,51,163,162,132-23.5,0,0,0,0,0,-8,-27
ML,74,21,163,132-25.1,0,0,0,0,0,-8,-25
ML,74,21,163,132-25.2,0,0,0,0,0,-8,-25
ML,74,21,163,132-25.3,0,0,0,0,0,-8,-25
ML,74,21,163,132-25.4,0,0,0,0,0,-8,-25
ML,74,21,163,132-25.5,0,0,0,0,0,-8,-25
ML,89,73,164,132-27.1,0,0,0,0,0,-8,-23
ML,89,73,164,132-27.2,0,0,0,0,0,-8,-23
ML,89,73,164,132-27.3,0,0,0,0,0,-8,-23
ML,89,73,164,132-27.4,0,0,0,0,0,-8,-23
ML,89,73,164,132-27.5,0,0,0,0,0,-8,-23
ML,157,66,165,132-29.1,0,0,0,0,0,-8,-21
ML,157,66,165,132-29.2,0,0,0,0,0,-8,-21
ML,157,66,165,132-29.3,0,0,0,0,0,-8,-21
ML,157,66,165,132-29.4,0,0,0,0,0,-8,-21
ML,157,66,165,132-29.5,0,0,0,0,0,-8,-21
ML,130,200,152,132-3.1,0,0,0,0,0,-8,-47
ML,130,200,152,132-3.2,0,0,0,0,0,-8,-47
ML,130,200,152,132-3.3,0,0,0,0,0,-8,-47
ML,130,200,152,132-3.4,0,0,0,0,0,-8,-47
ML,130,200,152,132-3.5,0,0,0,0,0,-8,-47
ML,151,144,166,132-31.1,0,0,0,0,0,-8,-19
ML,151,144,166,132-31.2,0,0,0,0,0,-8,-19
ML,151,144,166,132-31.3,0,0,0,0,0,-8,-19
ML,151,144,166,132-31.4,0,0,0,0,0,-8,-19
ML,151,144,166,132-31.5,0,0,0,0,0,-8,-19
ML,50,158,167,132-33.1,0,0,0,0,0,-8,-17
ML,50,158,167,132-33.2,0,0,0,0,0,-8,-17
ML,50,158,167,132-33.3,0,0,0,0,0,-8,-17
ML,50,158,167,132-33.4,0,0,0,0,0,-8,-17
ML,50,158,167,132-33.5,0,0,0,0,0,-8,-17
ML,170,113,168,132-35.1,0,0,0,0,0,-8,-15
ML,170,113,168,132-35.2,0,0,0,0,0,-8,-15
ML,170,113,168,132-35.3,0,0,0,0,0,-8,-15
ML,170,113,168,132-35.4,0,0,0,0,0,-8,-15
ML,170,113,168,132-35.5,0,0,0,0,0,-8,-15
ML,68,6,169,132-37.1,0,0,0,0,0,-8,-13
ML,68,6,169,132-37.2,0,0,0,0,0,-8,-13
ML,68,6,169,132-37.3,0,0,0,0,0,-8,-13
ML,68,6,169,132-37.4,0,0,0,0,0,-8,-13
ML,68,6,169,132-37.5,0,0,0,0,0,-8,-13
ML,74,21,170,132-39.1,0,0,0,0,0,-8,-11
ML,74,21,170,132-39.2,0,0,0,0,0,-8,-11
ML,74,21,170,132-39.3,0,0,0,0,0,-8,-11
ML,74,21,170,132-39.4,0,0,0,0,0,-8,-11
ML,74,21,170,132-39.5,1,1,50,501,317,-8,-11
ML,130,200,171,132-41.1,0,0,0,0,0,-8,-9
ML,130,200,171,132-41.2,0,0,0,0,0,-8,-9
ML,130,200,171,132-41.3,0,0,0,0,0,-8,-9
ML,130,200,171,132-41.4,0,0,0,0,0,-8,-9
ML,130,200,171,132-41.5,0,0,0,0,0,-8,-9
ML,171,126,172,132-43.1,0,0,0,0,0,-8,-7
ML,171,126,172,132-43.2,0,0,0,0,0,-8,-7
ML,171,126,172,132-43.3,0,0,0,0,0,-8,-7
ML,171,126,172,132-43.4,0,0,0,0,0,-8,-7
ML,171,126,172,132-43.5,0,0,0,0,0,-8,-7
ML,36,134,173,132-45.1,0,0,0,0,0,-8,-5
ML,36,134,173,132-45.2,0,0,0,0,0,-8,-5
ML,36,134,173,132-45.3,0,0,0,0,0,-8,-5
ML,36,134,173,132-45.4,0,0,0,0,0,-8,-5
ML,36,134,173,132-45.5,0,0,0,0,0,-8,-5
ML,173,133,174,132-47.1,0,0,0,0,0,-8,-3
ML,173,133,174,132-47.2,0,0,0,0,0,-8,-3
ML,173,133,174,132-47.3,0,0,0,0,0,-8,-3
ML,123,178,175,132-49.1,0,0,0,0,0,-8,-1
ML,123,178,175,132-49.2,0,0,0,0,0,-8,-1
ML,123,178,175,132-49.3,0,0,0,0,0,-8,-1
ML,123,178,175,132-49.4,0,0,0,0,0,-8,-1
ML,123,178,175,132-49.5,0,0,0,0,0,-8,-1
ML,2,17,153,132-5.1,0,0,0,0,0,-8,-45
ML,2,17,153,132-5.2,0,0,0,0,0,-8,-45
ML,2,17,153,132-5.3,0,0,0,0,0,-8,-45
ML,2,17,153,132-5.4,0,0,0,0,0,-8,-45
ML,2,17,153,132-5.5,0,0,0,0,0,-8,-45
ML,92,105,154,132-7.1,0,0,0,0,0,-8,-43
ML,92,105,154,132-7.2,0,0,0,0,0,-8,-43
ML,92,105,154,132-7.3,0,0,0,0,0,-8,-43
ML,92,105,154,132-7.4,0,0,0,0,0,-8,-43
ML,92,105,154,132-7.5,0,0,0,0,0,-8,-43
ML,160,69,155,132-9.1,0,0,0,0,0,-8,-41
ML,160,69,155,132-9.2,0,0,0,0,0,-8,-41
ML,160,69,155,132-9.3,0,0,0,0,0,-8,-41
ML,160,69,155,132-9.4,0,0,0,0,0,-8,-41
ML,160,69,155,132-9.5,0,0,0,0,0,-8,-41
ML,137,20,176,134-1.1,0,0,0,0,0,-7,-49
ML,137,20,176,134-1.2,0,0,0,0,0,-7,-49
ML,137,20,176,134-1.3,0,0,0,0,0,-7,-49
ML,137,20,176,134-1.4,0,0,0,0,0,-7,-49
ML,137,20,176,134-1.5,0,0,0,0,0,-7,-49
ML,7,30,181,134-11.1,0,0,0,0,0,-7,-39
ML,7,30,181,134-11.2,0,0,0,0,0,-7,-39
ML,7,30,181,134-11.3,0,0,0,0,0,-7,-39
ML,7,30,181,134-11.4,0,0,0,0,0,-7,-39
ML,7,30,181,134-11.5,0,0,0,0,0,-7,-39
ML,11,57,182,134-13.1,0,0,0,0,0,-7,-37
ML,11,57,182,134-13.2,0,0,0,0,0,-7,-37
ML,11,57,182,134-13.3,0,0,0,0,0,-7,-37
ML,11,57,182,134-13.4,0,0,0,0,0,-7,-37
ML,11,57,182,134-13.5,0,0,0,0,0,-7,-37
ML,173,133,183,134-15.1,0,0,0,0,0,-7,-35
ML,173,133,183,134-15.2,0,0,0,0,0,-7,-35
ML,173,133,183,134-15.3,0,0,0,0,0,-7,-35
ML,173,133,183,134-15.4,0,0,0,0,0,-7,-35
ML,173,133,183,134-15.5,0,0,0,0,0,-7,-35
ML,52,164,184,134-17.1,0,0,0,0,0,-7,-33
ML,52,164,184,134-17.2,0,0,0,0,0,-7,-33
ML,52,164,184,134-17.3,0,0,0,0,0,-7,-33
ML,52,164,184,134-17.4,0,0,0,0,0,-7,-33
ML,52,164,184,134-17.5,0,0,0,0,0,-7,-33
ML,128,102,185,134-19.1,0,0,0,0,0,-7,-31
ML,128,102,185,134-19.2,0,0,0,0,0,-7,-31
ML,128,102,185,134-19.3,0,0,0,0,0,-7,-31
ML,128,102,185,134-19.4,0,0,0,0,0,-7,-31
ML,128,102,185,134-19.5,0,0,0,0,0,-7,-31
ML,27,102,186,134-21.1,0,0,0,0,0,-7,-29
ML,27,102,186,134-21.2,0,0,0,0,0,-7,-29
ML,27,102,186,134-21.3,0,0,0,0,0,-7,-29
ML,27,102,186,134-21.4,0,0,0,0,0,-7,-29
ML,27,102,186,134-21.5,0,0,0,0,0,-7,-29
ML,118,154,187,134-23.1,0,0,0,0,0,-7,-27
ML,118,154,187,134-23.2,0,0,0,0,0,-7,-27
ML,118,154,187,134-23.3,0,0,0,0,0,-7,-27
ML,118,154,187,134-23.4,0,0,0,0,0,-7,-27
ML,118,154,187,134-23.5,0,0,0,0,0,-7,-27
ML,38,138,188,134-25.1,0,0,0,0,0,-7,-25
ML,38,138,188,134-25.2,0,0,0,0,0,-7,-25
ML,38,138,188,134-25.3,0,0,0,0,0,-7,-25
ML,38,138,188,134-25.4,0,0,0,0,0,-7,-25
ML,38,138,188,134-25.5,0,0,0,0,0,-7,-25
ML,33,139,189,134-27.1,0,0,0,0,0,-7,-23
ML,33,139,189,134-27.2,0,0,0,0,0,-7,-23
ML,33,139,189,134-27.3,0,0,0,0,0,-7,-23
ML,33,139,189,134-27.4,0,0,0,0,0,-7,-23
ML,33,139,189,134-27.5,0,0,0,0,0,-7,-23
ML,160,69,190,134-29.1,0,0,0,0,0,-7,-21
ML,160,69,190,134-29.2,0,0,0,0,0,-7,-21
ML,160,69,190,134-29.3,0,0,0,0,0,-7,-21
ML,160,69,190,134-29.4,0,0,0,0,0,-7,-21
ML,160,69,190,134-29.5,0,0,0,0,0,-7,-21
ML,118,154,177,134-3.1,0,0,0,0,0,-7,-47
ML,118,154,177,134-3.2,1,1,50,475,749,-7,-47
ML,118,154,177,134-3.3,0,0,0,0,0,-7,-47
ML,118,154,177,134-3.4,0,0,0,0,0,-7,-47
ML,118,154,177,134-3.5,0,0,0,0,0,-7,-47
ML,54,177,191,134-31.1,0,0,0,0,0,-7,-19
ML,54,177,191,134-31.2,0,0,0,0,0,-7,-19
ML,54,177,191,134-31.3,0,0,0,0,0,-7,-19
ML,54,177,191,134-31.4,0,0,0,0,0,-7,-19
ML,54,177,191,134-31.5,0,0,0,0,0,-7,-19
ML,174,105,192,134-33.1,0,0,0,0,0,-7,-17
ML,174,105,192,134-33.2,0,0,0,0,0,-7,-17
ML,174,105,192,134-33.3,0,0,0,0,0,-7,-17
ML,174,105,192,134-33.4,0,0,0,0,0,-7,-17
ML,174,105,192,134-33.5,0,0,0,0,0,-7,-17
ML,170,113,193,134-35.1,0,0,0,0,0,-7,-15
ML,170,113,193,134-35.2,0,0,0,0,0,-7,-15
ML,170,113,193,134-35.3,0,0,0,0,0,-7,-15
ML,170,113,193,134-35.4,0,0,0,0,0,-7,-15
ML,170,113,193,134-35.5,0,0,0,0,0,-7,-15
ML,3,19,194,134-37.1,0,0,0,0,0,-7,-13
ML,3,19,194,134-37.2,0,0,0,0,0,-7,-13
ML,3,19,194,134-37.3,0,0,0,0,0,-7,-13
ML,3,19,194,134-37.4,0,0,0,0,0,-7,-13
ML,3,19,194,134-37.5,0,0,0,0,0,-7,-13
ML,90,75,195,134-39.1,0,0,0,0,0,-7,-11
ML,90,75,195,134-39.2,0,0,0,0,0,-7,-11
ML,90,75,195,134-39.3,0,0,0,0,0,-7,-11
ML,90,75,195,134-39.4,0,0,0,0,0,-7,-11
ML,90,75,195,134-39.5,0,0,0,0,0,-7,-11
ML,49,154,196,134-41.1,0,0,0,0,0,-7,-9
ML,49,154,196,134-41.2,0,0,0,0,0,-7,-9
ML,49,154,196,134-41.3,0,0,0,0,0,-7,-9
ML,49,154,196,134-41.4,0,0,0,0,0,-7,-9
ML,49,154,196,134-41.5,0,0,0,0,0,-7,-9
ML,32,126,197,134-43.1,0,0,0,0,0,-7,-7
ML,32,126,197,134-43.2,0,0,0,0,0,-7,-7
ML,32,126,197,134-43.3,0,0,0,0,0,-7,-7
ML,32,126,197,134-43.4,0,0,0,0,0,-7,-7
ML,32,126,197,134-43.5,0,0,0,0,0,-7,-7
ML,42,142,198,134-45.1,0,0,0,0,0,-7,-5
ML,42,142,198,134-45.2,0,0,0,0,0,-7,-5
ML,42,142,198,134-45.3,0,0,0,0,0,-7,-5
ML,42,142,198,134-45.4,0,0,0,0,0,-7,-5
ML,42,142,198,134-45.5,0,0,0,0,0,-7,-5
ML,190,163,199,134-47.1,0,0,0,0,0,-7,-3
ML,190,163,199,134-47.2,0,0,0,0,0,-7,-3
ML,190,163,199,134-47.3,0,0,0,0,0,-7,-3
ML,190,163,199,134-47.4,0,0,0,0,0,-7,-3
ML,190,163,199,134-47.5,0,0,0,0,0,-7,-3
ML,15,66,200,134-49.1,0,0,0,0,0,-7,-1
ML,15,66,200,134-49.2,0,0,0,0,0,-7,-1
ML,15,66,200,134-49.3,0,0,0,0,0,-7,-1
ML,15,66,200,134-49.4,0,0,0,0,0,-7,-1
ML,15,66,200,134-49.5,0,0,0,0,0,-7,-1
ML,167,102,178,134-5.1,0,0,0,0,0,-7,-45
ML,167,102,178,134-5.2,0,0,0,0,0,-7,-45
ML,167,102,178,134-5.3,0,0,0,0,0,-7,-45
ML,167,102,178,134-5.4,0,0,0,0,0,-7,-45
ML,167,102,178,134-5.5,0,0,0,0,0,-7,-45
ML,114,144,179,134-7.1,0,0,0,0,0,-7,-43
ML,114,144,179,134-7.2,0,0,0,0,0,-7,-43
ML,114,144,179,134-7.3,0,0,0,0,0,-7,-43
ML,114,144,179,134-7.4,0,0,0,0,0,-7,-43
ML,114,144,179,134-7.5,0,0,0,0,0,-7,-43
ML,190,163,180,134-9.1,0,0,0,0,0,-7,-41
ML,190,163,180,134-9.2,0,0,0,0,0,-7,-41
ML,190,163,180,134-9.3,0,0,0,0,0,-7,-41
ML,190,163,180,134-9.4,0,0,0,0,0,-7,-41
ML,190,163,180,134-9.5,0,0,0,0,0,-7,-41
ML,115,146,201,138-1.1,0,0,0,0,0,-5,-49
ML,115,146,201,138-1.2,0,0,0,0,0,-5,-49
ML,115,146,201,138-1.3,0,0,0,0,0,-5,-49
ML,115,146,201,138-1.4,0,0,0,0,0,-5,-49
ML,115,146,201,138-1.5,0,0,0,0,0,-5,-49
ML,123,178,206,138-11.1,0,0,0,0,0,-5,-39
ML,123,178,206,138-11.2,0,0,0,0,0,-5,-39
ML,123,178,206,138-11.3,0,0,0,0,0,-5,-39
ML,123,178,206,138-11.4,0,0,0,0,0,-5,-39
ML,123,178,206,138-11.5,0,0,0,0,0,-5,-39
ML,90,75,207,138-13.1,0,0,0,0,0,-5,-37
ML,90,75,207,138-13.2,0,0,0,0,0,-5,-37
ML,90,75,207,138-13.3,0,0,0,0,0,-5,-37
ML,90,75,207,138-13.4,1,1,50,549,1153,-5,-37
ML,90,75,207,138-13.5,0,0,0,0,0,-5,-37
ML,8,44,208,138-15.1,0,0,0,0,0,-5,-35
ML,8,44,208,138-15.2,0,0,0,0,0,-5,-35
ML,8,44,208,138-15.3,0,0,0,0,0,-5,-35
ML,8,44,208,138-15.4,0,0,0,0,0,-5,-35
ML,8,44,208,138-15.5,0,0,0,0,0,-5,-35
ML,169,57,209,138-17.1,0,0,0,0,0,-5,-33
ML,169,57,209,138-17.2,0,0,0,0,0,-5,-33
ML,169,57,209,138-17.3,0,0,0,0,0,-5,-33
ML,169,57,209,138-17.4,0,0,0,0,0,-5,-33
ML,169,57,209,138-17.5,0,0,0,0,0,-5,-33
ML,70,17,210,138-19.1,0,0,0,0,0,-5,-31
ML,70,17,210,138-19.2,0,0,0,0,0,-5,-31
ML,70,17,210,138-19.3,0,0,0,0,0,-5,-31
ML,70,17,210,138-19.4,0,0,0,0,0,-5,-31
ML,70,17,210,138-19.5,0,0,0,0,0,-5,-31
ML,132,17,211,138-21.1,0,0,0,0,0,-5,-29
ML,132,17,211,138-21.2,0,0,0,0,0,-5,-29
ML,132,17,211,138-21.3,0,0,0,0,0,-5,-29
ML,132,17,211,138-21.4,0,0,0,0,0,-5,-29
ML,132,17,211,138-21.5,0,0,0,0,0,-5,-29
ML,37,136,212,138-23.1,1,1,26,260,107,-5,-27
ML,37,136,212,138-23.2,0,0,0,0,0,-5,-27
ML,37,136,212,138-23.3,0,0,0,0,0,-5,-27
ML,37,136,212,138-23.4,0,0,0,0,0,-5,-27
ML,37,136,212,138-23.5,0,0,0,0,0,-5,-27
ML,173,133,213,138-25.1,0,0,0,0,0,-5,-25
ML,173,133,213,138-25.2,0,0,0,0,0,-5,-25
ML,173,133,213,138-25.3,0,0,0,0,0,-5,-25
ML,173,133,213,138-25.4,0,0,0,0,0,-5,-25
ML,173,133,213,138-25.5,0,0,0,0,0,-5,-25
ML,26,85,214,138-27.1,0,0,0,0,0,-5,-23
ML,26,85,214,138-27.2,0,0,0,0,0,-5,-23
ML,26,85,214,138-27.3,0,0,0,0,0,-5,-23
ML,26,85,214,138-27.4,0,0,0,0,0,-5,-23
ML,26,85,214,138-27.5,0,0,0,0,0,-5,-23
ML,12,61,215,138-29.1,0,0,0,0,0,-5,-21
ML,12,61,215,138-29.2,0,0,0,0,0,-5,-21
ML,12,61,215,138-29.3,0,0,0,0,0,-5,-21
ML,12,61,215,138-29.4,0,0,0,0,0,-5,-21
ML,12,61,215,138-29.5,0,0,0,0,0,-5,-21
ML,130,200,202,138-3.1,0,0,0,0,0,-5,-47
ML,130,200,202,138-3.2,0,0,0,0,0,-5,-47
ML,130,200,202,138-3.3,0,0,0,0,0,-5,-47
ML,130,200,202,138-3.4,0,0,0,0,0,-5,-47
ML,130,200,202,138-3.5,0,0,0,0,0,-5,-47
ML,194,187,216,138-31.1,0,0,0,0,0,-5,-19
ML,194,187,216,138-31.2,0,0,0,0,0,-5,-19
ML,194,187,216,138-31.3,0,0,0,0,0,-5,-19
ML,194,187,216,138-31.4,0,0,0,0,0,-5,-19
ML,194,187,216,138-31.5,0,0,0,0,0,-5,-19
ML,99,126,217,138-33.1,0,0,0,0,0,-5,-17
ML,99,126,217,138-33.2,0,0,0,0,0,-5,-17
ML,99,126,217,138-33.3,0,0,0,0,0,-5,-17
ML,99,126,217,138-33.4,0,0,0,0,0,-5,-17
ML,99,126,217,138-33.5,0,0,0,0,0,-5,-17
ML,63,200,218,138-35.1,0,0,0,0,0,-5,-15
ML,63,200,218,138-35.2,0,0,0,0,0,-5,-15
ML,63,200,218,138-35.3,0,0,0,0,0,-5,-15
ML,63,200,218,138-35.4,0,0,0,0,0,-5,-15
ML,63,200,218,138-35.5,0,0,0,0,0,-5,-15
ML,12,61,219,138-37.1,0,0,0,0,0,-5,-13
ML,12,61,219,138-37.2,0,0,0,0,0,-5,-13
ML,12,61,219,138-37.3,0,0,0,0,0,-5,-13
ML,12,61,219,138-37.4,0,0,0,0,0,-5,-13
ML,12,61,219,138-37.5,0,0,0,0,0,-5,-13
ML,26,85,220,138-39.1,0,0,0,0,0,-5,-11
ML,26,85,220,138-39.2,0,0,0,0,0,-5,-11
ML,26,85,220,138-39.3,0,0,0,0,0,-5,-11
ML,26,85,220,138-39.4,0,0,0,0,0,-5,-11
ML,26,85,220,138-39.5,0,0,0,0,0,-5,-11
ML,59,196,221,138-41.1,0,0,0,0,0,-5,-9
ML,59,196,221,138-41.2,0,0,0,0,0,-5,-9
ML,59,196,221,138-41.3,0,0,0,0,0,-5,-9
ML,59,196,221,138-41.4,0,0,0,0,0,-5,-9
ML,59,196,221,138-41.5,0,0,0,0,0,-5,-9
ML,184,146,222,138-43.1,0,0,0,0,0,-5,-7
ML,184,146,222,138-43.2,0,0,0,0,0,-5,-7
ML,184,146,222,138-43.3,0,0,0,0,0,-5,-7
ML,184,146,222,138-43.4,0,0,0,0,0,-5,-7
ML,184,146,222,138-43.5,0,0,0,0,0,-5,-7
ML,35,133,223,138-45.1,0,0,0,0,0,-5,-5
ML,35,133,223,138-45.2,0,0,0,0,0,-5,-5
ML,35,133,223,138-45.3,0,0,0,0,0,-5,-5
